DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
AGO,1,0,11.91,16.02,NA,6.53,22.9,4.13,82.17,22.22,51.92,NA,2.1
AGO,1,1,8.93,5.87,NA,7.47,21.2,3.31,80,20.88,20.88,NA,2.19
AGO,1,2,9.98,4.74,NA,5.6,18.85,3.23,94.49,20.07,20.07,NA,2.22
AGO,1,3,8.57,3.5,NA,6.13,18.39,2.57,85.61,19.03,19.03,NA,2.33
AGO,1,4,6.67,3.5,NA,9.29,14.34,2.27,71.04,18.61,18.61,NA,2.32
AGO,1,5,6.79,5.39,NA,9.12,12.88,2.7,60.3,18.27,18.27,NA,2.37
AGO,1,6,1.58,6.53,NA,14.04,16.12,2.23,76.35,17.33,17.33,NA,2.39
AGO,1,7,0.2,7.47,NA,16.76,25.25,2.14,92.1,17.08,17.08,NA,18.01
AGO,1,8,0.2,7.2,NA,13.92,22.36,2.37,67.84,19.56,19.57,NA,176.89
AGO,1,9,10.68,12.08,NA,7.14,23.7,4.25,82.87,22.76,22.77,NA,428.76
AGO,1,10,13.97,9.1,NA,5.43,18.69,4.25,80.9,24.62,24.62,NA,668.38
AGO,1,11,17.55,7.6,NA,3.89,21.21,4.74,93.63,25.89,25.88,NA,823.89
AGO,1,12,21.24,7.01,NA,4.31,18.47,4.44,79.39,27.1,27.1,NA,958.06
AGO,1,13,23.21,7.36,NA,4.49,14.27,4.17,84.07,28.17,28.17,NA,1008.5
AGO,1,14,24.77,6.14,NA,3.64,14.8,4.09,91.38,29.5,29.49,NA,965.79
AGO,1,15,24.67,5.94,NA,3.97,6.86,3.7,108.13,30.02,30.02,NA,775.99
AGO,1,16,25.55,5.23,NA,2.7,13.38,2.93,101.92,30.58,30.59,NA,659.43
AGO,1,17,24.9,4.56,NA,2.7,13.86,3.46,113.95,30.79,30.79,NA,458.13
AGO,1,18,19.81,5.35,NA,6.01,18.15,4.14,66.64,29.41,29.41,NA,264.94
AGO,1,19,17.9,8.2,NA,6.63,24.45,4.32,74.46,28.89,28.9,NA,150.42
AGO,1,20,15.16,10.68,NA,6.86,46.31,NA,54.83,26.65,26.65,NA,10.31
AGO,1,21,13.44,10.73,NA,7.26,NA,NA,66.69,24.83,24.82,NA,1.9
AGO,1,22,12.35,8.69,NA,8.05,23.74,3.71,90.18,23.08,23.07,NA,2.03
AGO,1,23,12.31,4.72,NA,7.06,19.37,3.93,79.93,21.59,21.57,NA,2.18
AGO,2,0,12.68,5.23,NA,NA,15.91,3.08,NA,15.97,20.39,NA,NA
AGO,2,1,13.01,5,NA,3.16,18.07,3.06,104.85,19.37,56.9,NA,2.25
AGO,2,2,11.84,6.81,NA,3.19,14.6,2.95,95.63,18.4,62.8,NA,2.36
AGO,2,3,9.89,4.2,NA,5.85,17.67,3.21,86.39,18.18,68.09,NA,2.37
AGO,2,4,5.14,4.35,NA,10.1,18.65,2.54,110.36,16.85,71.97,NA,2.45
AGO,2,5,7.56,4.88,NA,7.76,19.63,3.14,93.5,17.14,73.31,NA,2.43
AGO,2,6,5.53,5.03,NA,11.37,14.76,2.78,95.69,16.91,75.4,NA,2.46
AGO,2,7,0.2,5.73,NA,18.66,23.1,2.12,94.01,16.65,77.4,NA,24.21
AGO,2,8,0.2,7.55,NA,11.15,32.28,3.37,62.8,20.39,66.05,NA,207.62
AGO,2,9,8.31,6.91,NA,4.27,19.74,4.81,64,22.37,55.96,NA,412.68
