DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
MAY,1,0,13.9,6.44,NA,NA,44.32,2.11,108.74,20.87,44.48,599.32,6.54
MAY,1,1,10.95,6.37,NA,NA,24.84,2.5,108.74,19.62,49.1,599.29,2.59
MAY,1,2,9.95,8.19,NA,NA,34.62,2.41,85.14,19.14,51.19,599.31,2.63
MAY,1,3,10.77,9.19,NA,NA,38.38,2.18,100.42,18.55,55.01,599.37,2.69
MAY,1,4,5.21,30.35,NA,NA,51.8,2.39,117.35,17.5,58.48,599.42,2.65
MAY,1,5,2.1,23.09,NA,NA,56.19,1.92,112.99,16.69,61.55,599.42,2.82
MAY,1,6,0.2,14.22,NA,NA,55.04,2.11,118.67,16.13,64.09,599.4,2.8
MAY,1,7,0.2,15.69,NA,NA,61.7,1.9,119.79,16.34,64.26,599.37,34.39
MAY,1,8,0.2,16.46,NA,NA,68.27,1.75,142.07,19.98,56.5,599.27,205.3
MAY,1,9,8.28,18.52,NA,NA,71.37,1.93,117.22,22.53,46.57,599.21,365.45
MAY,1,10,17.75,15.66,NA,14.89,66.08,1.71,244.02,26.84,37.05,599.18,625.02
MAY,1,11,24.28,9.65,NA,8.75,51.66,2.66,278,29.02,31.07,599.2,881.05
MAY,1,12,27.07,6.44,NA,4.7,39.7,2.89,262.16,29.92,28.99,599.3,1005.6
MAY,1,13,28.54,6.37,NA,4.08,39.1,2.98,282.53,30.8,26.69,599.43,1062.84
MAY,1,14,29.14,5.33,NA,3.39,30.02,2.97,273.06,32.17,22.73,599.62,1068.39
MAY,1,15,28.76,4.69,NA,2.99,27.82,2.58,224.36,31.52,20.86,599.74,422.34
MAY,1,16,24.38,4.15,NA,4.7,53.62,3.75,220.65,29.28,22.35,599.78,145.2
MAY,1,17,17.95,3.72,NA,3.57,398.57,5.99,229.36,26.25,27.59,599.75,159.27
MAY,1,18,16.96,3.5,NA,4.63,224.62,3.77,236.61,24.22,34,599.49,75.79
MAY,1,19,17.5,3.5,NA,6.76,55.38,3.7,253.4,22.76,40.03,599.4,13.03
MAY,1,20,15.66,3.72,NA,10.44,48.35,3.3,272.03,22.49,40.84,599.32,2.67
MAY,1,21,15.67,3.55,NA,7.14,42.85,2.12,243.3,21.49,44.98,599.16,2.48
MAY,1,22,13.68,3.93,NA,6.92,49.8,2.73,165.32,21.13,47.75,599.02,2.5
MAY,1,23,12.21,3.5,NA,7.3,91.23,2.68,123.98,20.89,49.99,598.9,2.56
MAY,2,0,12.69,3.5,NA,8.17,38.18,3.92,84.65,20.61,53.4,598.85,6.53
MAY,2,1,14.95,3.53,NA,6.51,23.56,4.22,82.32,20.13,56.88,598.92,2.54
MAY,2,2,14.48,3.99,NA,6.86,18.73,3.96,103.65,19.84,57.26,599.05,2.6
MAY,2,3,10.78,3.9,NA,12.38,19.13,2.41,117.32,18.83,60.41,599.16,2.61
MAY,2,4,10.51,4.09,NA,11.76,14.84,2.02,126.03,18.44,60.88,599.25,2.67
MAY,2,5,9.81,4.17,NA,12.06,24.88,1.68,251.63,18.1,61.71,599.34,2.66
MAY,2,6,7.34,4.48,NA,17.53,32.12,1.45,106.83,18.18,62.17,599.28,2.67
MAY,2,7,0.2,5.88,NA,27.98,48.81,1.8,105.15,17.74,64.66,599.24,21.85
MAY,2,8,0.2,6.76,NA,23.95,57.42,1.41,118.83,21.32,57.03,599.17,215.52
MAY,2,9,2.22,8.14,NA,12.72,57.24,2.21,122.8,24.61,44.58,599.09,444.21
MAY,2,10,9.55,5.27,NA,5.3,34.49,2.98,160.17,26.12,38.48,599.08,654.02
MAY,2,11,12.21,4.72,NA,4.49,23.6,2.56,108.75,27.92,33.14,599.08,890.44
MAY,2,12,13.91,4.5,NA,3.34,24.43,2.73,142.84,29.6,28.64,599.2,996.03
MAY,2,13,15.12,31.28,NA,5.07,26.72,2.64,109.9,30.25,24.96,599.35,1020.67
MAY,2,14,18.23,39.03,NA,4.79,31.1,2.54,216.77,31.78,22.34,600.16,1024.81
MAY,2,15,18.84,22.87,NA,4.07,29.74,2.58,175.01,32.44,20.45,623.68,896.55
MAY,2,16,20.05,16.54,NA,3.37,29.94,2.96,145.04,32.9,19.25,623.83,734.83
MAY,2,17,17.63,7.19,NA,2.7,30.85,2.68,142.13,32.53,18.51,623.96,505.27
MAY,2,18,14.18,4.03,NA,2.7,44.21,4.27,164.34,30.77,20.76,623.95,191.12
MAY,2,19,11.28,4.54,NA,3.14,88.12,5.93,168.64,28.15,28.98,623.85,58.78
MAY,2,20,7.75,4.22,NA,5.11,91.62,3.83,162.16,26.03,34.33,623.73,3.27
MAY,2,21,6.94,4.3,NA,4.94,61.59,3.69,154.52,25.26,37.32,623.61,2.17
MAY,2,22,6.99,4.14,NA,5.54,47.75,2.69,153.69,24.35,39.05,623.45,2.19
MAY,2,23,7.59,4.06,NA,5.53,47.97,2.98,145.05,24.04,41.1,623.33,2.27
MAY,3,0,6.75,4.53,NA,4.98,43.53,2.47,164.12,23.64,42.92,623.24,2.29
MAY,3,1,4.55,5.22,NA,7.42,36.2,2.28,202.06,23.38,43.89,623.24,2.34
MAY,3,2,2.89,4.54,NA,5.89,38.56,3.47,286.5,22.99,46.32,623.28,2.34
MAY,3,3,4.08,4.15,NA,4.44,42.55,4.89,308.99,21.37,53.39,623.32,2.5
MAY,3,4,5.34,4.1,NA,3.96,32.5,4.5,312.91,19.72,62.36,623.29,2.56
MAY,3,5,5.04,4.16,NA,5.95,27.39,3.59,290.73,18.72,67.35,623.27,2.61
