DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
ABR,1,0,0.2,15.86,NA,17.72,62.15,3.71,69.32,17.06,32.58,624.4,2.46
ABR,1,1,1.59,22.26,NA,16.5,79.02,3.45,71.1,16.33,32.52,624.5,2.53
ABR,1,2,0.2,21.17,NA,16.93,44.19,3.59,74.67,15.47,36.01,624.35,2.57
ABR,1,3,0.2,30.98,NA,15.67,50.06,3.13,75.13,14.3,38.94,624.11,2.59
ABR,1,4,2.59,18.38,NA,8.68,34.54,2.63,100.59,12.6,43.13,623.85,2.77
ABR,1,5,2.91,12.45,NA,6.42,31.96,3.23,96.19,12.14,45.16,623.66,2.73
ABR,1,6,2.4,16.85,NA,13.87,41.64,2.12,169.59,11.11,50.46,624.11,2.77
ABR,1,7,0.53,13.44,NA,17.54,53.7,2.05,97.89,10.72,53.85,624.55,7.93
ABR,1,8,0.6,15.74,NA,15.09,36.74,2.64,70.9,13.38,49.34,624.93,158.8
ABR,1,9,0.46,16.28,NA,12.73,35.77,3.48,105.6,16.91,40.41,625.2,411.31
ABR,1,10,8.64,13.55,NA,8.91,16.67,2.43,108.53,20.76,32.19,625.44,651.2
ABR,1,11,10.86,11.67,NA,7.48,33.89,2.66,131.57,22.82,27.33,625.24,847.49
ABR,1,12,20.59,9.13,NA,4.92,26.54,1.97,182.58,25.51,23.06,624.8,987.63
ABR,1,13,18.64,6.86,NA,3.51,33.87,2.59,227.22,26.43,21.69,624.09,1058.14
ABR,1,14,19.69,6.8,NA,3.61,21.16,2.56,258.74,27.75,18.45,623.19,1046.13
ABR,1,15,18.53,12.68,NA,5.72,21.9,2.53,80.88,28.32,13.94,622.37,923.93
ABR,1,16,17.71,6.19,NA,4.21,18.92,3.58,283.17,28.32,12.87,621.77,807.93
ABR,1,17,18.54,7.1,NA,3.66,34.12,3.46,262.82,27.89,13.56,621.29,579.06
ABR,1,18,19.3,6.11,NA,4.18,25.5,3.26,280.38,27.1,14.25,621.05,329.55
ABR,1,19,23.15,5.96,NA,7.65,28.49,2.46,282.37,25.21,15.36,620.96,77.64
ABR,1,20,16.14,5.38,NA,23.5,57.04,1.75,247.34,22.36,18.54,621.13,2.5
ABR,1,21,2.48,6.31,NA,39.93,133.51,1.38,179.68,20.72,21.69,621.4,2.23
ABR,1,22,1.62,8.93,NA,34.77,182.28,1.62,217.2,19.35,24.94,621.91,2.32
ABR,1,23,11.31,5.61,NA,13.3,85.79,2.73,254.54,19.24,30.72,622.37,2.32
ABR,2,0,6.8,7.12,NA,15.05,49.4,2.66,43.56,17.75,36.23,622.71,2.4
ABR,2,1,4.47,11.72,NA,16.79,45.08,2.03,99.3,16.65,39.95,622.93,2.52
ABR,2,2,5.58,12.39,NA,15.1,45.69,2.03,216.48,16.5,41.53,622.79,2.51
ABR,2,3,4.61,8.54,NA,16.69,47.56,1.84,267.77,16.04,43.18,622.49,2.54
ABR,2,4,6.93,6.74,NA,10.28,33.29,1.93,264.68,15.15,46.77,622.41,2.54
ABR,2,5,4.7,6.08,NA,13,40.08,2.1,274.38,14.22,50.76,622.54,2.61
ABR,2,6,2.91,5.32,NA,18,40.9,1.48,264.71,13.48,51.96,622.67,2.67
ABR,2,7,1.76,4.85,NA,18.9,52.72,1.96,269.88,13.32,55.71,623.06,9.85
ABR,2,8,0.2,6.2,NA,22.17,57.44,1.64,241.89,16.16,53.61,623.49,142.02
ABR,2,9,5.27,5.44,NA,19.06,47.08,1.74,293.62,21.67,39.9,623.91,392.29
ABR,2,10,6.16,5.14,NA,16.27,52.63,2.94,286.4,23.21,33.29,624.1,640.78
ABR,2,11,9.47,NA,NA,NA,22.9,2.47,293.46,12.31,16.46,NA,396.45
ABR,2,12,18.11,NA,NA,NA,26.94,3.22,279.82,18.95,20.89,NA,740.72
ABR,2,13,19.22,5.47,NA,2.93,27.72,3.9,266.36,25.67,25.09,622.85,1046.27
ABR,2,14,21.12,4.36,NA,2.7,19.34,3.75,244.92,26.3,23.96,621.94,1034.75
ABR,2,15,21.82,3.5,NA,2.7,28.67,3.95,278.31,27.57,20.89,621.17,955.16
ABR,2,16,22.66,NA,NA,2.7,20.36,4.17,276.9,27.7,19.95,620.55,792.62
ABR,2,17,23.16,3.5,NA,2.95,35.06,4.24,282.28,27.73,18.38,620.05,572.86
ABR,2,18,23.12,3.83,NA,4.34,25.38,3.83,279.73,27.41,16.47,619.81,328.26
ABR,2,19,20.16,4.38,NA,8.41,38.55,3.83,287.49,25.6,19.1,619.93,85.33
ABR,2,20,13.49,4.81,NA,16.88,47.44,2.94,281.95,23.67,21.8,620.29,32.97
ABR,2,21,11,5.29,NA,15.28,63.57,2.61,239.96,22.03,25.46,620.75,24.47
