DATOS MÓVILES 2018_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
MZO,1,0,17.24,25.69954545,49.43583333,4.836666667,12.16,1.205
MZO,1,1,15.55,25.87478261,50.58375,4.837916667,10.90125,1.2125
MZO,1,2,11.65,25.82125,51.81833333,4.8225,9.6275,1.20875
MZO,1,3,10.55,25.81541667,52.56458333,4.815,8.59875,1.19125
MZO,1,4,11.7,25.66291667,53.26041667,4.79625,8.01,1.15375
MZO,1,5,14.01,25.54083333,53.7575,4.784166667,7.48375,1.11375
MZO,1,6,17.96,25.39333333,54.00416667,4.780833333,6.85875,1.08
MZO,1,7,26.38,25.00458333,54.61666667,4.802083333,6.10375,1.075
MZO,1,8,28.51,25.10583333,56.01291667,4.833333333,5.165,1.12375
MZO,1,9,24.76,25.44333333,57.335,4.847916667,4.64125,1.17
MZO,1,10,21.37,25.28958333,57.82875,4.851666667,4.5525,1.20125
MZO,1,11,11.57,25.06041667,57.96708333,4.844166667,5.21625,1.21375
MZO,1,12,8.42,24.87833333,57.30125,4.844583333,6.33,1.225
MZO,1,13,7.48,24.71208333,57.30208333,4.845,7.7525,1.23375
MZO,1,14,9.1,24.33958333,57.72708333,4.91625,9.5475,1.24625
MZO,1,15,11.86,24.58041667,58.21333333,5.258333333,12.04375,1.25625
MZO,1,16,14.28,24.97833333,59.10708333,5.386666667,14.43,1.23125
MZO,1,17,10.19,25.70708333,59.69875,5.45375,16.58375,1.19625
MZO,1,18,8.56,25.54583333,60.04708333,5.52125,18.3325,1.1775
MZO,1,19,14.98,25.63125,59.95708333,5.55,18.75375,1.18625
MZO,1,20,24.28,24.86708333,56.26,5.551666667,18.06,1.21125
MZO,1,21,33.39,25.07541667,56.58291667,5.5475,16.7175,1.24625
MZO,1,22,38.06,24.85583333,58.14458333,5.597083333,14.92,1.295
MZO,1,23,22.5,25.44041667,60.895,5.6025,12.96,1.3025
MZO,2,0,12.27,26.25416667,64.86458333,5.5925,11.41,1.27625
MZO,2,1,9.17,26.38708333,68.11916667,5.5825,9.92375,1.25875
MZO,2,2,12.69,26.43833333,68.34291667,5.924583333,8.21125,1.24375
MZO,2,3,17.87,27.145,68.65125,6.64875,6.99625,1.2225
MZO,2,4,11.98,27.63304348,68.6825,7.004583333,6.815,1.18375
MZO,2,5,12.88,28.36695652,68.73291667,7.39375,6.99875,1.13875
MZO,2,6,16.28,28.83086957,69.08875,8.155,7.23375,1.075
MZO,2,7,19.44,29.77565217,69.11416667,8.4275,7.0475,1.05625
MZO,2,8,26.65,30.01565217,68.57916667,8.642083333,6.33,1.0975
MZO,2,9,22.98,30.12956522,69.05416667,9.030416667,5.63375,1.14625
MZO,2,10,16.47,30.73826087,69.78791667,9.09,5.53875,1.18125
MZO,2,11,14.82,30.96434783,70.60416667,9.137916667,5.85375,1.21
MZO,2,12,15.16,31.1426087,71.81458333,9.165416667,6.25125,1.2475
MZO,2,13,14.34,31.82826087,72.85166667,9.239583333,7.04,1.285
MZO,2,14,13.02,32.44652174,73.50875,9.214583333,8.4875,1.32125
MZO,2,15,11.88,32.85652174,74.16583333,9.059583333,10.40875,1.33
MZO,2,16,12.08,32.98,74.46458333,9.180416667,12.44625,1.2975
MZO,2,17,11.35,32.7126087,74.81791667,9.236666667,14.15875,1.26625
MZO,2,18,12.31,32.77,75.6075,9.326666667,15.44875,1.25625
MZO,2,19,22.18,33.02086957,75.59583333,9.442083333,15.9825,1.2775
MZO,2,20,20.24,33.25217391,77.37958333,9.67,15.765,1.29375
MZO,2,21,22.36,33.44608696,78.55916667,9.96625,14.855,1.2975
MZO,2,22,21.11,33.26217391,77.51291667,10.12166667,13.47125,1.2975
MZO,2,23,15.01,32.13173913,75.30208333,10.14375,11.91625,1.28625
MZO,3,0,10.73,30.8973913,71.01041667,10.16125,10.67,1.26875
MZO,3,1,10.36,30.0226087,67.465,10.34083333,9.52625,1.24375
MZO,3,2,11.16,29.92565217,67.27291667,10.26291667,8.575,1.2125
MZO,3,3,9.69,29.16043478,66.59541667,9.61625,8.2675,1.15625
MZO,3,4,8.02,28.70708333,65.79291667,9.350416667,8.44625,1.09875
MZO,3,5,8.93,28.00875,65.26166667,9.087083333,8.97,1.0475
MZO,3,6,9.71,27.47458333,64.36083333,8.345,9.5125,1.00125
MZO,3,7,17.3,26.5675,63.8875,8.094583333,9.44875,0.99
MZO,3,8,22.47,26.11875,62.88875,7.860833333,9.025,1.005
MZO,3,9,23.6,25.82166667,62.26291667,7.459583333,8.68625,1.045
MZO,3,10,18.02,25.37208333,62.43,7.400833333,8.63375,1.0875
MZO,3,11,15.59,25.3775,62.65333333,7.366666667,8.83,1.1325
MZO,3,12,15.47,25.59375,62.49458333,7.6475,9.2575,1.175
MZO,3,13,17.77,25.51708333,63.58583333,8.255833333,10.3375,1.2475
MZO,3,14,12.23,25.68708333,67.88,8.532083333,11.9425,1.305
MZO,3,15,7.73,25.62375,67.8175,8.44125,13.74375,1.32
MZO,3,16,8.87,25.22833333,68.985,8.3075,15.6425,1.3175
MZO,3,17,13.19,24.88708333,69.79625,8.355,17.29125,1.3075
MZO,3,18,11.95,24.79875,69.125,8.46625,18.5475,1.295
MZO,3,19,14.38,24.47625,68.23375,8.437916667,19.04375,1.28125
MZO,3,20,33.95,24.32375,67.17208333,8.265416667,18.14625,1.30625
MZO,3,21,34.84,24.4725,71.67708333,8.014166667,16.53375,1.31875
MZO,3,22,28.1,24.71083333,72.51791667,7.937083333,14.3475,1.32875
MZO,3,23,31.84,25.15458333,74.00333333,7.97875,12.07875,1.36625
MZO,4,0,27.28,25.68375,74.98875,8.035416667,9.96125,1.38875
MZO,4,1,20.74,26.09125,75.49375,7.99125,8.21625,1.3825
MZO,4,2,17.85,26.14208333,75.93666667,7.769166667,6.50625,1.36875
MZO,4,3,15.95,26.23458333,76.34,7.72,5.3025,1.34625
MZO,4,4,19.04,26.23,77.0725,7.776666667,5,1.28875
MZO,4,5,16.83,26.47166667,77.76458333,7.801666667,4.8875,1.21375
MZO,4,6,13.45,26.56041667,78.30875,7.862083333,4.9425,1.15375
MZO,4,7,12.18,26.75541667,78.16041667,7.828333333,5.3025,1.09375
MZO,4,8,17.46,26.64125,77.63625,7.86625,5.33,1.07125
MZO,4,9,20.07,26.36166667,76.9725,8.0675,5.22625,1.08375
MZO,4,10,21.32,26.50666667,76.83541667,8.25125,5.3425,1.1175
MZO,4,11,16.29,26.655,75.93541667,8.31875,5.84125,1.14625
MZO,4,12,8.98,26.30583333,75.20833333,8.03375,7.09125,1.155
MZO,4,13,6.72,25.8775,73.2925,7.369166667,8.5125,1.16125
MZO,4,14,6.93,25.13166667,68.36333333,7.065416667,10.01625,1.1725
MZO,4,15,6.33,24.84041667,67.18625,6.984166667,11.5975,1.17875
MZO,4,16,7.52,24.76,64.87083333,6.873333333,13.35375,1.1675
MZO,4,17,6.68,24.67826087,62.89291667,6.71625,14.98,1.135
MZO,4,18,6.89,24.44130435,62.05208333,6.535,16.33375,1.09375
MZO,4,19,11.78,24.9026087,61.8975,6.50125,16.8075,1.07375
MZO,4,20,27.28,24.30217391,60.56958333,6.448333333,15.9575,1.1
MZO,4,21,38.41,24.4,54.52375,6.428333333,14.375,1.1825
MZO,4,22,44.8,24.95869565,54.9575,6.3325,12.3075,1.30875
MZO,4,23,33.5,25.11956522,54.61416667,6.351666667,10.48,1.36875
MZO,5,0,30.39,25.31652174,54.98208333,6.327916667,8.64125,1.40125
MZO,5,1,26.68,25.72913043,54.88958333,6.254583333,6.95625,1.4225
MZO,5,2,24.59,26.24956522,55.03958333,6.327083333,5.215,1.435
MZO,5,3,26.52,26.64695652,56.58125,6.390416667,3.775,1.43625
MZO,5,4,21.85,27.27478261,56.56333333,6.287083333,3.2425,1.40125
MZO,5,5,15.44,27.55681818,55.57458333,6.1575,3.485,1.31
MZO,5,6,17.44,27.91380952,54.66833333,6.090416667,3.87125,1.175
MZO,5,7,17.99,27.99857143,54.15416667,6.084166667,3.9325,1.115
MZO,5,8,26.12,28.27047619,53.42916667,6.037916667,3.82,1.1125
MZO,5,9,22.21,28.627,51.68416667,5.844166667,3.93625,1.12625
MZO,5,10,13.36,28.61368421,49.18125,5.662083333,4.64125,1.12375
MZO,5,11,12.15,28.42684211,48.03416667,5.590833333,5.97375,1.12125
MZO,5,12,7.04,28.45789474,47.315,5.57875,8.13125,1.11875
MZO,5,13,6.49,28.96888889,45.93541667,5.577083333,10.2825,1.12125
MZO,5,14,7.51,NA,44.29458333,5.555833333,12.16375,1.12125
MZO,5,15,7.59,NA,43.78958333,5.54125,13.55,1.11625
MZO,5,16,8.54,NA,43.39875,5.53125,15.17875,1.08
MZO,5,17,7.3,28.08888889,43.50583333,5.516666667,16.755,1.04
MZO,5,18,7.28,27.50444444,43.49458333,5.409583333,17.56,1.02125
MZO,5,19,12.31,26.29388889,42.95,5.311666667,17.48875,1.01
MZO,5,20,30.26,26.22722222,41.89916667,5.304166667,15.6725,1.0425
MZO,5,21,35.02,25.21722222,40.5375,5.289166667,13.4775,1.0975
MZO,5,22,21.86,24.15555556,37.07375,5.2525,12.13375,1.125
MZO,5,23,24.18,23.43722222,34.35625,5.167916667,11.04875,1.15125
MZO,6,0,30.67,22.87611111,32.14375,5.14375,9.60375,1.17125
MZO,6,1,24.67,22.79333333,30.98375,5.0975,8.0375,1.18125
MZO,6,2,33.63,21.98666667,29.61916667,5.00625,6.215,1.19875
MZO,6,3,34.87,NA,27.19875,4.941666667,4.825,1.21375
MZO,6,4,26.22,NA,26.46541667,4.909166667,4.55875,1.185
MZO,6,5,19.47,NA,26.22666667,4.893333333,4.4925,1.12375
MZO,6,6,20.15,20.73611111,26.22375,4.885833333,3.97625,1.09
MZO,6,7,19.89,20.47055556,26.07375,4.876666667,3.6825,1.065
MZO,6,8,28.75,20.25833333,26.53875,4.895,3.30375,1.1575
MZO,6,9,34.79,21.68315789,27.67875,4.925416667,2.8075,1.31
MZO,6,10,35.84,21.68315789,28.60583333,4.938333333,3.275,1.37375
MZO,6,11,23.42,21.68736842,28.76583333,4.93625,4.4875,1.3775
MZO,6,12,9.99,21.69,28.70125,4.924583333,6.075,1.3725
MZO,6,13,6.2,21.69,29.1175,4.912916667,8.0075,1.37125
MZO,6,14,6.67,21.69,29.295,4.915,9.41375,1.3725
MZO,6,15,6.04,NA,29.07875,4.913333333,11.03375,1.36625
MZO,6,16,5.84,NA,28.8725,4.918333333,14.33,1.24375
MZO,6,17,5.72,NA,27.75291667,4.918333333,17.065,1.07
MZO,6,18,7.27,NA,27.07375,4.91375,18.6825,0.98625
MZO,6,19,10.74,NA,27.49208333,4.91,19.30375,0.96875
MZO,6,20,37.96,NA,28.205,4.90875,17.86375,1.02
MZO,6,21,35.44,NA,28.8925,4.89875,16.10375,1.085
MZO,6,22,14.96,NA,29.12166667,4.892916667,15.39375,1.1
MZO,6,23,16.15,NA,28.70958333,4.8875,14.21125,1.10875
MZO,7,0,21.56,NA,28.43166667,4.99,11.6125,1.1275
MZO,7,1,15.25,NA,27.79291667,5.015833333,9.48625,1.1475
MZO,7,2,14.08,NA,27.58791667,5.027916667,8.03125,1.15625
MZO,7,3,15.17,NA,27.2075,5.035416667,6.68625,1.15375
MZO,7,4,13.91,NA,26.98333333,5.058333333,6.68375,1.09625
MZO,7,5,16.69,NA,27.10958333,5.1,6.35125,1.0325
MZO,7,6,18.74,NA,27.2025,5.100416667,5.39375,1.0175
MZO,7,7,24.52,NA,27.47041667,5.104583333,4.5325,1.02875
MZO,7,8,23.93,NA,26.86625,5.084583333,3.92125,1.06625
MZO,7,9,21.39,NA,25.8825,5.075416667,3.51125,1.11
MZO,7,10,18.29,NA,25.3275,5.054166667,3.4575,1.14375
MZO,7,11,16.3,NA,25.51875,5.04375,3.71625,1.17125
MZO,7,12,16.71,NA,26.24625,5.046666667,4.50375,1.20625
MZO,7,13,15.19,NA,26.74,5.043333333,5.6,1.2425
MZO,7,14,15.03,NA,27.45291667,5.048333333,6.9475,1.27625
MZO,7,15,13.96,NA,27.68458333,5.085,8.68375,1.285
MZO,7,16,9.34,NA,27.74708333,5.142083333,10.925,1.245
MZO,7,17,12.12,NA,28.95708333,5.212916667,12.26375,1.21625
MZO,7,18,14.43,NA,30.20208333,5.214166667,12.9125,1.2075
MZO,7,19,18.83,NA,30.53291667,5.217083333,12.88125,1.21375
MZO,7,20,20.85,NA,30.19625,5.210833333,12.08125,1.21375
MZO,7,21,19.21,NA,29.46916667,5.205,11.05625,1.20375
MZO,7,22,16.59,NA,29.345,5.205833333,9.9025,1.185
MZO,7,23,13.42,NA,28.9525,5.20125,8.66125,1.16
MZO,8,0,10.97,NA,28.02666667,5.071666667,6.92625,1.145
MZO,8,1,8.76,NA,27.85791667,5.022916667,5.9925,1.10875
MZO,8,2,9.02,NA,27.26958333,5.030416667,5.4075,1.065
MZO,8,3,11.24,NA,26.83375,5.110833333,5.11625,1.015
MZO,8,4,13.02,NA,26.18375,5.034166667,4.96,0.9675
MZO,8,5,13.94,NA,25.58083333,4.956666667,4.91375,0.92875
MZO,8,6,14.65,NA,24.81,4.900833333,4.76875,0.90125
MZO,8,7,17.34,NA,24.07291667,4.846666667,4.3725,0.8975
MZO,8,8,20.99,NA,23.76,4.789583333,3.82,0.93875
MZO,8,9,21.32,NA,23.16541667,4.747916667,3.30625,1.00625
MZO,8,10,20.75,NA,22.75375,4.714583333,2.955,1.0625
MZO,8,11,23.19,NA,22.32333333,4.71375,3.13625,1.11875
