DATOS MÓVILES 2018_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
MAY,1,0,9.59,30.94708333,51.57291667,11.29333333,12.87375,0.74625
MAY,1,1,8.69,30.06916667,51.26875,11.12583333,11.20875,0.75125
MAY,1,2,9.01,30.13291667,51.41333333,11.0325,9.79375,0.75
MAY,1,3,11.53,29.94791667,52.06375,10.895,8.87625,0.7425
MAY,1,4,15.42,30.14916667,52.53291667,11.0975,8.1025,0.73
MAY,1,5,16.34,29.99708333,53.09166667,10.995,7.28625,0.7125
MAY,1,6,18.16,29.93416667,54.03458333,10.86875,6.34625,0.695
MAY,1,7,17.61,30.13791667,54.17208333,10.73,5.38125,0.6975
MAY,1,8,16.9,29.92625,54.94541667,10.20541667,4.3775,0.72
MAY,1,9,17,29.3475,54.52375,9.671666667,3.895,0.75375
MAY,1,10,14.29,29.54541667,54.49583333,9.399166667,3.9475,0.785
MAY,1,11,10.81,29.35708333,54.70166667,9.20125,4.87125,0.8075
MAY,1,12,7.78,28.85958333,54.84958333,8.99875,6.565,0.82125
MAY,1,13,5.89,28.50666667,54.68166667,8.78625,8.82625,0.82875
MAY,1,14,4.95,27.92083333,54.48166667,8.587083333,11.3825,0.82875
MAY,1,15,5.28,27.38541667,53.97458333,8.3975,13.90875,0.81125
MAY,1,16,5.9,26.81666667,54.40583333,8.205,15.775,0.7825
MAY,1,17,5.47,27.24541667,70.11833333,8.01625,16.57875,0.745
MAY,1,18,5.26,27.82541667,72.60708333,7.825833333,17.105,0.71
MAY,1,19,6.1,27.73041667,71.4875,7.614166667,16.97,0.68375
MAY,1,20,8.65,27.43083333,70.99083333,7.402083333,16.13875,0.67375
MAY,1,21,7.93,27.85826087,70.73166667,7.189166667,15.06,0.665
MAY,1,22,9.59,27.5926087,70.105,6.9225,13.59375,0.66125
MAY,1,23,9.29,26.83173913,69.1875,6.687916667,12.09875,0.65875
MAY,2,0,10.42,26.60652174,69.22916667,6.700833333,11.15375,0.6525
MAY,2,1,8.8,26.67652174,69.49708333,6.711666667,11.105,0.645
MAY,2,2,8.53,26.20217391,69.02333333,6.644166667,10.89,0.63875
MAY,2,3,10.33,25.89173913,67.88166667,6.634583333,10.4475,0.63125
MAY,2,4,11.26,25.45782609,66.75541667,6.1725,9.92,0.61625
MAY,2,5,10.28,24.96913043,65.37625,5.982083333,9.2075,0.605
MAY,2,6,10.78,24.21608696,63.87875,5.824166667,8.545,0.59625
MAY,2,7,15.37,23.63826087,63.64416667,5.735416667,7.525,0.61875
