DATOS MÓVILES 2018_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
JUN,1,0,14.01,23.99434783,70.90478261,18.70791667,33.61125,1.52375
JUN,1,1,14.27,23.77173913,70.02043478,18.60916667,31.07125,1.515
JUN,1,2,18.08,23.91652174,69.68913043,19.31583333,28.2025,1.505
JUN,1,3,9.03,23.97913043,69.71695652,19.32083333,26.63125,1.49875
JUN,1,4,10.03,23.97652174,68.69956522,19.27666667,25.7175,1.49
JUN,1,5,12.54,23.83869565,68.34521739,20.06083333,24.9975,1.4425
JUN,1,6,15.87,24.16869565,66.90391304,20.91833333,23.80625,1.435
JUN,1,7,26.37,23.89608696,65.71173913,22.84416667,21.445,1.43625
JUN,1,8,14.88,24.32130435,63.61652174,22.79875,21.4375,1.47375
JUN,1,9,12.43,23.66043478,58.70608696,22.61458333,23.0875,1.5075
JUN,1,10,12.03,23.04173913,56.95869565,22.91375,26.07125,1.53875
JUN,1,11,14.01,23.10956522,56.15521739,23.14125,28.59,1.56
JUN,1,12,11.27,22.82818182,54.69391304,22.43875,31.72875,1.58125
JUN,1,13,9.74,22.53590909,55.10826087,22.53666667,34.8575,1.59875
JUN,1,14,8.26,21.82652174,55.28208333,22.60125,37.82875,1.585
JUN,1,15,8.11,20.93,55.49291667,22.13916667,42.18875,1.55375
JUN,1,16,8.21,20.83217391,53.89583333,22.73291667,44.51625,1.52
JUN,1,17,7.53,20.74652174,52.83541667,22.34458333,45.21,1.49125
JUN,1,18,6.68,20.97173913,50.52833333,20.99791667,45.105,1.45625
JUN,1,19,7.1,20.82,49.83125,20.75625,44.17125,1.43875
JUN,1,20,14.9,20.83173913,50.32625,23.61791667,41.8475,1.4575
JUN,1,21,16.49,21.11217391,51.43,26.18875,39.85125,1.5025
JUN,1,22,12.81,22.35,51.59291667,26.15,38.79375,1.52875
JUN,1,23,12.86,22.57043478,50.895,23.61791667,36.825,1.52375
JUN,2,0,9.41,22.53782609,50.86166667,24.94291667,35.77625,1.515
JUN,2,1,8.44,22.63304348,50.72375,25.455,34.91375,1.5
JUN,2,2,7.9,22.40478261,50.685,27.67125,34.2675,1.52
JUN,2,3,4.32,23.14956522,50.8425,28.44041667,34.2425,1.56875
JUN,2,4,8.53,23.43478261,51.00666667,31.71,34.57375,1.56375
JUN,2,5,10.87,24.31086957,51.05958333,32.05958333,33.855,1.52875
JUN,2,6,16.7,23.96434783,50.87291667,31.33041667,31.64,1.51375
JUN,2,7,18.56,24.0226087,50.23541667,28.81208333,30.0075,1.5425
JUN,2,8,14.52,23.47608696,49.58333333,28.01708333,28.5925,1.59375
JUN,2,9,11.92,23.15478261,49.615,28.26083333,28.19375,1.63125
JUN,2,10,9.85,23.51956522,49.78208333,28.10833333,28.19625,1.65125
JUN,2,11,8.64,23.41434783,49.88083333,27.39375,28.37,1.63125
JUN,2,12,8.58,23.37166667,50.83083333,27.49,29.8575,1.62375
JUN,2,13,8.92,23.45541667,50.81041667,27.55041667,32.81625,1.62125
JUN,2,14,9.61,23.95375,50.38333333,27.63125,36.665,1.63125
JUN,2,15,7.29,24.57208333,50.16,27.39625,40.86,1.61625
JUN,2,16,10.21,24.67375,50.13625,26.63916667,43.96625,1.59125
JUN,2,17,7.06,24.73791667,50.015,26.41916667,46.185,1.58125
JUN,2,18,6.21,24.35291667,50.35541667,26.95,47.39125,1.5475
JUN,2,19,7.35,24.21625,49.8275,27.29791667,47.67,1.5225
JUN,2,20,6.96,24.32416667,48.82666667,24.77083333,46.945,1.49875
JUN,2,21,16.95,24.29291667,47.14416667,23.75458333,44.61625,1.51125
JUN,2,22,11.99,23.67166667,46.54916667,24.12458333,42.66,1.495
JUN,2,23,13.09,23.68208333,46.39541667,25.07833333,40.1525,1.48375
JUN,3,0,11.95,23.32125,46.26708333,24.99125,37.645,1.46125
JUN,3,1,5.26,23.68041667,46.16833333,24.38208333,35.16875,1.44125
JUN,3,2,8.97,23.66625,46.23041667,22.05958333,32.5775,1.4375
JUN,3,3,6.24,23.0625,46.00958333,21.40958333,30.78875,1.43625
JUN,3,4,7.97,22.72333333,45.68916667,19.54125,29.31125,1.435
JUN,3,5,8.19,22.17916667,45.44208333,19.6325,28.69125,1.39625
JUN,3,6,9.58,22.185,45.34291667,19.715,27.02,1.39
JUN,3,7,9.33,21.80125,44.64333333,19.67625,25.54625,1.39875
JUN,3,8,8.45,21.44583333,43.46583333,19.46625,24.77,1.425
JUN,3,9,5.7,21.0575,42.47208333,18.65791667,24.6875,1.44125
JUN,3,10,6.93,20.29833333,41.88416667,18.36875,25.31875,1.46625
JUN,3,11,5.89,19.76291667,42.45375,18.1075,26.2325,1.47875
JUN,3,12,6.45,19.30833333,43.16083333,17.85583333,27.46125,1.495
JUN,3,13,6.73,19.54083333,43.38916667,17.69333333,28.7425,1.50625
JUN,3,14,6.45,18.96458333,43.43041667,17.595,30.65,1.50875
JUN,3,15,6.93,18.33333333,43.78041667,17.55541667,32.55,1.5075
JUN,3,16,5.04,18.07625,43.73916667,17.47458333,34.1525,1.48875
JUN,3,17,5.03,17.94666667,44.12458333,17.17125,34.7875,1.48125
JUN,3,18,5.14,17.72375,43.81208333,16.61291667,34.95125,1.45625
JUN,3,19,10.91,17.5725,43.9075,18.22541667,33.66875,1.48125
JUN,3,20,15.71,17.86333333,45.28541667,22.45666667,31.45625,1.59125
JUN,3,21,11.96,18.69958333,47.71333333,23.74458333,29.445,1.6825
JUN,3,22,8.94,19.38625,49.22541667,25.44208333,27.43125,1.725
JUN,3,23,7.66,19.56333333,49.91458333,28.35166667,25.44625,1.71125
JUN,4,0,6.77,19.76521739,49.87875,28.63458333,23.4425,1.6975
JUN,4,1,7.81,19.35086957,49.59458333,29.22083333,21.48,1.6825
JUN,4,2,14.65,19.18826087,49.22125,30.85375,19.16375,1.67375
JUN,4,3,13.85,19.60869565,49.26291667,32.84708333,18.52285714,1.62625
JUN,4,4,4.97,19.715,49.51958333,31.70166667,18.42166667,1.49375
JUN,4,5,5.36,19.22454545,48.87083333,30.50083333,NA,1.385
JUN,4,6,10.36,18.96090909,48.53541667,30.43208333,NA,1.3525
JUN,4,7,15.89,18.74681818,48.81333333,31.25041667,NA,1.39375
JUN,4,8,13.25,18.96090909,49.56666667,31.94916667,NA,1.445
JUN,4,9,9.25,19.29363636,50.04833333,32.33083333,NA,1.4775
JUN,4,10,6.88,19.03818182,50.05041667,32.325,NA,1.5075
JUN,4,11,7.81,18.92772727,49.0575,32.33625,NA,1.53875
JUN,4,12,8.83,18.75318182,48.13416667,32.33458333,NA,1.56625
JUN,4,13,8.79,17.85454545,47.62291667,32.32875,NA,1.59375
JUN,4,14,7.95,18.22727273,46.66708333,32.32333333,NA,1.585
JUN,4,15,7.49,18.74333333,45.37833333,32.47875,NA,1.5475
JUN,4,16,6.74,18.80619048,44.40791667,32.57166667,NA,1.5025
JUN,4,17,7.79,18.78428571,43.88458333,32.71125,NA,1.49
JUN,4,18,9.48,18.8,43.34083333,33.05041667,NA,1.48
JUN,4,19,9.36,18.89142857,42.53833333,31.33375,NA,1.46625
JUN,4,20,10.33,18.50285714,41.32708333,27.48625,NA,1.45625
JUN,4,21,13.31,17.33761905,38.935,25.755,36.84,1.4575
JUN,4,22,9.14,16.64571429,38.19958333,21.47,35.02428571,1.445
JUN,4,23,8.58,15.81571429,37.40958333,17.48541667,33.35,1.43625
JUN,5,0,5,16.06227273,37.16458333,15.76166667,30.49125,1.43125
JUN,5,1,5,15.82545455,36.84,15.03916667,27.58125,1.41375
JUN,5,2,4.99,15.83909091,36.61083333,12.775,25.0025,1.39875
JUN,5,3,4.99,15.05409091,36.225,10.64541667,23.08625,1.38375
JUN,5,4,9.89,15.1526087,35.805,12.04958333,21.56625,1.36625
JUN,5,5,10.45,15.49086957,35.8575,13.28708333,20.5975,1.3375
JUN,5,6,18.54,15.37782609,36.02458333,13.11041667,18.4275,1.3725
JUN,5,7,19.92,15.13347826,36.2425,12.2675,17.97,1.435
JUN,5,8,15.53,14.45173913,36.64541667,11.51916667,16.25,1.4975
JUN,5,9,13.35,14.04565217,37.00958333,11.16958333,16.04714286,1.54
JUN,5,10,15.02,14.19478261,37.40208333,11.32291667,17.34714286,1.58125
JUN,5,11,10.87,14.63304348,37.83541667,11.34708333,20.17571429,1.61625
JUN,5,12,6.29,14.95090909,37.31416667,11.34458333,24.00857143,1.6275
JUN,5,13,8.84,15.09590909,36.63416667,11.39083333,28.20142857,1.64875
JUN,5,14,7.33,15.01772727,36.62125,11.4,34.44428571,1.6225
JUN,5,15,6.52,14.84565217,37.06625,11.29333333,36.84375,1.5675
JUN,5,16,5,14.76521739,37.13291667,11.23458333,42.64125,1.51
JUN,5,17,5.74,14.75695652,37.025,11.12583333,47.05375,1.47
JUN,5,18,8.22,15.01909091,36.6975,10.86166667,49.86625,1.4375
JUN,5,19,6.68,15.15954545,36.79625,10.63791667,51.4525,1.41125
JUN,5,20,15.75,15.21818182,36.11166667,9.907916667,50.975,1.425
JUN,5,21,25.55,15.27636364,36.42458333,6.775416667,48.1925,1.43375
JUN,5,22,28.63,14.8,37.08833333,6.6725,44.025,1.465
JUN,5,23,9.08,15.47409091,38.25541667,6.192916667,40.75,1.45625
JUN,6,0,13.29,15.53545455,39.88,7.282083333,36.72375,1.45
JUN,6,1,12.34,15.86636364,40.58291667,8.062916667,32.7375,1.44625
JUN,6,2,8.43,15.77863636,40.65,8.1575,29.11,1.435
JUN,6,3,21.24,15.745,40.97916667,8.370416667,23.705,1.4325
JUN,6,4,14.4,15.93909091,41.59333333,6.778333333,21.07625,1.41625
JUN,6,5,20.71,15.94136364,42.30208333,5.3925,19.42125,1.39625
JUN,6,6,25.2,16.08772727,43.27791667,5.254166667,18.095,1.41625
JUN,6,7,26.76,17.03272727,44.88041667,5.150416667,15.125,1.4925
JUN,6,8,14.6,17.84818182,45.08416667,5.044166667,13.97875,1.53875
JUN,6,9,7.02,18.19181818,44.90875,5.025,14.85625,1.56125
JUN,6,10,5.4,18.69590909,44.72416667,4.88875,16.7625,1.57625
JUN,6,11,5.47,18.87818182,44.86125,4.890833333,21.18125,1.5875
JUN,6,12,5.82,19.29304348,45.635,5.05625,25.38625,1.60125
JUN,6,13,5.59,19.70608696,46.32041667,5.083333333,30.875,1.60375
JUN,6,14,5.41,19.83869565,46.62291667,5.155833333,37.455,1.55875
JUN,6,15,6.93,20.16956522,46.9575,5.444166667,44.44875,1.50125
JUN,6,16,7.18,20.66347826,48.06375,5.899166667,48.93625,1.4725
JUN,6,17,5.51,21.17478261,48.15166667,5.995416667,51.635,1.4575
JUN,6,18,7.52,20.8725,48.8025,6.110833333,53.09125,1.4525
JUN,6,19,9.91,20.61458333,48.86458333,6.627083333,53.19,1.455
JUN,6,20,17.6,20.38458333,49.64541667,9.52875,51.24375,1.51375
JUN,6,21,15.24,20.69166667,49.74416667,11.905,48.4925,1.51
JUN,6,22,14.06,20.84916667,49.81541667,14.145,44.89625,1.495
JUN,6,23,7.77,20.60416667,50.57,15.18375,41.8225,1.47375
JUN,7,0,9.68,20.39416667,49.00875,15.23875,40.06375,1.4475
JUN,7,1,5.59,20.01875,48.96541667,14.8075,38.3325,1.43375
JUN,7,2,10.76,20.05666667,49.03,15.86041667,35.4575,1.4175
JUN,7,3,11.6,20.57625,49.29666667,16.49208333,32.7425,1.39375
JUN,7,4,10.93,20.46166667,48.6925,17.33708333,30.92875,1.31
JUN,7,5,11.71,20.36833333,48.57791667,19.41333333,29.68375,1.305
JUN,7,6,17.36,20.60791667,47.81625,20.46333333,28.3075,1.335
JUN,7,7,22.82,20.29625,49.8325,20.54833333,25.78,1.39625
JUN,7,8,21.64,19.79833333,50.51166667,20.64583333,22.705,1.49625
JUN,7,9,14.05,19.7275,51.89708333,21.10625,21.575,1.55
JUN,7,10,9.1,19.32333333,51.78666667,21.11125,23.16625,1.60125
JUN,7,11,7.66,19.09541667,51.08583333,21.14458333,25.60875,1.63125
JUN,7,12,8.32,18.70083333,50.9325,21.75541667,28.795,1.65125
JUN,7,13,8.02,18.64833333,51.43833333,22.23041667,32.38375,1.665
JUN,7,14,7.71,18.85875,51.695,22.55875,36.9225,1.64875
JUN,7,15,7.02,18.94083333,51.84916667,22.57125,42.03375,1.6025
JUN,7,16,7.94,19.01833333,51.56125,23.00458333,46.93875,1.52125
JUN,7,17,NA,19.20333333,51.88958333,22.88541667,49.6675,1.4775
JUN,7,18,8.11,19.55125,52.19416667,23.37416667,49.92125,1.44875
JUN,7,19,9.39,20.1725,52.79166667,23.4625,49.38,1.43375
JUN,7,20,10.76,20.67458333,53.41708333,22.73,47.86125,1.4275
JUN,7,21,11.28,21.11375,54.7125,22.80833333,45.60125,1.425
JUN,7,22,11.67,22.04958333,56.00708333,22.22666667,42.85875,1.4175
JUN,7,23,9.43,22.84041667,56.43041667,23.255,40.1525,1.41
JUN,8,0,7.3,23.68041667,57.51041667,22.55708333,37.53625,1.40625
JUN,8,1,4.93,24.28916667,57.57791667,22.4425,34.99,1.41
JUN,8,2,3.31,25.01666667,58.05708333,21.32875,33.61625,1.4
JUN,8,3,4.09,25.0825,57.91041667,20.51,32.28375,1.39
JUN,8,4,4.42,25.3675,58.39166667,19.72875,31.13625,1.3775
JUN,8,5,6.11,25.12083333,57.76541667,17.89916667,29.7475,1.36125
JUN,8,6,10.75,24.95375,57.34708333,16.83583333,27.66125,1.37
JUN,8,7,17.76,24.36083333,53.7675,16.73625,24.915,1.41625
JUN,8,8,14.44,24.30625,52.94333333,16.7975,23.04125,1.4675
JUN,8,9,9.39,24.36166667,51.81583333,16.37291667,22.07625,1.49875
JUN,8,10,8.11,24.66125,52.02708333,16.34333333,21.59,1.5225
JUN,8,11,8.66,24.75083333,52.55541667,16.38083333,22.315,1.555
JUN,8,12,9.3,24.77791667,52.20291667,15.67916667,23.785,1.59625
JUN,8,13,7.8,24.7575,51.85833333,15.14416667,26.09375,1.62625
JUN,8,14,8.38,24.69708333,51.60333333,14.77458333,29.3925,1.63625
JUN,8,15,7.2,24.43875,51.83833333,14.4125,33.905,1.60375
JUN,8,16,7.53,23.975,52.1125,13.61833333,38.005,1.565
JUN,8,17,7.86,23.6225,52.39,13.75166667,40.70375,1.54625
JUN,8,18,12.37,23.51916667,52.90375,13.70958333,41.4625,1.54125
JUN,8,19,10.47,23.12958333,53.78916667,13.965,41.07,1.52625
JUN,8,20,7.22,22.91125,53.03708333,11.80875,40.005,1.5025
JUN,8,21,13.14,22.335,51.66916667,10.94708333,37.55125,1.50625
JUN,8,22,14.24,22.12166667,50.71291667,11.66833333,34.4675,1.5075
JUN,8,23,7.86,21.86125,49.02666667,10.10666667,31.24625,1.49625
JUN,9,0,10.02,21.11416667,48.40166667,10.87208333,27.59625,1.48
JUN,9,1,11.01,21.12416667,48.54583333,11.61291667,24.11,1.465
JUN,9,2,7.9,20.64916667,48.45916667,12.10208333,22.26625,1.44125
JUN,9,3,6.86,20.4125,48.085,12.67375,20.93375,1.4225
JUN,9,4,7.6,20.10416667,47.69833333,13.0675,19.92125,1.405
JUN,9,5,14.53,20.32166667,48.00041667,14.30458333,19.0175,1.37375
JUN,9,6,11.04,20.535,48.20458333,15.09666667,18.81375,1.3525
JUN,9,7,17.22,20.67,47.65041667,16.48916667,17.4275,1.3725
JUN,9,8,11.06,21.03916667,47.18625,16.46416667,17.09125,1.4125
JUN,9,9,6.85,20.68958333,46.90416667,16.41541667,18.0875,1.4425
JUN,9,10,8.04,20.27625,46.79291667,16.59833333,19.0025,1.47875
JUN,9,11,7.46,20.21791667,46.27916667,16.53458333,20.31625,1.52
JUN,9,12,7.93,20.01041667,46.25625,16.49583333,21.905,1.5625
JUN,9,13,6.96,20.05958333,46.0825,16.53458333,24.50625,1.59
JUN,9,14,7.86,19.87416667,45.92375,16.98208333,26.775,1.60625
JUN,9,15,3.52,20.14666667,45.14541667,17.06125,30.16125,1.5875
JUN,9,16,6.89,19.98625,44.405,17.20166667,32.49,1.57125
JUN,9,17,4.52,19.72958333,43.86916667,17.32541667,33.8125,1.55125
JUN,9,18,8.25,19.44,45.86833333,17.47291667,33.8975,1.5325
JUN,9,19,11.89,19.65434783,44.72041667,16.80416667,32.69375,1.535
JUN,9,20,15.49,19.47391304,43.575,18.53541667,30.515,1.52625
JUN,9,21,11.64,19.70956522,42.67041667,18.74375,28.15875,1.52
JUN,9,22,9.22,19.63347826,40.53083333,16.26208333,27.205,1.52375
JUN,9,23,9.65,18.88217391,39.74833333,15.735,25.3975,1.54
JUN,10,0,7.19,18.50782609,39.2575,14.55125,23.46125,1.525
JUN,10,1,5.65,17.85043478,38.79666667,13.66208333,21.34875,1.52
JUN,10,2,4.54,17.62695652,38.29833333,13.15833333,20.115,1.50625
JUN,10,3,7.05,17.49863636,37.99791667,12.89708333,19.26,1.465
JUN,10,4,8.2,17.24727273,38.11166667,12.90291667,18.895,1.43625
JUN,10,5,10.47,16.99318182,37.80291667,12.13166667,18.37375,1.41625
JUN,10,6,13.4,16.40954545,37.48875,12.72791667,16.07875,1.395
JUN,10,7,11.88,16.72454545,37.19,12.41291667,14.45375,1.38375
JUN,10,8,10.47,16.65318182,36.23791667,13.13166667,13.61125,1.39375
JUN,10,9,7.04,16.67454545,35.31041667,13.44333333,13.5925,1.41125
JUN,10,10,7.43,16.65636364,34.75375,13.61041667,14.125,1.4375
JUN,10,11,7.65,16.30409091,34.63208333,13.83458333,15.54125,1.47
JUN,10,12,7.42,16.21318182,34.1675,14.15583333,17.74875,1.495
JUN,10,13,6.3,16.01,33.78625,14.21166667,21.0175,1.51625
JUN,10,14,7.04,16.33285714,33.74666667,13.83541667,25.14,1.535
JUN,10,15,6.32,16.65,34.03333333,13.82833333,29.1425,1.5475
JUN,10,16,6.4,17.27571429,34.09291667,13.63291667,33.2725,1.54875
JUN,10,17,6.65,17.98238095,34.51583333,13.40708333,36.885,1.545
JUN,10,18,5.71,18.40333333,31.69791667,12.65291667,39.54625,1.53375
JUN,10,19,5.32,18.375,31.46458333,12.38916667,41.31375,1.5175
JUN,10,20,6.2,18.39409091,32.04875,10.65833333,41.8425,1.50375
JUN,10,21,8.29,18.30227273,32.145,8.865,40.44875,1.50125
JUN,10,22,7.88,17.59818182,32.0875,8.790416667,38.27375,1.4975
JUN,10,23,10.01,17.25454545,31.79291667,8.752916667,35.80625,1.48625
JUN,11,0,10.6,17.54428571,31.1225,8.7275,32.70875,1.48375
JUN,11,1,8.74,17.47809524,30.51958333,8.95125,29.89875,1.475
JUN,11,2,9.94,17.40904762,30.34916667,9.165,27.14625,1.4675
JUN,11,3,15.94,17.215,30.44791667,8.934166667,23.88625,1.46125
JUN,11,4,17.73,17.17136364,30.12625,8.525416667,20.79375,1.4625
JUN,11,5,19.67,17.59045455,30.50458333,7.984583333,18.2425,1.45875
JUN,11,6,20.66,17.805,30.42625,6.692083333,15.84625,1.47875
JUN,11,7,24.63,17.67409091,30.45166667,5.709583333,13.30875,1.55625
JUN,11,8,20.3,17.595,30.33708333,4.923333333,11.7775,1.62125
JUN,11,9,11.48,17.64272727,30.30625,4.653333333,11.23625,1.67125
JUN,11,10,7.09,17.44363636,29.97541667,4.337083333,11.98,1.68875
JUN,11,11,7.46,17.31545455,29.42125,4.107916667,14.02625,1.70625
JUN,11,12,7.69,17.28045455,29.19083333,3.770416667,16.94625,1.72375
JUN,11,13,6.07,17.28045455,28.49583333,3.672083333,21.5525,1.72875
JUN,11,14,5.72,16.95318182,27.93208333,3.512916667,26.53875,1.7125
JUN,11,15,6.48,16.42818182,27.32583333,3.43875,32.11625,1.64125
JUN,11,16,5.44,16.06,26.68041667,3.358333333,36.76125,1.57875
JUN,11,17,5.39,15.465,26.17583333,3.30875,39.05125,1.53375
JUN,11,18,6.73,14.84318182,25.61708333,3.2825,40.00375,1.5275
JUN,11,19,7.16,14.31181818,25.33875,3.257916667,39.6225,1.52
JUN,11,20,7.02,14.21136364,24.11208333,3.209583333,37.81125,1.5125
JUN,11,21,5.34,13.85636364,23.00208333,3.161666667,34.51625,1.50125
JUN,11,22,6.73,13.52863636,22.54791667,3.115833333,30.61375,1.49
JUN,11,23,6.49,13.29090909,22.04541667,3.090833333,26.77875,1.48
JUN,12,0,7.95,13.14608696,21.96458333,3.464166667,23.13625,1.4675
JUN,12,1,7.41,13.22636364,21.72166667,3.860416667,21.39625,1.4575
JUN,12,2,4.88,13.23285714,21.18291667,3.889166667,20.94375,1.44
JUN,12,3,7.19,13.2375,20.67791667,3.8325,21.12875,1.425
JUN,12,4,10.54,13.153,20.30625,3.787083333,21.49125,1.41
