DATOS MÓVILES 2018_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
FEB,1,0,35.46,23.28619048,53.56375,21.62583333,8.525,1.33625
FEB,1,1,34.99,24.22857143,55.15333333,19.79125,6.57625,1.335
FEB,1,2,41.32,25.40952381,56.81791667,11.47458333,4.6275,1.3525
FEB,1,3,37.61,26.45,58.82208333,11.11333333,3.43625,1.36375
FEB,1,4,37.87,27.4173913,61.45208333,11.16125,3.01375,1.335
FEB,1,5,39.28,28.17541667,64.555,11.28125,2.575,1.28125
FEB,1,6,42.63,29.71291667,67.63625,11.7175,1.645,1.31125
FEB,1,7,40.65,31.44666667,70.97125,12.02666667,1.37125,1.39
FEB,1,8,38.93,32.81125,74.63583333,11.67083333,1.11125,1.59
FEB,1,9,44.77,34.44208333,77.77291667,11.75833333,0.89625,1.71
FEB,1,10,50.59,35.62833333,79.01565217,12.63458333,1.4425,1.81375
FEB,1,11,39.79,36.65869565,80.88181818,13.33708333,2.8275,1.8375
FEB,1,12,32.57,37.42954545,82.31904762,21.93625,5.26625,1.935
FEB,1,13,22.88,37.98190476,84.38190476,25.81583333,7.94375,1.9725
FEB,1,14,9.93,38.1645,83.04761905,26.1275,10.67,1.9425
FEB,1,15,7.93,38.55263158,80.77142857,25.86958333,13.2275,1.8225
FEB,1,16,8.98,39.20888889,78.50714286,24.50916667,16.31625,1.59625
FEB,1,17,8.38,38.55166667,73.50952381,23.67666667,18.5575,1.45125
FEB,1,18,12.2,37.74388889,70.41333333,23.27041667,20.07125,1.3175
FEB,1,19,26.33,36.615,69.1652381,22.925,20.16875,1.26375
FEB,1,20,26,35.63833333,66.83142857,22.66791667,18.65375,1.16125
FEB,1,21,28.49,34.53833333,64.97190476,22.54708333,16.35375,1.12375
FEB,1,22,34.42,33.55944444,64.67428571,22.52291667,13.65625,1.13125
FEB,1,23,30.27,32.48722222,64.24285714,22.46291667,11.2475,1.14125
FEB,2,0,30.07,31.54611111,63.24571429,22.45416667,8.27375,1.16625
FEB,2,1,29.37,30.84222222,62.0252381,22.43958333,6.09875,1.17375
FEB,2,2,21.84,29.95388889,59.54952381,22.38291667,4.3625,1.15875
FEB,2,3,18.03,28.32666667,57.1552381,22.3425,3.28625,1.10125
FEB,2,4,23.65,26.32666667,54.63904762,22.26333333,2.50625,1.055
FEB,2,5,24.37,24.53833333,51.70571429,22.14958333,2.29375,1.025
FEB,2,6,27.52,22.93333333,49.73809524,21.74833333,2.29875,1.02
FEB,2,7,25.97,21.68166667,47.76047619,21.45541667,2.15,1.055
FEB,2,8,29.11,20.6,46.18571429,21.3125,2.0675,1.245
FEB,2,9,34.51,19.56722222,48.02809524,21.10458333,2.03,1.3925
FEB,2,10,25.79,19.59333333,50.90727273,20.28375,2.55,1.47875
FEB,2,11,16.66,20.03473684,51.67782609,19.49541667,3.89875,1.53
FEB,2,12,18.47,20.004,52.40958333,10.80208333,5.94875,1.57125
FEB,2,13,15.82,19.77095238,52.71333333,6.845416667,8.3525,1.6075
FEB,2,14,14.82,19.73909091,55.5775,6.28875,10.9875,1.60875
FEB,2,15,15.25,19.43478261,59.04083333,6.283333333,13.42375,1.59625
FEB,2,16,15.77,19.2425,60.93125,6.16875,15.8975,1.4225
FEB,2,17,16.02,19.22208333,61.64583333,6.15375,18.33125,1.3025
FEB,2,18,25.97,19.12833333,62.51416667,6.168333333,19.60125,1.2725
FEB,2,19,27.69,19.10125,64.43416667,6.52625,19.39,1.28625
FEB,2,20,24.83,19.28708333,64.83333333,8.568333333,18.4825,1.315
FEB,2,21,28.69,19.54,65.75375,9.651666667,17,1.34375
FEB,2,22,27.21,20.17916667,66.85,10.2025,15.41875,1.3525
FEB,2,23,25.88,20.45666667,67.34625,12.7425,14.03375,1.3325
FEB,3,0,12.45,21.19875,68.18375,13.40875,13.29,1.29625
FEB,3,1,8.24,21.31041667,68.81458333,13.54666667,12.57875,1.26125
FEB,3,2,9.31,21.39708333,69.3175,13.77916667,12.1275,1.20625
FEB,3,3,10.51,21.41333333,69.61333333,13.85541667,12.35625,1.14875
FEB,3,4,12.95,21.82708333,70.23833333,14.7625,12.43875,1.08375
FEB,3,5,13.46,22.1926087,70.95333333,14.94708333,12.735,1.01375
FEB,3,6,18.85,22.45695652,70.19041667,15.02833333,12.53875,0.97375
FEB,3,7,27.78,22.09695652,69.77583333,15.12541667,11.8425,0.9775
FEB,3,8,31.92,22.48434783,68.08458333,15.07375,10.3175,1.03125
FEB,3,9,30.28,22.09826087,64.675,15.04375,8.9275,1.1175
FEB,3,10,19.42,21.67521739,63.29583333,15.04583333,8.5125,1.17625
FEB,3,11,18.12,21.79521739,62.82166667,15.04125,8.2625,1.23
FEB,3,12,19.47,22.29956522,62.52666667,15.16166667,8.81,1.285
FEB,3,13,18.18,23.18869565,61.21541667,15.22541667,9.76125,1.32625
FEB,3,14,11.39,23.85956522,60.44541667,15.27125,11.5975,1.3425
FEB,3,15,8.72,24.52826087,58.00125,15.1475,14.42,1.33625
FEB,3,16,11.54,24.8573913,57.54291667,15.25291667,17.5575,1.30375
FEB,3,17,11.87,25.52347826,58.11583333,15.42583333,20.4775,1.24375
FEB,3,18,13.31,26.31565217,58.53041667,15.47541667,22.26875,1.21
FEB,3,19,28.31,26.99782609,57.44083333,15.10166667,22.92875,1.1975
FEB,3,20,61.6,27.36304348,58.13083333,13.10708333,21.46125,1.2375
FEB,3,21,65.88,27.78391304,59.74416667,12.12958333,19.3275,1.37625
FEB,3,22,63.04,28.35347826,61.11083333,11.635,16.60875,1.52375
FEB,3,23,56.38,29.31956522,63.52416667,9.155,13.53,1.6275
FEB,4,0,41.8,29.78608696,64.92041667,8.520416667,10.815,1.6675
FEB,4,1,46.26,30.56130435,65.93875,8.405416667,7.5675,1.73125
FEB,4,2,43.84,31.18173913,68.13708333,8.208333333,4.61875,1.80375
FEB,4,3,42.27,32.05347826,70.21541667,8.1525,2.54375,1.83
FEB,4,4,42.85,32.57043478,71.35666667,7.289166667,2.65125,1.7975
FEB,4,5,43.11,32.98166667,73.72083333,7.145,2.6975,1.6775
FEB,4,6,40.52,33.90666667,76.87375,7.210416667,3.15875,1.56875
FEB,4,7,41.2,35.30416667,79.56458333,7.32375,3.05625,1.51
FEB,4,8,39.91,36.93625,83.57625,7.555416667,2.595,1.52
FEB,4,9,36.47,38.58791667,84.34291667,7.672916667,2.88375,1.52125
FEB,4,10,34.77,39.55125,86.12166667,8.224583333,3.885,1.52375
FEB,4,11,35.24,41.45333333,88.93958333,8.754583333,5.72875,1.55875
FEB,4,12,19.26,42.55,89.0225,9.160416667,7.865,1.545
FEB,4,13,13.34,42.85391304,88.20125,10.96125,10.425,1.515
FEB,4,14,10.95,43.23363636,86.90833333,15.79541667,12.6525,1.47875
FEB,4,15,8.55,43.24318182,87.26208333,19.73208333,15.52125,1.43125
FEB,4,16,10.83,43.54590909,86.80583333,20.3675,18.20625,1.37375
FEB,4,17,8.92,43.06318182,85.93708333,20.69875,20.90125,1.29
FEB,4,18,7.45,42.88272727,85.30583333,21.00333333,22.81625,1.19375
FEB,4,19,16.8,42.66181818,84.02458333,21.3525,23.29625,1.11375
FEB,4,20,52.37,42.13636364,83.27333333,21.52083333,21.155,1.29625
FEB,4,21,58.61,42.55,85.67916667,21.6725,18.39125,1.8025
FEB,4,22,53.6,43.28727273,89.92458333,21.86333333,15.6975,2.25375
FEB,4,23,49.23,44.65954545,94.33583333,22.025,12.86875,2.6875
FEB,5,0,44.83,46.53409091,101.0529167,22.29625,10.125,2.76625
FEB,5,1,32.92,46.88818182,102.5058333,22.46,7.66875,2.795
FEB,5,2,23.63,46.68272727,101.6341667,22.55208333,5.69125,2.81375
FEB,5,3,38.09,46.23181818,100.4566667,22.77416667,3.48125,2.82
FEB,5,4,18.49,45.71863636,99.68958333,23.03666667,4.185,2.59375
FEB,5,5,29.04,44.73590909,97.85375,23.30791667,4.7325,2.07625
FEB,5,6,33.13,43.89090909,95.705,23.3025,4.85625,1.62625
FEB,5,7,33.1,42.85181818,93.60208333,23.22791667,4.83625,1.24375
FEB,5,8,30.99,41.10318182,91.56791667,23.0825,4.69125,1.26
FEB,5,9,32.6,40.13727273,91.33958333,23.05583333,4.45,1.32875
FEB,5,10,30.44,38.97227273,90.68875,22.73416667,4.55125,1.38375
FEB,5,11,19.27,37.05681818,88.42708333,22.30666667,6.26625,1.41
FEB,5,12,15.11,35.37818182,87.77,21.90958333,7.615,1.44875
FEB,5,13,10.5,34.70913043,87.75125,20.12416667,10.335,1.4475
FEB,5,14,9.39,34.16541667,88.74708333,15.31,13.9575,1.43625
FEB,5,15,9.03,33.87875,88.87333333,11.41875,17.85,1.3825
FEB,5,16,8.7,33.455,89.13583333,10.74791667,21.8225,1.2775
FEB,5,17,8.07,33.61291667,89.71,10.59458333,25.54875,1.1825
FEB,5,18,11.47,33.71791667,89.90125,10.265,27.86125,1.12
FEB,5,19,23.05,33.76708333,91.42875,9.8625,28.3625,1.0975
FEB,5,20,8.37,34.25333333,96.0725,9.565416667,27.65125,1.0475
FEB,5,21,21.66,33.05791667,90.20708333,9.255416667,25.5125,1.0575
FEB,5,22,18.77,31.045,82.12791667,8.9325,23.005,1.05875
FEB,5,23,23.1,28.38541667,73.47875,8.964166667,20.01875,1.0625
FEB,6,0,25.81,25.24041667,65.04083333,8.969583333,16.81,1.06875
FEB,6,1,20.38,24.21791667,63.03,8.78125,13.95875,1.06375
FEB,6,2,18.99,23.775,61.45708333,8.66875,11.89125,1.05375
FEB,6,3,23.04,23.23291667,60.3825,8.45,10.52375,1.02125
FEB,6,4,31.16,22.96208333,59.84833333,8.209166667,9.1725,1.0275
FEB,6,5,38.19,22.77625,59.23833333,8.01375,8.0275,1.01125
FEB,6,6,36.29,22.83375,59.21,7.93375,6.82375,1.04375
FEB,6,7,33.87,22.97791667,60.15625,7.87375,5.9225,1.1125
FEB,6,8,33.08,23.42541667,60.735,7.805,5.14125,1.2275
FEB,6,9,43.25,22.82375,62.79541667,7.68125,3.86,1.525
FEB,6,10,37.76,23.66708333,66.85791667,7.490833333,2.8225,1.6275
FEB,6,11,32.76,23.85583333,67.64708333,8.6175,2.81375,1.68
FEB,6,12,23.99,24.7875,69.12416667,9.7275,4.24,1.70375
FEB,6,13,8.54,24.99608696,69.12958333,9.69875,7.06125,1.7025
FEB,6,14,8.05,24.90869565,68.08166667,9.706666667,10.33125,1.66625
FEB,6,15,6.45,24.62086957,67.95,9.668333333,13.77375,1.58625
FEB,6,16,5.65,24.43434783,67.03041667,9.595833333,16.97125,1.455
FEB,6,17,5.76,24.06565217,65.82166667,9.221666667,19.865,1.14875
FEB,6,18,10.13,23.52043478,65.32625,9.14875,22.34625,1.0475
FEB,6,19,34.4,23.18434783,64.6775,9.113333333,22.71875,1.035
FEB,6,20,50.26,22.71478261,60.0375,9.13875,21.2875,1.0875
