DATOS MÓVILES 2018_DIF,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
ENE,1,0,54.26,52.73608696,123.9395833,9.278333333,9.79125,2.70375
ENE,1,1,43.96,59.22869565,131.0429167,9.847083333,6.5275,2.8025
ENE,1,2,38.24,66.98956522,139.6570833,10.06375,3.48,2.9175
ENE,1,3,26.18,68.13681818,142.475,10.02958333,2.67,2.90125
ENE,1,4,20.36,70.24636364,143.35,9.968333333,3.23,2.6825
ENE,1,5,15.75,71.62681818,142.7554167,9.83375,4.01625,2.33
ENE,1,6,9.52,71.33681818,141.23,9.765416667,5.05,1.73875
ENE,1,7,8.8,71.18409091,139.7041667,9.707083333,6.18625,1.41375
ENE,1,8,8,70.955,137.9854167,9.47875,7.24875,1.2025
ENE,1,9,6.28,69.92136364,135.1304167,9.241666667,8.2775,1.0925
ENE,1,10,5.47,68.93454545,131.4366667,8.840416667,9.41875,0.96125
ENE,1,11,5.39,67.52909091,130.41,8.601666667,10.78875,0.88375
ENE,1,12,5.8,66.23545455,129.6045833,8.525416667,12.2675,0.83875
ENE,1,13,7.91,65.58681818,129.8445833,8.493333333,13.91875,0.81375
ENE,1,14,10.25,63.57478261,130.775,8.514583333,15.45,0.8225
ENE,1,15,10.84,63.84826087,131.08125,8.577083333,17.14625,0.83875
ENE,1,16,12.08,63.98130435,132.0129167,8.639583333,19.0575,0.85875
ENE,1,17,12.9,64.14956522,132.6979167,8.688333333,20.83125,0.88125
ENE,1,18,15.46,64.95652174,133.2691667,8.707083333,21.8125,0.90875
ENE,1,19,19.1,65.23434783,134.2066667,8.707916667,21.64625,0.9475
ENE,1,20,12.93,65.35652174,133.6820833,8.630833333,20.80625,0.96625
ENE,1,21,9.97,63.70826087,131.8183333,8.455416667,19.61,0.98
ENE,1,22,9.32,60.14652174,118.64,8.16625,18.0175,0.98
ENE,1,23,7.07,53.06782609,101.09625,7.859583333,16.24125,0.96625
ENE,2,0,7.22,45.50826087,88.16041667,7.420416667,14.30375,0.95625
ENE,2,1,5.23,36.64695652,76.0575,6.691666667,12.36625,0.92875
ENE,2,2,5.33,26.9926087,63.40333333,6.293333333,10.8875,0.8975
ENE,2,3,6.32,26.09125,57.23833333,6.137916667,10.30875,0.85625
ENE,2,4,10.67,22.56333333,53.00041667,6.112083333,9.7775,0.825
ENE,2,5,9.92,20.27833333,50.5875,6.075833333,9.36125,0.79875
ENE,2,6,12.95,18.95625,49.315,6.056666667,8.91,0.7825
ENE,2,7,17.7,18.2475,48.83791667,6.033333333,8.0975,0.79
ENE,2,8,20.27,17.90291667,48.81166667,6.033333333,7.10125,0.82375
ENE,2,9,15.65,17.61833333,49.20833333,6.045,6.36625,0.8675
ENE,2,10,13.94,17.26041667,49.25083333,6.04,5.845,0.915
ENE,2,11,15.05,16.96583333,48.55916667,6.05625,5.595,0.97375
ENE,2,12,12.75,16.70416667,47.525,6.109166667,6.18375,1.02
ENE,2,13,15.75,16.80541667,46.88541667,6.175416667,7.28875,1.06125
ENE,2,14,15.14,17.32666667,46.38666667,6.2,9.56125,1.0875
ENE,2,15,10.75,17.45083333,45.965,6.214166667,12.86125,1.09375
ENE,2,16,7.27,17.73583333,45.47166667,6.181666667,16.18875,1.0525
ENE,2,17,8.65,17.72666667,45.07,6.123333333,19.29375,1.02625
ENE,2,18,9.58,17.77041667,44.57458333,6.066666667,21.94375,0.995
ENE,2,19,47.59,17.82708333,44.40875,6.02375,22.20375,1.0375
ENE,2,20,69.43,18.37416667,46.57625,6.06625,20.85125,1.17375
ENE,2,21,67.79,19.98625,48.09375,6.21875,18.915,1.5125
ENE,2,22,65.06,22.81583333,52.72958333,6.300833333,15.9875,1.70625
ENE,2,23,53.06,24.23625,56.73166667,6.370416667,12.6125,1.76
ENE,3,0,53.88,25.6875,59.91791667,6.405416667,9.235,1.83875
ENE,3,1,52.81,27.45708333,64.2425,6.46625,5.62625,1.94625
ENE,3,2,50.22,30.11625,69.47083333,6.560416667,2.245,2.03875
