DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
JUN,1,0,0.044,0.054,0.025,0.45,27.9,21.1,
JUN,1,1,0.041,0.050,0.025,0.43,25.4,20.1,
JUN,1,2,0.040,0.047,0.027,0.44,26.9,22.4,
JUN,1,3,0.030,0.044,0.028,0.43,27.6,22.6,
JUN,1,4,0.028,0.041,0.028,0.42,30.6,22.7,
JUN,1,5,0.030,0.038,0.029,0.40,31.6,24.2,
JUN,1,6,0.028,0.035,0.030,0.37,35.8,30.7,
JUN,1,7,0.022,0.033,0.031,0.37,36.5,32.5,
JUN,1,8,0.026,0.031,0.028,0.39,34.2,30.7,
JUN,1,9,0.035,0.030,0.027,0.40,37.7,35.6,
JUN,1,10,0.042,0.030,0.027,0.39,34.6,33.3,
JUN,1,11,0.053,0.033,0.026,0.40,34.6,31.4,
JUN,1,12,0.056,0.036,0.026,0.42,30.3,27.2,
JUN,1,13,0.060,0.040,0.026,0.44,28.2,25.8,
JUN,1,14,0.066,0.045,0.025,0.44,24.7,24.9,
JUN,1,15,0.063,0.050,0.025,0.47,24.1,22.0,
JUN,1,16,0.063,0.054,0.025,0.47,24.6,24.9,
JUN,1,17,0.060,0.058,0.027,0.46,27.7,24.0,
JUN,1,18,0.050,0.059,0.032,0.46,47.3,22.7,
JUN,1,19,0.052,0.058,0.036,0.46,47.4,34.0,
JUN,1,20,0.046,0.057,0.037,0.46,36.8,33.0,
JUN,1,21,0.040,0.055,0.039,0.63,33.2,27.9,
JUN,1,22,0.038,0.051,0.039,0.61,30.4,21.3,
JUN,1,23,0.031,0.048,0.046,0.60,21.4,16.6,
JUN,2,0,0.024,0.043,0.053,0.58,22.8,13.7,
JUN,2,1,0.025,0.038,0.058,0.62,24.6,23.9,
JUN,2,2,0.025,0.035,0.058,0.68,20.6,22.1,
JUN,2,3,0.026,0.032,0.062,0.67,16.6,17.9,
JUN,2,4,0.029,0.030,0.065,0.66,18.3,21.6,
JUN,2,5,0.031,0.029,0.064,0.46,16.8,18.7,
JUN,2,6,0.029,0.028,0.063,0.48,15.1,16.5,
JUN,2,7,0.024,0.027,0.066,0.50,18.1,16.6,
JUN,2,8,0.030,0.027,0.067,0.60,16.3,20.1,
JUN,2,9,0.037,0.029,0.067,0.56,18.8,19.9,
JUN,2,10,0.041,0.031,0.068,0.49,19.5,17.6,
JUN,2,11,0.044,0.033,0.070,0.51,15.9,17.6,
JUN,2,12,0.048,0.035,0.071,0.51,17.8,17.1,
JUN,2,13,0.054,0.038,0.072,0.52,17.4,16.3,
JUN,2,14,0.054,0.041,0.073,0.53,17.3,15.0,
JUN,2,15,0.052,0.045,0.072,0.48,18.8,17.3,
JUN,2,16,0.051,0.047,0.071,0.38,15.7,15.5,
JUN,2,17,0.051,0.049,0.069,0.36,14.5,13.6,
JUN,2,18,0.050,0.050,0.064,0.36,14.9,11.2,
JUN,2,19,0.047,0.051,0.059,0.34,14.8,9.5,
JUN,2,20,0.040,0.050,0.058,0.34,17.1,9.4,
JUN,2,21,0.039,0.048,0.057,0.33,15.7,9.6,
JUN,2,22,0.039,0.046,0.057,0.31,17.0,9.5,
JUN,2,23,0.037,0.044,0.049,0.29,15.9,12.9,
JUN,3,0,0.033,0.042,0.049,0.33,15.3,13.9,
JUN,3,1,0.031,0.039,0.052,0.33,17.4,14.0,
JUN,3,2,0.028,0.037,0.057,0.39,17.6,16.6,
JUN,3,3,0.031,0.035,0.059,0.41,18.5,17.5,
JUN,3,4,0.030,0.034,0.056,0.46,17.1,18.1,
JUN,3,5,0.031,0.033,0.056,0.45,15.6,12.7,
JUN,3,6,0.031,0.032,0.056,0.47,13.5,9.7,
JUN,3,7,0.023,0.030,0.054,0.51,15.5,9.3,
JUN,3,8,0.029,0.029,0.055,0.47,21.8,18.3,
JUN,3,9,0.039,0.030,0.054,0.46,22.6,19.9,
JUN,3,10,0.043,0.032,0.053,0.41,25.0,18.7,
JUN,3,11,0.048,0.034,0.052,0.39,26.9,21.7,
JUN,3,12,0.053,0.037,0.051,0.35,28.7,23.3,
JUN,3,13,0.058,0.040,0.052,0.37,25.5,23.2,
JUN,3,14,0.060,0.044,0.052,0.38,23.8,23.7,
JUN,3,15,0.061,0.049,0.051,0.37,19.7,19.9,
JUN,3,16,0.068,0.054,0.052,0.38,18.5,16.7,
JUN,3,17,0.062,0.057,0.052,0.40,18.8,17.2,
JUN,3,18,0.057,0.058,0.052,0.42,17.8,12.6,
JUN,3,19,0.051,0.059,0.052,0.43,17.4,10.4,
JUN,3,20,0.043,0.058,0.052,0.44,19.6,13.3,
JUN,3,21,0.042,0.056,0.052,0.44,21.2,14.8,
JUN,3,22,0.038,0.053,0.053,0.44,20.5,12.6,
JUN,3,23,0.039,0.050,0.055,0.43,24.5,14.5,
JUN,4,0,0.040,0.047,0.054,0.41,25.4,18.2,
JUN,4,1,0.039,0.044,0.051,0.51,24.8,16.4,
JUN,4,2,0.038,0.042,0.046,0.53,23.3,15.3,
JUN,4,3,0.033,0.039,0.042,0.51,20.8,15.7,
JUN,4,4,0.031,0.038,0.043,0.51,20.4,17.7,
JUN,4,5,0.029,0.036,0.043,0.49,17.8,12.0,
JUN,4,6,0.021,0.034,0.043,0.48,17.3,9.6,
JUN,4,7,0.017,0.031,0.040,0.50,21.0,12.8,
JUN,4,8,0.022,0.029,0.036,0.53,27.5,18.2,
JUN,4,9,0.035,0.028,0.035,0.44,28.5,21.2,
JUN,4,10,0.040,0.028,0.035,0.41,28.7,19.0,
JUN,4,11,0.053,0.031,0.034,0.43,28.8,20.2,
JUN,4,12,0.060,0.035,0.033,0.44,28.7,19.2,
JUN,4,13,0.071,0.040,0.034,0.49,31.6,23.6,
JUN,4,14,0.080,0.047,0.035,0.52,35.0,29.3,
JUN,4,15,0.082,0.055,0.037,0.55,35.1,30.5,
JUN,4,16,0.070,0.061,0.037,0.56,35.8,31.2,
JUN,4,17,0.056,0.064,0.037,0.55,32.1,28.4,
JUN,4,18,0.050,0.065,0.037,0.56,29.5,22.3,
JUN,4,19,0.043,0.064,0.037,0.59,37.3,19.0,
JUN,4,20,0.038,0.061,0.038,0.59,36.0,22.7,
JUN,4,21,0.029,0.056,0.039,0.59,54.3,32.8,
JUN,4,22,0.022,0.049,0.038,0.59,44.0,30.7,
JUN,4,23,0.019,0.041,0.036,0.56,33.7,23.7,
JUN,5,0,0.008,0.033,0.031,0.53,30.7,21.8,
JUN,5,1,0.014,0.028,0.027,0.53,29.1,23.3,
JUN,5,2,0.016,0.024,0.025,0.52,26.5,27.5,
JUN,5,3,0.015,0.020,0.022,0.50,29.5,24.4,
JUN,5,4,0.011,0.017,0.021,0.47,32.1,25.6,
JUN,5,5,0.008,0.014,0.020,0.43,38.7,28.4,
JUN,5,6,0.007,0.012,0.021,0.42,34.2,27.7,
JUN,5,7,0.008,0.011,0.021,0.44,33.9,27.1,
JUN,5,8,0.008,0.011,0.021,0.49,31.2,26.7,
JUN,5,9,0.013,0.011,0.020,0.52,30.1,25.5,
JUN,5,10,0.023,0.012,0.019,0.55,33.0,26.5,
JUN,5,11,0.043,0.015,0.022,0.59,40.5,32.8,
JUN,5,12,0.069,0.023,0.024,0.64,52.7,48.2,
JUN,5,13,0.075,0.031,0.023,0.68,50.5,57.9,
JUN,5,14,0.077,0.040,0.023,0.69,43.4,66.4,
JUN,5,15,0.080,0.049,0.022,0.68,37.0,70.7,
JUN,5,16,0.078,0.057,0.021,0.65,31.3,60.3,
JUN,5,17,0.065,0.064,0.025,0.63,32.4,50.9,
JUN,5,18,0.056,0.068,0.033,0.59,29.0,30.8,
JUN,5,19,0.042,0.068,0.035,0.52,28.3,16.0,
JUN,5,20,0.027,0.063,0.036,0.52,20.2,15.1,
JUN,5,21,0.042,0.058,0.036,0.48,21.7,19.2,
JUN,5,22,0.034,0.053,0.036,0.46,18.4,14.5,
JUN,5,23,0.027,0.046,0.035,0.43,15.4,12.1,
JUN,6,0,0.025,0.040,0.035,0.42,18.7,11.0,
JUN,6,1,0.025,0.035,0.034,0.40,16.0,16.6,
JUN,6,2,0.011,0.029,0.034,0.39,18.3,14.2,
JUN,6,3,0.015,0.026,0.034,0.40,17.0,12.5,
JUN,6,4,0.013,0.024,0.034,0.35,19.1,11.7,
JUN,6,5,0.007,0.020,0.033,0.35,17.7,11.5,
JUN,6,6,0.007,0.016,0.033,0.38,20.1,13.7,
JUN,6,7,0.010,0.014,0.032,0.45,27.6,16.3,
JUN,6,8,0.011,0.012,0.032,0.51,30.1,20.2,
JUN,6,9,0.026,0.012,0.031,0.55,25.8,21.6,
JUN,6,10,0.038,0.016,0.031,0.58,22.0,29.0,
JUN,6,11,0.052,0.020,0.027,0.60,19.7,23.6,
JUN,6,12,0.063,0.027,0.023,0.62,18.2,32.6,
JUN,6,13,0.067,0.034,0.021,0.64,16.8,23.4,
JUN,6,14,0.078,0.043,0.021,0.66,13.7,21.0,
JUN,6,15,0.094,0.054,0.022,0.62,20.8,25.9,
JUN,6,16,0.093,0.064,0.022,0.59,24.2,39.9,
JUN,6,17,0.089,0.072,0.019,0.58,25.6,39.0,
JUN,6,18,0.084,0.078,0.011,0.57,25.4,33.8,
JUN,6,19,0.068,0.080,0.009,0.58,26.2,27.7,
