DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
SEPTIEMBRE,1,0,0.016,0.038,0.005,0.518,19,20,0.018
SEPTIEMBRE,1,1,0.017,0.032,0.005,0.494,19,19,0.016
SEPTIEMBRE,1,2,0.022,0.028,0.005,0.469,18,14,0.012
SEPTIEMBRE,1,3,0.028,0.026,0.005,0.415,14,12,0.01
SEPTIEMBRE,1,4,0.025,0.024,0.005,0.34,12,9,0.011
SEPTIEMBRE,1,5,0.019,0.022,0.005,0.31,11,13,0.014
SEPTIEMBRE,1,6,0.014,0.02,0.005,0.309,16,12,0.017
SEPTIEMBRE,1,7,0.009,0.019,0.005,0.329,19,11,0.023
SEPTIEMBRE,1,8,0.012,0.018,0.005,0.355,19,12,0.023
SEPTIEMBRE,1,9,0.022,0.019,0.005,0.366,15,13,0.018
SEPTIEMBRE,1,10,0.026,0.019,0.006,0.368,16,13,0.012
SEPTIEMBRE,1,11,0.03,0.02,0.007,0.383,18,15,0.011
SEPTIEMBRE,1,12,0.04,0.021,0.007,0.394,20,16,0.012
SEPTIEMBRE,1,13,0.042,0.024,0.007,0.407,16,13,0.012
SEPTIEMBRE,1,14,0.047,0.028,0.007,0.395,15,12,0.012
SEPTIEMBRE,1,15,0.048,0.033,0.007,0.361,15,16,0.012
SEPTIEMBRE,1,16,0.049,0.038,0.007,0.325,12,16,0.012
SEPTIEMBRE,1,17,0.052,0.042,0.007,0.323,14,16,0.012
SEPTIEMBRE,1,18,0.055,0.045,0.007,0.33,14,17,0.013
SEPTIEMBRE,1,19,0.039,0.047,0.007,0.322,15,15,0.013
SEPTIEMBRE,1,20,0.026,0.045,0.007,0.322,17,14,0.014
SEPTIEMBRE,1,21,0.02,0.042,0.007,0.333,15,13,0.016
SEPTIEMBRE,1,22,0.024,0.039,0.007,0.351,18,12,0.018
SEPTIEMBRE,1,23,0.034,0.037,0.007,0.362,17,12,0.017
SEPTIEMBRE,2,0,0.034,0.036,0.006,0.363,16,12,0.016
SEPTIEMBRE,2,1,0.025,0.032,0.006,0.36,15,11,0.018
SEPTIEMBRE,2,2,0.016,0.027,0.006,0.355,14,10,0.018
SEPTIEMBRE,2,3,0.018,0.025,0.006,0.35,12,11,0.016
SEPTIEMBRE,2,4,0.019,0.024,0.006,0.342,10,11,0.015
SEPTIEMBRE,2,5,0.02,0.024,0.006,0.319,10,8,0.014
SEPTIEMBRE,2,6,0.018,0.023,0.006,0.305,10,8,0.015
SEPTIEMBRE,2,7,0.008,0.02,0.006,0.334,18,10,0.019
SEPTIEMBRE,2,8,0.011,0.017,0.006,0.369,24,12,0.019
SEPTIEMBRE,2,9,0.019,0.016,0.007,0.381,27,20,0.015
SEPTIEMBRE,2,10,0.027,0.018,0.007,0.391,21,19,0.011
SEPTIEMBRE,2,11,0.035,0.02,0.007,0.397,16,18,0.01
SEPTIEMBRE,2,12,0.04,0.022,0.006,0.408,9,16,0.011
SEPTIEMBRE,2,13,0.042,0.025,0.006,0.416,8,14,0.01
SEPTIEMBRE,2,14,0.043,0.028,0.005,0.416,7,13,0.01
SEPTIEMBRE,2,15,0.043,0.032,0.005,0.385,8,13,0.011
SEPTIEMBRE,2,16,0.041,0.036,0.005,0.356,10,12,0.011
SEPTIEMBRE,2,17,0.041,0.039,0.005,0.352,10,11,0.01
SEPTIEMBRE,2,18,0.039,0.041,0.005,0.349,10,12,0.01
SEPTIEMBRE,2,19,0.033,0.04,0.005,0.358,13,11,0.011
SEPTIEMBRE,2,20,0.026,0.039,0.005,0.364,11,9,0.014
SEPTIEMBRE,2,21,0.026,0.037,0.005,0.374,13,9,0.015
SEPTIEMBRE,2,22,0.028,0.035,0.005,0.369,14,10,0.012
SEPTIEMBRE,2,23,0.03,0.033,0.005,0.358,11,7,0.009
SEPTIEMBRE,3,0,0.029,0.032,0.005,0.347,8,6,0.008
SEPTIEMBRE,3,1,0.028,0.03,0.005,0.333,6,6,0.008
SEPTIEMBRE,3,2,0.026,0.028,0.005,0.322,10,6,0.01
SEPTIEMBRE,3,3,0.025,0.027,0.005,0.307,8,8,0.011
SEPTIEMBRE,3,4,0.023,0.027,0.005,0.288,6,9,0.011
SEPTIEMBRE,3,5,0.019,0.026,0.006,0.27,10,9,0.012
SEPTIEMBRE,3,6,0.018,0.025,0.006,0.26,13,10,0.013
SEPTIEMBRE,3,7,0.017,0.023,0.007,0.269,9,8,0.015
SEPTIEMBRE,3,8,0.02,0.022,0.006,0.298,12,6,0.019
SEPTIEMBRE,3,9,0.024,0.022,0.005,0.304,11,13,0.014
SEPTIEMBRE,3,10,0.026,0.022,0.005,0.318,12,14,0.011
SEPTIEMBRE,3,11,0.028,0.022,0.005,0.326,14,14,0.011
SEPTIEMBRE,3,12,0.031,0.023,0.005,0.333,10,12,0.01
SEPTIEMBRE,3,13,0.034,0.025,0.005,0.34,8,8,0.009
SEPTIEMBRE,3,14,0.034,0.027,0.005,0.348,9,7,0.009
SEPTIEMBRE,3,15,0.035,0.029,0.005,0.343,7,9,0.009
SEPTIEMBRE,3,16,0.035,0.031,0.005,0.317,7,10,0.009
SEPTIEMBRE,3,17,0.032,0.032,0.005,0.322,9,11,0.009
SEPTIEMBRE,3,18,0.03,0.032,0.005,0.319,9,11,0.009
SEPTIEMBRE,3,19,0.027,0.032,0.005,0.319,12,8,0.009
SEPTIEMBRE,3,20,0.026,0.032,0.005,0.32,10,5,0.009
SEPTIEMBRE,3,21,0.025,0.03,0.005,0.32,7,3,0.01
SEPTIEMBRE,3,22,0.025,0.029,0.005,0.322,6,3,0.011
SEPTIEMBRE,3,23,0.023,0.028,0.005,0.321,6,4,0.011
SEPTIEMBRE,4,0,0.021,0.026,0.005,0.319,7,5,0.011
SEPTIEMBRE,4,1,0.021,0.025,0.006,0.307,7,7,0.011
SEPTIEMBRE,4,2,0.02,0.023,0.006,0.292,8,9,0.01
SEPTIEMBRE,4,3,0.019,0.023,0.006,0.276,9,10,0.01
SEPTIEMBRE,4,4,0.018,0.021,0.007,0.261,8,11,0.01
SEPTIEMBRE,4,5,0.018,0.021,0.007,0.244,9,12,0.01
SEPTIEMBRE,4,6,0.017,0.02,0.009,0.229,15,14,0.01
SEPTIEMBRE,4,7,0.016,0.019,0.009,0.212,16,19,0.011
SEPTIEMBRE,4,8,0.015,0.018,0.011,0.206,14,16,0.012
SEPTIEMBRE,4,9,0.019,0.018,0.012,0.202,17,23,0.011
SEPTIEMBRE,4,10,0.025,0.018,0.011,0.198,14,17,0.009
SEPTIEMBRE,4,11,0.028,0.019,0.012,0.203,15,14,0.009
SEPTIEMBRE,4,12,0.03,0.021,0.013,0.206,19,19,0.009
SEPTIEMBRE,4,13,0.031,0.023,0.015,0.213,22,18,0.008
SEPTIEMBRE,4,14,0.033,0.025,0.016,0.214,27,18,0.007
SEPTIEMBRE,4,15,0.033,0.027,0.019,0.218,24,20,0.008
SEPTIEMBRE,4,16,0.035,0.029,0.02,0.211,23,18,0.007
SEPTIEMBRE,4,17,0.037,0.031,0.02,0.208,17,18,0.006
SEPTIEMBRE,4,18,0.034,0.033,0.02,0.209,15,16,0.007
SEPTIEMBRE,4,19,0.03,0.033,0.02,0.206,12,13,0.008
SEPTIEMBRE,4,20,0.026,0.032,0.02,0.206,12,10,0.008
SEPTIEMBRE,4,21,0.025,0.032,0.02,0.204,9,9,0.01
SEPTIEMBRE,4,22,0.025,0.031,0.02,0.203,7,5,0.009
SEPTIEMBRE,4,23,0.023,0.029,0.02,0.2,6,3,0.01
SEPTIEMBRE,5,0,0.02,0.027,0.021,0.201,7,2,0.011
SEPTIEMBRE,5,1,0.021,0.026,0.021,0.214,8,6,0.009
SEPTIEMBRE,5,2,0.023,0.024,0.02,0.225,9,8,0.008
SEPTIEMBRE,5,3,0.017,0.023,0.02,0.232,9,9,0.01
SEPTIEMBRE,5,4,0.014,0.021,0.019,0.24,6,10,0.013
SEPTIEMBRE,5,5,0.012,0.02,0.019,0.25,7,8,0.015
SEPTIEMBRE,5,6,0.011,0.018,0.017,0.26,7,8,0.016
SEPTIEMBRE,5,7,0.01,0.016,0.017,0.284,10,9,0.016
SEPTIEMBRE,5,8,0.011,0.015,0.018,0.309,13,9,0.015
SEPTIEMBRE,5,9,0.013,0.014,0.018,0.329,14,15,0.014
SEPTIEMBRE,5,10,0.018,0.013,0.019,0.342,15,14,0.013
SEPTIEMBRE,5,11,0.025,0.014,0.02,0.35,12,15,0.01
SEPTIEMBRE,5,12,0.03,0.016,0.019,0.364,15,15,0.011
SEPTIEMBRE,5,13,0.029,0.018,0.018,0.396,19,22,0.013
SEPTIEMBRE,5,14,0.03,0.021,0.017,0.412,15,19,0.009
SEPTIEMBRE,5,15,0.031,0.023,0.015,0.407,12,17,0.01
SEPTIEMBRE,5,16,0.027,0.025,0.015,0.408,20,19,0.012
SEPTIEMBRE,5,17,0.02,0.026,0.016,0.407,24,14,0.013
SEPTIEMBRE,5,18,0.024,0.027,0.017,0.411,26,26,0.012
SEPTIEMBRE,5,19,0.023,0.027,0.017,0.437,21,18,0.016
SEPTIEMBRE,5,20,0.021,0.026,0.017,0.441,19,17,0.014
SEPTIEMBRE,5,21,0.011,0.024,0.018,0.415,22,19,0.013
SEPTIEMBRE,5,22,0.009,0.021,0.019,0.399,20,27,0.013
SEPTIEMBRE,5,23,0.009,0.018,0.02,0.39,19,27,0.012
SEPTIEMBRE,6,0,0.009,0.016,0.02,0.373,16,22,0.012
