DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
AGOSTO,1,0,0.033,0.038,0.05,0.469,14,12,0.012
AGOSTO,1,1,0.027,0.034,0.054,0.454,15,11,0.014
AGOSTO,1,2,0.025,0.031,0.058,0.507,14,13,0.014
AGOSTO,1,3,0.026,0.03,0.063,0.496,14,14,0.014
AGOSTO,1,4,0.025,0.029,0.06,0.478,15,17,0.014
AGOSTO,1,5,0.027,0.029,0.058,0.478,15,17,0.014
AGOSTO,1,6,0.026,0.028,0.057,0.468,12,14,0.017
AGOSTO,1,7,0.024,0.027,0.064,0.485,15,12,0.019
AGOSTO,1,8,0.018,0.025,0.061,0.483,17,16,0.02
AGOSTO,1,9,0.032,0.025,0.062,0.488,15,19,0.016
AGOSTO,1,10,0.038,0.027,0.063,0.438,13,17,0.012
AGOSTO,1,11,0.041,0.029,0.063,0.437,20,19,0.013
AGOSTO,1,12,0.048,0.032,0.063,0.442,17,20,0.012
AGOSTO,1,13,0.053,0.035,0.063,0.453,14,17,0.013
AGOSTO,1,14,0.054,0.038,0.063,0.454,11,16,0.014
AGOSTO,1,15,0.054,0.042,0.064,0.428,11,14,0.013
AGOSTO,1,16,0.056,0.047,0.063,0.423,11,12,0.013
AGOSTO,1,17,0.054,0.05,0.063,0.426,11,11,0.014
AGOSTO,1,18,0.05,0.051,0.063,0.427,12,10,0.016
AGOSTO,1,19,0.032,0.05,0.063,0.48,18,9,0.022
AGOSTO,1,20,0.04,0.049,0.063,0.486,20,8,0.016
AGOSTO,1,21,0.04,0.047,0.063,0.441,21,10,0.014
AGOSTO,1,22,0.036,0.045,0.063,0.425,15,10,0.014
AGOSTO,1,23,0.035,0.043,0.062,0.413,11,11,0.016
AGOSTO,2,0,0.032,0.04,0.052,0.404,8,12,0.018
AGOSTO,2,1,0.031,0.037,0.045,0.378,8,9,0.018
AGOSTO,2,2,0.027,0.034,0.04,0.361,11,7,0.019
AGOSTO,2,3,0.011,0.031,0.031,0.306,13,9,0.026
AGOSTO,2,4,0.009,0.028,0.028,0.289,11,9,0.031
AGOSTO,2,5,0.014,0.024,0.027,0.281,13,13,0.029
AGOSTO,2,6,0.017,0.022,0.027,0.295,13,14,0.026
