DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
OCTUBRE,1,0,NA,NA,0.032,0.392,12,11,0.004
OCTUBRE,1,1,NA,NA,0.033,0.368,14,10,0.005
OCTUBRE,1,2,NA,NA,0.033,0.393,15,14,0.006
OCTUBRE,1,3,NA,NA,0.032,0.378,18,12,0.004
OCTUBRE,1,4,NA,NA,0.032,0.363,18,11,0.003
OCTUBRE,1,5,NA,NA,0.032,0.356,16,12,0.004
OCTUBRE,1,6,NA,NA,0.031,0.345,15,13,0.007
OCTUBRE,1,7,NA,NA,0.029,0.368,19,13,0.011
OCTUBRE,1,8,NA,NA,0.026,0.375,23,14,0.012
OCTUBRE,1,9,NA,NA,0.021,0.407,27,20,0.01
OCTUBRE,1,10,NA,NA,0.02,0.387,26,17,0.004
OCTUBRE,1,11,NA,NA,0.019,0.404,26,16,0.005
OCTUBRE,1,12,NA,NA,0.019,0.432,25,16,0.004
OCTUBRE,1,13,NA,NA,0.02,0.469,20,13,0.002
OCTUBRE,1,14,NA,NA,0.02,0.496,15,14,0.004
OCTUBRE,1,15,NA,NA,0.022,0.503,14,12,0.002
OCTUBRE,1,16,NA,NA,0.024,0.527,13,15,0.001
OCTUBRE,1,17,NA,NA,0.026,0.526,14,14,0.002
OCTUBRE,1,18,NA,NA,0.028,0.568,15,12,0.002
OCTUBRE,1,19,NA,NA,0.03,0.557,17,9,0.003
OCTUBRE,1,20,NA,NA,0.031,0.541,18,8,0.004
OCTUBRE,1,21,NA,NA,0.032,0.509,19,8,0.002
OCTUBRE,1,22,NA,NA,0.033,0.477,16,10,0.001
OCTUBRE,1,23,NA,NA,0.035,0.451,17,10,0.003
OCTUBRE,2,0,NA,NA,0.035,0.42,18,13,0.004
OCTUBRE,2,1,NA,NA,0.035,0.447,17,15,0.005
OCTUBRE,2,2,NA,NA,0.035,0.469,21,16,0.005
OCTUBRE,2,3,NA,NA,0.036,0.47,20,14,0.005
OCTUBRE,2,4,NA,NA,0.036,0.479,23,18,0.004
OCTUBRE,2,5,NA,NA,0.037,0.47,23,20,0.004
OCTUBRE,2,6,NA,NA,0.037,0.463,22,19,0.004
OCTUBRE,2,7,NA,NA,0.038,0.455,22,16,0.004
OCTUBRE,2,8,NA,NA,0.039,0.443,21,18,0.009
OCTUBRE,2,9,NA,NA,0.039,0.386,24,21,0.006
OCTUBRE,2,10,NA,NA,0.04,0.31,23,20,0.004
OCTUBRE,2,11,NA,NA,0.04,0.316,20,22,0.003
OCTUBRE,2,12,NA,NA,0.04,0.304,23,22,0.004
OCTUBRE,2,13,NA,NA,0.041,0.327,23,24,0.004
OCTUBRE,2,14,NA,NA,0.041,0.339,22,25,0.003
OCTUBRE,2,15,NA,NA,0.042,0.362,22,23,0.005
OCTUBRE,2,16,NA,NA,0.043,0.38,23,23,0.003
OCTUBRE,2,17,NA,NA,0.043,0.409,22,23,0.002
OCTUBRE,2,18,NA,NA,0.044,0.423,23,18,0.002
OCTUBRE,2,19,NA,NA,0.045,0.429,25,17,0.003
OCTUBRE,2,20,NA,NA,0.045,0.431,24,18,0.002
OCTUBRE,2,21,NA,NA,0.045,0.416,22,15,0.001
OCTUBRE,2,22,NA,NA,0.046,0.407,20,13,0.001
OCTUBRE,2,23,NA,NA,0.046,0.421,19,14,0.002
OCTUBRE,3,0,NA,NA,0.046,0.479,18,13,0.004
OCTUBRE,3,1,NA,NA,0.046,0.464,18,12,0.001
OCTUBRE,3,2,NA,NA,0.046,0.492,15,14,0.002
OCTUBRE,3,3,NA,NA,0.046,0.482,16,13,0.001
OCTUBRE,3,4,NA,NA,0.047,0.492,14,11,0.001
OCTUBRE,3,5,NA,NA,0.047,0.519,7,11,0.001
OCTUBRE,3,6,NA,NA,0.047,0.589,10,12,0.002
OCTUBRE,3,7,NA,NA,0.047,0.649,13,13,0.005
OCTUBRE,3,8,NA,NA,0.048,0.631,16,14,0.006
OCTUBRE,3,9,NA,NA,0.048,0.692,15,15,0.004
OCTUBRE,3,10,NA,NA,0.048,0.683,19,13,0.003
OCTUBRE,3,11,NA,NA,0.048,0.689,21,16,0.005
OCTUBRE,3,12,NA,NA,0.048,0.692,26,22,0.007
OCTUBRE,3,13,NA,NA,0.048,0.686,27,24,0.005
OCTUBRE,3,14,NA,NA,0.048,0.641,27,22,0.004
OCTUBRE,3,15,NA,NA,0.048,0.593,29,21,0.005
OCTUBRE,3,16,NA,NA,0.049,0.577,30,23,0.005
OCTUBRE,3,17,NA,NA,0.049,0.563,34,25,0.01
OCTUBRE,3,18,NA,NA,0.049,0.599,34,29,0.013
OCTUBRE,3,19,NA,NA,0.048,0.652,34,28,0.014
OCTUBRE,3,20,NA,NA,0.048,0.681,43,28,0.007
OCTUBRE,3,21,NA,NA,0.048,0.697,38,24,0.005
OCTUBRE,3,22,NA,NA,0.048,0.702,30,22,0.004
OCTUBRE,3,23,NA,NA,0.047,0.677,26,22,0.004
OCTUBRE,4,0,NA,NA,0.047,0.645,24,20,0.005
OCTUBRE,4,1,NA,NA,0.046,0.594,18,15,0.005
OCTUBRE,4,2,NA,NA,0.046,0.528,21,17,0.004
OCTUBRE,4,3,NA,NA,0.045,0.454,19,18,0.004
OCTUBRE,4,4,NA,NA,0.044,0.405,20,17,0.004
OCTUBRE,4,5,NA,NA,0.043,0.36,20,18,0.005
OCTUBRE,4,6,NA,NA,0.042,0.326,20,18,0.005
OCTUBRE,4,7,NA,NA,0.042,0.322,21,18,0.01
OCTUBRE,4,8,NA,NA,0.04,0.338,21,22,0.013
OCTUBRE,4,9,NA,NA,0.04,0.329,22,22,0.006
OCTUBRE,4,10,NA,NA,0.039,0.323,25,23,0.005
OCTUBRE,4,11,NA,NA,0.039,0.334,25,28,0.003
OCTUBRE,4,12,NA,NA,0.039,0.341,25,25,0.005
OCTUBRE,4,13,NA,NA,0.039,0.365,24,21,0.006
OCTUBRE,4,14,NA,NA,0.039,0.397,23,23,0.005
OCTUBRE,4,15,NA,NA,0.039,0.398,24,24,0.004
OCTUBRE,4,16,NA,NA,0.038,0.384,22,24,0.007
OCTUBRE,4,17,NA,NA,0.037,0.418,20,20,0.012
OCTUBRE,4,18,NA,NA,0.037,0.447,26,18,0.01
OCTUBRE,4,19,NA,NA,0.036,0.473,28,22,0.012
OCTUBRE,4,20,NA,NA,0.035,0.506,23,19,0.011
OCTUBRE,4,21,NA,NA,0.035,0.5,19,15,0.005
OCTUBRE,4,22,NA,NA,0.035,0.47,14,11,0.003
OCTUBRE,4,23,NA,NA,0.035,0.451,9,10,0.004
OCTUBRE,5,0,NA,NA,0.035,0.426,9,8,0.004
OCTUBRE,5,1,NA,NA,0.035,0.399,15,12,0.006
OCTUBRE,5,2,NA,NA,0.035,0.384,17,18,0.006
OCTUBRE,5,3,NA,NA,0.035,0.366,16,20,0.005
OCTUBRE,5,4,NA,NA,0.035,0.325,19,15,0.008
OCTUBRE,5,5,NA,NA,0.035,0.32,19,19,0.012
OCTUBRE,5,6,NA,NA,0.034,0.331,21,17,0.01
OCTUBRE,5,7,NA,NA,0.034,0.349,21,18,0.01
OCTUBRE,5,8,NA,NA,0.034,0.363,21,17,0.007
OCTUBRE,5,9,NA,NA,0.034,0.369,20,17,0.008
OCTUBRE,5,10,NA,NA,0.034,0.362,18,16,0.006
OCTUBRE,5,11,NA,NA,0.034,0.364,18,16,0.004
OCTUBRE,5,12,NA,NA,0.033,0.378,19,19,0.008
OCTUBRE,5,13,NA,NA,0.033,0.44,19,18,0.005
OCTUBRE,5,14,NA,NA,0.032,0.45,18,18,0.006
OCTUBRE,5,15,NA,NA,0.031,0.486,18,18,0.006
OCTUBRE,5,16,NA,NA,0.03,0.497,18,17,0.005
OCTUBRE,5,17,NA,NA,0.031,0.513,18,19,0.006
OCTUBRE,5,18,NA,NA,0.03,0.537,20,15,0.009
OCTUBRE,5,19,NA,NA,0.03,0.542,21,13,0.007
OCTUBRE,5,20,NA,NA,0.031,0.551,22,16,0.006
OCTUBRE,5,21,NA,NA,0.031,0.497,20,14,0.005
OCTUBRE,5,22,NA,NA,0.031,0.489,11,10,0.004
OCTUBRE,5,23,NA,NA,0.031,0.441,8,8,0.003
OCTUBRE,6,0,NA,NA,0.031,0.425,5,7,0.005
OCTUBRE,6,1,NA,NA,0.031,0.399,6,7,0.007
OCTUBRE,6,2,NA,NA,0.031,0.366,9,10,0.005
OCTUBRE,6,3,NA,NA,0.031,0.345,9,11,0.004
OCTUBRE,6,4,NA,NA,0.031,0.318,8,11,0.003
OCTUBRE,6,5,NA,NA,0.031,0.299,10,10,0.005
OCTUBRE,6,6,NA,NA,0.031,0.29,9,9,0.008
OCTUBRE,6,7,NA,NA,0.031,0.316,10,7,0.014
OCTUBRE,6,8,NA,NA,0.031,0.336,10,12,0.011
OCTUBRE,6,9,NA,NA,0.031,0.349,8,14,0.008
OCTUBRE,6,10,NA,NA,0.032,0.369,9,14,0.004
OCTUBRE,6,11,NA,NA,0.032,0.433,13,15,0.003
OCTUBRE,6,12,NA,NA,0.032,0.517,14,13,0.004
OCTUBRE,6,13,NA,NA,0.032,0.594,12,13,0.004
OCTUBRE,6,14,NA,NA,0.032,0.618,12,14,0.003
OCTUBRE,6,15,NA,NA,0.032,0.619,10,13,0.003
OCTUBRE,6,16,NA,NA,0.032,0.628,9,11,0.002
OCTUBRE,6,17,NA,NA,0.031,0.625,15,10,0.005
OCTUBRE,6,18,NA,NA,0.031,0.625,13,15,0.008
OCTUBRE,6,19,NA,NA,0.03,0.609,14,18,0.01
OCTUBRE,6,20,NA,NA,0.029,0.561,11,17,0.009
OCTUBRE,6,21,NA,NA,0.029,0.504,8,13,0.005
OCTUBRE,6,22,NA,NA,0.029,0.478,7,11,0.002
OCTUBRE,6,23,NA,NA,0.028,0.464,6,10,0.005
OCTUBRE,7,0,NA,NA,0.028,0.451,5,8,0.007
OCTUBRE,7,1,NA,NA,0.028,0.434,8,7,0.001
OCTUBRE,7,2,NA,NA,0.028,0.414,7,9,0.002
OCTUBRE,7,3,NA,NA,0.028,0.367,8,10,0.004
OCTUBRE,7,4,NA,NA,0.028,0.335,9,9,0.003
OCTUBRE,7,5,NA,NA,0.028,0.313,7,7,0.003
OCTUBRE,7,6,NA,NA,0.028,0.324,6,7,0.006
OCTUBRE,7,7,NA,NA,0.029,0.364,10,8,0.008
