DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
NOVIEMBRE,1,0,0.012,NA,0.021,0.971,45,22,0.025
NOVIEMBRE,1,1,0.01,NA,0.021,0.98,46,24,0.024
NOVIEMBRE,1,2,0.01,NA,0.021,0.95,43,26,0.022
NOVIEMBRE,1,3,0.008,NA,0.02,0.854,40,24,0.021
NOVIEMBRE,1,4,0.008,NA,0.02,0.783,38,25,0.02
NOVIEMBRE,1,5,0.006,NA,0.02,0.643,35,26,0.02
NOVIEMBRE,1,6,0.007,NA,0.019,0.551,34,25,0.018
NOVIEMBRE,1,7,0.008,0.009,0.019,0.539,36,25,0.018
NOVIEMBRE,1,8,0.008,0.008,0.019,0.6,49,27,0.02
NOVIEMBRE,1,9,0.009,0.008,0.019,0.716,60,34,0.025
NOVIEMBRE,1,10,0.023,0.01,0.018,0.758,61,35,0.024
NOVIEMBRE,1,11,0.039,0.014,0.017,0.772,51,34,0.016
NOVIEMBRE,1,12,0.05,0.019,0.016,0.782,36,30,0.013
NOVIEMBRE,1,13,0.065,0.026,0.014,0.791,30,20,0.011
NOVIEMBRE,1,14,0.077,0.035,0.012,0.811,28,19,0.01
NOVIEMBRE,1,15,0.073,0.043,0.011,0.809,28,21,0.014
NOVIEMBRE,1,16,0.071,0.051,0.01,0.747,29,23,0.014
NOVIEMBRE,1,17,0.082,0.06,0.009,0.641,32,24,0.013
NOVIEMBRE,1,18,0.069,0.066,0.008,0.62,35,27,0.017
NOVIEMBRE,1,19,0.039,0.066,0.008,0.669,39,24,0.032
NOVIEMBRE,1,20,0.012,0.061,0.007,0.772,46,23,0.046
NOVIEMBRE,1,21,0.037,0.057,0.006,0.784,54,27,0.015
NOVIEMBRE,1,22,0.041,0.053,0.01,0.77,40,21,0.008
NOVIEMBRE,1,23,0.036,0.048,0.014,0.775,39,23,0.012
NOVIEMBRE,2,0,0.037,0.044,0.017,0.722,44,25,0.011
NOVIEMBRE,2,1,0.043,0.039,0.024,0.749,39,24,0.006
NOVIEMBRE,2,2,0.043,0.036,0.025,0.773,32,21,0.005
NOVIEMBRE,2,3,0.042,0.036,0.025,0.687,25,19,0.003
NOVIEMBRE,2,4,0.044,0.04,0.026,0.562,20,15,0.003
NOVIEMBRE,2,5,0.038,0.04,0.026,0.531,17,16,0.005
NOVIEMBRE,2,6,0.034,0.039,0.026,0.515,17,14,0.007
NOVIEMBRE,2,7,0.019,0.037,0.026,0.481,20,15,0.013
NOVIEMBRE,2,8,0.017,0.035,0.027,0.51,24,18,0.016
