DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
DICIEMBRE,1,0,0.032,0.033,0.019,0.35,14,17,0.002
DICIEMBRE,1,1,0.030,0.032,0.019,0.34,10,17,0.003
DICIEMBRE,1,2,0.028,0.031,0.019,0.36,12,16,0.006
DICIEMBRE,1,3,0.025,0.030,0.021,0.42,13,17,0.007
DICIEMBRE,1,4,0.027,0.030,0.023,0.47,12,17,0.005
DICIEMBRE,1,5,0.023,0.029,0.030,0.62,13,16,0.008
DICIEMBRE,1,6,0.024,0.028,0.040,0.73,11,16,0.007
DICIEMBRE,1,7,0.020,0.026,0.044,0.87,9,16,0.008
DICIEMBRE,1,8,0.016,0.024,0.047,1.01,8,14,0.011
DICIEMBRE,1,9,0.022,0.023,0.050,1.04,7,13,0.007
DICIEMBRE,1,10,0.028,0.023,0.054,1.04,7,12,0.004
DICIEMBRE,1,11,0.031,0.024,0.054,1.01,8,10,0.004
DICIEMBRE,1,12,0.036,0.025,0.054,0.99,6,9,0.003
DICIEMBRE,1,13,0.038,0.027,0.054,0.87,9,9,0.005
DICIEMBRE,1,14,0.038,0.029,0.055,0.79,15,9,0.004
DICIEMBRE,1,15,0.041,0.031,0.055,0.66,12,10,0.004
DICIEMBRE,1,16,0.041,0.034,0.055,0.54,12,10,0.006
DICIEMBRE,1,17,0.041,0.037,0.054,0.50,14,15,0.006
DICIEMBRE,1,18,0.040,0.038,0.061,0.48,17,17,0.005
DICIEMBRE,1,19,0.028,0.038,0.065,0.45,20,12,0.006
DICIEMBRE,1,20,0.024,0.036,0.065,0.42,15,9,0.005
DICIEMBRE,1,21,0.024,0.035,0.065,0.40,12,8,0.004
DICIEMBRE,1,22,0.025,0.033,0.065,0.36,9,9,0.003
DICIEMBRE,1,23,0.025,0.031,0.065,0.34,9,7,0.002
DICIEMBRE,2,0,0.024,0.029,0.066,0.33,7,5,0.003
DICIEMBRE,2,1,0.022,0.026,0.071,0.37,NA,6,0.006
DICIEMBRE,2,2,0.026,0.025,0.080,0.40,5,6,0.004
DICIEMBRE,2,3,0.023,0.024,0.084,0.47,6,6,0.005
DICIEMBRE,2,4,0.021,0.024,0.083,0.51,4,5,0.005
DICIEMBRE,2,5,0.018,0.023,0.082,0.53,5,3,0.008
