DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
JULIO,2,17,0.034,0.0034,0.7515,41,20.78,4.48,167.41,67.21
JULIO,2,18,0.0387,0.0021,0.6402,28,17.65,4.8,165.26,88.82
JULIO,2,19,0.0368,0.0019,0.6836,13,16.74,3.75,146.76,87.34
JULIO,2,20,0.026,0.0015,0.9253,14,15.98,2.05,132.17,93.72
JULIO,2,21,0.0241,0.0012,0.8135,15,16.26,2.31,107.86,96.05
JULIO,2,22,0.0234,0.0013,0.7519,14,16.1,2.79,96.16,96.55
JULIO,2,23,0.0226,0.0011,0.6602,10,16.07,2.93,91.03,96.05
JULIO,3,0,0.0184,0.0011,0.6354,11,15.79,2.51,104.34,96.2
JULIO,3,1,NA,0.0011,0.6709,8,15.2,1.91,133.24,97.38
JULIO,3,2,0.0059,0.0011,0.6745,17,15.1,2.14,104.58,97.86
JULIO,3,3,0.0014,0.0011,0.6787,24,15.25,2.34,98.85,97.15
JULIO,3,4,0.0047,0.0011,0.6736,24,15.15,2.13,118.56,97
JULIO,3,5,0.0039,0.0011,0.6813,19,15.02,1.8,107.68,97.71
JULIO,3,6,0.0054,0.001,0.7299,21,15.13,2.14,105.06,96.56
JULIO,3,7,NA,0.001,0.9042,26,15.13,2.24,101.69,96.23
JULIO,3,8,0.0074,0.001,0.8703,28,18.16,2.38,106.36,91.18
JULIO,3,9,0.0117,0.0012,0.8506,40,19.79,2.35,131.97,87.95
JULIO,3,10,0.0196,0.0011,0.6909,20,19.6,2.29,125.3,83.04
JULIO,3,11,0.0246,0.0012,0.6159,8,22.12,1.96,146.83,74.87
JULIO,3,12,0.0265,0.0012,0.5882,9,23.32,3.04,163.16,63.27
JULIO,3,13,0.0288,0.001,0.604,5,23.94,2.88,178.28,54.76
JULIO,3,14,0.0312,0.0009,0.6331,9,23.89,3,156.34,53.34
JULIO,3,15,0.0346,0.0009,0.6135,9,24.83,3.72,164.57,49.13
JULIO,3,16,0.0325,0.0009,0.6298,5,25.07,4.04,152.32,46.06
JULIO,3,17,0.029,0.0007,0.5947,8,23.97,3.97,152.93,47.95
JULIO,3,18,0.0255,0.0006,0.6346,8,23.09,3.18,142.15,53.69
JULIO,3,19,0.0219,0.0007,0.6577,15,22.08,2.78,141.16,55.58
JULIO,3,20,0.0207,0.0008,0.7974,12,19.93,1.99,195.57,65.86
JULIO,3,21,0.0122,0.0009,0.9885,29,19.6,2.7,87.12,69.51
JULIO,3,22,0.0122,0.001,0.7943,26,18.42,3.45,110.41,71.25
JULIO,3,23,0.0114,0.0011,0.7361,18,17.52,2.79,116.67,75.84
JULIO,4,0,0.0099,0.0013,0.7126,16,16.82,2.25,113.33,79.75
JULIO,4,1,0.0073,0.0013,0.7201,24,16.22,2.2,76.18,82.88
JULIO,4,2,0.004,0.0015,0.7232,40,15.77,1.63,117.81,83.18
JULIO,4,3,0.0023,0.0015,0.713,15,15.2,1.91,95.5,86.04
JULIO,4,4,0.0011,0.0014,0.7435,28,15.14,2.12,103.34,88.74
JULIO,4,5,0.0012,0.0014,0.7149,23,14.71,2.16,116.34,90.18
JULIO,4,6,NA,0.0015,0.7568,22,14.45,1.95,130.45,92.12
JULIO,4,7,0.0015,0.0013,0.8165,38,14.95,2.1,122.27,91.26
JULIO,4,8,0.01,0.0013,0.763,25,17.77,2.6,77.92,83.61
JULIO,4,9,0.0145,0.0015,0.7057,19,20.57,2.53,88.15,69.09
JULIO,4,10,0.0226,0.0015,0.652,11,22.9,2.28,136.12,60.12
JULIO,4,11,0.034,0.0019,0.6286,17,24.49,2.36,145.64,52.49
JULIO,4,12,0.0402,0.0037,0.6236,12,26.55,1.74,177.78,46.94
JULIO,4,13,0.0449,0.0031,0.6288,10,26.77,2.25,165.52,43.49
JULIO,4,14,0.0473,0.0022,0.6176,9,27.17,2.19,192.38,40.84
JULIO,4,15,0.0485,0.0018,0.6011,7,27.81,2.31,229.15,36.42
JULIO,4,16,0.0513,0.0013,0.6136,7,28.48,2.18,165.03,35.4
JULIO,4,17,0.05,0.0012,0.5914,8,28,3.23,183.1,37.82
JULIO,4,18,0.0416,0.0011,0.6065,24,24.35,5.44,173.47,48.87
JULIO,4,19,0.0346,0.0011,0.6443,23,21.05,3.63,188.17,56.39
JULIO,4,20,0.0279,0.001,0.7355,15,20.03,1.96,194.91,61.96
JULIO,4,21,0.0141,0.0011,0.9482,26,19.88,1.76,206.93,65.99
JULIO,4,22,0.0157,0.0011,0.8037,22,20.06,1.81,176.96,64.76
JULIO,4,23,0.0056,0.0011,0.8247,27,18.98,1.69,137.25,72.32
JULIO,5,0,0.0063,0.0012,0.7131,24,18.75,1.94,126.97,74.12
JULIO,5,1,0.0036,0.0014,0.6475,11,17.97,1.83,167.82,76.74
JULIO,5,2,0.0068,0.0015,0.6187,16,17.63,1.38,154.7,80.49
JULIO,5,3,0.0166,0.0013,0.6625,15,17.77,1.48,94.6,78.76
JULIO,5,4,0.0108,0.0014,0.6037,16,17.09,1.69,243.83,80
JULIO,5,5,0.0033,0.0014,0.6036,18,17.14,2,248.44,81.38
JULIO,5,6,0.002,0.0013,0.6689,19,16.4,1.8,237.51,84.64
JULIO,5,7,0.0024,0.0013,0.8029,26,16.48,1.56,209.17,86.67
JULIO,5,8,0.0117,0.0011,0.6785,29,19,2.49,243.55,81.08
JULIO,5,9,0.0155,0.001,0.6435,15,21.39,2.22,250.81,71.85
JULIO,5,10,0.0226,0.001,0.6484,15,24.08,2.45,264.16,59.77
JULIO,5,11,0.0278,0.0009,0.6826,12,24.23,2.39,258.93,55.53
JULIO,5,12,0.0371,0.0008,0.7212,24,26.31,2.65,263.06,47.22
JULIO,5,13,0.0476,0.0008,0.6527,80,27.53,2.73,246.44,43.11
JULIO,5,14,0.0494,0.0007,0.626,38,28.12,2.57,247.52,38.43
JULIO,5,15,0.0474,0.0008,0.5893,14,28.36,2.86,240.61,36.8
JULIO,5,16,0.0493,0.0008,0.5802,12,29.21,2.41,215.91,32.94
JULIO,5,17,0.0493,0.0009,0.6158,11,28.42,2.35,251.55,34.43
JULIO,5,18,0.0481,0.0008,0.6363,23,26.31,2.05,243.4,40.29
JULIO,5,19,0.0394,0.0009,0.7315,45,25.36,2.2,101.62,45.95
JULIO,5,20,0.0257,0.001,0.7632,32,23.16,2.35,135.78,54.76
JULIO,5,21,0.0284,0.0011,0.7486,29,22.34,3.14,253.41,55.77
JULIO,5,22,0.0302,0.001,0.6839,19,19.32,2.78,128.53,71.68
JULIO,5,23,0.0256,0.0011,0.661,20,16.96,3.1,127.1,87.25
JULIO,6,0,0.0289,0.0013,0.593,10,16.13,2.6,116.18,91.16
JULIO,6,1,0.0196,0.0014,0.6473,8,16.06,1.72,63.99,92.85
JULIO,6,2,0.0186,0.0015,0.6046,12,16.24,2.11,120.81,93.04
JULIO,6,3,0.024,0.0014,0.5777,10,15.81,2.26,137.31,93.24
JULIO,6,4,0.0196,0.0014,0.6294,16,15.88,1.75,180.64,92.5
JULIO,6,5,0.0153,0.0013,0.627,25,15.97,1.5,139.53,91.37
JULIO,6,6,0.0154,0.0014,0.6031,17,16.12,1.47,128.61,89.5
JULIO,6,7,0.0649,0.0014,0.6609,16,16.39,1.28,141.8,89.91
JULIO,6,8,0.01,0.0012,0.8373,13,17.49,1.4,168.39,88.99
JULIO,6,9,0.0109,0.0011,0.7316,46,17.39,2.4,229.65,89.57
JULIO,6,10,0.0166,0.0012,0.7596,17,16.07,1.89,204.48,95.46
JULIO,6,11,0.0235,0.0011,0.7223,NA,15.56,2.3,242.3,96.01
JULIO,6,12,0.0195,0.001,0.8078,NA,15.47,1.89,232.82,97.03
JULIO,6,13,0.0281,0.0009,0.6864,NA,17.01,2.23,183.61,96.38
JULIO,6,14,0.0355,0.0009,0.6493,NA,22.31,2.23,237.47,84.43
JULIO,6,15,0.0419,0.001,0.5998,8,23.68,2.25,229.29,71.85
JULIO,6,16,0.0449,0.0008,0.6195,9,25.1,2.01,211.98,66.67
JULIO,6,17,0.0449,0.0007,0.6154,8,25.37,2.43,244.48,57.6
JULIO,6,18,0.0429,0.0007,0.6665,12,23.4,2.21,264.15,59.17
JULIO,6,19,0.0275,0.0007,0.8595,13,22.39,3.16,292.87,59.53
JULIO,6,20,0.0183,0.0008,0.9313,29,20.63,3.17,278.73,68.68
JULIO,6,21,0.0279,0.0008,0.7191,18,19.35,2.59,223.16,71.24
JULIO,6,22,0.024,0.0008,0.6497,14,18.56,2.01,178.61,76.31
JULIO,6,23,0.0242,0.0009,0.6061,24,17.92,1.57,154.41,77.4
JULIO,7,0,0.0167,0.0008,0.6201,28,17.61,1.06,203.09,80.09
JULIO,7,1,0.0192,0.001,0.5929,15,17.88,2.37,279.58,77.42
JULIO,7,2,0.0235,0.001,0.5824,5,17.17,2.41,276.89,81.46
JULIO,7,3,0.0268,0.001,0.5918,15,16.95,2.32,270.55,84.42
JULIO,7,4,0.0184,0.001,0.5787,9,16.56,1.79,223.31,86.2
JULIO,7,5,0.0184,0.0009,0.571,14,16.4,1.9,229.61,87.01
JULIO,7,6,0.0158,0.0009,0.6255,10,16.59,1.8,227.59,87.01
JULIO,7,7,0.01,0.001,0.7206,16,16.88,1.41,249.11,87.12
JULIO,7,8,0.0119,0.0009,0.7671,27,17.77,1.53,247.44,85.97
JULIO,7,9,0.0165,0.0008,0.6987,20,19.34,2.4,245.97,82.51
JULIO,7,10,0.0224,0.0009,0.6048,16,21.15,2.89,243.28,73.42
JULIO,7,11,0.0279,0.0008,0.6176,13,23.78,2.88,246.71,62.27
JULIO,7,12,0.0356,0.0008,0.597,11,25.73,2.91,247.67,52.83
JULIO,7,13,0.0347,0.0009,0.6188,10,25.69,3.6,263.81,46.22
JULIO,7,14,0.0391,0.0007,0.6191,10,25.26,3.1,256.73,49.91
JULIO,7,15,0.0392,0.0011,0.6052,14,26.71,2.94,279.03,42.33
JULIO,7,16,0.0396,0.0007,0.5925,47,26.55,3.33,244.03,41.49
JULIO,7,17,0.0396,0.0007,0.6195,13,25.89,2.82,259.2,43.4
JULIO,7,18,0.0413,0.0006,0.658,16,25.09,2.33,221.38,46.93
JULIO,7,19,0.0316,0.0006,0.6582,15,21.98,3.88,165.19,64.17
JULIO,7,20,0.0295,0.0007,0.7189,20,20.59,4.3,238.98,67.76
JULIO,7,21,0.0298,0.0007,0.793,16,18.42,4.07,310.98,77.03
JULIO,7,22,0.0265,0.0008,0.7925,18,18.18,2.84,297.79,79.81
JULIO,7,23,0.0326,0.0008,0.6661,15,18.03,2.48,262.02,76.8
JULIO,8,0,0.0326,0.0007,0.611,14,17.7,2.78,271.77,79.93
JULIO,8,1,0.0285,0.0008,0.5817,NA,17.59,2.17,263.78,81.53
JULIO,8,2,0.0276,0.0009,0.5651,NA,17.48,1.59,266.01,82.91
JULIO,8,3,0.0268,0.0008,0.5556,13,17.31,1.92,257.11,83.83
JULIO,8,4,0.0263,0.0007,0.5448,8,17.01,2.23,239.5,84.54
JULIO,8,5,0.0246,0.0007,0.5604,10,16.9,2.08,236.46,85.99
JULIO,8,6,0.0228,0.0008,0.599,12,16.6,1.81,237.41,86.73
JULIO,8,7,0.0165,0.0007,0.6721,13,16.63,1.65,220.77,87.47
JULIO,8,8,0.0219,0.0007,0.6881,20,17.58,1.16,212.13,85.44
JULIO,8,9,0.0193,0.0007,0.6869,17,18.15,2.1,233.56,84.53
JULIO,8,10,0.0202,0.0009,0.643,19,19.27,2.58,178.49,81.56
JULIO,8,11,0.0256,0.0009,0.6149,15,21.41,2.82,168.33,73.22
JULIO,8,12,0.0336,0.0009,0.5929,12,21.14,3.22,167.21,73.24
JULIO,8,13,0.0257,0.0008,0.7181,8,20.02,3.21,250.21,72.29
JULIO,8,14,0.024,0.0007,0.7943,9,17.97,3.05,290.81,90.94
JULIO,8,15,0.0281,0.0006,0.8179,6,19.78,2.83,263.03,89.2
JULIO,8,16,0.0366,0.0008,0.757,15,22.09,2.6,283.82,74.53
JULIO,8,17,0.0413,0.0007,0.7236,15,23.55,2.3,268.06,66.84
JULIO,8,18,0.0408,0.0007,0.6689,11,22.96,2.27,191.67,62.63
JULIO,8,19,0.0279,0.0007,0.6978,10,18.72,2.52,188.57,81.77
JULIO,8,20,0.0174,0.0007,0.9715,16,18.44,1.77,236.63,87.05
JULIO,8,21,0.0225,0.0008,0.7663,16,18,2.02,210.71,84.65
JULIO,8,22,0.0181,0.0007,0.7728,17,17.86,1.49,199.14,86.08
JULIO,8,23,0.0191,0.0008,0.6722,17,17.93,1.34,158.21,87.37
JULIO,9,0,0.0043,0.001,0.6709,17,17.67,1.88,106.56,87.92
JULIO,9,1,0.0123,0.0009,0.6154,14,17.22,2.3,103.91,90.13
JULIO,9,2,0.0207,0.001,0.591,14,16.91,2.12,125.59,90.79
JULIO,9,3,0.0164,0.0009,0.6044,10,16.91,1.96,111.21,91.87
JULIO,9,4,0.0082,0.0008,0.6457,17,16.87,1.7,119.4,92.86
JULIO,9,5,0.0039,0.0007,0.6737,22,16.3,1.11,139.37,95.28
JULIO,9,6,0.0016,0.0009,0.7681,23,15.78,0.98,181.33,95.16
JULIO,9,7,0.0016,0.0011,0.841,33,15.92,1.51,127.54,96.79
JULIO,9,8,0.0035,0.001,0.851,30,16.6,1.86,134.54,95.65
JULIO,9,9,0.0099,0.0011,0.7389,21,18.4,1.49,158.55,90.12
JULIO,9,10,0.0171,0.0008,0.7875,21,21.32,1.44,219.23,83.78
JULIO,9,11,0.0276,0.0009,0.667,21,24.21,1.36,180.86,66.5
JULIO,9,12,0.0337,0.0009,0.6137,13,24.55,2.18,139.5,55.31
JULIO,9,13,0.0352,0.0008,0.5703,6,26.28,2.39,147.64,48.13
JULIO,9,14,0.0363,0.0008,0.59,5,26.5,2.47,164.87,45.38
JULIO,9,15,0.0403,0.0008,0.5746,NA,27.06,2.22,189.99,44.17
JULIO,9,16,0.0431,0.0008,0.7193,10,26.8,2.58,116.33,43.73
JULIO,9,17,0.0443,0.0016,0.9768,19,25.74,2.53,178.99,46.87
JULIO,9,18,0.0198,0.0033,0.7246,38,19.79,3.3,110.9,68.8
JULIO,9,19,0.0136,0.002,0.8119,11,17.06,3,97.06,86.97
JULIO,9,20,0.0119,0.0018,0.8035,9,16.76,1.79,88.87,91.11
JULIO,9,21,0.0118,0.0017,1.3465,10,16.89,1.22,213.6,90.81
JULIO,9,22,0.007,0.0017,0.9019,13,16.68,2.07,306.98,92.16
JULIO,9,23,0.0066,0.0018,0.8003,30,16.64,1.79,293.01,93.81
JULIO,10,0,0.006,0.0015,0.7056,12,16.48,1.41,203.71,95.34
JULIO,10,1,0.0016,0.0016,0.7779,15,16.4,1.86,147.81,96.27
JULIO,10,2,0.006,0.0015,0.6461,15,16.56,1.31,112.18,95.14
JULIO,10,3,0.0089,0.0013,0.6213,12,16.57,1,116.25,93.61
JULIO,10,4,0.0024,0.0015,0.6428,10,15.86,1.68,272.11,95.99
JULIO,10,5,0.0046,0.0014,0.5974,16,15.6,1.99,272.93,96.02
JULIO,10,6,0.0023,0.0013,0.6612,14,15.48,1.65,256.23,96.18
JULIO,10,7,0.0017,0.0014,0.8335,14,15.5,1.57,263.7,95.89
JULIO,10,8,0.0035,0.0014,0.9299,18,16.65,2.05,266.01,95.95
JULIO,10,9,0.0085,0.0013,0.8029,21,17.88,1.78,245,93.54
JULIO,10,10,0.0193,0.0013,0.7351,21,21.18,1.54,227.15,85.12
JULIO,10,11,0.025,0.0015,0.7252,42,22.46,1.45,154.19,70.15
JULIO,10,12,0.0363,0.0017,0.6709,52,24.72,1.84,134.69,59.13
JULIO,10,13,0.0441,0.0017,0.6489,58,26,1.95,192.67,52
JULIO,10,14,0.0498,0.0018,0.6585,43,26.76,2,125.49,46.09
JULIO,10,15,0.0548,0.0018,0.6511,23,27.24,2.42,88.39,42.67
JULIO,10,16,0.0592,0.0021,0.6999,17,27.97,2.26,114.18,40.18
JULIO,10,17,0.066,0.0028,0.6887,20,27.56,2.01,121.98,40.83
JULIO,10,18,0.0498,0.0026,0.7604,86,25.13,3.04,154.98,48.85
JULIO,10,19,0.0455,0.0071,0.8598,45,21.45,4.16,57.66,57.44
JULIO,10,20,0.0403,0.011,0.817,27,20.06,2.95,171.18,61.93
JULIO,10,21,0.0393,0.003,0.8402,26,17.9,2.99,235.38,83.12
JULIO,10,22,0.0401,0.0024,0.7561,23,16.82,3.18,107.39,85.36
JULIO,10,23,0.0396,0.0025,0.6859,14,15.03,1.71,151.22,93.56
JULIO,11,0,0.0376,0.0026,0.6722,9,14.84,1.93,213.2,95.74
JULIO,11,1,0.0373,0.0025,0.6271,7,15,1.78,274.31,96.32
JULIO,11,2,0.0363,0.0021,0.5817,12,14.85,2.22,294.17,96.73
JULIO,11,3,0.0374,0.002,0.5892,10,14.75,1.54,276.35,97.38
JULIO,11,4,0.034,0.0018,0.598,8,14.87,2.23,276.39,97.69
JULIO,11,5,0.0346,0.0017,0.6095,10,14.75,2.24,261.24,97.96
JULIO,11,6,0.0313,0.0017,0.6563,10,14.61,2.3,267.15,98.09
JULIO,11,7,0.0344,0.0018,0.7671,5,14.68,1.51,136.08,98.03
JULIO,11,8,0.0314,0.002,0.6511,13,15.49,2,135.23,97.7
JULIO,11,9,0.0361,0.002,0.6553,20,17.75,2.79,130.14,94.75
JULIO,11,10,0.0433,0.0023,0.6397,13,21.24,3.06,103.13,79.48
JULIO,11,11,0.0425,0.002,0.6465,13,21.9,3.43,94.22,70.89
JULIO,11,12,0.0455,0.0018,0.6434,14,23.38,3.55,104.3,62.38
JULIO,11,13,0.049,0.0015,0.6879,15,24.31,2.94,104.35,55.76
JULIO,11,14,0.0506,0.0014,0.6355,16,25.51,2.79,109.22,49.47
JULIO,11,15,0.052,0.0012,0.694,16,26.43,2.94,105.54,46.58
JULIO,11,16,0.0515,0.0013,0.6493,16,26.1,2.84,114.17,46.37
JULIO,11,17,0.0519,0.0013,0.6813,19,25.47,2.88,95.52,46.09
JULIO,11,18,0.0411,0.0012,0.8532,25,22.46,3.97,265.76,58.84
JULIO,11,19,0.0329,0.0013,0.8502,30,20.21,4.04,316.32,67.66
JULIO,11,20,0.0237,0.0012,0.9693,40,18.72,2.63,302.62,74.25
JULIO,11,21,0.0097,0.0014,1.3519,35,18.47,2.17,245.98,75.97
JULIO,11,22,0.0206,0.0015,0.747,24,18.11,2.3,171.18,78.95
JULIO,11,23,0.0337,0.0016,0.6474,16,17.55,2.98,237.07,79.37
JULIO,12,0,0.0394,0.0015,0.5953,15,16.34,2.67,283.65,81.53
JULIO,12,1,0.0401,0.0014,0.5695,47,15.89,2.04,268.92,83.92
JULIO,12,2,0.0404,0.0014,0.552,9,16.17,1.97,251.93,84.05
JULIO,12,3,0.0376,0.0013,0.5456,NA,15.63,1.99,262.19,84.66
JULIO,12,4,0.033,0.0011,0.5516,NA,15.74,1.37,175.01,87.3
JULIO,12,5,0.0326,0.0012,0.5614,7,15.57,1.53,231.59,87.54
JULIO,12,6,0.0314,0.0012,0.5943,10,15.34,1.56,227.46,88.13
JULIO,12,7,0.0275,0.0009,0.6448,9,15.08,1.68,223.78,88.77
JULIO,12,8,0.0208,0.0011,0.7886,11,15.82,1.45,251.29,88.66
JULIO,12,9,0.0298,0.0011,0.7199,16,17.66,1.46,168.09,83.09
JULIO,12,10,0.0349,0.0012,0.615,22,19.68,1.86,141.88,75.18
JULIO,12,11,0.0332,0.0017,0.645,35,20.99,2.93,98.94,64.66
JULIO,12,12,0.0343,0.0016,0.6582,33,21.5,3.32,94.68,60.65
JULIO,12,13,0.0455,0.0015,0.6374,65,23.51,3.33,87.24,51.41
JULIO,12,14,0.051,0.0014,0.6382,75,24.62,3.25,87.51,45.22
JULIO,12,15,0.0561,0.0012,0.6101,39,25.91,2.91,113.92,42.76
JULIO,12,16,0.0524,0.0011,0.6512,39,25.4,3.56,89.66,44.02
JULIO,12,17,0.0451,0.0014,0.6613,29,22.42,4.53,109.17,55.64
JULIO,12,18,0.0347,0.0011,0.8042,24,20.45,3.36,89.04,63.99
JULIO,12,19,0.0323,0.001,0.7684,40,20.7,2.76,116,65.38
JULIO,12,20,0.0337,0.0011,0.7637,37,19.08,3,218.12,70.41
JULIO,12,21,0.0362,0.0012,0.7824,24,16.39,4.11,292.7,82.79
JULIO,12,22,0.0325,0.0012,0.7463,17,15.98,2.83,305.34,85.15
JULIO,12,23,0.0296,0.0012,0.6917,19,15.83,1.84,288.02,86.04
JULIO,13,0,0.0199,0.0013,0.6092,17,15.79,1.93,102.73,87.86
JULIO,13,1,0.0179,0.0019,0.6178,32,15.18,2.01,98.76,92.92
JULIO,13,2,0.0149,0.0021,0.5531,26,15.1,1.79,77.98,95.28
JULIO,13,3,0.0109,0.0018,0.5598,25,15.09,1.08,183.69,95.97
JULIO,13,4,0.0089,0.0017,0.5822,31,14.87,0.97,207.27,96.42
JULIO,13,5,0.0065,0.0024,0.594,38,14.9,0.97,192.77,96.9
JULIO,13,6,0.0035,0.0035,0.6221,37,14.9,1.03,152.22,96.9
JULIO,13,7,0.0013,0.003,0.6866,35,14.81,1.11,123.49,97.77
JULIO,13,8,0.0026,0.0026,0.7692,33,15.3,1.42,122.58,97.51
JULIO,13,9,0.0078,0.0044,0.8157,40,17.04,2.46,98.88,91.92
JULIO,13,10,0.0193,0.0037,0.6787,37,20.94,3.33,87.29,77.34
JULIO,13,11,0.0287,0.0027,0.6382,41,21.46,4.08,71.97,64.12
JULIO,13,12,0.0319,0.0021,0.654,33,22.54,4.17,75.9,58.09
JULIO,13,13,0.0353,0.0017,0.6173,28,23.89,3.76,85.27,54.17
JULIO,13,14,0.0379,0.0019,0.6452,28,24.42,4.75,70.96,50.97
JULIO,13,15,0.0369,0.0093,0.6917,24,24.09,5.24,64.53,50.16
JULIO,13,16,0.0382,0.0099,1.0684,22,24.5,5.26,67.02,46.45
JULIO,13,17,0.035,0.0113,0.6971,19,24.48,5.05,60.51,47.12
JULIO,13,18,0.0319,0.0074,0.7624,24,24,5.41,53.2,48.62
JULIO,13,19,0.0244,0.0071,0.9408,28,21.97,4.83,51.02,55.16
JULIO,13,20,0.0383,0.0047,0.6221,28,18.78,4.55,181.56,64.75
JULIO,13,21,0.0373,0.0027,0.6119,18,15.21,3.02,163.05,86.08
JULIO,13,22,0.0372,0.0022,0.6449,13,14.42,1.7,173.45,95.78
JULIO,13,23,0.03,0.002,0.6537,8,14.55,2.81,299.34,96.13
JULIO,14,0,0.0269,0.0021,0.668,16,14.7,1.46,270.94,97.3
JULIO,14,1,0.0272,0.004,0.6808,12,14.67,1.33,237.96,97.78
JULIO,14,2,0.0232,0.0037,0.6094,15,14.64,1.69,206.38,98.21
JULIO,14,3,0.0247,0.003,0.5749,19,14.47,1.42,201.47,98.53
JULIO,14,4,0.0227,0.0025,0.6179,22,14.69,1.59,306.48,98.76
JULIO,14,5,0.0199,0.0023,0.6036,17,14.39,1.64,261.17,98.63
JULIO,14,6,0.0127,0.0023,0.7222,24,13.88,1.69,302.14,98.4
JULIO,14,7,0.0055,0.0023,0.9823,30,14.12,1.18,207.13,98.9
JULIO,14,8,0.0102,0.0023,0.7097,36,14.89,1.73,106.46,99.04
JULIO,14,9,0.0156,0.0021,0.7183,28,17.92,3.48,92.73,91.37
JULIO,14,10,0.026,0.0019,0.6432,20,20.2,4.27,81.49,71.5
JULIO,14,11,0.0328,0.0017,0.6158,30,21.56,4.68,80.28,56.96
JULIO,14,12,0.0383,0.0013,0.5915,23,22.7,4.58,94.77,48.96
JULIO,14,13,0.0433,0.0013,0.618,22,23.88,4.34,82.36,43.33
JULIO,14,14,0.0502,0.0012,0.5976,31,24.77,3.84,83.47,40.03
JULIO,14,15,0.054,0.0012,0.5838,30,25.68,3.43,105.69,37.31
JULIO,14,16,0.0554,0.0012,0.5672,14,26.21,3.29,103.82,35.15
JULIO,14,17,0.0505,0.0012,0.6016,22,26.34,3.5,88.9,33.79
