DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
ABRIL,5,21,0.0331,0.0072,1.213,71,23.52,2.35,173.95,22.85
ABRIL,5,22,0.0359,0.0086,1.098,57,19.14,4.48,261.60,43.45
ABRIL,5,23,0.0322,0.0070,1.048,60,19.30,4.53,310.70,39.51
ABRIL,6,0,0.0356,0.0052,0.985,45,18.22,5.43,304.14,42.97
ABRIL,6,1,0.0330,0.0051,0.981,33,16.65,3.90,299.01,47.99
ABRIL,6,2,0.0332,0.0061,0.993,34,16.90,2.62,252.82,45.63
ABRIL,6,3,0.0291,0.0068,0.997,32,16.35,2.69,140.91,48.10
ABRIL,6,4,0.0284,0.0069,0.986,28,16.10,2.52,157.39,47.40
ABRIL,6,5,0.0219,0.0072,1.034,28,15.60,2.17,73.67,49.98
ABRIL,6,6,0.0139,0.0078,1.186,30,14.74,1.78,61.19,55.38
ABRIL,6,7,0.0056,0.0091,1.417,40,14.06,1.61,96.47,58.73
ABRIL,6,8,0.0089,0.0098,1.249,81,16.07,2.06,131.29,57.57
ABRIL,6,9,0.0221,0.0090,1.144,67,20.10,2.32,118.49,46.12
ABRIL,6,10,0.0342,0.0083,1.079,67,23.85,1.83,169.45,34.65
ABRIL,6,11,0.0430,0.0080,1.076,33,25.85,2.16,175.70,29.44
ABRIL,6,12,0.0480,0.0080,1.050,11,27.24,2.66,182.01,25.57
ABRIL,6,13,0.0479,0.0072,1.077,NA,28.14,3.38,267.80,22.45
ABRIL,6,14,0.0530,0.0070,1.059,NA,29.44,3.24,240.15,19.00
ABRIL,6,15,0.0523,0.0068,1.067,NA,29.76,4.01,271.81,16.93
ABRIL,6,16,0.0526,0.0065,1.071,NA,29.85,4.02,275.02,15.98
ABRIL,6,17,0.0541,0.0066,1.075,NA,29.02,3.97,249.24,16.95
ABRIL,6,18,0.0414,0.0069,1.097,7,20.01,4.98,197.16,43.09
