DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
JUNIO,7,14,0.0742,NA,NA,22,30.88,2.43,225.20,28.27
JUNIO,7,15,NA,NA,NA,NA,31.61,NA,198.39,25.78
JUNIO,7,16,NA,NA,NA,NA,NA,NA,NA,NA
JUNIO,7,17,0.0636,NA,NA,36,29.19,2.79,230.96,26.85
JUNIO,7,18,0.0629,NA,NA,40,28.68,2.15,218.07,27.15
JUNIO,7,19,0.0542,NA,NA,49,25.69,4.18,147.70,35.26
JUNIO,7,20,0.0453,NA,NA,35,23.61,4.34,180.89,36.17
JUNIO,7,21,0.0431,NA,NA,16,23.22,2.68,168.53,33.62
JUNIO,7,22,0.0277,NA,NA,31,22.61,2.41,124.63,39.44
JUNIO,7,23,0.0212,NA,NA,40,20.72,1.87,141.62,46.28
JUNIO,8,0,0.0199,NA,NA,36,19.24,1.79,209.67,52.50
JUNIO,8,1,0.0157,NA,NA,52,18.84,1.38,221.64,54.69
JUNIO,8,2,0.0077,NA,NA,43,18.40,1.49,174.56,57.07
JUNIO,8,3,0.0061,NA,NA,40,17.12,1.29,208.57,61.50
JUNIO,8,4,0.0023,NA,NA,43,16.30,0.96,169.94,65.91
JUNIO,8,5,0.0045,NA,NA,53,15.70,1.50,128.95,63.99
JUNIO,8,6,0.0029,NA,NA,47,15.00,1.13,164.52,62.49
JUNIO,8,7,0.0036,NA,NA,56,15.53,1.47,107.16,64.43
JUNIO,8,8,0.0108,NA,NA,63,19.50,2.57,88.52,52.32
JUNIO,8,9,0.0188,NA,NA,56,21.91,2.91,97.29,45.97
JUNIO,8,10,0.0313,NA,NA,51,24.91,3.01,113.86,37.33
JUNIO,8,11,0.0439,NA,NA,39,26.84,3.12,134.77,32.39
JUNIO,8,12,0.0623,NA,NA,39,29.10,2.15,167.68,28.19
JUNIO,8,13,0.0658,NA,NA,41,29.68,2.85,124.90,25.40
JUNIO,8,14,0.0712,NA,NA,29,31.13,2.87,178.63,19.83
JUNIO,8,15,0.0594,NA,NA,32,31.71,4.30,110.12,15.17
JUNIO,8,16,0.0591,NA,NA,24,32.21,4.86,89.82,15.52
JUNIO,8,17,0.0550,NA,NA,23,32.15,5.39,69.02,12.51
JUNIO,8,18,0.0513,NA,NA,25,31.39,5.30,72.67,13.19
JUNIO,8,19,0.0469,NA,NA,107,29.82,4.98,68.27,14.76
JUNIO,8,20,0.0426,NA,NA,174,27.44,4.87,55.34,20.21
JUNIO,8,21,0.0437,NA,NA,39,25.85,5.69,47.63,21.90
JUNIO,8,22,0.0466,NA,NA,29,24.44,5.10,49.98,20.88
JUNIO,8,23,0.0461,NA,NA,27,23.07,3.82,63.04,26.68
JUNIO,9,0,0.0372,NA,NA,36,21.07,4.22,115.73,34.05
JUNIO,9,1,0.0335,NA,NA,25,20.36,3.97,81.74,44.65
JUNIO,9,2,0.0175,NA,NA,46,19.44,3.98,73.81,53.06
JUNIO,9,3,0.0265,NA,NA,45,18.52,3.18,76.07,57.36
JUNIO,9,4,0.0273,NA,NA,35,17.86,2.37,93.69,60.50
JUNIO,9,5,0.0194,NA,NA,39,16.40,2.08,84.53,66.21
JUNIO,9,6,0.0166,NA,NA,36,16.28,2.36,83.29,70.44
JUNIO,9,7,0.0129,NA,NA,42,16.67,1.99,82.09,71.39
JUNIO,9,8,0.0199,NA,NA,56,19.87,2.83,97.16,64.35
JUNIO,9,9,0.0376,NA,NA,63,22.42,3.77,94.73,56.39
JUNIO,9,10,0.0472,NA,NA,45,24.24,3.74,99.09,51.64
JUNIO,9,11,0.0569,NA,NA,42,26.03,3.69,95.48,44.20
JUNIO,9,12,0.0629,NA,NA,38,27.68,2.92,123.15,37.50
JUNIO,9,13,0.0639,NA,NA,34,28.62,2.39,125.72,33.33
JUNIO,9,14,0.0636,NA,NA,38,29.17,2.16,217.53,31.43
JUNIO,9,15,0.0578,NA,NA,36,29.87,3.20,162.39,26.71
JUNIO,9,16,0.0593,NA,NA,42,31.27,3.06,124.70,23.70
JUNIO,9,17,0.0572,NA,NA,27,31.25,3.59,138.21,22.82
JUNIO,9,18,0.0518,NA,NA,23,30.96,4.69,178.98,22.48
JUNIO,9,19,0.0457,NA,NA,29,29.18,4.82,63.53,24.40
JUNIO,9,20,0.0411,NA,NA,30,27.29,4.80,57.96,24.40
JUNIO,9,21,0.0328,NA,NA,26,25.06,4.83,56.27,37.68
JUNIO,9,22,0.0308,NA,NA,39,22.98,5.36,65.48,38.01
JUNIO,9,23,0.0255,NA,NA,33,21.48,3.32,77.41,42.26
JUNIO,10,0,0.0255,NA,NA,20,20.39,4.66,65.46,52.19
JUNIO,10,1,0.0259,NA,NA,14,19.64,4.10,60.06,55.53
JUNIO,10,2,0.0246,NA,NA,17,18.47,3.23,77.14,58.47
JUNIO,10,3,0.0464,NA,NA,23,16.82,1.82,145.81,64.50
JUNIO,10,4,0.0244,NA,NA,20,16.82,2.45,67.58,68.48
JUNIO,10,5,0.0143,NA,NA,27,16.29,2.32,79.14,70.03
JUNIO,10,6,0.0125,NA,NA,28,15.83,3.70,71.46,73.64
JUNIO,10,7,0.0112,NA,NA,39,16.34,3.89,73.35,75.52
JUNIO,10,8,0.0184,NA,NA,37,19.38,3.56,69.24,65.56
JUNIO,10,9,0.0293,NA,NA,37,21.54,4.07,98.74,55.95
JUNIO,10,10,0.0348,NA,NA,24,23.06,4.02,104.46,49.88
JUNIO,10,11,0.0392,NA,NA,28,24.60,3.86,91.77,42.66
JUNIO,10,12,0.0486,NA,NA,29,25.64,4.12,102.07,36.28
JUNIO,10,13,0.0572,NA,NA,30,27.24,3.43,101.76,32.02
JUNIO,10,14,0.0549,NA,NA,29,27.49,2.87,144.47,30.08
JUNIO,10,15,0.0524,NA,NA,26,28.14,2.51,176.54,27.42
JUNIO,10,16,0.0488,NA,NA,24,27.95,3.34,125.33,25.03
JUNIO,10,17,0.0496,NA,NA,26,26.95,4.47,125.21,27.29
JUNIO,10,18,0.0502,NA,NA,29,27.20,3.14,121.19,27.30
JUNIO,10,19,0.0353,NA,NA,34,23.48,7.08,98.48,37.48
JUNIO,10,20,0.0319,NA,NA,29,20.28,4.85,95.16,47.35
JUNIO,10,21,0.0230,NA,NA,40,19.22,3.93,88.87,51.75
JUNIO,10,22,0.0261,NA,NA,28,18.56,2.41,98.60,51.29
JUNIO,10,23,0.0338,NA,NA,22,17.83,2.42,97.42,50.33
JUNIO,11,0,0.0259,NA,NA,17,16.84,1.80,124.01,51.88
JUNIO,11,1,0.0273,NA,NA,24,15.62,2.29,135.54,58.94
JUNIO,11,2,0.0235,NA,NA,19,15.47,3.25,112.75,64.00
JUNIO,11,3,0.0223,NA,NA,15,15.22,3.31,100.44,61.56
JUNIO,11,4,0.0171,NA,NA,19,14.38,2.39,82.41,65.72
JUNIO,11,5,0.0131,NA,NA,23,13.67,1.76,132.02,67.88
JUNIO,11,6,0.0088,NA,NA,20,13.19,1.29,119.59,69.83
JUNIO,11,7,0.0034,NA,NA,32,13.40,1.92,133.06,70.64
JUNIO,11,8,0.0099,NA,NA,44,15.90,2.33,123.66,64.95
JUNIO,11,9,0.0247,NA,NA,37,20.58,3.04,105.07,50.49
JUNIO,11,10,0.0334,NA,NA,25,22.38,3.87,91.21,41.25
JUNIO,11,11,0.0373,NA,NA,19,24.05,3.67,93.39,36.86
JUNIO,11,12,0.0403,NA,NA,194,24.77,4.12,93.84,34.73
JUNIO,11,13,0.0481,NA,NA,266,26.18,3.49,105.21,32.21
JUNIO,11,14,0.0533,NA,NA,46,27.06,3.26,109.86,30.70
JUNIO,11,15,0.0522,0.0083,NA,20,27.24,3.18,98.76,29.34
JUNIO,11,16,0.0509,0.0086,NA,17,27.59,3.44,113.46,28.81
JUNIO,11,17,0.0471,0.0091,NA,21,28.24,3.54,93.02,27.68
JUNIO,11,18,0.0421,0.0174,NA,28,26.04,5.22,113.62,33.68
JUNIO,11,19,0.0367,0.0185,NA,23,24.68,4.29,104.79,36.66
JUNIO,11,20,0.0285,0.0042,NA,41,23.53,3.91,101.45,39.35
JUNIO,11,21,0.0236,0.0106,NA,31,22.37,3.80,78.86,41.53
JUNIO,11,22,0.0312,0.0060,NA,23,21.36,4.75,69.25,45.09
JUNIO,11,23,0.0263,0.0102,NA,30,20.42,3.67,76.79,50.92
JUNIO,12,0,0.0270,0.0147,NA,27,19.19,3.21,103.11,55.07
JUNIO,12,1,0.0312,0.0046,NA,12,18.21,3.88,101.16,57.02
JUNIO,12,2,0.0309,0.0115,NA,7,17.46,3.29,80.52,59.02
JUNIO,12,3,0.0308,0.0061,NA,10,16.68,2.19,71.44,62.30
JUNIO,12,4,0.0308,0.0103,NA,11,16.20,2.90,57.91,65.93
JUNIO,12,5,0.0314,0.0168,NA,12,15.96,3.42,49.99,68.49
JUNIO,12,6,0.0214,0.0120,NA,19,15.45,2.29,86.08,70.85
JUNIO,12,7,0.0089,0.0051,NA,32,15.13,1.44,150.47,72.51
JUNIO,12,8,0.0205,0.0039,NA,44,18.77,2.40,93.92,64.38
JUNIO,12,9,0.0318,0.0060,NA,30,20.46,4.33,72.25,54.70
JUNIO,12,10,0.0374,0.0070,NA,19,22.38,4.75,92.26,46.38
JUNIO,12,11,0.0422,0.0096,NA,28,23.82,4.79,80.56,40.29
JUNIO,12,12,0.0476,0.0060,NA,105,24.63,4.42,93.44,35.80
JUNIO,12,13,0.0470,0.0042,NA,243,25.16,4.10,81.81,35.11
JUNIO,12,14,0.0483,0.0090,NA,108,25.98,3.36,88.35,34.31
JUNIO,12,15,0.0447,0.0057,NA,23,26.84,4.07,98.00,32.67
JUNIO,12,16,0.0411,0.0167,NA,18,27.06,4.55,67.46,32.47
JUNIO,12,17,0.0373,0.0509,NA,30,26.33,5.48,56.79,34.03
JUNIO,12,18,0.0313,0.0296,NA,20,24.86,4.72,56.16,37.72
JUNIO,12,19,0.0300,0.0341,NA,20,22.26,5.19,112.06,49.80
JUNIO,12,20,0.0271,0.0041,NA,21,16.01,3.92,180.24,87.02
JUNIO,12,21,0.0198,0.0026,NA,18,15.94,1.95,151.76,93.88
JUNIO,12,22,0.0204,0.0022,NA,17,16.08,1.65,111.23,95.61
JUNIO,12,23,0.0226,0.0018,NA,16,16.04,1.63,104.02,96.63
JUNIO,13,0,0.0228,0.0017,NA,12,15.81,2.18,158.19,97.51
JUNIO,13,1,0.0258,0.0015,NA,13,15.48,1.42,201.98,98.28
JUNIO,13,2,0.0222,0.0013,NA,8,15.68,1.19,230.45,98.63
JUNIO,13,3,0.0219,0.0013,NA,32,15.75,1.54,91.47,98.59
JUNIO,13,4,0.0158,0.0012,NA,38,15.57,2.44,98.56,97.76
JUNIO,13,5,0.0118,0.0012,NA,12,15.44,2.35,84.86,97.82
JUNIO,13,6,0.0099,0.0012,NA,6,15.49,2.09,87.43,97.82
JUNIO,13,7,0.0073,0.0012,NA,8,15.64,1.89,93.57,97.10
JUNIO,13,8,0.0102,0.0012,NA,15,16.59,2.41,72.27,96.49
JUNIO,13,9,0.0137,0.0014,NA,14,17.86,3.01,77.28,89.28
JUNIO,13,10,0.0183,0.0022,NA,9,19.70,3.75,67.84,81.02
JUNIO,13,11,0.0215,0.0034,NA,11,21.62,3.39,83.49,69.17
JUNIO,13,12,0.0270,0.0044,NA,22,22.93,4.05,79.04,59.80
JUNIO,13,13,0.0322,0.0064,NA,68,23.40,4.34,65.55,52.29
JUNIO,13,14,0.0315,0.0107,NA,80,24.47,3.99,77.80,48.50
JUNIO,13,15,0.0279,0.0097,NA,25,24.19,4.58,68.82,48.99
JUNIO,13,16,0.0260,0.0048,NA,25,22.79,3.73,68.06,52.81
JUNIO,13,17,0.0350,0.0050,NA,15,24.45,2.93,101.03,46.45
JUNIO,13,18,0.0241,0.0037,NA,8,22.68,3.44,76.60,53.12
JUNIO,13,19,0.0155,0.0030,NA,12,19.01,3.56,108.28,75.72
JUNIO,13,20,0.0131,0.0021,NA,16,17.10,3.84,90.84,89.47
JUNIO,13,21,0.0102,0.0022,NA,18,15.89,3.39,109.58,95.96
JUNIO,13,22,0.0117,0.0024,NA,30,15.46,2.88,106.82,97.86
JUNIO,13,23,0.0152,0.0022,NA,8,15.67,2.91,91.87,98.36
JUNIO,14,0,0.0158,0.0020,NA,NA,15.61,2.89,94.58,97.71
JUNIO,14,1,0.0145,0.0020,NA,NA,15.57,2.19,97.47,97.05
JUNIO,14,2,0.0137,0.0019,NA,7,15.28,2.52,97.46,97.53
JUNIO,14,3,0.0135,0.0030,NA,4,15.42,2.87,59.24,97.39
JUNIO,14,4,0.0140,0.0028,NA,NA,15.52,2.80,77.33,95.80
JUNIO,14,5,0.0130,0.0026,NA,NA,15.77,2.63,82.73,94.82
JUNIO,14,6,0.0114,0.0026,NA,11,15.53,2.48,98.50,94.00
JUNIO,14,7,0.0090,0.0022,NA,9,15.51,2.43,89.15,94.50
JUNIO,14,8,0.0091,0.0021,NA,11,16.31,2.21,83.08,93.05
JUNIO,14,9,0.0127,0.0019,NA,15,18.08,2.08,98.37,87.91
JUNIO,14,10,0.0173,0.0028,NA,11,18.54,4.52,71.59,77.86
JUNIO,14,11,0.0178,0.0027,NA,33,19.12,3.71,86.73,75.30
JUNIO,14,12,0.0222,0.0024,NA,11,22.15,3.70,92.83,65.32
JUNIO,14,13,0.0279,0.0053,NA,12,23.71,3.26,88.47,57.41
JUNIO,14,14,0.0374,0.0051,NA,12,25.20,3.06,110.81,49.34
JUNIO,14,15,0.0404,0.0063,NA,15,25.14,3.75,71.42,47.78
JUNIO,14,16,0.0322,0.0059,NA,25,25.12,4.14,73.02,47.30
JUNIO,14,17,0.0211,0.0180,NA,28,20.81,4.34,56.83,62.12
JUNIO,14,18,0.0133,0.0063,NA,19,19.83,2.57,212.66,74.84
JUNIO,14,19,0.0175,0.0063,NA,51,21.53,4.98,61.82,61.55
JUNIO,14,20,0.0158,0.0059,NA,7,18.89,5.30,54.55,72.15
JUNIO,14,21,0.0151,0.0086,NA,9,18.11,4.42,61.22,77.09
JUNIO,14,22,0.0144,0.0118,NA,13,18.92,4.40,62.06,68.60
JUNIO,14,23,0.0122,0.0093,NA,10,18.31,3.32,86.06,70.70
JUNIO,15,0,0.0132,0.0240,NA,21,18.11,3.84,84.79,70.36
JUNIO,15,1,0.0152,0.0111,NA,NA,17.52,2.98,94.42,72.95
JUNIO,15,2,0.0210,0.0053,NA,NA,17.21,3.58,94.16,71.62
JUNIO,15,3,0.0202,0.0035,NA,9,16.90,3.10,87.62,71.51
JUNIO,15,4,0.0170,0.0029,NA,7,16.38,3.01,111.80,75.21
JUNIO,15,5,0.0129,0.0024,NA,10,15.93,2.52,87.36,76.07
JUNIO,15,6,0.0077,0.0023,NA,14,15.46,2.75,82.70,78.43
JUNIO,15,7,0.0107,0.0025,NA,20,15.51,3.44,89.48,77.00
JUNIO,15,8,0.0121,0.0027,NA,20,16.35,3.09,85.09,74.44
JUNIO,15,9,0.0204,0.0056,NA,26,19.76,4.39,86.26,60.91
