DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
MAYO,14,17,0.0478,0.0084,1.277,25,28.41,1.64,193.02,30.07
MAYO,14,18,0.0395,0.0088,1.512,23,27.46,2.79,165.03,29.77
MAYO,14,19,0.0357,0.0098,1.418,22,25.24,4.55,64.77,37.36
MAYO,14,20,0.0266,0.0079,1.383,19,23.37,4.55,71.51,44.51
MAYO,14,21,0.0239,0.0086,1.326,24,21.84,5.42,52.55,48.97
MAYO,14,22,0.0212,0.0086,1.291,23,20.5,4.15,72.26,53.28
MAYO,14,23,0.0188,0.0073,1.265,16,19.07,3.8,77.72,59.08
MAYO,15,0,0.0184,0.0065,1.237,17,18.41,3.87,81.57,60.96
MAYO,15,1,0.0179,0.0066,1.226,9,17.7,3.45,78.59,64.88
MAYO,15,2,0.0172,0.0069,1.224,9,17.02,3.33,78.1,66.85
MAYO,15,3,0.0154,0.0066,1.227,11,16.14,2.32,108.23,69.54
MAYO,15,4,0.0156,0.007,1.269,18,15.73,2.37,113.09,71.82
MAYO,15,5,0.0131,0.0069,1.248,16,15.96,2.51,95.74,71.04
MAYO,15,6,0.0124,0.0068,1.34,15,15.76,2.78,90.11,71.60
MAYO,15,7,0.0102,0.0067,1.402,23,15.31,2.55,103.25,75.15
MAYO,15,8,0.0118,0.0067,1.421,30,18.24,3.49,92.4,66.11
MAYO,15,9,0.0173,0.0066,1.389,24,19.26,4,88.26,61.06
MAYO,15,10,0.021,0.0063,1.327,24,21.41,2.78,99.02,54.63
MAYO,15,11,0.0289,0.0065,1.358,21,24.61,2.17,233.06,45.43
MAYO,15,12,0.0408,0.0071,1.388,26,27.06,1.79,210.34,37.47
MAYO,15,13,0.049,0.0078,1.419,34,27.6,3.08,254.82,35.39
MAYO,15,14,0.0523,0.0078,1.397,34,28.21,3.3,256.81,32.44
MAYO,15,15,0.0541,0.0071,1.347,37,29.1,3.27,257.39,29.03
MAYO,15,16,0.0536,0.0065,1.358,16,29.25,3.54,269.8,28.42
MAYO,15,17,0.0516,0.0058,1.305,26,28.53,3.59,256.82,28.24
MAYO,15,18,0.0484,0.0058,1.363,29,26.99,4.21,263.21,30.35
MAYO,15,19,0.0386,0.006,1.585,35,24.91,3.35,260.81,38.08
MAYO,15,20,0.0398,0.006,1.421,51,22.29,3.97,211.44,49.75
MAYO,15,21,0.0385,0.0059,1.455,50,19.04,3.6,201.48,67.56
MAYO,15,22,0.0331,0.0059,1.475,30,19.55,2.79,193.1,64.22
MAYO,15,23,0.025,0.006,1.489,30,18.78,2.09,118.58,67.22
MAYO,16,0,0.0302,0.0062,1.343,42,19.32,3.43,117.79,63.62
MAYO,16,1,0.0388,0.0069,1.278,19,16.23,5.36,104.44,73.50
MAYO,16,2,0.0416,0.0072,1.259,12,14.61,5.54,93.55,78.15
MAYO,16,3,0.0384,0.0068,1.25,12,14.22,5.18,90.21,83.98
MAYO,16,4,0.0373,0.007,1.252,10,14.32,4.16,98.08,83.12
MAYO,16,5,0.0335,0.0069,1.261,14,13.91,4.01,95.67,85.05
MAYO,16,6,0.0318,0.0068,1.308,16,13.56,3.51,91.08,87.18
MAYO,16,7,0.0301,0.007,1.352,17,14.36,2.78,111.09,84.82
MAYO,16,8,0.03,0.0072,1.375,17,17.31,3.05,95.55,74.28
MAYO,16,9,0.032,0.0073,1.396,17,19.8,2.98,106.84,64.68
MAYO,16,10,0.0351,0.0072,1.38,26,23.36,2.21,170.53,53.23
MAYO,16,11,0.0378,0.0071,1.364,24,24.76,3.27,261.17,43.75
MAYO,16,12,0.0374,0.0065,1.291,26,25.41,3.99,256.43,33.12
MAYO,16,13,0.045,0.0061,1.378,17,26.36,3.66,267.51,31.87
MAYO,16,14,0.0507,0.0062,1.333,22,27.52,3.22,255.9,28.69
MAYO,16,15,0.0535,0.0059,1.288,24,28.21,3.66,238.18,23.77
MAYO,16,16,0.0522,0.0061,1.268,24,28.8,4.21,265.09,21.47
MAYO,16,17,0.0525,0.0062,1.234,19,29.53,3.11,250.64,19.44
MAYO,16,18,0.0517,0.006,1.27,23,29.12,2.83,251.13,18.94
MAYO,16,19,0.0505,0.0061,1.315,29,27.64,2.36,241.06,19.32
MAYO,16,20,0.0421,0.0061,1.638,36,25.35,1.83,221.69,22.37
MAYO,16,21,0.0251,0.007,2.163,61,23.69,1.74,261.1,26.70
MAYO,16,22,0.0326,0.0072,1.601,61,23.14,2.57,230.24,25.95
MAYO,16,23,0.0347,0.0072,1.407,43,21.52,2.34,188.06,28.17
MAYO,17,0,0.0303,0.0071,1.361,43,19.78,2.44,176.92,51.70
MAYO,17,1,0.0282,0.0068,1.371,35,18.85,1.51,161.71,57.71
MAYO,17,2,0.0223,0.0063,1.419,62,18.09,1.25,218.08,58.75
MAYO,17,3,0.0147,0.007,1.493,53,17.5,1.15,147.14,61.61
MAYO,17,4,0.0145,0.0068,1.415,42,17.19,1.45,238.34,58.04
MAYO,17,5,0.0223,0.0067,1.338,37,16.76,1.53,222.01,56.54
MAYO,17,6,0.0108,0.0065,1.524,42,16.21,1.62,144.61,61.03
MAYO,17,7,0.003,0.0077,1.701,56,16.05,1.21,140.07,68.98
MAYO,17,8,0.0093,0.0089,1.809,75,21.07,1.42,261.55,59.20
MAYO,17,9,0.0216,0.009,1.578,58,23.86,2.41,263.86,47.75
MAYO,17,10,0.0367,0.0078,1.4,36,26.26,2.19,251.26,41.45
MAYO,17,11,0.0443,0.0073,1.397,41,27.35,2.77,255.15,35.85
MAYO,17,12,0.0488,0.0066,1.362,42,27.81,3.83,283.43,30.61
MAYO,17,13,0.0527,0.0062,1.349,39,28.79,3.39,251.26,28.26
MAYO,17,14,0.0538,0.0057,1.347,33,29.6,3.93,274.75,21.26
MAYO,17,15,0.0559,0.0055,1.293,26,30.07,3.89,242.56,18.93
MAYO,17,16,0.0569,0.0052,1.286,29,30.61,3.75,253.2,18.80
MAYO,17,17,0.0564,0.005,1.289,33,30.28,3.92,233.91,17.93
MAYO,17,18,0.0558,0.0049,1.314,39,29.65,3.89,246.05,17.83
MAYO,17,19,0.0515,0.0049,1.323,42,28.4,3.91,225.5,18.17
MAYO,17,20,0.0464,0.0052,1.406,52,26.28,3.03,221.92,22.17
MAYO,17,21,0.0399,0.0056,1.458,59,24.49,2.74,187.86,26.67
MAYO,17,22,0.028,0.0062,1.468,64,21.6,2.01,141.92,42.32
MAYO,17,23,0.0299,0.0058,1.414,54,20.75,1.69,151.83,45.94
MAYO,18,0,0.0267,0.0058,1.366,44,19.83,1.53,159.23,52.11
MAYO,18,1,0.0315,0.0062,1.311,36,20.35,2.79,234.07,47.08
MAYO,18,2,0.0329,0.0067,1.283,34,20.11,2.7,231.71,45.98
MAYO,18,3,0.031,0.0071,1.277,36,19.42,2.09,218.79,46.65
MAYO,18,4,0.0275,0.0068,1.299,33,18.58,1.89,163.52,49.91
MAYO,18,5,0.0202,0.007,1.341,44,17.57,1.96,158.97,54.01
MAYO,18,6,0.0221,0.0073,1.391,45,16.99,1.94,233.25,57.12
MAYO,18,7,0.0158,0.0072,1.547,52,17.33,1.7,244.36,59.59
MAYO,18,8,0.0173,0.0071,1.502,50,21.14,2.12,262.18,53.87
MAYO,18,9,0.0269,0.007,1.379,49,24.45,1.84,239.23,44.38
MAYO,18,10,0.0362,0.0067,1.343,38,26.44,2.31,238.85,35.20
MAYO,18,11,0.0434,0.0064,1.303,39,27.56,2.78,191.06,27.86
MAYO,18,12,0.046,0.0063,1.263,32,28.88,2.48,170.67,22.48
MAYO,18,13,0.0478,0.0059,1.278,25,29.85,2.92,231.95,17.91
MAYO,18,14,0.0506,0.0058,1.254,23,30.31,2.96,236.32,15.14
MAYO,18,15,0.0529,0.0058,1.235,24,30.8,3.25,242.68,13.11
MAYO,18,16,0.0535,0.0055,1.204,28,31.01,3.88,237.01,11.84
MAYO,18,17,0.0551,0.0054,1.222,28,30.88,3.25,201.48,12.57
MAYO,18,18,0.0543,0.0055,1.242,28,30.33,4.05,258.49,11.20
MAYO,18,19,0.0542,0.0054,1.288,42,28.83,3.7,236.88,11.16
MAYO,18,20,0.0471,0.0057,1.401,58,26.49,3.08,235.35,12.53
MAYO,18,21,0.0415,0.0058,1.419,45,24.57,2.86,236.38,12.86
MAYO,18,22,0.0382,0.0061,1.42,54,23.12,3.19,242.98,17.14
MAYO,18,23,0.0303,0.0065,1.423,56,21.51,2.38,240.28,31.57
MAYO,19,0,0.0271,0.0066,1.382,50,20.31,1.93,234.29,37.93
MAYO,19,1,0.0303,0.0069,1.329,51,19.54,1.95,254.08,41.81
MAYO,19,2,0.0314,0.0073,1.341,31,18.99,2.12,282.93,44.31
MAYO,19,3,0.0329,0.0071,1.316,40,18.66,2.35,243.58,47.72
MAYO,19,4,0.0306,0.0073,1.306,46,18.25,2.44,230.94,51.51
MAYO,19,5,0.0293,0.0076,1.333,36,17.92,2.95,243.08,58.56
MAYO,19,6,0.0259,0.0071,1.4,44,17.34,2.67,231.76,62.03
MAYO,19,7,0.0164,0.0075,1.566,51,17.56,1.98,206.63,63.93
MAYO,19,8,0.0208,0.0078,1.515,81,21.34,2.13,195.44,55.07
MAYO,19,9,0.0285,0.0074,1.427,119,23.95,2.28,228.15,45.72
MAYO,19,10,0.038,0.0076,1.319,83,25.32,3.37,224.41,33.58
MAYO,19,11,0.0415,0.0068,1.273,44,26.24,3.6,241.18,25.35
MAYO,19,12,0.043,0.0064,1.235,34,27.23,4.18,247.42,17.41
MAYO,19,13,0.0449,0.0056,1.239,40,27.88,4.87,264.43,13.96
MAYO,19,14,0.0494,0.0054,1.248,52,28.34,5.12,266.96,13.55
MAYO,19,15,0.0484,0.0055,1.255,38,29.28,5.28,270.58,11.94
MAYO,19,16,0.0479,0.0054,1.224,50,29.67,5.08,251.32,11.37
MAYO,19,17,0.0459,0.0053,1.206,91,29.47,5.33,231.63,9.97
MAYO,19,18,0.0444,0.0052,1.223,85,28.24,5.16,236.98,11.07
MAYO,19,19,0.0415,0.0054,1.251,57,26.51,4.92,231.24,13.64
MAYO,19,20,0.0366,0.0057,1.297,56,24.65,4.47,233.86,16.91
MAYO,19,21,0.0342,0.0061,1.373,68,22.95,4.5,233.24,20.44
MAYO,19,22,0.0337,0.0062,1.317,63,21.67,3.82,225.47,20.80
MAYO,19,23,0.0304,0.0062,1.259,36,20.05,2.44,184.34,22.69
MAYO,20,0,0.0252,0.0066,1.312,34,18.7,2.14,258.07,25.21
MAYO,20,1,0.0244,0.0065,1.32,27,18.04,1.98,262.16,27.90
MAYO,20,2,0.0177,0.0083,1.356,41,16.55,1.34,195.13,29.80
MAYO,20,3,0.0125,0.0081,1.334,48,15.92,1.55,210.97,31.23
MAYO,20,4,0.0108,0.0108,1.363,55,15.26,1.78,73.51,33.83
MAYO,20,5,0.0074,0.0116,1.399,52,13.83,1.91,151.17,38.94
MAYO,20,6,0.0086,0.0144,1.552,102,13.4,2.12,117.64,46.12
MAYO,20,7,0.0032,0.0108,1.763,107,13.88,1.73,117.92,49.03
MAYO,20,8,0.0099,0.0097,1.551,116,18.32,1.72,142.38,47.94
MAYO,20,9,0.0213,0.0097,1.482,68,22.71,1.32,178.87,34.31
MAYO,20,10,0.0342,0.0087,1.432,57,24.77,1.91,217.94,25.43
MAYO,20,11,0.046,0.0076,1.344,35,25.88,2.68,269.86,19.42
MAYO,20,12,0.0532,0.0075,1.364,40,26.64,2.97,254.79,16.27
MAYO,20,13,0.0591,0.007,1.322,57,27.95,2.59,227.54,13.63
MAYO,20,14,0.0608,0.0075,1.277,52,28.18,3.14,239.99,12.18
MAYO,20,15,0.0646,0.009,1.306,38,28.83,2.84,218.53,11.87
MAYO,20,16,0.0657,0.0088,1.296,34,29.4,2.28,227.84,11.71
MAYO,20,17,0.0682,0.0114,1.285,36,29.68,2.22,231.84,11.64
MAYO,20,18,0.0698,0.01,1.278,41,29.48,1.85,163.45,11.62
MAYO,20,19,0.0678,0.0085,1.276,60,27.1,2.82,138.22,12.88
MAYO,20,20,0.053,0.0122,1.473,187,25.05,1.99,147.6,14.67
MAYO,20,21,0.0442,0.0091,1.59,134,23.67,2.01,158.44,15.29
MAYO,20,22,0.0303,0.0105,1.601,111,22.17,2.95,83.56,21.24
MAYO,20,23,0.0289,0.0114,1.299,62,21.13,4.43,80.88,39.80
MAYO,21,0,0.0283,0.0089,1.28,54,20,4.06,88.69,44.16
MAYO,21,1,0.0288,0.0102,1.254,38,19.21,3.73,64.11,44.34
MAYO,21,2,0.0311,0.0177,1.247,29,18.43,4.21,62.79,47.26
MAYO,21,3,0.0289,0.0311,1.256,37,17.94,4.27,73.42,52.96
MAYO,21,4,0.0296,0.0172,1.269,39,16.71,3.5,95.61,57.62
MAYO,21,5,0.0287,0.0108,1.29,30,15.76,2.66,104.17,62.18
MAYO,21,6,0.0236,0.0086,1.384,38,14.9,1.81,86.7,65.25
MAYO,21,7,0.015,0.0087,1.504,47,15.27,2.11,87.97,66.35
MAYO,21,8,0.0182,0.0088,1.527,61,18.42,2.61,91.16,58.62
MAYO,21,9,0.0263,0.0086,1.426,53,21.43,2.53,118.23,50.00
MAYO,21,10,0.037,0.0087,1.387,42,23.44,2.58,111.72,41.09
MAYO,21,11,0.0432,0.0141,1.345,42,25.67,2.29,148.65,34.45
MAYO,21,12,0.052,0.0289,1.365,52,27.23,2.2,173.38,28.22
MAYO,21,13,0.0625,0.0261,1.376,53,28.58,2.24,216.06,22.40
MAYO,21,14,0.0623,0.012,1.346,40,29.61,2.71,192.39,17.26
MAYO,21,15,0.0631,0.0115,1.33,43,29.35,2.32,159.3,17.71
MAYO,21,16,0.0662,0.0135,1.328,38,30.21,2.55,144.86,16.61
MAYO,21,17,0.0686,0.0125,1.317,44,30.9,1.91,174.46,15.56
MAYO,21,18,0.0656,0.0081,1.421,42,29.51,2.74,275.58,16.25
MAYO,21,19,0.0605,0.0069,1.544,47,27.85,2.19,270.9,17.67
MAYO,21,20,0.0494,0.0068,1.686,26,26.14,1.86,241.35,19.46
MAYO,21,21,0.0332,0.0094,1.507,72,24.42,4.56,89.55,27.12
MAYO,21,22,0.0306,0.0082,1.37,85,22.67,4.64,86.39,30.26
MAYO,21,23,0.0287,0.0079,1.363,45,21.35,4.36,106.75,33.22
MAYO,22,0,0.0278,0.0083,1.344,54,20.61,5.24,83.01,40.52
MAYO,22,1,0.0297,0.0081,1.289,39,19.73,5.3,79.07,47.58
MAYO,22,2,0.0288,0.0084,1.294,37,18.76,5.17,80.63,54.19
MAYO,22,3,0.0304,0.008,1.277,32,18.21,3.91,90.53,53.73
MAYO,22,4,0.0306,0.0073,1.263,31,17.47,3.34,96.64,49.21
MAYO,22,5,0.0272,0.0072,1.3,27,16.52,2.98,97.57,57.02
MAYO,22,6,0.0221,0.0073,1.383,36,15.69,2.93,100.76,58.00
MAYO,22,7,0.0196,0.0073,1.424,43,15.76,2.89,109.01,57.23
MAYO,22,8,0.0216,0.0073,1.497,53,18.49,3.36,98.34,51.41
MAYO,22,9,0.0276,0.0078,1.438,56,20.75,3.93,92.56,42.40
MAYO,22,10,0.0338,0.0074,1.421,50,22.94,3.31,95.25,33.88
MAYO,22,11,0.0433,0.0082,1.398,49,26.4,2.15,203.7,27.39
MAYO,22,12,0.0502,0.008,1.443,47,27.83,2.91,257.12,23.52
MAYO,22,13,0.0569,0.0075,1.374,43,28.49,2.69,224.35,21.81
MAYO,22,14,0.0597,0.0074,1.368,47,29.18,2.92,238.87,18.96
MAYO,22,15,0.0613,0.0074,1.392,39,30.49,2.6,253.26,16.29
MAYO,22,16,0.0627,0.0071,1.38,41,31.15,2.64,218.57,15.26
MAYO,22,17,0.064,0.0072,1.362,45,31.05,2.68,243.55,15.53
MAYO,22,18,0.0607,0.0067,1.42,47,29.9,2.4,247.83,15.93
MAYO,22,19,0.057,0.007,1.513,49,28.41,2.04,193.44,17.49
MAYO,22,20,0.0519,0.0079,1.526,53,27.37,2.34,149.49,19.63
MAYO,22,21,0.041,0.0323,1.584,81,25.73,1.85,133.8,22.84
MAYO,22,22,0.0279,0.0228,1.771,150,25.23,2.8,161.36,26.56
MAYO,22,23,0.0247,0.01,1.423,71,23.47,4.49,90.2,41.39
MAYO,23,0,0.0261,0.0084,1.359,49,21.75,5.37,80.58,49.22
MAYO,23,1,0.0279,0.0084,1.316,62,20.45,4.99,67.38,54.19
MAYO,23,2,0.0282,0.0095,1.313,45,19.19,4.61,61.28,59.44
MAYO,23,3,0.0286,0.0116,1.301,33,18.54,3.56,66.86,62.11
MAYO,23,4,0.0306,0.0117,1.296,33,18.05,4.58,67.23,63.86
MAYO,23,5,0.0294,0.0105,1.297,28,17.44,4.29,72.19,66.04
MAYO,23,6,0.0259,0.0104,1.352,26,16.63,3.43,74.17,68.75
MAYO,23,7,0.0238,0.0103,1.403,36,16.75,3.57,78.47,69.21
MAYO,23,8,0.0257,0.01,1.416,33,19.12,3.89,81.94,61.34
MAYO,23,9,0.0317,0.01,1.447,34,21.3,4.76,89.25,51.61
MAYO,23,10,0.0354,0.0093,1.426,45,23.4,4.19,100.53,44.85
MAYO,23,11,0.0425,0.009,1.401,40,25.82,2.87,97.89,36.62
MAYO,23,12,0.0493,0.0093,1.429,44,27.48,2.6,136.35,31.84
MAYO,23,13,0.053,0.0121,1.374,46,28.67,2.52,181.36,27.70
MAYO,23,14,0.0554,0.0132,1.427,47,30.01,2.23,128.02,24.75
MAYO,23,15,0.0588,0.0146,1.387,41,30.54,2.49,140.54,23.56
MAYO,23,16,0.0594,0.0144,1.381,47,31,3,122.75,21.95
MAYO,23,17,0.0586,0.0109,1.4,49,29.21,3.18,119.84,23.38
MAYO,23,18,0.0438,0.009,1.432,43,27.99,4.07,83.76,24.12
MAYO,23,19,0.0366,0.0081,1.498,39,27.65,2.91,87.88,23.28
MAYO,23,20,0.0335,0.0079,1.531,65,26.41,2.81,84.12,25.88
MAYO,23,21,0.0288,0.0104,1.469,108,24.4,5.47,83.82,36.12
MAYO,23,22,0.032,0.0191,1.327,NA,19.72,6.51,66.38,49.37
MAYO,23,23,0.0349,0.0311,1.293,66,18.57,4.95,78.53,51.94
MAYO,24,0,0.0361,0.0112,1.267,23,17.26,4.96,80.82,58.70
MAYO,24,1,0.0311,0.0097,1.272,14,17.11,4.11,85.43,59.04
MAYO,24,2,0.0297,0.0083,1.26,17,16.39,3.64,73.8,63.17
MAYO,24,3,0.0287,0.0082,1.262,16,15.96,3.05,75.06,63.95
MAYO,24,4,0.0248,0.0093,1.275,13,15.26,2.36,78.5,65.50
MAYO,24,5,0.0209,0.0094,1.335,19,14.86,1.74,107.11,68.05
MAYO,24,6,0.0167,0.0089,1.362,21,14.61,2.35,99.18,71.30
MAYO,24,7,0.0119,0.0088,1.403,35,14.72,2.54,128.23,72.91
MAYO,24,8,0.0154,0.0088,1.493,48,18.04,2.76,95.09,64.18
MAYO,24,9,0.0235,0.0084,1.423,40,20.92,3.23,82.43,54.23
MAYO,24,10,0.032,0.0085,1.378,48,23.24,3.1,112.94,46.76
MAYO,24,11,0.0377,0.0086,1.411,38,25.64,2.25,127.32,40.12
MAYO,24,12,0.0466,0.0083,1.395,44,27.8,2.26,198.76,32.63
MAYO,24,13,0.0523,0.0078,1.407,44,29.44,2.62,259.23,26.66
MAYO,24,14,0.0543,0.0079,1.377,26,30.37,2.52,205.11,23.71
MAYO,24,15,0.0536,0.0087,1.342,27,31.43,2.48,221.25,21.32
MAYO,24,16,0.0482,0.0078,1.368,38,30.11,4.01,109.14,22.77
MAYO,24,17,0.0447,0.0108,1.428,37,29.23,4.22,78.65,23.97
MAYO,24,18,0.0427,0.0472,1.397,77,27.03,6.14,50.38,27.10
MAYO,24,19,0.042,0.0131,1.44,44,26.66,4.31,60.29,28.24
MAYO,24,20,0.0372,0.0107,1.475,30,24.74,2.77,65.38,31.28
MAYO,24,21,0.0312,0.0151,1.383,32,23.98,3.89,57.78,38.84
MAYO,24,22,0.0265,0.0117,1.382,24,22.45,3.96,73.11,47.53
MAYO,24,23,0.0238,0.0105,1.334,24,21.41,3.9,78.73,51.38
MAYO,25,0,0.0235,0.0101,1.312,26,20.84,4.57,95.82,53.60
MAYO,25,1,0.0228,0.0091,1.315,18,20.1,4.38,88.94,58.23
MAYO,25,2,0.0223,0.0071,1.294,25,19.13,4.75,73.19,62.60
MAYO,25,3,0.0214,0.0077,1.287,24,18.37,4.36,60.33,65.52
MAYO,25,4,0.0208,0.0103,1.286,26,17.85,3.19,86.37,66.73
MAYO,25,5,0.0218,0.0084,1.293,29,17.29,3.77,82.3,69.95
MAYO,25,6,0.0194,0.0077,1.398,25,16.78,3.73,95.31,71.44
MAYO,25,7,0.0157,0.0071,1.418,36,16.93,3.96,101.38,71.59
MAYO,25,8,0.0182,0.0068,1.436,40,19.54,3.63,98.41,63.75
MAYO,25,9,0.0223,0.0066,1.399,37,21.53,4.1,92.62,56.46
MAYO,25,10,0.0302,0.0068,1.421,41,24.19,3.31,93.53,44.87
MAYO,25,11,0.0419,0.0077,1.41,NA,26.65,2.48,142.96,34.65
MAYO,25,12,0.0518,0.0074,1.397,NA,28.86,2.24,195.28,28.99
MAYO,25,13,0.0591,0.0082,1.376,132,29.81,2.32,199.45,25.31
MAYO,25,14,0.0594,0.0119,1.166,52,30.83,2.82,170.81,20.92
MAYO,25,15,0.0596,NA,0.961,36,32.08,2.22,189.97,19.12
MAYO,25,16,0.0515,0.0033,1.197,38,31.92,3.64,181.04,19.27
MAYO,25,17,0.0434,0.0006,1.264,31,30.17,3.22,238.13,21.69
MAYO,25,18,0.0472,NA,1.164,25,30.86,2.84,112.25,21.26
MAYO,25,19,0.0465,NA,1.27,38,29.28,3.37,89.18,24.32
MAYO,25,20,0.0376,NA,1.316,41,27.48,3.59,72.2,27.57
MAYO,25,21,0.0303,NA,1.204,35,26.33,4.25,52.86,29.47
MAYO,25,22,0.0286,0.0042,1.135,28,24.86,4.01,72.23,32.55
MAYO,25,23,0.0224,NA,1.143,26,22.92,3.34,85.76,41.36
MAYO,26,0,0.0206,NA,1.127,36,22.02,4.27,87.49,48.89
MAYO,26,1,0.0183,0.0015,1.133,34,20.9,3.96,87.51,54.77
MAYO,26,2,0.0188,0.0019,1.126,34,19.85,5.29,91.14,61.18
MAYO,26,3,0.0181,0.002,1.105,24,18.47,5.03,61.87,66.66
MAYO,26,4,0.0196,0.0018,1.107,38,18.17,4.83,61.33,68.40
MAYO,26,5,0.0209,0.0043,1.11,64,17.75,4.43,57.02,69.27
MAYO,26,6,0.0189,0.0043,1.192,27,17.55,3.57,67.29,68.98
MAYO,26,7,0.0149,0.0028,1.284,36,17.39,3.11,82.26,69.79
MAYO,26,8,0.0161,0.0023,1.256,41,19.76,3.9,86.18,62.17
MAYO,26,9,0.0237,0.0023,1.228,43,21.88,4.48,87.41,53.67
MAYO,26,10,0.0295,0.0016,1.19,37,23.79,4.62,106.07,46.44
MAYO,26,11,0.0334,0.0015,1.169,40,25.73,4.1,99.19,37.33
MAYO,26,12,0.0389,0.0014,1.147,26,27.35,3.56,94.49,30.63
MAYO,26,13,0.0434,0.0012,1.145,27,29.16,3.07,105.65,25.01
MAYO,26,14,0.0491,0.0013,1.103,23,30.5,3.11,121.36,20.78
MAYO,26,15,0.0501,0.0011,1.118,16,31.39,3.79,104.1,19.13
MAYO,26,16,0.0505,0.0018,1.129,28,32.02,3.66,99.19,19.04
MAYO,26,17,0.0431,0.0026,1.142,39,29.9,4.91,109.14,22.55
MAYO,26,18,0.041,0.002,1.153,56,29.26,3,132.57,24.19
MAYO,26,19,0.0346,0.0057,1.221,232,29.47,3.77,76.93,20.74
MAYO,26,20,0.0311,0.0037,1.22,216,27.59,5.25,53.32,24.90
MAYO,26,21,0.0296,0.0031,1.248,43,25.56,4.47,57.99,28.26
MAYO,26,22,0.0253,0.0031,1.152,26,23.86,4.21,59.95,38.10
MAYO,26,23,0.0202,0.0026,1.151,34,22.05,5.15,89.13,50.16
MAYO,27,0,0.0213,0.0014,1.12,35,20.89,5.98,88.93,55.40
MAYO,27,1,0.0207,0.0013,1.105,35,19.99,5.25,98.04,56.60
MAYO,27,2,0.0181,0.0024,1.098,24,19.11,4.92,82.03,61.56
MAYO,27,3,0.0105,0.0295,1.107,32,18.58,3.97,82.42,64.95
MAYO,27,4,0.0199,0.0092,1.109,23,18.14,4.3,96.65,65.00
MAYO,27,5,0.0203,0.0048,1.123,25,17.79,4,88.18,67.07
MAYO,27,6,0.0163,0.0069,1.177,29,17.08,3.53,106.04,70.23
MAYO,27,7,0.0092,0.0057,1.301,41,16.63,3.01,112.89,72.64
MAYO,27,8,0.0122,0.0061,1.326,62,19.28,3.69,97.62,65.95
MAYO,27,9,0.02,0.0036,1.264,48,22.05,3.57,94.58,54.40
MAYO,27,10,0.0301,0.0045,1.256,50,24.72,2.73,123.08,43.63
MAYO,27,11,0.0408,0.004,1.273,46,26.86,2.33,151.48,35.38
MAYO,27,12,0.0502,0.0044,1.284,36,28.76,2.22,209.18,30.72
MAYO,27,13,0.0622,0.0273,1.307,44,29.87,2.7,236.21,26.29
MAYO,27,14,0.0707,0.0421,1.263,51,31.01,2.76,234.71,22.13
MAYO,27,15,0.0667,0.0213,1.209,40,31.83,2.56,163.34,19.11
MAYO,27,16,0.0632,0.0146,1.164,41,32.35,2.87,119.16,18.53
MAYO,27,17,0.0513,0.0183,1.217,35,32.17,3.11,163.83,16.57
MAYO,27,18,0.042,0.0119,1.212,43,32.44,3.76,94.49,15.50
MAYO,27,19,0.0383,0.0126,1.24,43,31.45,3.98,74.17,17.48
MAYO,27,20,0.0339,0.0798,1.203,40,29.23,4.88,50.54,16.69
MAYO,27,21,0.0307,0.0369,1.168,38,27.6,3.99,59.42,19.94
MAYO,27,22,0.016,0.044,1.188,42,25.79,3.91,88.37,27.44
MAYO,27,23,0.0182,0.0055,1.152,43,24.35,3.92,108.68,29.38
MAYO,28,0,0.0146,0.0047,1.157,44,22.57,2.95,125.07,37.64
MAYO,28,1,0.0144,0.0038,1.187,24,21.72,2.11,117.69,41.52
MAYO,28,2,0.0104,0.0056,1.209,39,20.59,2.36,87.23,45.99
MAYO,28,3,0.0129,0.0045,1.139,39,19.91,3.13,104.42,53.64
MAYO,28,4,0.0099,0.0031,1.16,31,18.41,2.41,126.21,58.24
MAYO,28,5,0.0019,0.0034,1.215,38,17.21,2.31,128.99,62.57
MAYO,28,6,0.0023,0.0142,1.337,52,17,2.5,141.7,64.40
MAYO,28,7,0.0056,0.0096,1.341,61,18.07,2.24,133.7,63.83
MAYO,28,8,0.0094,0.0145,1.383,70,21.41,2.1,143.14,55.39
MAYO,28,9,0.0271,0.0071,1.322,62,24.73,2.7,247.96,40.82
MAYO,28,10,0.0352,0.004,1.289,48,26.33,2.95,266.43,36.10
MAYO,28,11,0.0431,0.0032,1.284,47,27.94,2.74,247.83,32.57
MAYO,28,12,0.0482,0.0029,1.303,42,29.75,2.61,252.4,28.60
MAYO,28,13,0.0526,0.0026,1.182,43,30.88,2.36,219.01,23.78
MAYO,28,14,0.0528,0.0023,1.208,32,31.95,2.29,220.51,18.55
MAYO,28,15,0.056,0.0095,1.269,32,32.83,2.86,242.02,17.93
MAYO,28,16,0.0595,0.0116,1.23,43,33.03,3.05,237.62,17.89
MAYO,28,17,0.0631,0.0134,1.192,46,33.7,2.67,143.88,16.74
MAYO,28,18,0.0615,0.0109,1.17,42,32.98,2.42,171.32,16.60
MAYO,28,19,0.0556,0.0085,1.25,53,30.26,2.72,214.86,19.14
MAYO,28,20,0.0379,0.0024,1.453,68,27.81,3.33,277.38,23.23
