DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
AGOSTO,2,11,0.0448,0.0028,0.6137,19,24.27,1.58,116.14,52.71
AGOSTO,2,12,0.0548,0.0031,0.6227,21,25.95,1.11,167.5,48.27
AGOSTO,2,13,0.0682,0.0059,0.7971,26,27.37,1.08,208.24,42.80
AGOSTO,2,14,0.0779,0.0062,0.7638,32,27.2,1.28,210.31,41.65
AGOSTO,2,15,0.0717,0.0052,0.7579,23,27.28,1.76,221.05,42.23
AGOSTO,2,16,0.0736,0.0045,0.7377,23,27.55,1.71,233.78,41.54
AGOSTO,2,17,0.0712,0.0039,0.7512,29,27.78,2.26,263.32,39.72
AGOSTO,2,18,0.0745,0.0032,0.8475,29,26.66,2.22,297.17,42.78
AGOSTO,2,19,0.0646,0.0029,0.7854,31,24.55,2.13,204.9,48.72
AGOSTO,2,20,0.0509,0.0028,1.0334,13,17.18,3.87,113.15,81.20
AGOSTO,2,21,0.0447,0.004,0.7908,7,16.16,2.17,204.23,89.76
AGOSTO,2,22,0.0408,0.0034,0.7558,15,15.82,2.07,202.59,92.05
AGOSTO,2,23,0.0376,0.0036,0.8359,22,15.57,2.16,175.45,95.59
AGOSTO,3,0,0.0345,0.0044,0.7637,20,16.04,1.04,188.59,96.57
AGOSTO,3,1,0.028,0.005,0.7268,25,16.39,1.24,96.6,97.10
AGOSTO,3,2,0.0251,0.0042,0.6524,22,16.34,1.49,77.52,97.02
AGOSTO,3,3,0.0124,0.0035,0.6443,14,16.19,1.85,134.28,97.05
AGOSTO,3,4,0.0019,0.0035,0.6876,33,15.99,1.8,131.15,96.58
AGOSTO,3,5,0.0079,0.0034,0.632,39,15.57,1.93,120.8,94.64
AGOSTO,3,6,0.006,0.0033,0.7385,27,15.72,2.24,98.68,93.98
AGOSTO,3,7,0.0061,0.0031,0.7494,21,15.5,2.07,127.05,94.92
AGOSTO,3,8,0.007,0.0027,0.7654,26,16.36,1.79,132.21,96.10
AGOSTO,3,9,0.0211,0.0026,0.7389,22,19.15,2.47,94.96,87.27
AGOSTO,3,10,0.0327,0.0025,0.6433,16,22.64,2.01,102.53,76.15
AGOSTO,3,11,0.0402,0.0027,0.7314,11,24.23,2.38,120.98,60.94
AGOSTO,3,12,0.0481,0.0033,0.598,20,25.11,2.28,154.56,53.23
AGOSTO,3,13,0.054,0.0044,0.5926,32,26.73,1.9,193.8,45.56
AGOSTO,3,14,0.0604,0.0041,0.6228,22,27.3,2.32,249.89,41.61
AGOSTO,3,15,0.0693,0.0041,0.6305,21,27.77,2.37,219.91,40.00
AGOSTO,3,16,0.0718,0.0048,0.7457,26,28.43,2.48,235.75,37.88
AGOSTO,3,17,0.0457,0.0166,1.5205,30,23.98,5.48,126.12,52.01
AGOSTO,3,18,0.0428,0.0169,0.9339,24,21.75,4.13,98.69,59.44
AGOSTO,3,19,0.0416,0.0079,0.7298,29,20.49,3.92,110.56,64.20
AGOSTO,3,20,0.0454,0.0053,0.6716,23,17.52,3.52,161.96,78.40
AGOSTO,3,21,0.0401,0.0037,0.6583,5,16.82,2.8,163.51,86.51
AGOSTO,3,22,0.037,0.0032,0.6559,13,16.76,2.02,135.78,87.14
AGOSTO,3,23,0.0349,0.0029,0.6394,16,16.88,1.45,153.07,85.92
AGOSTO,4,0,0.0244,0.0043,0.6113,18,16.74,1.21,105.11,85.78
AGOSTO,4,1,0.0246,0.005,0.6209,16,16.5,2.04,273.78,86.20
AGOSTO,4,2,0.023,0.0038,0.6344,15,16.22,1.27,118.56,88.65
AGOSTO,4,3,NA,0.0034,0.6526,17,15.99,1.56,123.7,90.51
AGOSTO,4,4,NA,0.0033,0.6323,19,15.77,1.51,117.97,93.12
AGOSTO,4,5,NA,0.0029,0.6185,27,16.05,1.15,124.96,92.13
AGOSTO,4,6,NA,0.0027,0.7209,23,16.09,1.15,86.86,91.69
AGOSTO,4,7,0.0051,0.0024,0.7907,26,16.08,1.07,112.84,91.31
AGOSTO,4,8,0.0034,0.0026,0.9893,27,16.57,1,176.46,90.53
AGOSTO,4,9,0.0078,0.0028,0.7731,29,18.12,1.6,99.74,84.08
AGOSTO,4,10,0.0134,0.0035,0.7531,30,19.46,2.5,71.44,79.20
AGOSTO,4,11,0.0207,0.0033,0.7131,21,20.8,3.76,83.52,70.00
AGOSTO,4,12,0.0252,0.003,0.7055,19,21.85,3.62,92.32,64.01
AGOSTO,4,13,0.0297,0.0027,0.7347,29,22.07,3.21,93.88,62.49
AGOSTO,4,14,0.0333,0.0062,0.7728,31,22.83,3.55,97.39,57.06
AGOSTO,4,15,0.0459,0.0087,0.7423,38,24,2.91,92.02,53.01
AGOSTO,4,16,0.059,0.0061,0.6635,29,25.42,3.21,107.71,47.87
AGOSTO,4,17,0.0602,0.009,0.6438,23,25.83,3.01,143.35,42.43
AGOSTO,4,18,0.0606,0.0106,0.6499,30,24.91,2.73,184.07,43.95
AGOSTO,4,19,0.0492,0.0049,0.7279,27,22.98,3.33,200.11,53.20
AGOSTO,4,20,0.0415,0.0035,0.7152,28,20.42,2.01,242.01,64.44
AGOSTO,4,21,0.0376,0.003,0.8128,20,19.67,1.9,257.76,66.77
AGOSTO,4,22,0.0353,0.0028,0.6814,17,18.85,1.8,220.4,72.14
AGOSTO,4,23,0.034,0.0025,0.6273,11,18.68,2.02,131.17,72.58
AGOSTO,5,0,0.0361,0.0026,0.5824,16,18.18,2.77,65.21,73.24
AGOSTO,5,1,0.0277,0.003,0.5673,4,17.76,1.74,125.37,76.42
AGOSTO,5,2,0.0174,0.0033,0.5819,13,17.13,1.8,125.66,82.57
AGOSTO,5,3,0.0221,0.0047,0.5877,21,16.83,1.29,93.42,84.90
AGOSTO,5,4,0.0189,0.0041,0.5962,15,16.97,1.26,132.5,85.79
AGOSTO,5,5,0.0039,0.0035,0.6064,24,16.74,1.75,145.68,86.36
AGOSTO,5,6,0.0085,0.003,0.6184,15,16.68,1.28,128.09,86.97
AGOSTO,5,7,0.0087,0.0029,0.7561,20,16.23,2.07,77.93,88.46
AGOSTO,5,8,0.0126,0.0032,0.7532,20,15.95,1.37,118.69,97.18
AGOSTO,5,9,0.0059,0.003,0.8338,11,17.02,1.72,93,97.20
AGOSTO,5,10,0.0148,0.0029,0.73,16,19.32,2.38,90.22,90.61
AGOSTO,5,11,0.0311,0.0026,0.6643,22,22.58,3.34,86.87,74.53
AGOSTO,5,12,0.0377,0.0027,0.6597,20,24.11,3.08,86.92,63.15
AGOSTO,5,13,0.0503,0.0028,0.6111,22,25.31,2.42,158.81,54.60
AGOSTO,5,14,0.0544,0.0035,0.6133,27,25.17,2.1,189.84,50.97
AGOSTO,5,15,0.0564,0.0034,0.6165,17,26.15,2.03,167.92,47.47
AGOSTO,5,16,0.0593,0.0028,0.6054,17,26.64,1.97,158.04,45.39
AGOSTO,5,17,0.0553,0.0025,0.5704,12,27.38,2.14,156.68,39.20
AGOSTO,5,18,0.0469,0.0076,0.9043,16,24.66,4.37,99.67,45.79
AGOSTO,5,19,0.037,0.0057,0.8001,32,18.22,2.27,146.79,80.43
AGOSTO,5,20,0.0226,0.0033,1.1092,46,17.5,1.45,225.62,93.38
AGOSTO,5,21,0.0247,0.003,0.9384,27,17.9,2.11,261.44,93.01
AGOSTO,5,22,0.0279,0.0027,0.7485,20,17.19,2.49,268.77,93.69
AGOSTO,5,23,0.0346,0.0025,0.6516,13,17.06,2,278.82,94.60
AGOSTO,6,0,0.0328,0.0022,0.6288,11,17.21,2,265.79,92.37
AGOSTO,6,1,0.0374,0.0023,0.5849,13,16.64,2.22,206.09,92.07
AGOSTO,6,2,0.0366,0.0021,0.5869,17,15.65,1.74,218.76,95.99
AGOSTO,6,3,0.0405,0.0021,0.575,11,15.27,1.22,234.62,97.06
AGOSTO,6,4,0.0363,0.0019,0.5802,6,15.31,1.02,243.11,97.72
AGOSTO,6,5,0.0335,0.002,0.6142,8,15.16,0.97,206.98,97.89
AGOSTO,6,6,0.0299,0.0021,0.6839,8,15.14,0.96,182.75,98.44
AGOSTO,6,7,0.0241,0.0021,0.8727,9,15.3,0.96,154.01,98.79
AGOSTO,6,8,0.0221,0.0023,0.7727,14,15.51,0.97,77.81,99.07
AGOSTO,6,9,0.0339,0.0027,0.7898,11,15.86,0.97,84.47,97.76
AGOSTO,6,10,0.0405,0.0028,0.6441,13,17.91,1.23,149.44,92.03
AGOSTO,6,11,0.0351,0.0121,0.6682,80,20.42,2.34,152.9,88.85
AGOSTO,6,12,0.0414,0.0073,0.641,59,23.24,2.35,117.27,74.72
AGOSTO,6,13,0.054,0.0051,0.6414,26,24.43,2.66,127.2,63.66
AGOSTO,6,14,0.0634,0.0062,0.6575,30,25.61,2.59,156.97,55.26
AGOSTO,6,15,0.0727,0.0091,0.6443,32,26.54,2.58,147.83,47.71
AGOSTO,6,16,0.0787,0.0093,0.6362,27,27.56,2.42,156.44,43.84
AGOSTO,6,17,0.0675,0.0066,0.6789,23,25.72,2.5,206.72,48.06
AGOSTO,6,18,0.0408,0.0043,1.0008,29,23.9,2.42,274.37,53.98
AGOSTO,6,19,0.0483,0.0035,0.6722,33,21.28,5.17,171.93,59.45
AGOSTO,6,20,0.0402,0.0029,0.7442,17,16.62,2.99,96.98,83.20
AGOSTO,6,21,0.0368,0.0048,0.8635,10,16.44,2.72,66.36,92.22
AGOSTO,6,22,0.0257,0.008,0.8449,23,16.71,1.1,198.61,93.59
AGOSTO,6,23,0.0247,0.0054,0.7222,19,16.33,0.98,149.76,93.58
AGOSTO,7,0,0.0124,0.0068,0.7393,27,15.93,1.09,85.61,94.82
AGOSTO,7,1,0.0111,0.0061,0.6418,22,15.64,1.98,86.96,95.41
AGOSTO,7,2,0.0176,0.0041,0.6523,21,15.69,1.26,111.4,96.42
AGOSTO,7,3,0.0117,0.0034,0.6147,18,15.99,0.99,115.81,93.48
AGOSTO,7,4,0.006,0.003,0.6061,20,15.65,1.17,85.63,94.86
AGOSTO,7,5,0.0066,0.0029,0.5864,21,15.45,1.29,106.44,93.99
AGOSTO,7,6,0.0067,0.0027,0.6422,21,14.8,1.51,111.42,94.33
AGOSTO,7,7,0.0032,0.003,0.7826,24,14.49,0.98,152.95,95.05
AGOSTO,7,8,0.0045,0.005,0.8691,33,15.97,1.44,90.35,91.77
AGOSTO,7,9,0.0152,0.0041,0.6962,30,19.05,2.96,89.04,82.63
AGOSTO,7,10,0.0268,0.0033,0.6679,25,21,4.2,81.64,69.03
AGOSTO,7,11,0.0358,0.003,0.6852,23,22.11,4.45,84.63,62.93
AGOSTO,7,12,0.0437,0.0028,0.7082,25,23.22,4.27,67.73,55.93
AGOSTO,7,13,0.0512,0.0028,0.7118,23,24.64,3.67,82.54,50.24
AGOSTO,7,14,0.0555,0.0032,0.6856,27,26.04,3.1,83.82,44.91
AGOSTO,7,15,0.0577,0.0031,0.6582,20,26.07,2.08,119.23,43.79
AGOSTO,7,16,0.0563,0.0058,0.917,17,27,2.41,114.39,41.33
AGOSTO,7,17,0.055,0.0125,0.8398,18,27.67,2.47,103.1,38.52
AGOSTO,7,18,0.0526,0.0087,0.778,21,27.46,2.33,130.43,37.41
AGOSTO,7,19,0.0388,0.0087,1.0292,29,25.88,3.3,148.51,43.19
AGOSTO,7,20,0.044,0.0064,0.6665,32,20.18,4.67,181.77,64.08
AGOSTO,7,21,0.0373,0.0036,0.8075,18,16.81,2.51,266.45,80.89
AGOSTO,7,22,0.0353,0.0032,0.843,19,16.4,2.8,206.64,88.51
AGOSTO,7,23,0.0352,0.0029,0.7176,16,16.76,1.82,186.35,88.40
AGOSTO,8,0,0.0336,0.0029,0.7277,16,17.02,1.32,208.78,87.30
AGOSTO,8,1,0.0273,0.0027,0.7556,13,17.46,1.06,216.61,86.05
AGOSTO,8,2,0.0216,0.0027,0.7109,14,16.91,1.14,269.52,86.33
AGOSTO,8,3,0.0221,0.0031,0.7166,17,16.62,0.96,119.13,86.57
AGOSTO,8,4,0.0137,0.0041,0.7598,27,16.37,0.98,93.25,87.36
AGOSTO,8,5,0.0059,0.0051,0.7248,29,15.7,1.38,93.33,90.21
AGOSTO,8,6,0.0027,0.0044,0.6947,24,15.31,1.74,137.08,89.96
AGOSTO,8,7,0.0039,0.0075,0.756,33,14.78,1.23,84.59,90.50
AGOSTO,8,8,0.0095,0.0064,0.6623,27,18.09,1.35,126.49,83.93
AGOSTO,8,9,0.0185,0.0043,0.6799,17,20.57,2.81,94.99,70.64
AGOSTO,8,10,0.0293,0.0034,0.6479,13,22.12,3.83,85.57,61.56
AGOSTO,8,11,0.0357,0.003,0.6651,13,23.87,3.39,91.21,53.92
AGOSTO,8,12,0.041,0.0027,0.6088,11,25.17,3.42,91.22,48.95
AGOSTO,8,13,0.0462,0.0025,0.6286,11,26.17,2.71,100.87,44.33
AGOSTO,8,14,0.0507,0.0024,0.5993,12,27.39,2.46,130.27,40.00
AGOSTO,8,15,0.0509,0.0034,0.6935,12,27.59,2.76,112.72,37.95
AGOSTO,8,16,0.0518,0.0028,0.6197,8,26.92,3.88,145.07,41.48
AGOSTO,8,17,0.0449,0.0024,0.7231,30,19.69,3.01,188.95,71.28
AGOSTO,8,18,0.0409,0.0025,0.7531,14,19.9,2.2,235.47,73.51
AGOSTO,8,19,0.0365,0.0024,0.9791,20,18.61,3.08,210.48,74.91
AGOSTO,8,20,0.03,0.0037,1.086,16,16.98,3.15,194.88,94.34
AGOSTO,8,21,0.0331,0.0062,0.8326,16,15.5,2.87,136.76,96.39
AGOSTO,8,22,0.0284,0.0036,0.8123,10,15.61,0.98,232.13,98.68
AGOSTO,8,23,0.0197,0.0031,0.7496,36,15.76,1.11,86,98.96
AGOSTO,9,0,0.0247,0.0028,0.6417,11,15.47,1.02,74.26,99.18
AGOSTO,9,1,0.0269,0.0029,0.6064,16,15.46,1.09,63.96,99.42
AGOSTO,9,2,0.0204,0.0029,0.6015,22,15.5,1.42,109.05,99.49
AGOSTO,9,3,0.0277,0.0027,0.5907,16,15.1,1.65,101.91,99.52
AGOSTO,9,4,0.0245,0.0024,0.5903,9,14.84,1.74,108.2,99.80
AGOSTO,9,5,0.0179,0.0023,0.6054,12,14.7,1.09,116.68,NA
AGOSTO,9,6,0.0148,0.0023,0.6486,9,14.57,1.07,142.67,NA
AGOSTO,9,7,0.0095,0.0022,0.6904,14,14.53,0.97,141.31,99.92
AGOSTO,9,8,0.0119,0.0022,0.7517,16,16.22,1.1,124.81,NA
AGOSTO,9,9,0.0163,0.0025,0.8875,29,18.72,1.51,88.29,94.91
AGOSTO,9,10,0.0259,0.0031,0.712,31,21.67,2.47,93.31,84.85
AGOSTO,9,11,0.0331,0.0029,0.705,24,22.65,3.09,85.01,74.72
AGOSTO,9,12,0.045,0.0027,0.6472,18,24.14,2.64,111.78,64.95
AGOSTO,9,13,0.0546,0.0025,0.654,18,25.47,2.39,126.04,53.27
AGOSTO,9,14,0.0573,0.0027,0.648,17,26.69,2.41,116.54,45.82
AGOSTO,9,15,0.0604,0.0026,0.6331,19,27.12,2.55,111,40.64
AGOSTO,9,16,0.0645,0.0024,0.6398,14,27.63,2.92,107.96,37.68
AGOSTO,9,17,0.0675,0.0024,0.6246,14,28.47,2.59,118.68,33.97
AGOSTO,9,18,0.0711,0.0023,0.6279,18,27.98,2.83,168.39,36.36
AGOSTO,9,19,0.0457,0.0022,0.8034,46,23.83,2.72,184.77,52.53
AGOSTO,9,20,0.0416,0.0023,0.6635,25,17.67,4.66,214.23,80.68
AGOSTO,9,21,0.0329,0.0021,0.7978,10,16.23,2.08,275.04,96.09
AGOSTO,9,22,0.0346,0.002,0.7091,12,16.47,1.56,251.99,96.70
AGOSTO,9,23,0.0301,0.002,0.6823,10,16.65,1.13,220.45,96.56
AGOSTO,10,0,0.0238,0.0021,0.6679,12,16.17,1.34,243.43,97.04
AGOSTO,10,1,0.0208,0.0021,0.6439,9,15.81,0.97,231.42,97.76
AGOSTO,10,2,0.0241,0.0023,0.6123,7,16.24,1.38,291.4,98.44
AGOSTO,10,3,0.0207,0.0022,0.6127,13,16.33,1.48,278.08,97.98
AGOSTO,10,4,0.0195,0.0021,0.5955,8,16.1,1.25,269.87,97.55
AGOSTO,10,5,0.0177,0.0021,0.614,13,15.81,1.33,282.29,97.40
AGOSTO,10,6,0.0026,0.0026,0.7994,19,15.57,1.17,308.13,97.11
AGOSTO,10,7,0.002,0.0028,0.9163,26,15.71,1.03,243.42,97.78
AGOSTO,10,8,0.0093,0.003,0.8811,21,16.87,1.17,251.68,96.77
AGOSTO,10,9,0.0178,0.0028,0.8212,24,20.6,2.27,205.56,88.84
AGOSTO,10,10,0.023,0.003,0.6802,28,21.56,2.34,162.48,80.48
AGOSTO,10,11,0.0325,0.003,0.6516,21,22.38,2.65,103.98,69.91
AGOSTO,10,12,0.0438,0.0024,0.6383,13,24.01,3.35,84.29,54.69
AGOSTO,10,13,0.0521,0.0021,0.6179,17,25.54,3.19,112.03,48.78
AGOSTO,10,14,0.0521,0.002,0.621,25,25.79,3.31,95.7,45.14
AGOSTO,10,15,0.0504,0.0021,0.6378,12,26.86,2.88,101.14,40.49
AGOSTO,10,16,0.0488,0.0018,0.6282,14,26.98,3.3,96.49,37.51
AGOSTO,10,17,0.0478,0.0018,0.6643,12,26.96,3.32,91.03,35.68
AGOSTO,10,18,0.04,0.0068,0.8103,22,27.23,3.71,83.54,33.97
AGOSTO,10,19,0.0311,0.0083,0.7025,40,25.21,4.17,52.98,36.71
AGOSTO,10,20,0.0291,0.004,0.6448,54,23,4.35,56.2,42.74
AGOSTO,10,21,0.0287,0.0028,0.6238,18,21.04,4.22,70.78,50.95
AGOSTO,10,22,0.0282,0.0055,0.6852,18,19.5,2.42,149.22,57.92
AGOSTO,10,23,0.0194,0.0061,0.614,22,18.34,1.79,111.59,64.55
AGOSTO,11,0,0.0184,0.0031,0.5868,21,17.6,2.35,101.85,70.80
AGOSTO,11,1,0.0207,0.0026,0.5549,18,17.01,3.3,77.03,75.78
AGOSTO,11,2,0.0191,0.0023,0.5497,14,16.59,2.3,92.24,77.97
AGOSTO,11,3,0.0188,0.0022,0.5564,18,16.71,1.56,91.2,77.63
AGOSTO,11,4,0.0176,0.0023,0.5588,15,16.4,2.3,108.31,79.58
AGOSTO,11,5,0.0188,0.0022,0.5554,18,16.15,1.59,119.11,81.76
AGOSTO,11,6,0.0131,0.0022,0.6758,17,16.01,2.36,109.28,83.01
AGOSTO,11,7,0.0109,0.0023,0.7663,29,15.77,1.96,128.89,84.48
AGOSTO,11,8,0.014,0.0035,0.7246,38,16.2,1.79,146.82,84.44
AGOSTO,11,9,0.0164,0.0033,0.7028,28,18.56,2.55,93.08,77.58
AGOSTO,11,10,0.0321,0.0028,0.6125,23,22.59,3.67,87.85,55.96
AGOSTO,11,11,0.0371,0.0024,0.6025,19,23.62,3.6,97.09,51.91
AGOSTO,11,12,0.0424,0.0022,0.6222,15,24.82,3.46,90.22,47.49
AGOSTO,11,13,0.0479,0.0022,0.6218,15,25.63,3.08,102.07,44.70
AGOSTO,11,14,0.0542,0.0019,0.6022,20,26.47,2.98,105.59,41.00
AGOSTO,11,15,0.0557,0.0025,0.6384,13,26.96,2.97,99.15,37.67
AGOSTO,11,16,0.0548,0.0024,0.6244,17,27.15,3.39,98.93,35.85
AGOSTO,11,17,0.0524,0.0022,0.6321,20,27.07,3.42,90.78,36.75
AGOSTO,11,18,0.0452,0.0066,0.688,22,23.94,4.68,84.69,45.70
AGOSTO,11,19,0.0496,0.0034,0.6851,33,19.02,4.42,234.58,64.93
AGOSTO,11,20,0.0399,0.005,1.0025,23,17.25,2.72,145.3,76.34
AGOSTO,11,21,0.0368,0.0049,0.798,15,16.11,2.28,250.82,87.67
AGOSTO,11,22,0.0313,0.0035,0.7318,17,16.01,1.41,136.16,89.33
AGOSTO,11,23,0.0208,0.0034,0.7244,19,16.49,1.31,87.76,89.41
AGOSTO,12,0,0.0186,0.0027,0.6592,22,16.23,1.69,124.38,91.17
AGOSTO,12,1,0.0203,0.0026,0.6321,22,15.84,1.48,79.98,91.60
AGOSTO,12,2,0.0194,0.0027,0.5829,20,15.59,1.74,103.47,85.25
AGOSTO,12,3,0.0176,0.0023,0.5753,13,14.54,1.36,103.69,86.57
AGOSTO,12,4,0.0161,0.0023,0.5672,16,14.53,1.32,136.12,86.49
AGOSTO,12,5,0.006,0.0024,0.5925,15,13.88,1.2,156.1,87.72
AGOSTO,12,6,0.0025,0.0025,0.6199,18,13.06,1.33,127.95,90.93
AGOSTO,12,7,0.0024,0.0034,0.8618,29,13.07,1,95.96,91.94
AGOSTO,12,8,0.0048,0.003,0.7355,25,16.52,1.92,141.03,86.89
AGOSTO,12,9,0.016,0.0028,0.728,21,18.72,3.16,88.99,75.23
AGOSTO,12,10,0.0305,0.0036,0.6736,20,20.61,4.1,82.98,64.05
AGOSTO,12,11,0.0385,0.0036,0.6408,20,21.98,3.79,97.12,56.62
AGOSTO,12,12,0.0518,0.0033,0.6365,19,24.46,2.37,135.51,48.67
AGOSTO,12,13,0.0618,0.0033,0.6381,20,25.72,2.39,170.49,44.78
AGOSTO,12,14,0.0652,0.0034,0.6226,25,26.49,2.52,173.43,41.57
AGOSTO,12,15,0.0746,0.0059,0.7013,31,27.25,2.2,208.06,39.08
AGOSTO,12,16,0.0748,0.0047,0.7073,60,27.64,2.75,238.8,36.62
AGOSTO,12,17,0.0604,0.0074,0.9033,40,27.41,3.04,245.42,35.57
AGOSTO,12,18,0.0542,0.0059,0.7863,NA,24.9,2.64,234.41,36.58
AGOSTO,12,19,0.0452,0.0036,0.8577,17,23.39,2.54,232.56,46.39
AGOSTO,12,20,0.0384,0.003,0.9273,24,21.41,2.24,253.62,53.87
AGOSTO,12,21,0.0378,0.0029,0.7625,29,19.39,3.42,182.08,67.82
AGOSTO,12,22,0.0514,0.0027,0.6841,18,14.68,2.87,169.17,92.99
AGOSTO,12,23,0.0419,0.0024,0.7227,10,14.75,1.17,214.06,96.97
AGOSTO,13,0,0.0349,0.0023,0.7332,15,14.83,1.4,232.89,97.34
AGOSTO,13,1,0.0308,0.0027,0.7956,14,15.07,1.11,279.33,97.59
AGOSTO,13,2,0.0233,0.0033,0.7878,14,14.96,1.45,259.38,98.07
AGOSTO,13,3,0.0271,0.0031,0.6484,11,14.66,1.15,260.08,98.74
AGOSTO,13,4,0.0314,0.0026,0.6135,15,14.74,0.97,255.29,99.17
AGOSTO,13,5,0.0344,0.0024,0.6317,12,14.72,0.97,265.46,99.30
AGOSTO,13,6,0.0251,0.0022,0.7428,12,14.61,0.97,227.08,99.27
AGOSTO,13,7,0.0131,0.0023,0.8917,13,14.67,0.97,226.23,99.43
AGOSTO,13,8,0.0148,0.0023,0.9658,19,18.41,0.96,201.18,93.14
AGOSTO,13,9,0.018,0.0037,0.7834,21,21.56,1.01,158.8,88.05
AGOSTO,13,10,0.0327,0.0119,0.6608,22,22.29,1.77,100.97,76.42
AGOSTO,13,11,0.0407,0.0086,0.6297,16,22.83,1.86,104.8,66.63
AGOSTO,13,12,0.0454,0.0036,0.6521,20,23.65,2.32,105.06,56.67
AGOSTO,13,13,0.0486,0.0033,0.6294,21,24.81,2.01,119.21,51.26
AGOSTO,13,14,0.0513,0.0023,0.6174,13,26.09,1.87,129.71,45.14
AGOSTO,13,15,0.0519,0.0021,0.6316,16,26.48,1.98,117.48,41.05
AGOSTO,13,16,0.0546,0.0019,0.5875,8,27.76,2.14,140.66,35.44
AGOSTO,13,17,0.0547,0.0021,0.5994,9,26.79,1.31,165.85,35.82
AGOSTO,13,18,0.0534,0.0019,0.7369,17,25.03,2.25,252.27,46.56
AGOSTO,13,19,0.0479,0.0022,0.8199,44,24.41,3.11,289.06,49.91
AGOSTO,13,20,0.0321,0.0021,1.0588,32,21.21,3.99,316.39,59.31
AGOSTO,13,21,0.0351,0.002,0.8533,39,19.4,4.4,204.44,62.29
AGOSTO,13,22,0.0343,0.002,0.6315,24,14.75,2.87,141.39,87.43
AGOSTO,13,23,0.0365,0.0019,0.7167,8,15.19,1.24,225.77,87.80
AGOSTO,14,0,0.0337,0.0019,0.6249,11,15.27,1.05,219.03,90.95
AGOSTO,14,1,0.035,0.002,0.6101,NA,14.93,1.84,301.34,91.84
