DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
DICIEMBRE,4,6,0.0017,0.0108,0.0230,1.0815,60,6.81,1.67,63.78,59.59,3.27
DICIEMBRE,4,7,NA,0.0055,0.0233,1.2572,61,5.99,1.06,177.78,62.15,3.47
DICIEMBRE,4,8,0.0014,0.0067,0.0231,1.3554,74,7.05,1.37,76.35,61.85,63.47
DICIEMBRE,4,9,0.0043,0.0159,0.0236,1.3783,99,11.48,2.46,98.24,54.62,268.32
DICIEMBRE,4,10,0.0144,0.0088,0.0204,1.1735,82,15.28,2.70,106.90,42.48,466.12
DICIEMBRE,4,11,0.0256,0.0157,0.0166,1.0560,64,19.08,2.91,110.80,34.12,624.57
DICIEMBRE,4,12,0.0375,0.0049,0.0104,0.9441,50,22.05,3.05,112.48,24.78,732.73
DICIEMBRE,4,13,0.0441,0.0035,0.0063,0.8832,20,24.43,3.00,106.99,19.18,695.44
DICIEMBRE,4,14,0.0435,0.0034,0.0049,0.8539,20,25.75,2.80,117.51,16.62,639.44
DICIEMBRE,4,15,0.0410,0.0031,0.0064,0.9102,23,26.08,3.74,99.33,14.83,655.42
DICIEMBRE,4,16,0.0475,0.0031,0.0051,0.8870,19,26.66,3.17,120.98,14.58,495.03
DICIEMBRE,4,17,0.0527,0.0038,0.0046,0.8715,23,26.35,2.49,156.07,15.03,295.76
DICIEMBRE,4,18,0.0467,0.0040,0.0117,1.1411,41,24.29,1.78,190.50,17.16,86.94
DICIEMBRE,4,19,0.0191,0.0049,0.0269,1.7362,88,21.09,2.87,65.88,21.12,3.35
DICIEMBRE,4,20,0.0248,0.0096,0.0118,1.0550,39,19.63,4.16,50.88,23.92,2.43
DICIEMBRE,4,21,0.0240,0.0129,0.0107,1.0550,26,18.11,3.75,62.91,27.14,2.51
DICIEMBRE,4,22,0.0180,0.0050,0.0127,1.0269,33,16.35,3.03,87.81,32.24,2.71
DICIEMBRE,4,23,0.0207,0.0035,0.0094,1.0482,27,15.14,3.51,81.79,36.62,2.75
DICIEMBRE,5,0,0.0112,0.0035,0.0161,1.0334,29,14.55,3.59,80.69,38.53,2.68
DICIEMBRE,5,1,0.0119,0.0044,0.0136,1.0001,27,13.17,2.56,81.31,42.82,2.84
DICIEMBRE,5,2,0.0120,0.0036,0.0112,0.9218,18,11.27,2.57,100.89,49.78,2.94
DICIEMBRE,5,3,0.0084,0.0115,0.0144,0.9589,30,10.07,2.41,108.03,54.38,2.97
DICIEMBRE,5,4,0.0088,0.0079,0.0134,0.9625,36,9.71,2.17,100.13,57.20,3.08
DICIEMBRE,5,5,0.0009,0.0054,0.0199,1.0074,32,8.76,1.76,83.31,61.01,3.13
DICIEMBRE,5,6,0.0022,0.0061,0.0210,1.0701,35,8.44,1.63,64.32,65.88,3.13
DICIEMBRE,5,7,NA,0.0050,0.0201,1.1287,39,7.67,2.14,128.46,69.23,3.36
DICIEMBRE,5,8,0.0021,0.0058,0.0184,1.2272,38,8.28,2.17,112.83,71.47,58.66
DICIEMBRE,5,9,0.0065,0.0067,0.0160,1.1818,36,11.62,2.82,102.75,63.12,243.14
DICIEMBRE,5,10,0.0152,0.0067,0.0130,1.0894,41,15.22,3.13,103.10,52.29,441.16
DICIEMBRE,5,11,0.0258,0.0073,0.0087,0.9795,29,19.25,2.44,119.69,40.53,601.39
DICIEMBRE,5,12,0.0392,0.0057,0.0078,0.9858,22,22.94,1.72,210.84,32.56,709.20
DICIEMBRE,5,13,0.0469,0.0042,0.0050,0.9519,32,23.69,3.06,240.32,30.63,650.58
DICIEMBRE,5,14,0.0523,0.0039,0.0057,0.9645,23,24.26,3.15,260.29,29.87,616.85
DICIEMBRE,5,15,0.0563,0.0038,0.0073,1.0400,21,25.81,3.07,256.09,25.26,549.07
DICIEMBRE,5,16,0.0535,0.0035,0.0055,1.0008,33,25.40,3.43,246.53,24.34,476.58
DICIEMBRE,5,17,0.0529,0.0034,0.0069,1.0603,35,24.21,3.23,259.54,25.67,240.07
DICIEMBRE,5,18,0.0478,0.0034,0.0114,1.1891,30,22.83,3.07,276.98,28.26,91.09
DICIEMBRE,5,19,0.0197,0.0035,0.0327,1.9089,57,20.47,1.72,272.86,31.64,3.20
DICIEMBRE,5,20,0.0111,0.0040,0.0374,2.2948,110,18.98,1.59,197.97,35.88,2.47
DICIEMBRE,5,21,0.0225,0.0040,0.0168,1.3482,105,18.41,1.97,192.35,48.80,2.47
DICIEMBRE,5,22,0.0258,0.0040,0.0172,1.4387,50,17.70,1.69,219.72,46.19,2.51
DICIEMBRE,5,23,0.0161,0.0042,0.0231,1.4805,58,15.88,1.14,165.32,51.59,2.68
DICIEMBRE,6,0,0.0196,0.0044,0.0192,1.3976,62,15.29,1.30,282.33,53.77,2.71
DICIEMBRE,6,1,0.0060,0.0041,0.0292,1.3481,46,14.54,1.51,312.79,55.27,2.74
DICIEMBRE,6,2,0.0012,0.0041,0.0301,1.4888,60,13.41,1.00,246.65,56.41,2.84
DICIEMBRE,6,3,0.0035,0.0041,0.0264,1.2120,65,12.79,1.81,261.00,59.89,2.89
DICIEMBRE,6,4,NA,0.0038,0.0254,1.1706,48,11.75,1.51,238.04,61.73,2.93
DICIEMBRE,6,5,NA,0.0039,0.0245,1.2185,55,10.39,1.07,183.49,64.60,3.01
DICIEMBRE,6,6,NA,0.0041,0.0256,1.3294,62,9.86,0.98,118.61,68.47,2.99
DICIEMBRE,6,7,0.0015,0.0048,0.0261,1.4884,71,9.26,1.06,101.11,74.93,3.20
DICIEMBRE,6,8,0.0020,0.0052,0.0275,1.7023,102,9.36,1.30,128.78,77.71,49.70
DICIEMBRE,6,9,0.0053,0.0048,0.0254,1.5184,99,13.38,2.00,110.40,66.39,228.38
DICIEMBRE,6,10,0.0166,0.0101,0.0192,1.1930,73,16.66,2.17,123.27,58.62,411.65
DICIEMBRE,6,11,0.0357,0.0124,0.0140,1.0962,60,21.03,1.56,181.39,46.44,583.32
DICIEMBRE,6,12,0.0531,0.0084,0.0086,1.0606,43,23.53,1.76,247.67,39.62,694.99
DICIEMBRE,6,13,0.0600,0.0057,0.0071,1.0356,32,24.15,2.20,223.58,35.37,679.87
DICIEMBRE,6,14,0.0668,0.0049,0.0070,1.0444,27,24.39,2.62,178.19,32.75,600.93
DICIEMBRE,6,15,0.0694,0.0045,0.0079,1.0754,35,25.34,2.22,219.56,30.11,607.94
DICIEMBRE,6,16,0.0676,0.0042,0.0069,1.0777,36,25.27,2.17,204.06,28.38,445.41
DICIEMBRE,6,17,0.0683,0.0043,0.0086,1.1009,62,24.97,1.95,247.55,27.60,267.51
DICIEMBRE,6,18,0.0543,0.0051,0.0204,1.4774,51,22.92,2.05,262.79,29.14,77.25
DICIEMBRE,6,19,0.0170,0.0048,0.0520,2.7100,68,20.32,2.14,314.38,34.44,3.15
DICIEMBRE,6,20,0.0044,0.0048,0.0643,2.7064,96,18.87,1.95,318.12,38.31,2.49
DICIEMBRE,6,21,0.0094,0.0051,0.0524,2.2542,104,17.14,1.16,270.48,42.01,2.59
DICIEMBRE,6,22,0.0039,0.0052,0.0498,2.7372,191,15.78,1.55,161.82,46.45,2.67
DICIEMBRE,6,23,0.0042,0.0048,0.0402,1.6396,174,14.31,1.26,140.15,52.65,2.79
DICIEMBRE,7,0,0.0038,0.0055,0.0408,1.6869,112,13.66,1.01,104.86,54.29,2.82
DICIEMBRE,7,1,0.0032,0.0060,0.0396,1.4458,113,12.87,1.93,104.84,57.33,2.85
DICIEMBRE,7,2,0.0047,0.0089,0.0361,1.2763,90,11.74,1.83,133.96,59.98,2.94
DICIEMBRE,7,3,0.0098,0.0125,0.0300,1.2353,80,11.55,1.70,136.53,61.98,2.93
DICIEMBRE,7,4,0.0091,0.0553,0.0298,1.2143,106,11.12,1.25,138.54,62.63,2.95
DICIEMBRE,7,5,0.0084,0.0413,0.0273,1.2065,117,10.40,0.98,169.81,63.70,2.96
DICIEMBRE,7,6,0.0020,0.0240,0.0321,1.3157,101,9.91,1.25,111.90,71.23,3.06
DICIEMBRE,7,7,0.0010,0.0093,0.0327,1.3078,87,8.87,1.69,129.33,73.18,3.26
DICIEMBRE,7,8,0.0019,0.0106,0.0326,1.4223,91,9.06,2.16,116.49,75.83,45.21
DICIEMBRE,7,9,0.0067,0.0079,0.0311,1.4865,95,12.83,2.27,118.50,66.76,192.17
DICIEMBRE,7,10,0.0177,0.0226,0.0283,1.2592,76,16.53,2.74,121.73,55.53,415.20
DICIEMBRE,7,11,0.0407,0.0145,0.0169,1.1017,81,19.32,3.71,113.80,46.87,579.62
DICIEMBRE,7,12,0.0524,0.0106,0.0169,1.1303,64,21.94,2.98,131.38,39.91,680.06
DICIEMBRE,7,13,0.0623,0.0091,0.0121,1.0624,70,24.27,2.19,132.73,33.60,671.97
DICIEMBRE,7,14,0.0714,0.0078,0.0094,1.0716,56,25.51,2.25,244.22,30.44,572.92
DICIEMBRE,7,15,0.0790,0.0060,0.0097,1.1066,43,26.13,2.48,267.71,28.84,609.44
DICIEMBRE,7,16,0.0803,0.0056,0.0088,1.0986,48,26.65,1.66,217.06,27.87,447.72
DICIEMBRE,7,17,0.0700,0.0047,0.0091,1.0786,41,25.90,2.17,214.66,27.93,270.08
DICIEMBRE,7,18,0.0522,0.0041,0.0197,1.4087,45,23.83,2.44,294.66,30.17,77.42
DICIEMBRE,7,19,0.0147,0.0045,0.0544,2.8621,60,20.92,1.26,309.09,33.71,3.48
DICIEMBRE,7,20,0.0067,0.0050,0.0571,2.7475,99,19.35,1.16,199.49,39.02,2.43
DICIEMBRE,7,21,0.0074,0.0060,0.0537,3.4451,229,17.80,1.61,202.51,44.38,2.56
DICIEMBRE,7,22,0.0036,0.0055,0.0526,2.9940,193,17.00,1.39,276.54,45.80,2.67
DICIEMBRE,7,23,0.0095,0.0046,0.0336,1.8023,112,15.81,1.26,242.06,46.71,2.70
DICIEMBRE,8,0,0.0041,0.0047,0.0382,2.2240,88,14.90,1.32,295.21,50.25,2.71
DICIEMBRE,8,1,0.0013,0.0048,0.0400,1.5819,95,13.37,1.39,281.85,53.85,2.86
DICIEMBRE,8,2,0.0011,0.0051,0.0349,1.5924,91,11.86,1.11,183.78,56.48,2.93
DICIEMBRE,8,3,0.0005,0.0053,0.0337,1.4522,97,11.48,1.09,261.12,55.87,2.90
DICIEMBRE,8,4,0.0126,0.0050,0.0296,1.2736,75,10.39,1.43,114.75,65.06,2.99
DICIEMBRE,8,5,0.0425,0.0047,0.0288,1.2735,77,8.96,1.47,130.97,69.16,3.07
DICIEMBRE,8,6,0.0133,0.0119,0.0278,1.1645,84,8.72,1.55,113.97,72.11,3.07
DICIEMBRE,8,7,0.0191,0.0105,0.0267,1.3303,110,8.00,1.83,110.02,74.07,3.37
DICIEMBRE,8,8,0.0037,0.0064,0.0295,1.5253,88,9.08,2.10,107.91,70.32,52.86
DICIEMBRE,8,9,0.0129,0.0068,0.0280,1.4503,96,12.63,2.26,124.82,61.49,249.77
DICIEMBRE,8,10,0.0197,0.0219,0.0223,1.2560,92,16.69,2.80,120.89,51.37,428.67
DICIEMBRE,8,11,0.0308,0.0088,0.0128,1.0656,62,20.18,2.24,135.90,42.71,601.73
DICIEMBRE,8,12,0.0428,0.0059,0.0115,1.0558,52,23.89,1.63,176.38,33.31,715.79
DICIEMBRE,8,13,0.0575,0.0056,0.0101,1.0784,46,25.62,1.98,232.40,28.64,673.42
DICIEMBRE,8,14,0.0623,0.0049,0.0085,1.0356,39,26.95,1.73,196.22,22.36,583.44
DICIEMBRE,8,15,0.0549,0.0039,0.0080,1.0261,28,27.09,2.95,262.32,17.92,632.43
DICIEMBRE,8,16,0.0576,0.0039,0.0079,1.0259,35,27.30,2.61,283.06,16.61,493.77
DICIEMBRE,8,17,0.0570,0.0036,0.0087,1.0286,31,26.83,2.46,284.97,16.31,289.97
DICIEMBRE,8,18,0.0358,0.0036,0.0258,1.4325,36,24.86,2.10,302.12,16.34,87.72
DICIEMBRE,8,19,0.0061,0.0044,0.0518,3.4670,65,21.24,1.45,323.89,19.65,3.46
DICIEMBRE,8,20,0.0064,0.0062,0.0514,3.4587,122,18.98,1.13,183.83,23.59,2.44
DICIEMBRE,8,21,0.0030,0.0061,0.0484,2.9568,181,16.98,1.55,231.72,29.50,2.67
DICIEMBRE,8,22,0.0026,0.0057,0.0463,2.8076,178,15.66,1.42,167.89,33.55,2.70
DICIEMBRE,8,23,0.0044,0.0050,0.0385,2.4234,185,15.04,1.65,284.12,36.11,2.78
DICIEMBRE,9,0,0.0065,0.0043,0.0297,1.5737,91,14.12,1.70,261.58,37.00,2.77
DICIEMBRE,9,1,0.0021,0.0046,0.0338,1.5907,80,12.40,1.01,216.68,41.68,2.83
DICIEMBRE,9,2,NA,0.0050,0.0326,1.6356,102,11.29,0.98,116.33,48.00,2.96
DICIEMBRE,9,3,0.0072,0.0056,0.0334,1.4582,97,10.10,0.98,57.10,47.53,3.05
DICIEMBRE,9,4,0.0020,0.0065,0.0302,1.4696,88,9.48,0.98,100.62,57.21,2.98
DICIEMBRE,9,5,0.0019,0.0066,0.0309,1.4775,88,8.49,1.06,128.02,58.95,3.01
DICIEMBRE,9,6,0.0012,0.0089,0.0293,1.3394,86,8.11,1.72,120.94,59.97,3.12
DICIEMBRE,9,7,0.0013,0.0144,0.0301,1.4692,93,7.50,1.67,103.02,64.19,3.25
DICIEMBRE,9,8,0.0017,0.0114,0.0300,1.5975,127,7.97,1.58,121.28,63.17,47.90
DICIEMBRE,9,9,0.0050,0.0325,0.0306,1.5776,116,11.82,2.10,126.83,53.33,239.07
DICIEMBRE,9,10,0.0166,0.0209,0.0249,1.3043,136,16.26,2.20,112.00,43.57,431.69
DICIEMBRE,9,11,0.0342,0.0114,0.0178,1.1052,83,20.48,1.66,134.67,35.24,593.38
DICIEMBRE,9,12,0.0491,0.0166,0.0120,1.0628,52,23.77,1.56,216.73,28.85,703.40
DICIEMBRE,9,13,0.0520,0.0106,0.0119,1.0880,51,25.51,2.18,252.84,22.57,693.45
DICIEMBRE,9,14,0.0567,0.0075,0.0104,1.0428,41,25.99,2.73,270.07,19.93,579.28
DICIEMBRE,9,15,0.0665,0.0072,0.0101,1.0473,36,26.48,2.96,267.37,19.01,617.00
DICIEMBRE,9,16,0.0655,0.0062,0.0071,0.9874,29,26.47,2.47,243.99,19.76,465.91
DICIEMBRE,9,17,0.0582,0.0058,0.0090,1.0550,29,25.90,2.67,271.85,19.84,284.65
DICIEMBRE,9,18,0.0492,0.0057,0.0124,1.1698,32,23.71,1.84,240.15,21.39,68.76
DICIEMBRE,9,19,0.0204,0.0060,0.0378,2.3528,76,20.16,0.98,185.37,25.46,3.49
DICIEMBRE,9,20,0.0062,0.0085,0.0497,5.2421,215,18.32,1.09,258.90,25.27,2.55
DICIEMBRE,9,21,0.0028,0.0077,0.0495,3.7488,201,17.03,1.18,229.49,33.73,2.63
DICIEMBRE,9,22,0.0033,0.0077,0.0462,3.9454,187,15.62,1.40,262.85,37.20,2.71
DICIEMBRE,9,23,0.0036,0.0079,0.0415,2.6423,147,14.83,2.12,250.50,41.35,2.77
DICIEMBRE,10,0,0.0053,0.0065,0.0338,1.5982,101,14.25,2.05,246.04,40.61,2.77
DICIEMBRE,10,1,0.0110,0.0060,0.0271,1.2723,93,14.09,2.05,272.59,38.19,2.81
DICIEMBRE,10,2,0.0032,0.0060,0.0321,1.3533,70,12.12,1.10,244.79,40.17,2.88
DICIEMBRE,10,3,0.0035,0.0067,0.0317,1.6275,96,10.71,1.00,186.54,46.22,3.00
DICIEMBRE,10,4,0.0309,0.0077,0.0325,1.4953,131,9.51,1.09,131.98,53.17,3.02
DICIEMBRE,10,5,0.0062,0.0075,0.0315,1.2287,108,8.52,1.21,119.18,56.51,3.16
DICIEMBRE,10,6,0.0232,0.0199,0.0322,1.4058,114,7.92,1.56,103.30,61.14,3.07
DICIEMBRE,10,7,0.0164,0.0096,0.0305,1.4712,133,6.83,1.26,117.62,66.10,3.19
DICIEMBRE,10,8,0.0248,0.0089,0.0302,1.8376,125,7.22,1.82,113.99,65.03,58.29
DICIEMBRE,10,9,0.0075,0.0380,0.0292,1.4737,150,11.04,2.25,134.04,55.64,237.41
DICIEMBRE,10,10,0.0184,0.0366,0.0283,1.3645,122,14.36,2.42,110.15,45.07,344.23
DICIEMBRE,10,11,0.0364,0.0124,0.0183,1.1721,88,19.47,1.46,177.84,35.60,549.93
DICIEMBRE,10,12,0.0456,0.0141,0.0171,1.1356,63,22.47,2.19,249.72,29.53,704.69
DICIEMBRE,10,13,0.0475,0.0078,0.0099,1.0591,44,24.02,3.07,285.23,21.35,701.60
DICIEMBRE,10,14,0.0504,0.0066,0.0089,1.0282,39,24.38,4.01,271.51,20.98,588.37
DICIEMBRE,10,15,0.0568,0.0062,0.0078,1.0200,39,25.06,4.05,254.68,20.33,630.28
DICIEMBRE,10,16,0.0575,0.0060,0.0080,1.0135,44,25.33,3.76,261.43,19.93,480.53
DICIEMBRE,10,17,0.0520,0.0059,0.0081,0.9991,42,25.18,3.51,253.90,19.84,291.87
DICIEMBRE,10,18,0.0428,0.0049,0.0131,1.1324,48,23.59,2.95,235.63,19.93,94.11
DICIEMBRE,10,19,0.0328,0.0045,0.0194,1.3042,70,20.13,2.65,232.23,22.78,3.46
DICIEMBRE,10,20,0.0169,0.0047,0.0324,1.7430,78,18.02,2.08,247.37,25.04,2.50
DICIEMBRE,10,21,0.0155,0.0048,0.0340,1.8595,92,15.72,1.58,239.33,28.00,2.67
DICIEMBRE,10,22,0.0064,0.0052,0.0392,2.2681,113,14.31,1.86,245.97,30.69,2.78
DICIEMBRE,10,23,0.0061,0.0049,0.0362,2.0530,97,13.26,1.09,257.77,33.14,2.83
DICIEMBRE,11,0,0.0080,0.0052,0.0347,2.3967,104,11.83,1.05,271.89,35.92,2.87
DICIEMBRE,11,1,0.0048,0.0058,0.0325,2.4409,125,10.35,1.02,194.52,44.11,3.03
DICIEMBRE,11,2,NA,0.0066,0.0305,2.0563,117,9.48,1.15,262.05,43.43,2.99
DICIEMBRE,11,3,0.0014,0.0061,0.0272,1.4807,98,8.89,1.25,202.92,48.41,3.14
DICIEMBRE,11,4,0.0025,0.0051,0.0278,1.4702,93,6.95,1.13,99.48,57.26,3.12
DICIEMBRE,11,5,0.0025,0.0050,0.0262,1.3740,82,6.71,1.06,185.18,55.15,3.17
DICIEMBRE,11,6,0.0029,0.0055,0.0268,1.5131,90,5.67,1.65,119.86,64.35,3.13
DICIEMBRE,11,7,0.0019,0.0060,0.0271,1.4932,97,4.68,1.78,115.44,68.45,3.29
DICIEMBRE,11,8,0.0023,0.0080,0.0273,1.6800,112,5.53,1.45,120.32,66.32,49.34
