DATOS HORARIOS 2013_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2013,MZO,1,0,16.44,11.25,14.3,0.79,26.58,2.67,210.55,21.47,41.8,627.49,,,
2013,MZO,1,1,10.64,11.87,15.2,0.72,27.24,1.17,109.62,20.25,44.8,627.48,,,
2013,MZO,1,2,8.59,13.25,16.1,0.64,31.63,1.32,66.87,18.65,48.6,627.56,,,
2013,MZO,1,3,12.97,39.5,14.4,0.61,74.26,4.28,80.67,14.97,60.12,627.6,,,
2013,MZO,1,4,17.3,64.01,11.6,0.55,75.74,5.59,76.9,13.06,65.1,627.38,,,
2013,MZO,1,5,18.69,71.9,10.2,0.53,52.9,4.79,75.26,11.58,64.99,627.43,,,
2013,MZO,1,6,15.2,97.22,12.2,0.56,46.68,3.99,68,11.14,67.05,627.77,,,
2013,MZO,1,7,13.61,75.75,12.8,0.73,41.65,3.95,78.72,10.52,68.98,628.1,,,
2013,MZO,1,8,12.85,71.6,12.9,0.83,54.16,3.86,72.94,10.05,72.05,628.74,,,
2013,MZO,1,9,12.05,95.93,15.1,0.76,70.67,3.81,64.11,11.22,69.04,629.64,,,
2013,MZO,1,10,17.67,77.15,13.7,0.83,53.59,4.1,55.85,11.7,64.65,630.38,,,
2013,MZO,1,11,24.98,34.82,11.0,0.97,41.3,3.52,23.26,12.45,61.57,630.71,,,
2013,MZO,1,12,28.77,17.25,9.0,0.61,31.92,3.01,29.25,13.31,59.3,630.65,,,
2013,MZO,1,13,32.26,14.75,8.8,0.55,29.22,2.71,9.58,14.92,54.35,629.9,,,
2013,MZO,1,14,38.4,14.88,9.8,0.51,35.42,2.31,4.76,16.18,51.19,629,,,
2013,MZO,1,15,40.04,15.61,8.8,0.61,37.93,2.05,10.46,22.44,33.95,625.28,,,
2013,MZO,1,16,38.9,15.51,11.1,0.53,39.63,2.17,14.91,25.42,23.67,621.78,,,
2013,MZO,1,17,38.55,12.57,10.4,0.49,42.68,3.8,10.8,24.78,23.02,621.86,,,
2013,MZO,1,18,39.35,12.18,9.5,0.57,56.55,4.96,23.09,23.91,22.71,622.2,,,
