DATOS HORARIOS 2013_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2013,ENE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2013,ENE,1,1,13.01,13.29,NA,0.25,60.1,3.05,264.87,13.68,88.69,628.53,,,
2013,ENE,1,2,9.92,12.98,6.7,0.26,37.79,2.36,264.75,13.62,89.32,628.33,,,
2013,ENE,1,3,9.99,12.86,6.9,0.27,32.86,2.3,262.78,13.7,88.48,627.9,,,
2013,ENE,1,4,9.77,12.7,7.0,0.25,26.42,1.82,261.32,13.67,88.18,627.5,,,
2013,ENE,1,5,9.83,12.6,6.9,0.25,19.19,1.53,247.54,13.66,87.46,627.17,,,
2013,ENE,1,6,7.32,12.59,8.5,0.31,21.49,1.02,223.25,13.55,88.11,627.09,,,
2013,ENE,1,7,7.23,12.81,8.8,0.37,44.69,0.99,215.52,13.64,87.6,627.04,,,
2013,ENE,1,8,6.81,12.85,9.1,0.52,33.59,0.96,240.09,13.68,87.41,627.17,,,
2013,ENE,1,9,11.06,12.71,8.2,0.37,23.03,1.24,252.07,14.2,84.72,627.57,,,
2013,ENE,1,10,12.19,12.34,6.6,0.38,23.95,1.26,252.85,14.62,83.18,627.94,,,
2013,ENE,1,11,14.67,12.19,6.0,0.37,12,0.97,257.61,15.58,77.11,628.05,,,
2013,ENE,1,12,16.47,12.35,NA,0.35,9.21,1.12,296.04,16.39,71.97,627.67,,,
2013,ENE,1,13,17.68,20.82,NA,0.39,11.93,1.08,316.91,16.87,69.67,626.96,,,
2013,ENE,1,14,19.86,33.85,8.7,0.48,27.5,0.77,326.4,17.6,67.86,626.09,,,
2013,ENE,1,15,19.43,26.2,9.8,0.51,45.27,0.79,245.46,17.69,67.26,625.58,,,
2013,ENE,1,16,23.69,27,8.6,0.47,43.38,1.88,246.72,18.25,66.01,625.22,,,
2013,ENE,1,17,22.08,18.32,7.1,0.36,34.29,2.33,257.31,17.87,68.85,625.19,,,
2013,ENE,1,18,18.02,15.64,8.6,0.41,35.87,2.33,254.51,17.24,71.36,625.44,,,
2013,ENE,1,19,10.17,15.67,12.4,0.64,44.69,1.77,258.9,16.56,73.65,625.4,,,
2013,ENE,1,20,6.11,16.11,13.3,0.98,54.1,1.76,239.2,16.13,74.9,625.66,,,
2013,ENE,1,21,4.87,15.49,13.5,0.90,56.14,1.29,278.44,15.5,76.69,625.95,,, 
2013,ENE,1,22,4.72,15.21,13.0,1.03,60.82,0.9,257.84,15.26,76.6,626.18,,,
2013,ENE,1,23,4.17,16.43,13.3,1.50,82.36,0.8,217.33,15.05,77.71,626.45,,,
2013,ENE,2,0,4.3,14.76,13.1,1.09,65.48,1,203.09,14.5,80.8,626.47,,,
2013,ENE,2,1,4.33,13.93,13.3,0.81,48.61,0.89,279.35,14.57,81.83,626.37,,,
2013,ENE,2,2,5.07,13.39,12.2,0.67,39.89,0.96,252.76,14.45,82.29,626.25,,,
2013,ENE,2,3,5.02,12.92,11.4,0.63,34.79,1.21,229.71,14.29,82.75,626.2,,,
2013,ENE,2,4,5.28,12.49,10.2,0.61,30.61,1.29,251.73,13.95,84.62,626.16,,,
2013,ENE,2,5,8.98,12.45,NA,0.48,NA,2.06,263.88,13.57,86.5,626.07,,,
2013,ENE,2,6,12.37,12.22,NA,0.38,NA,1.1,255.18,13.17,87.34,625.74,,,
2013,ENE,2,7,5.95,12.76,9.6,0.66,19.47,1.4,218.59,13.25,87.6,626.3,,,
2013,ENE,2,8,4.63,13.28,9.7,0.82,16.28,1.32,67.86,13.14,89.32,626.75,,,
2013,ENE,2,9,6.26,28.5,9.7,1.02,23.09,2.13,75,14.05,86.38,626.66,,,
2013,ENE,2,10,9.19,46.96,9.9,0.76,39.07,2.71,85.85,15.16,77.52,626.78,,,
2013,ENE,2,11,13.38,16.51,7.4,0.76,14.43,2.75,108.95,16.23,66.84,626.77,,,
2013,ENE,2,12,17.52,14.28,6.4,0.66,34.96,5.37,118.86,17.99,57.92,626.39,,,
2013,ENE,2,13,18.55,13.55,7.3,0.71,19.96,3.24,149.67,19.48,53.84,625.63,,,
2013,ENE,2,14,16.43,13.9,8.9,0.87,23.28,2.51,206.13,19.92,54.54,625.06,,,
2013,ENE,2,15,16.65,13.52,8.4,0.90,15.05,2.51,136.71,20.22,51.24,624.62,,,
2013,ENE,2,16,15.14,13.22,7.9,0.78,40.72,4.33,118.08,19.86,49.68,624.61,,,
2013,ENE,2,17,13.87,13.34,8.4,0.81,38.19,4.2,125.73,19.9,49.31,624.82,,,
2013,ENE,2,18,13.03,13.04,7.9,0.75,45.58,4.51,131.76,19.47,51.51,625.11,,,
2013,ENE,2,19,8.59,14.14,9.8,1.16,42.75,2.69,170.02,18.75,56.47,625.54,,,
2013,ENE,2,20,7.67,14.52,10.7,1.19,55.22,2.5,193.38,17.89,64.48,626.07,,,
2013,ENE,2,21,5.54,14.56,11.1,1.09,38.24,1.39,252.36,16.19,76.83,626.48,,,
2013,ENE,2,22,4.82,14.81,13.2,1.17,34.5,0.96,240.47,15.27,79.56,626.96,,,
2013,ENE,2,23,4.75,14.72,11.0,0.92,35.68,2.02,238.75,14.98,81.79,627.48,,,
2013,ENE,3,0,15.02,12.8,NA,0.49,NA,3.81,262.89,13.67,79.76,627.79,,,
2013,ENE,3,1,20,11.49,NA,0.31,3.14,2.93,260.6,12.6,79.73,627.89,,,
2013,ENE,3,2,16.93,11.18,NA,0.27,9.1,3.04,242.33,12.07,85,628.08,,,
2013,ENE,3,3,16.07,11.29,NA,0.25,NA,2.21,237.95,11.7,86.65,627.69,,,
2013,ENE,3,4,14.3,11.14,NA,0.30,NA,1.43,235.85,11.52,86.86,627.31,,,
2013,ENE,3,5,10.73,10.96,6.8,0.31,4.63,1.02,231.43,11.06,89.06,627.16,,,
2013,ENE,3,6,12.79,10.92,6.9,0.34,4.28,0.86,189.81,11.21,86.77,627.27,,,
2013,ENE,3,7,9.39,11.43,9.9,0.47,9.24,0.89,72.23,11.4,85,627.44,,,
2013,ENE,3,8,4.58,15.35,11.0,0.70,22.51,0.72,0.16,11.33,85.61,627.82,,,
2013,ENE,3,9,9.14,22.76,9.7,0.75,32.08,1.59,91.06,13.12,79.56,628.19,,,
2013,ENE,3,10,11.25,87.68,9.4,0.76,50.87,2.79,87.01,14.69,73.33,628.57,,,
2013,ENE,3,11,14.15,103.95,9.5,0.70,63.71,2.61,87.73,16.42,66.46,628.41,,,
2013,ENE,3,12,17.98,41.31,8.3,0.61,NA,2,85.62,18.33,59.69,627.89,,,
2013,ENE,3,13,22.13,15.77,7.0,0.70,16.29,1.69,139.24,19.84,54.59,627.02,,,
2013,ENE,3,14,24.94,15.29,7.6,0.72,NA,1.5,355.87,21.12,51.15,626.15,,,
2013,ENE,3,15,25.18,13.52,7.8,0.68,19.31,2.48,238.28,21.73,49.03,625.62,,,
2013,ENE,3,16,26.55,13.06,7.2,0.59,23.8,2.34,310.09,21.97,48.77,625.39,,,
2013,ENE,3,17,27.33,12.58,7.6,0.55,24.74,2.56,286.75,22.56,47.21,625.34,,,
2013,ENE,3,18,24.8,12.23,8.1,0.56,22.87,2.92,306.59,22.05,47.38,625.65,,,
2013,ENE,3,19,17.8,12.72,9.6,0.67,36.15,3.01,24.25,20.57,51.67,626.13,,,
2013,ENE,3,20,17.63,31.32,9.3,0.57,25.92,3.97,72.76,17.79,62.63,627.17,,,
2013,ENE,3,21,16,73.04,9.1,0.47,20.79,3.57,54.55,16.64,65.18,627.74,,,
2013,ENE,3,22,11.89,22.26,10.6,0.65,20.51,1.7,25.02,15.96,69.06,628.17,,,
2013,ENE,3,23,9.83,29.32,10.3,0.48,25.31,3.27,76.15,14.8,78.29,628.59,,,
2013,ENE,4,0,9.07,78.46,11.4,0.42,33.27,3.32,63.28,14.49,79.07,628.77,,,
2013,ENE,4,1,9.59,80.45,9.3,0.38,31.4,3.26,67.76,13.66,78.01,628.82,,,
2013,ENE,4,2,7.66,97.24,11.2,0.30,33.51,3.67,60.51,13.12,78.16,628.69,,,
2013,ENE,4,3,9.39,112.19,9.0,0.29,24.38,4.08,58.05,12.68,78.91,628.48,,,
2013,ENE,4,4,8.11,98.02,9.6,0.28,27.45,3.53,66.24,12.06,80.6,628.39,,,
2013,ENE,4,5,8.12,90,9.5,0.25,26.89,4.36,59.51,11.65,81.68,628.29,,,
2013,ENE,4,6,9.04,106.51,8.2,0.35,23.59,2.57,57.23,11.54,81.96,628.57,,,
