DATOS HORARIOS 2013_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2013,MAY,1,0,24.94,12.48,17.8,NA,65.87,1.21,228.03,23.59,NA,621.16,,,
2013,MAY,1,1,21.76,13.6,18.6,NA,78.02,1.17,332.74,21.96,1.51,620.96,,,
2013,MAY,1,2,22.5,12.51,17.3,NA,71.72,0.76,280.78,21.15,4.18,620.66,,,
2013,MAY,1,3,19,12.29,18.4,NA,77.86,0.83,262.21,20.56,7.65,620.4,,,
2013,MAY,1,4,15.02,11.95,20.2,NA,75.08,1.53,254.66,19.36,10.4,620.45,,,
2013,MAY,1,5,12.03,12.15,21.3,NA,69.84,1.39,235.93,18.85,10.68,620.77,,,
2013,MAY,1,6,12.05,14.16,22.5,NA,93.31,1.71,208.91,18.75,11.83,621.16,,,
2013,MAY,1,7,11.73,12.46,23.2,NA,92.51,1.61,242.46,18.23,11.85,621.71,,,
2013,MAY,1,8,11.4,14.08,26.6,NA,133.35,1.17,262.12,18.78,7.91,622.25,,,
2013,MAY,1,9,16.51,12.7,25.5,NA,163.08,1.83,244.87,21.43,7.67,622.59,,,
2013,MAY,1,10,25.13,12.51,19.3,NA,104.86,2.64,248.09,23.4,9.2,622.77,,,
2013,MAY,1,11,30.22,12.58,15.8,NA,96.98,2.58,248.85,24.67,10.88,622.73,,,
2013,MAY,1,12,33.13,12.43,16.3,NA,84.45,2.23,228.45,26.54,7.76,622.36,,,
2013,MAY,1,13,32.9,12.03,15.6,NA,66.09,2.69,249.62,28.53,NA,621.82,,,
2013,MAY,1,14,32.34,11.94,14.1,NA,51.17,2.97,231.43,29.95,NA,621.13,,,
2013,MAY,1,15,31.26,11.86,12.2,NA,59.96,3.65,258.74,31.01,NA,620.54,,,
2013,MAY,1,16,34.44,11.82,11.2,NA,49.59,3.31,242.75,31.86,NA,619.94,,,
2013,MAY,1,17,33.19,11.92,10.7,NA,49.07,2.8,221.06,32.65,NA,619.58,,,
2013,MAY,1,18,34.68,11.76,11.0,NA,58.69,2.09,224.44,32.74,NA,619.34,,,
2013,MAY,1,19,32.2,11.96,12.2,NA,46.93,1.71,202.18,32.71,NA,619.48,,,
2013,MAY,1,20,24.17,12.49,19.8,NA,77.3,2.48,176.16,30.84,NA,619.81,,,
2013,MAY,1,21,21.26,12.88,23.3,NA,87.11,2.52,178.66,29.25,NA,620.21,,, 
2013,MAY,1,22,23.24,12.55,22.1,NA,76.86,2.54,191.91,27.8,NA,620.65,,,
2013,MAY,1,23,20.29,12.4,21.1,NA,96.69,1.12,250.48,25.38,NA,621.15,,,
2013,MAY,2,0,15.03,12.68,23.4,NA,89.48,1.01,299.06,24.18,NA,621.64,,,
2013,MAY,2,1,18.47,12.79,22.6,NA,78.52,1.13,341.62,23.37,NA,621.59,,,
2013,MAY,2,2,16.96,22.79,21.7,NA,96.47,1.43,72.38,22.02,1.97,621.56,,,
2013,MAY,2,3,13.95,19.4,20.1,NA,104.94,2.14,88.64,20.95,5.46,621.24,,,
2013,MAY,2,4,13.39,18.08,17.1,NA,106.58,1.59,96.15,19.73,8.89,621.05,,,
2013,MAY,2,5,16.02,14.08,17.1,NA,86.76,1.27,101.07,19.58,10.26,621.12,,,
2013,MAY,2,6,14.49,19.38,17.1,NA,116.7,2.15,82.4,18.86,19.34,621.5,,,
2013,MAY,2,7,12.42,29.82,19.0,NA,131.05,2.26,69.44,18.58,25.74,622.07,,,
2013,MAY,2,8,13.28,34.58,21.7,NA,131.28,2.38,73.51,20.63,26.36,622.5,,,
2013,MAY,2,9,15.27,48.6,13.0,NA,155.45,2.97,79.3,22.07,28.85,622.72,,,
2013,MAY,2,10,24.33,52.74,7.5,NA,146,2.58,87.66,25.43,24.55,622.82,,,
2013,MAY,2,11,28.38,33.18,12.3,NA,92.93,2.47,101.55,27.31,14.53,622.57,,,
2013,MAY,2,12,34.82,39.96,13.0,NA,88.37,1.82,152.64,29.45,4.76,622.26,,,
2013,MAY,2,13,35.2,23.33,15.7,NA,61.78,1.85,205.46,30.86,NA,621.58,,,
2013,MAY,2,14,39.1,14.3,12.4,NA,57.77,2.37,219.79,31.71,NA,620.69,,,
2013,MAY,2,15,35.89,13.32,11.0,NA,37.01,2.31,189.21,32.83,NA,619.89,,,
2013,MAY,2,16,36.09,12.62,11.2,NA,35.81,2.19,206.4,33.7,NA,619.49,,,
2013,MAY,2,17,36.72,12.65,11.2,NA,33.28,2.35,239.8,34.14,NA,619.11,,,
2013,MAY,2,18,38.27,12.81,11.4,NA,39.17,2,249.11,33.87,NA,618.96,,,
2013,MAY,2,19,32.1,13.02,15.7,NA,51.62,2.3,208.33,33.38,NA,619.06,,,
2013,MAY,2,20,19.74,13.76,23.9,NA,75.97,1.38,199.72,32.22,NA,619.36,,,
2013,MAY,2,21,16.17,16.26,27.4,NA,217.84,3.54,32.17,29.41,NA,620.5,,,
2013,MAY,2,22,25.99,28.98,9.7,NA,417.71,8.02,50.21,26.14,23.61,621.7,,,
2013,MAY,2,23,26.6,40.74,4.1,NA,181.02,8.28,53.03,24.31,27.92,622.48,,,
2013,MAY,3,0,26.97,52.66,4.4,NA,124.65,6.43,47.63,23.47,32.36,622.89,,,
2013,MAY,3,1,24.33,39.83,6.7,NA,97.19,6.37,46.97,22.79,39.84,622.96,,,
2013,MAY,3,2,18.75,42.01,8.7,NA,91.39,6,34.48,21.59,46.22,622.85,,,
2013,MAY,3,3,15.23,42.79,12.2,NA,53.81,5.23,31.87,20.68,49.13,622.82,,,
2013,MAY,3,4,18.22,33.67,12.0,NA,22.68,5.26,44.25,20.4,46.39,622.84,,,
2013,MAY,3,5,21.2,35.05,6.5,NA,18.42,5.9,51.76,19.66,47.2,622.8,,,
2013,MAY,3,6,22.06,39.82,5.7,NA,16.07,5.6,50.6,18.96,48.65,623.11,,,
2013,MAY,3,7,20.88,44.41,6.6,NA,28.75,5.18,51.86,18.48,47.02,623.53,,,
2013,MAY,3,8,20.57,51.43,7.0,NA,34.89,5.98,54.88,18.65,44.28,623.92,,,
2013,MAY,3,9,23.88,46.25,3.2,NA,66.05,6.01,51.41,19.82,40.05,624.04,,,
2013,MAY,3,10,27.17,51.66,2.0,NA,70.61,5.63,52.71,21.44,35.7,623.92,,,
2013,MAY,3,11,27.09,36.85,6.2,NA,109.56,4.71,60.4,23.55,30.05,623.49,,,
2013,MAY,3,12,28.74,32.22,7.4,NA,78.24,3.52,68.49,25.72,22.37,622.96,,,
2013,MAY,3,13,30.58,24.45,8.6,NA,94.75,3.11,85.05,27.19,17.92,622.23,,,
2013,MAY,3,14,34.98,19.54,9.4,NA,79.65,1.89,95.33,28.97,11.97,621.34,,,
2013,MAY,3,15,37.73,17.29,11.5,NA,70.61,1.67,49.47,30.68,6.74,620.45,,,
2013,MAY,3,16,35.52,14.23,13.7,NA,81.02,2.35,239.2,31.75,3.32,619.51,,,
