DATOS HORARIOS 2013_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2013,SEP,1,0,16.25,12.2,12.9,NA,56.88,1.93,120.38,22.15,64.69,622.69,,,
2013,SEP,1,1,17.13,11.89,12.3,NA,42.02,1.74,110.18,21.81,62.82,622.73,,,
2013,SEP,1,2,23.78,25.44,12.8,NA,35.28,2.03,85.67,21.86,59.95,622.47,,,
2013,SEP,1,3,12.15,16.73,14.4,NA,44.54,1.66,286.1,20.42,68.36,622.06,,,
2013,SEP,1,4,9.67,12.29,21.2,NA,47.28,1.29,295.8,19.41,73.6,621.68,,,
2013,SEP,1,5,10.11,11.93,20.4,NA,42.8,1.3,269.47,19.04,74.99,621.6,,,
2013,SEP,1,6,12.3,11.99,17.7,NA,47.6,1.58,145.73,18.93,72.46,621.78,,,
2013,SEP,1,7,8.63,11.98,16.0,NA,55.81,1.1,297.36,18.06,76.63,622.14,,,
2013,SEP,1,8,10.7,12.46,17.5,NA,59.62,1.75,122.59,18.89,73.9,622.54,,,
2013,SEP,1,9,14.92,13.13,10.2,NA,69.28,2.41,122.36,20.52,67.98,622.78,,,
2013,SEP,1,10,23.78,21.57,8.0,NA,49.8,2.63,107.01,22.67,61.31,622.84,,,
2013,SEP,1,11,28.77,28.3,7.4,NA,63.98,2.54,96,23.99,57.44,622.69,,,
2013,SEP,1,12,35.24,24.35,8.2,NA,48.31,2.92,87.93,25.57,50.63,622.29,,,
2013,SEP,1,13,34.64,21.67,6.7,NA,47.78,3.05,96.3,26.63,43.58,621.76,,,
2013,SEP,1,14,35.95,22.16,1.3,NA,56.91,3.76,104.24,27.68,38.14,621.02,,,
2013,SEP,1,15,39.66,22.73,2.5,NA,44.93,3.05,93.81,28.89,35.89,620.21,,,
2013,SEP,1,16,41.31,20.57,3.9,NA,40.51,2.76,101.88,29.58,34.42,619.48,,,
2013,SEP,1,17,47.82,22.13,8.1,NA,49.37,2.45,120.87,29.89,33.55,619,,,
2013,SEP,1,18,44.43,13.73,7.6,NA,39.64,2.25,139.54,29.82,33.02,619.02,,,
2013,SEP,1,19,40.54,12.5,11.0,NA,48.95,1.76,257.75,28.66,37,619.38,,,
2013,SEP,1,20,33.94,11.84,14.9,NA,24.85,3.15,59.59,27.32,26.87,620.01,,,
2013,SEP,1,21,31.38,18.42,12.9,NA,70.3,3.19,59.54,25.62,32.47,620.49,,, 
2013,SEP,1,22,28.29,28.67,11.7,NA,52.12,3.34,54.78,24.53,41.31,621.33,,,
2013,SEP,1,23,26.28,12.45,11.9,NA,39.03,2.35,81.5,23.23,49.53,621.91,,,
2013,SEP,2,0,20.83,29.23,9.6,NA,50.97,3.92,79.63,22.41,54.52,622.2,,,
2013,SEP,2,1,22.89,44.28,7.2,NA,46.75,3.53,79.16,22.09,55.95,622.03,,,
2013,SEP,2,2,21.02,27.19,9.8,NA,40.24,2.34,61.36,21.22,59.71,621.87,,,
2013,SEP,2,3,20.69,16.38,12.8,NA,30.7,2.18,60.3,20.27,63.99,621.99,,,
2013,SEP,2,4,22.37,14.49,12.5,NA,30.76,2.57,54.45,19.91,66.19,621.94,,,
2013,SEP,2,5,22.3,10.95,12.7,NA,27.7,2.18,71.03,19.32,68.37,621.53,,,
2013,SEP,2,6,15.34,15.91,10.5,NA,46.05,2.43,100.39,18.64,71.32,621.75,,,
2013,SEP,2,7,9.97,27.19,8.3,NA,66.97,2.25,91.65,18.23,72.5,622.05,,,
2013,SEP,2,8,7.56,20.56,1.8,NA,77.16,2.28,112.48,18.65,71.57,622.6,,,
2013,SEP,2,9,28.85,56.04,1.2,NA,64.93,3.01,76.24,21.12,63.39,622.91,,,
2013,SEP,2,10,30.75,27.11,NA,NA,37.53,4.56,78.52,22.71,56.65,622.74,,,
2013,SEP,2,11,32.82,25.06,1.7,NA,43.1,4.08,73.49,24.02,52.07,622.38,,,
2013,SEP,2,12,33.74,21.68,3.3,NA,40.98,3.57,91.3,25.41,46.86,622.31,,,
2013,SEP,2,13,38.72,21.82,7.3,NA,41.01,3.08,90.62,26.47,42.82,621.83,,,
2013,SEP,2,14,48.2,21.52,9.6,NA,44.74,3.07,82.71,27.24,39.99,621.08,,,
2013,SEP,2,15,50.23,25.44,4.1,NA,42.46,2.89,76.94,28.08,36.81,619.97,,,
2013,SEP,2,16,46.7,16.89,10.9,NA,37.41,2.73,93.11,29.23,32.68,619.34,,,
2013,SEP,2,17,47.16,22.68,10.8,NA,50.93,2.03,157.01,29.48,32.69,619.13,,,
2013,SEP,2,18,41.08,13.88,11.9,NA,63.51,3.02,198.57,27.76,37.35,619.11,,,
2013,SEP,2,19,25.91,12.87,6.6,NA,67.57,3.37,120.54,23.01,65.21,619.98,,,
2013,SEP,2,20,28.38,16.65,10.2,NA,23.11,3.36,73.48,19.79,68.87,621.06,,,
2013,SEP,2,21,18.21,19.41,9.0,NA,37.14,2.46,118.25,20.26,68.41,621.3,,,
2013,SEP,2,22,17.2,13.03,11.1,NA,29.77,2.25,100.4,19.49,74.91,622.06,,,
2013,SEP,2,23,22.8,11.52,8.4,NA,26.25,1.7,132.11,19.7,74.47,622.61,,,
2013,SEP,3,0,31.63,10.93,10.6,NA,19.93,1.6,121.35,19.64,71.34,622.72,,,
2013,SEP,3,1,28.55,11.53,10.2,NA,24.91,1.52,97.94,19.84,71.66,622.59,,,
2013,SEP,3,2,21.75,14.07,10.6,NA,28.47,2.07,112.12,19.64,74.07,622.15,,,
2013,SEP,3,3,20.69,12.33,5.5,NA,23.62,1.71,102.88,19.21,74.76,621.9,,,
2013,SEP,3,4,20.35,12.28,9.2,NA,26,1.58,116.3,19.25,74,621.89,,,
2013,SEP,3,5,13.11,13,8.2,NA,41.09,2.11,125.48,19.47,74.6,621.6,,,
2013,SEP,3,6,10.36,12.58,5.3,NA,54.3,1.68,120.03,19.23,75.12,621.71,,,
2013,SEP,3,7,7.94,12.94,13.1,NA,64.11,1.14,87.27,19.05,75.42,622.17,,,
2013,SEP,3,8,7.09,14.05,20.3,NA,79.56,1.58,12.85,19.51,74.12,622.36,,,
2013,SEP,3,9,10.08,13.3,22.3,NA,52.87,2.15,74.08,20.01,73.18,622.63,,,
2013,SEP,3,10,19,29.43,9.8,NA,42,2.92,72.03,21.87,63.15,623.03,,,
2013,SEP,3,11,21.8,40.19,NA,NA,42.53,3.23,74.02,22.4,60.84,623.28,,,
2013,SEP,3,12,29.51,30.02,NA,NA,38.43,3.82,74.38,23.59,54.64,622.96,,,
2013,SEP,3,13,30.55,18.97,7.9,NA,41.7,3.18,75.51,24.53,51.08,622.37,,,
2013,SEP,3,14,35.38,24.5,7.5,NA,42.3,3.51,92.41,26.07,43.38,621.56,,,
2013,SEP,3,15,38.76,23.83,5.9,NA,37.58,3.64,86.73,27.04,38.86,620.66,,,
2013,SEP,3,16,33.95,18.71,4.1,NA,48.97,4.2,110.85,26.62,43.76,619.95,,,
2013,SEP,3,17,27.75,12.59,9.3,NA,30.58,3.49,66.45,25.25,49.75,619.88,,,
2013,SEP,3,18,21.7,12.89,7.8,NA,51.49,2.7,129.51,23.19,59.99,619.99,,,
2013,SEP,3,19,11.32,13,12.7,NA,58.88,2.15,222.08,21.46,70.5,620.17,,,
2013,SEP,3,20,9.78,12.69,18.3,NA,53.04,1.42,244.15,21.28,69.97,620.79,,,
2013,SEP,3,21,17.41,12.81,10.8,NA,34.79,3.08,126.18,20.23,73.12,621.65,,,
2013,SEP,3,22,19.42,14.83,5.9,NA,34.77,1.92,120.4,19.76,73.78,622.38,,,
2013,SEP,3,23,20.07,35.55,9.3,NA,42.11,3.17,64.79,20.31,71.55,622.67,,,
2013,SEP,4,0,19.21,17.67,11.0,NA,26.75,2.61,48,20.19,73.52,622.74,,,
2013,SEP,4,1,19.16,22.12,9.9,NA,32.09,3.33,82.03,19.81,74.28,622.83,,,
2013,SEP,4,2,19.99,29,6.4,NA,36.02,2.83,79.68,19.28,74.23,622.67,,,
2013,SEP,4,3,20.82,49.84,6.4,NA,35.87,3.77,71.3,19.34,71.18,622.2,,,
2013,SEP,4,4,24.14,37.47,5.2,NA,24.3,3.71,65.1,19.13,70.74,621.8,,,
2013,SEP,4,5,26.62,14.73,6.6,NA,14.16,3.02,47.49,18.9,70.34,621.63,,,
2013,SEP,4,6,20.82,33.68,8.2,NA,36.64,3.43,48.7,19.32,66.78,621.79,,,
