DATOS HORARIOS 2011_ CRUZ ROJA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
AÑO,MES,DIA,HORA,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,,,
2011,NOV,1,0,35.78,53.66,NA,1.95,38.77,2.72,68.03,14.84,46.15,627.24,,,
2011,NOV,1,1,32.22,49.97,13.58,1.86,41.77,3.06,80.68,13.58,55.3,627.3,,,
2011,NOV,1,2,28.58,61.58,17.16,1.8,38.64,4.13,75.24,12.61,62.18,627.21,,,
2011,NOV,1,3,35.47,94.84,12.56,1.86,31.4,4.27,70.68,12.21,64.01,627.02,,,
2011,NOV,1,4,26.7,101.13,20.87,1.7,35.11,4.38,73.62,11.7,66.3,626.77,,,
2011,NOV,1,5,33.61,63.24,12.61,1.7,29.58,4.23,73.18,10.94,68.57,626.53,,,
2011,NOV,1,6,29.03,49.51,17.37,1.7,29.54,4.5,72.05,10.39,70.58,626.56,,,
2011,NOV,1,7,23.17,72.36,26.87,1.82,36.2,3.33,74.76,9.95,71.93,626.83,,,
2011,NOV,1,8,25.34,34.78,24.04,2.17,45.47,2.5,87.69,9.33,74.72,627.18,,,
2011,NOV,1,9,31.12,76.54,27.8,1.98,46.99,2.61,65.05,11.28,68.39,627.46,,,
2011,NOV,1,10,46.03,48.76,7.39,1.98,34.34,3.31,69.38,13.69,57.74,627.64,,,
2011,NOV,1,11,47.55,66.46,8.65,2.37,39.75,2.1,72.76,15.96,48.15,627.46,,,
2011,NOV,1,12,49.41,51.83,8.15,2.06,35.43,2.32,98.25,17.91,39.04,626.88,,,
2011,NOV,1,13,52.99,43.63,12.15,2.2,40,1.74,131.92,20.2,32.78,626.05,,,
2011,NOV,1,14,57.99,54.41,10.89,2.37,32.87,1.45,4.83,21.99,24.41,625.08,,,
2011,NOV,1,15,58.86,50.02,12.05,2.27,25.02,1.39,171.04,23.99,17.38,624.26,,,
2011,NOV,1,16,60.95,29.61,9.86,1.99,31.62,1.74,113.16,24.92,11.57,623.8,,,
2011,NOV,1,17,53.17,11.72,15.94,2.02,48.86,2.41,152.82,25.08,10.07,623.63,,,
2011,NOV,1,18,48.81,10.67,22.24,2.16,47,2,172.54,25.13,7.32,623.75,,,
2011,NOV,1,19,29.99,11.02,54.56,3.28,97,1.29,191.42,23.45,15.87,623.89,,,
2011,NOV,1,20,19.71,13.99,107.6,4.3,184.82,1,280.4,21.13,21.93,624.28,,,
2011,NOV,1,21,30.92,14.33,28.08,2.28,96.85,2,28.08,19.75,22.64,624.81,,, 
2011,NOV,1,22,32.24,26.56,12.67,1.98,46.78,2.17,36.05,18.57,26.48,625.2,,,
2011,NOV,1,23,23.08,67.43,24.99,2.17,69.41,2.04,82.9,17.14,32.41,625.6,,,
2011,NOV,2,0,22.19,59.34,27.41,1.94,59.73,3.04,78.32,15.6,38.42,625.77,,,
2011,NOV,2,1,28,110.33,20.67,1.84,46.04,3.27,71.99,15.81,40.7,625.73,,,
2011,NOV,2,2,27.48,67.87,18.2,1.76,43.92,3.33,85.07,14.45,47.78,625.8,,,
2011,NOV,2,3,29.87,46.79,11.86,1.75,41.82,2.49,90.6,13.02,52.27,625.85,,,
2011,NOV,2,4,31.37,32.66,7.44,1.77,37.02,2.48,90.6,12.09,55.94,625.82,,,
2011,NOV,2,5,26.75,59.26,12.75,1.75,47.27,2.59,86.87,11.53,60.7,625.86,,,
2011,NOV,2,6,22.7,55.93,12.84,1.79,51.54,2.77,87.19,10.41,66.76,626.09,,,
2011,NOV,2,7,20.1,54.62,19.39,1.98,66.3,2.44,94.63,10.01,72.14,626.52,,,
2011,NOV,2,8,21.56,66.36,25.43,1.95,68.49,2.05,76.29,10.19,69.92,627.09,,,
2011,NOV,2,9,29,84.42,19.49,1.99,78.44,2.76,82.67,11.94,65.47,627.53,,,
2011,NOV,2,10,31.89,89.76,21.9,2.07,82.45,2.16,101.69,14.41,58.7,627.87,,,
2011,NOV,2,11,37.65,43.1,22.28,2.08,69.76,1.69,135.02,17.11,51.3,627.78,,,
2011,NOV,2,12,50.61,14.79,18.54,2.12,44.47,1.33,132.05,19.94,43.12,628.02,,,
2011,NOV,2,13,64.07,15.81,13.1,2.08,63.35,1.93,261.19,21.53,37.44,627.28,,,
2011,NOV,2,14,72.55,14.97,9.57,2,57.92,1.77,264.71,23.51,31.33,626.34,,,
