DATOS MÓVILES 2018_CRUZ ROJA,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
ENE,1,0,37.68,41.01291667,84.65041667,11.89583333,18.20875,3.37875
ENE,1,1,26.43,41.00304348,86.04791667,12.62208333,15.51875,3.415
ENE,1,2,26.03,43.26391304,88.50333333,13.075,12.63125,3.44875
ENE,1,3,22.64,43.59863636,87.75916667,14.86666667,12.16,3.35875
ENE,1,4,16.36,43.21045455,86.37583333,15.76625,13.22125,3.17
ENE,1,5,12.88,42.115,84.37958333,16.19583333,14.49375,2.6875
ENE,1,6,16.79,41.38454545,83,17.57083333,15.2925,2.2975
ENE,1,7,15.43,40.83272727,81.77458333,19.40166667,16.095,2.10625
ENE,1,8,17.77,40.53545455,80.72541667,20.34416667,16.54125,1.9225
ENE,1,9,13,41.24285714,79.70666667,21.78833333,16.96,1.86125
ENE,1,10,8.54,41.13714286,78.6025,23.35625,18.05125,1.7875
ENE,1,11,8.32,40.30333333,77.37958333,24.65375,19.41875,1.7575
ENE,1,12,9.19,39.42380952,75.29625,25.80416667,20.51125,1.73625
ENE,1,13,10.15,38.38,74.19125,26.75916667,21.77875,1.73
ENE,1,14,9.9,37.54190476,74.47458333,27.375,23.83375,1.7225
ENE,1,15,10.59,37.23714286,74.61708333,28.14125,26.06125,1.7125
ENE,1,16,11.82,37.10714286,75.15,28.90208333,28.975,1.7125
ENE,1,17,12.67,37.51095238,75.85041667,29.985,31.46625,1.71875
ENE,1,18,13.68,37.74904762,75.89375,31.07666667,33,1.72625
ENE,1,19,14.16,37.89047619,75.935,32.06958333,33.02875,1.73875
ENE,1,20,12.56,37.82666667,74.785,34.7775,32.3725,1.75
ENE,1,21,10.13,36.66952381,72.39333333,37.00833333,31.07875,1.755
ENE,1,22,13.39,33.05095238,66.39708333,40.305,29.0925,1.82
ENE,1,23,9.72,29.87333333,59.68583333,42.01916667,26.9925,1.82625
ENE,2,0,9.09,24.11380952,50.91791667,42.82166667,24.56125,1.82875
ENE,2,1,9.59,23.33636364,46.15,43.77791667,21.97875,1.82375
ENE,2,2,10.33,19.06272727,40.01125,46.05958333,19.775,1.82125
ENE,2,3,10.47,18.61521739,37.1,45.77666667,18.8675,1.81625
ENE,2,4,10.61,17.34217391,35.66416667,45.3375,18.07375,1.8075
ENE,2,5,10.94,16.79782609,35.08083333,45.435,17.37125,1.805
ENE,2,6,12.35,16.80043478,34.36333333,44.66083333,16.93875,1.74125
ENE,2,7,16.23,16.32086957,33.90625,44.77541667,16.0325,1.73875
ENE,2,8,18.41,16.37043478,34.08416667,45.19333333,14.9025,1.7625
ENE,2,9,17.38,16.37375,34.33166667,44.42083333,13.76625,1.79875
ENE,2,10,17.37,16.07958333,34.71333333,43.24208333,12.85375,1.8325
ENE,2,11,16.88,16.11458333,35.19125,43.19208333,12.39625,1.85625
ENE,2,12,16.42,16.04458333,35.04625,43.27,12.79625,1.88
ENE,2,13,17.19,16.29333333,35.18875,43.63541667,14.17875,1.8975
ENE,2,14,19.58,16.41625,35.25375,43.76291667,16.61625,1.925
ENE,2,15,21.45,16.88958333,35.79208333,43.69541667,20.9875,1.95875
ENE,2,16,19.97,17.40291667,36.03375,43.21375,25.2325,1.95875
ENE,2,17,21.58,17.19833333,35.9775,42.21375,28.7525,1.9575
ENE,2,18,27.04,17.18333333,36.14041667,41.15625,31.45125,1.97875
ENE,2,19,40.03,17.31583333,36.57708333,40.19833333,32.19,2.06875
ENE,2,20,51.28,17.70041667,38.45291667,37.535,30.96625,2.2875
ENE,2,21,46.38,18.96041667,40.15416667,35.28041667,28.90375,2.41375
ENE,2,22,44.45,20.49083333,44.28791667,32.00583333,25.95,2.77
ENE,2,23,42.43,23.28083333,50.76208333,30.12166667,21.34375,2.91375
ENE,3,0,36.52,25.54583333,54.80583333,28.4725,17.34875,2.985
ENE,3,1,36.23,27.38208333,58.77208333,26.62083333,13.6375,3.05375
ENE,3,2,34.72,29.09083333,62.42666667,23.72458333,10.65875,3.08875
ENE,3,3,32.42,31.33208333,67.12666667,22.1875,9.13625,3.05125
ENE,3,4,30.86,33.64583333,70.6975,21.78333333,9.08375,2.875
ENE,3,5,32.71,35.54333333,73.70208333,21.13416667,9.07,2.78875
ENE,3,6,29.52,37.25291667,76.24625,20.59708333,9.17875,2.4425
ENE,3,7,29.49,38.64166667,78.3475,18.7575,9.13375,2.31
ENE,3,8,28.89,39.5575,80.04208333,18.35333333,8.915,2.25625
ENE,3,9,29.45,40.84875,81.85291667,18.79583333,9.41375,2.20125
ENE,3,10,27.75,42.74375,84.1975,18.45125,9.90875,2.17375
ENE,3,11,32.99,43.71166667,86.70791667,17.59541667,10.8775,2.1625
ENE,3,12,30.72,45.70958333,89.77916667,16.74666667,13.2625,2.15625
ENE,3,13,NA,46.6873913,89.21625,18.01875,14.545,2.275
ENE,3,14,18.62,47.74863636,87.63625,19.15791667,14.25125,2.59
ENE,3,15,19.14,48.61190476,85.50458333,18.88708333,14.57375,2.905
ENE,3,16,21.83,49.2485,87.35,18.75916667,17.99875,2.9025
ENE,3,17,19.69,49.582,87.97875,18.8125,21.95625,2.89
ENE,3,18,21.45,49.955,88.19416667,19.02708333,25.66375,2.86
ENE,3,19,15.95,50.214,88.28416667,19.06,27.20625,2.815
ENE,3,20,16.3,49.0825,86.71125,19.50875,27.10125,2.8075
ENE,3,21,20.98,47.888,84.56083333,22.42583333,27.4475,2.74625
ENE,3,22,17.41,46.8785,80.97333333,26.13875,29.075,2.415
ENE,3,23,16.9,43.862,75.10583333,29.27708333,30.11125,2.0525
ENE,4,0,12.66,42.036,71.59666667,32.175,28.13125,2.01
ENE,4,1,15.36,40.3975,67.89541667,34.37791667,24.92875,1.97125
ENE,4,2,12.85,38.8325,64.95791667,36.29958333,21.72875,1.935
ENE,4,3,12.85,36.7345,61.07166667,37.87541667,20.24,1.9075
ENE,4,4,11.8,34.243,57.75458333,38.8625,19.10625,1.85125
ENE,4,5,10.12,32.364,55.09708333,39.95541667,18.6075,1.7375
ENE,4,6,11.77,30.5095,52.84333333,40.98583333,18.05375,1.71625
ENE,4,7,13.07,29.599,51.0575,42.04958333,17.4875,1.725
ENE,4,8,14.97,28.122,49.08041667,41.90916667,16.41,1.7425
ENE,4,9,16.29,26.704,47.48458333,42.00166667,15.78375,1.76875
ENE,4,10,15.57,25.174,45.57958333,42.50458333,15.77125,1.79375
ENE,4,11,14.9,24.69,43.59625,43.34375,16.13375,1.81875
ENE,4,12,15.64,23.117,41.85208333,44.10833333,16.9375,1.84875
ENE,4,13,16.25,23.75142857,43.005,42.24666667,18.48125,1.8725
ENE,4,14,22.03,24.04409091,44.79708333,43.12041667,20.9,1.91125
ENE,4,15,22.14,24.86608696,47.85833333,44.0575,24.5325,1.94625
ENE,4,16,22.18,25.62666667,46.37625,44.53375,29.0825,1.975
ENE,4,17,23.26,25.77125,46.0625,44.74833333,32.96625,2.01
ENE,4,18,27.67,25.76166667,46.17541667,44.66875,35.39875,2.06
ENE,4,19,39.51,25.57166667,45.8725,44.74333333,35.785,2.2125
ENE,4,20,51.41,26.62416667,47.51083333,44.63416667,34.0825,2.4175
ENE,4,21,53.85,28.26333333,52.47208333,42.15166667,31.4675,2.615
ENE,4,22,50.52,30.13416667,57.45,38.75,28.27875,2.8625
ENE,4,23,47.49,32.04666667,62.94083333,35.96416667,24.12875,3.04375
ENE,5,0,42.98,34.04291667,67.90291667,33.51583333,18.99625,3.1325
ENE,5,1,38.96,36.10458333,72.87916667,31.62,14.45625,3.23
ENE,5,2,36.33,38.20916667,77.08333333,29.89916667,10.9425,3.26375
ENE,5,3,34.42,39.84541667,80.14875,28.45875,9.2475,3.1825
ENE,5,4,37.02,42.01833333,83.66458333,27.64416667,9.025,3.015
ENE,5,5,35.79,43.5525,85.9375,26.64708333,9.0025,2.845
ENE,5,6,36.25,44.55875,88.62333333,25.59458333,8.84125,2.63125
ENE,5,7,35.91,45.9775,91.98833333,24.905,8.52625,2.5
ENE,5,8,34.69,47.65791667,94.63791667,24.30875,8.58,2.49
ENE,5,9,34.41,48.9575,97.64791667,23.3475,8.76125,2.46375
ENE,5,10,31.69,50.11583333,99.98333333,22.68208333,9.52125,2.4625
ENE,5,11,26.15,50.96166667,101.31,21.57958333,11.54,2.44375
ENE,5,12,21.51,51.02916667,101.4275,20.53416667,14.48625,2.43625
ENE,5,13,18.07,51.02083333,100.8729167,19.83125,17.89,2.43375
ENE,5,14,18.39,51.02083333,100.3520833,17.09833333,21.64875,2.40875
ENE,5,15,19.87,50.46166667,98.89541667,15.76333333,25.53125,2.355
ENE,5,16,22.64,49.72291667,97.93208333,15.16208333,28.97625,2.28625
ENE,5,17,20.96,49.26125,97.64583333,14.82333333,32.48875,2.19875
ENE,5,18,26.81,48.79666667,96.93166667,14.67083333,34.64375,2.16125
ENE,5,19,29.68,48.6525,96.67291667,14.52375,34.6775,2.19625
ENE,5,20,46.81,48.20666667,96.59416667,14.34291667,31.845,2.65125
ENE,5,21,44.28,48.22708333,97.65916667,14.07,28.4625,3.145
ENE,5,22,40.18,48.04541667,98.195,13.79375,24.72125,3.4375
ENE,5,23,36.07,47.67875,96.96958333,13.43666667,20.915,3.6375
ENE,6,0,35.12,47.89208333,95.805,13.01666667,17.465,3.7325
ENE,6,1,34.52,47.28208333,94.80333333,13.10375,13.70125,3.825
ENE,6,2,32.82,46.58083333,93.805,13.0225,10.8675,3.83625
ENE,6,3,24.52,45.9125,92.58041667,15.0125,9.29875,3.76625
ENE,6,4,19.55,44.59458333,90.68833333,17.5575,9.92875,3.27625
ENE,6,5,19.45,43.56875,89.1275,18.155,10.70125,2.74875
ENE,6,6,18.54,42.825,87.085,18.9275,11.6125,2.425
ENE,6,7,20.26,41.3,84.38125,20.1425,12.18125,2.20625
ENE,6,8,20.03,40.11791667,82.51416667,21.85208333,12.8975,2.0775
ENE,6,9,21.16,39.40208333,80.52875,24.64625,13.8975,1.96875
ENE,6,10,21.13,39.24833333,79.54291667,27.74791667,15.16875,1.9225
ENE,6,11,22.63,39.35375,79.40916667,30.19666667,15.98875,1.9225
ENE,6,12,21.56,39.73583333,79.75958333,31.52833333,17.5775,1.94
ENE,6,13,18.71,39.56333333,80.39666667,32.38333333,19.76,1.95875
ENE,6,14,17.18,39.55875,80.60833333,32.91791667,22.11,1.97375
ENE,6,15,14.82,39.44833333,80.69625,33.49416667,24.79125,1.97
ENE,6,16,12.76,39.62708333,80.305,33.78791667,27.28,1.9625
ENE,6,17,13.4,39.34,79.34791667,34.55208333,29.80875,1.955
ENE,6,18,12.57,39.08583333,78.8,34.64666667,32.04125,1.9375
ENE,6,19,30.03,38.47583333,78.10416667,34.7675,32.5325,2.04125
ENE,6,20,38.82,38.30958333,77.01208333,34.625,30.48125,2.155
ENE,6,21,18.54,36.97916667,70.92875,34.42416667,29.63375,2.14375
ENE,6,22,15.92,34.79291667,64.89791667,35.02958333,28.35125,2.13125
ENE,6,23,20.99,33.055,61.365,39.00625,26.075,2.12875
ENE,7,0,20.74,32.01041667,58.31958333,43.2725,23.9125,2.12625
ENE,7,1,20.52,32.12416667,55.66041667,47.32666667,21.27,2.11875
ENE,7,2,17.28,31.20391304,53.29375,49.86791667,18.88125,2.11375
ENE,7,3,18.64,30.37217391,52.01583333,52.7675,17.88625,1.98625
