DATOS MÓVILES 2018_CRUZ ROJA,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MPM2.5,MPM10,MSO2 24 HRS,MO3,MCO
FEB,1,0,30.64,36.635,55.43916667,45.22541667,11.8125,2.805
FEB,1,1,29.61,36.92380952,57.89708333,44.81291667,10.75875,2.76375
FEB,1,2,29.84,38.72142857,60.34083333,44.85458333,9.765,2.73625
FEB,1,3,29.75,40.80952381,63.22333333,44.93666667,9.63375,2.62
FEB,1,4,28.27,41.18363636,66.37166667,44.52833333,9.63125,2.4775
FEB,1,5,27.39,42.97909091,68.68791667,39.33041667,9.56125,2.34125
FEB,1,6,26.96,43.15956522,70.7725,35.85,9.41375,2.30625
FEB,1,7,27.03,43.42541667,73.00583333,33.98916667,9.27375,2.34
FEB,1,8,25.21,44.69125,76.27666667,33.11791667,9.0875,2.42125
FEB,1,9,28.13,46.26,78.49125,30.47916667,9.08875,2.5675
FEB,1,10,36.3,47.09833333,81.50791667,28.33083333,9.105,2.67125
FEB,1,11,40.5,48.92541667,85.00625,25.47541667,9.27625,2.7475
FEB,1,12,45.57,50.67833333,88.06458333,32.22583333,10.03,2.845
FEB,1,13,36.46,51.59782609,89.31375,31.81958333,11.6275,2.93125
FEB,1,14,34.84,51.32478261,87.74916667,28.45041667,13.19,2.955
FEB,1,15,26.87,49.55782609,87.17333333,27.05666667,14.72875,2.89375
FEB,1,16,26.85,48.63,92.40625,25.6275,16.57125,2.765
FEB,1,17,23.87,47.28130435,100.7041667,24.87666667,17.9925,2.595
FEB,1,18,30.11,46.17173913,98.6725,24.45083333,18.63125,2.54375
FEB,1,19,34.64,45.29695652,96.46916667,24.14625,18.77375,2.51625
FEB,1,20,32.79,44.43,94.13791667,23.87958333,18.0975,2.48125
FEB,1,21,27.8,43.10521739,91.455,23.62916667,16.53875,2.4125
FEB,1,22,24.96,41.40608696,89.56791667,23.50958333,15.11125,2.37625
FEB,1,23,24.94,40.24434783,88.59208333,23.44083333,13.5475,2.39625
FEB,2,0,23.25,39.33695652,87.74291667,23.37,11.78625,2.42875
FEB,2,1,23.25,38.34130435,86.61166667,23.23041667,10.39625,2.44875
FEB,2,2,21.5,37.3126087,85.14625,23.08208333,9.875,2.37125
FEB,2,3,20.3,35.91695652,82.83875,22.92708333,9.56125,2.28
FEB,2,4,20.13,34.42913043,80.60166667,22.75166667,9.46125,2.185
FEB,2,5,19.91,33.25869565,78.79458333,22.60583333,9.51625,2.14625
FEB,2,6,19.09,32.17304348,77.0075,22.42875,9.37,2.1425
FEB,2,7,18.77,31.31,76.23625,22.20583333,9.33375,2.1725
FEB,2,8,17.33,30.57217391,74.74833333,22.04875,9.305,2.27625
FEB,2,9,21.45,29.78478261,74.51458333,23.21583333,9.32875,2.3325
FEB,2,10,24.52,29.33565217,73.03916667,26.50833333,9.1825,2.365
FEB,2,11,24.77,28.65478261,70.9525,27.83,9.50375,2.36625
FEB,2,12,23.28,26.93347826,68.21083333,23.01416667,10.41625,2.35125
FEB,2,13,21.54,27.545,66.825,22.88541667,11.71375,2.34125
FEB,2,14,20.33,27.00708333,67.29208333,24.76625,13.41,2.31125
FEB,2,15,20.9,27.07375,66.83208333,27.27291667,15.015,2.2275
FEB,2,16,19.87,27.25791667,60.36166667,28.6525,16.6125,2.075
FEB,2,17,21.96,27.43958333,50.70333333,31.075,18.135,1.97375
FEB,2,18,24.42,27.91208333,51.8425,32.48666667,19.505,1.94375
FEB,2,19,26.43,28.24041667,52.29375,32.885,20.26625,1.93875
FEB,2,20,25.61,27.87625,51.88166667,32.90958333,20.235,1.9425
FEB,2,21,23.76,28.0275,51.45791667,33.59166667,19.77375,1.94
FEB,2,22,20.51,28.19125,51.07125,33.62041667,19.27375,1.94125
FEB,2,23,20.58,28.27583333,50.45125,35.16291667,18.7125,2.02625
FEB,3,0,21.69,28.33708333,50.17541667,38.84583333,18.03875,2.11375
FEB,3,1,16.7,28.52625,50.11125,43.23208333,17.52625,2.2275
FEB,3,2,18.07,28.37875,49.80083333,48.95833333,16.965,2.32
FEB,3,3,17.29,28.705,50.11041667,53.72125,16.665,2.3725
FEB,3,4,19.32,29.42,50.46,58.81416667,16.345,2.4675
FEB,3,5,20.47,29.86458333,50.65666667,64.85541667,16.11,2.54375
FEB,3,6,19.48,30.35833333,50.715,69.07125,15.4075,2.54
FEB,3,7,19.78,30.75041667,49.59833333,71.29875,14.70625,2.465
FEB,3,8,23.97,30.81791667,48.62666667,73.6225,13.935,2.39875
FEB,3,9,25.11,30.71041667,46.91625,74.52541667,13.03,2.33125
FEB,3,10,25.54,30.61375,46.38916667,74.04875,12.41625,2.2525
FEB,3,11,25.18,30.59208333,46.41583333,75.58791667,11.9725,2.2125
FEB,3,12,26.94,31.62333333,47.12458333,74.38208333,11.96625,2.1475
FEB,3,13,27.34,31.80541667,47.00166667,72.40041667,12.39625,2.1175
FEB,3,14,28.05,32.11041667,46.73166667,69.95708333,13.2075,2.17375
FEB,3,15,29.04,32.80083333,46.00041667,67.46625,14.345,2.2275
FEB,3,16,27.12,33.22208333,46.33208333,66.2275,16.1875,2.23625
FEB,3,17,26,33.67666667,46.66958333,64.0375,18.1,2.2325
FEB,3,18,30.17,34.07041667,46.99125,62.78166667,19.4825,2.2525
FEB,3,19,36.87,34.9525,47.60458333,62.43416667,19.98,2.31875
FEB,3,20,43.54,35.79333333,49.35166667,62.51125,19.4225,2.4925
FEB,3,21,41.44,36.47625,52.45125,61.98208333,18.34,2.645
FEB,3,22,40.61,37.16458333,55.79583333,62.11708333,17.0625,2.8425
FEB,3,23,39.87,38.51208333,59.53333333,60.71791667,15.6375,2.985
