DATOS HORARIOS 2022_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
ENERO,2,23,0.028,0.006,0.006,1.125,94,13.62,5.79,85.33,56.77,2.83
ENERO,3,0,0.029,0.005,0.005,1.084,49,12.39,5.66,72.08,61.1,2.81
ENERO,3,1,0.03,0.005,0.004,1.066,52,11.43,5.47,74.69,65.56,2.91
ENERO,3,2,0.029,0.006,0.005,1.057,35,10.97,5.38,72.56,68.88,3.01
ENERO,3,3,0.03,0.005,0.004,1.05,38,10.29,4.36,77.93,71.03,2.97
ENERO,3,4,0.03,0.005,0.004,1.049,31,10.15,4.36,76.56,72,2.94
ENERO,3,5,0.03,0.005,0.004,1.043,29,9.94,4.4,77.41,72.77,3.01
ENERO,3,6,0.031,0.005,0.005,1.05,21,9.81,3.7,79.97,73,3
ENERO,3,7,0.025,0.005,0.01,1.121,21,9.49,3.48,82.8,73.74,2.99
ENERO,3,8,0.018,0.005,0.014,1.216,42,9.1,3.16,96.17,74.75,23.23
ENERO,3,9,0.023,0.005,0.01,1.188,37,11.09,4.25,85.22,69.12,180.57
ENERO,3,10,0.029,0.005,0.008,1.156,35,13.21,5.61,84.05,60.7,376.19
ENERO,3,11,0.032,0.005,0.007,1.134,43,15.09,5.18,90.3,54.5,543.65
ENERO,3,12,0.037,0.005,0.008,1.159,42,16.92,5.01,89.02,49.81,658.37
ENERO,3,13,0.044,0.005,0.007,1.152,35,19.17,3.81,88.77,45.11,712.15
ENERO,3,14,0.053,0.006,0.008,1.166,52,21.35,2.62,104.98,39.78,503.27
ENERO,3,15,0.06,0.006,0.007,1.156,48,22.8,2.2,146.31,36.48,627.4
ENERO,3,16,0.066,0.012,0.01,1.282,45,24.11,1.85,141.07,32.83,494.99
ENERO,3,17,0.071,0.016,0.011,1.349,49,23.74,2.25,230.43,32.47,309.04
ENERO,3,18,0.06,0.009,0.013,1.372,47,22.49,1.9,280.16,33.26,122.04
ENERO,3,19,0.03,0.01,0.043,2.398,69,19.51,1.34,296.84,39.28,6.54
ENERO,3,20,0.006,0.009,0.061,3.226,123,17.51,0.96,195.23,43.32,2.51
ENERO,3,21,0.006,0.01,0.06,4.824,239,15.94,0.96,103.05,46.54,2.68
ENERO,3,22,0.004,0.01,0.058,3.319,271,15.11,1.25,143.76,52.09,2.78
ENERO,3,23,0.005,0.011,0.045,1.772,193,13.87,1.86,135.62,59.02,2.77
ENERO,4,0,0.006,0.015,0.033,1.449,112,12.77,1.66,123.59,63.37,2.87
ENERO,4,1,0.004,0.014,0.031,1.349,91,12.07,1.7,128.93,65.1,2.89
ENERO,4,2,0.007,0.01,0.024,1.289,72,11.5,2.59,105.03,66.21,2.99
ENERO,4,3,0.007,0.006,0.02,1.235,49,10.77,2.14,107.51,66.95,2.99
ENERO,4,4,0.001,0.006,0.025,1.286,58,9.74,2.3,97.05,70.58,3.05
ENERO,4,5,0.002,0.005,0.025,1.221,44,9.5,2.67,97.02,71.21,3.83
ENERO,4,6,0.001,0.005,0.024,1.244,51,8.86,2.7,100.14,72.84,3.08
ENERO,4,7,0.002,0.005,0.023,1.304,38,8.34,2.57,102.07,74.01,3.1
ENERO,4,8,0.003,0.006,0.022,1.398,72,8.13,2.6,102.67,74.91,23.6
ENERO,4,9,0.007,0.007,0.021,1.369,60,10.59,3.25,103.99,67.14,184.87
ENERO,4,10,0.013,0.008,0.02,1.361,57,14.08,3.34,100.42,56.71,377.09
ENERO,4,11,0.027,0.008,0.018,1.31,62,17.66,2.64,107.47,49.53,544.16
ENERO,4,12,0.045,0.011,0.017,1.326,74,21.86,1.76,165,41.85,666.83
ENERO,4,13,0.06,0.007,0.012,1.289,71,24.28,1.7,204.31,34.44,733.94
ENERO,4,14,0.059,0.006,0.009,1.194,38,25.56,2.24,254.48,27.93,517.77
ENERO,4,15,0.059,0.005,0.007,1.139,25,26.13,2.62,274.22,23.74,655.24
ENERO,4,16,0.062,0.004,0.009,1.172,16,26.78,2.63,270.06,21.12,516.99
ENERO,4,17,0.064,0.004,0.008,1.157,25,26.51,2.62,279.05,19.05,339.88
ENERO,4,18,0.064,0.004,0.01,1.233,34,25.4,1.74,258.76,19.85,137.47
ENERO,4,19,0.029,0.004,0.038,2.543,66,21.55,1.07,253.26,21.08,6.86
ENERO,4,20,0.005,0.005,0.056,5.205,153,18.52,0.96,221.27,27.33,2.46
ENERO,4,21,0.006,0.007,0.056,4.02,234,16.78,1.29,123.61,27.52,2.59
ENERO,4,22,0.004,0.008,0.052,3.716,267,16.17,1.39,242.02,35.01,2.64
ENERO,4,23,0.008,0.005,0.044,2.515,157,15.76,1.75,284.5,39.39,2.65
ENERO,5,0,0.003,0.005,0.045,2.022,102,14.52,1.15,279.64,43.17,2.75
ENERO,5,1,0.003,0.005,0.041,1.89,102,13.17,0.97,192.21,46.76,2.78
ENERO,5,2,0.002,0.008,0.041,1.725,114,12.06,1.71,127.53,52.76,2.87
ENERO,5,3,0.003,0.014,0.039,1.615,93,10.91,1.66,100.13,57.59,2.93
ENERO,5,4,0.002,0.009,0.037,1.61,90,9.74,1.78,134.55,59.07,3.09
ENERO,5,5,0.006,0.038,0.034,1.493,76,9.66,2.21,128.71,59.56,3.08
ENERO,5,6,0.007,0.032,0.032,1.399,75,9.35,2.18,120.86,60.88,3.05
ENERO,5,7,0.002,0.014,0.036,1.498,68,8.59,2.07,119.44,63.68,3.14
ENERO,5,8,0.003,0.026,0.036,1.597,107,8.32,2.23,122.53,65.34,22.81
ENERO,5,9,0.006,0.013,0.031,1.588,145,11.32,2.38,122.26,58.71,185.9
ENERO,5,10,0.017,0.024,0.027,1.449,86,16.28,2.24,135.48,49.17,381.54
ENERO,5,11,0.037,0.025,0.017,1.298,62,21.02,1.38,165.76,41.75,551.23
ENERO,5,12,0.048,0.009,0.012,1.238,54,23.29,2.28,226.34,36.93,667.78
ENERO,5,13,0.052,0.006,0.008,1.193,28,24.72,2.96,280.6,31.66,727.29
ENERO,5,14,0.058,0.006,0.008,1.183,28,25.43,3.23,271.09,29.58,519.26
ENERO,5,15,0.062,0.005,0.008,1.189,26,26.41,3.32,277.32,27.29,641.35
ENERO,5,16,0.058,0.005,0.007,1.167,39,26.9,3.45,253.42,24.16,484.94
ENERO,5,17,0.057,0.004,0.009,1.228,32,26.75,3.78,275.81,22.72,325.15
ENERO,5,18,0.052,0.004,0.013,1.335,42,25.54,3.08,267.61,24.78,130.81
ENERO,5,19,0.024,0.004,0.025,1.634,50,22.57,2.58,253.65,26.76,16.5
ENERO,5,20,0.017,0.004,0.028,1.715,76,20.49,2.73,254.01,29.17,42.2
ENERO,5,21,0.015,0.004,0.029,1.817,71,18.91,2.54,266.32,31.1,13.39
ENERO,5,22,0.009,0.004,0.03,1.837,87,17.41,1.99,233.17,34.44,19.69
ENERO,5,23,0.016,0.004,0.022,1.655,85,16.32,1.43,258.7,38.6,14.13
ENERO,6,0,0.02,0.005,0.017,1.508,61,15.49,1.93,239.35,44.92,13.11
ENERO,6,1,0.012,0.005,0.022,1.494,65,13.94,1.22,266.34,47.1,10.3
ENERO,6,2,0.004,0.013,0.028,1.843,63,12.52,1.03,229.54,50.38,56.31
ENERO,6,3,0.003,0.012,0.026,1.931,100,11.63,0.98,193.85,55.13,30.53
ENERO,6,4,0.012,0.008,0.024,1.88,78,10.82,0.97,70.75,61.1,24.54
ENERO,6,5,0.014,0.01,0.026,1.615,73,9.64,1.07,88.01,63.47,7.56
ENERO,6,6,0.01,0.008,0.029,1.463,58,8.87,1.31,112.96,66.63,21.44
ENERO,6,7,0.009,0.008,0.033,1.617,59,8.48,1.49,106.54,66.27,31.19
ENERO,6,8,0.008,0.008,0.033,1.829,79,8.54,1.31,112.57,67.77,25.31
ENERO,6,9,0.01,0.012,0.034,1.834,97,12.96,1.32,126.26,57.41,192.13
ENERO,6,10,0.016,0.028,0.032,1.557,98,17.51,1.61,107.3,49.54,380.72
ENERO,6,11,0.038,0.038,0.018,1.321,116,21.11,1.5,152.67,42.22,555.09
ENERO,6,12,0.05,0.017,0.016,1.331,73,24.03,1.55,219.06,35.14,672.54
ENERO,6,13,0.052,0.01,0.011,1.221,45,25.14,2.83,272.39,29.78,736.59
ENERO,6,14,0.058,0.006,0.007,1.127,21,25.57,3.36,267.3,24.68,554.92
ENERO,6,15,0.057,0.005,0.008,1.169,23,26.42,3.29,273.76,21.8,639.8
ENERO,6,16,0.051,0.005,0.007,1.113,22,27.06,2.94,263.39,19.24,512.69
ENERO,6,17,0.052,0.004,0.007,1.142,19,26.55,3.25,267.87,20.36,334.08
ENERO,6,18,0.044,0.004,0.011,1.291,25,25.41,2.64,273.92,21.02,135.49
ENERO,6,19,0.018,0.005,0.033,2.054,44,22.19,1.48,262.77,24.25,21.8
ENERO,6,20,0.004,0.005,0.04,2.584,102,19.67,1.21,220.33,27.4,34.06
ENERO,6,21,0.007,0.005,0.03,1.968,96,18.61,2.01,256.7,29.59,46.02
ENERO,6,22,0.006,0.005,0.027,1.832,82,17.36,2.49,234.93,32.27,30.77
ENERO,6,23,0.01,0.005,0.023,1.665,68,16.25,1.96,133.05,33.68,10.72
ENERO,7,0,0.008,0.007,0.027,1.646,84,14.28,1.16,142.79,39.32,14.31
ENERO,7,1,0.007,0.007,0.026,1.524,77,13.5,2.68,106.69,44.05,12.62
ENERO,7,2,0.009,0.006,0.023,1.261,54,11.99,2.24,100.27,49.74,21.76
ENERO,7,3,0.015,0.007,0.019,1.189,43,11.24,1.54,104.87,53.95,21.07
ENERO,7,4,0.015,0.007,0.02,1.173,30,10.71,2.2,102.44,58.97,20.84
ENERO,7,5,0.022,0.006,0.013,1.143,37,10.31,2.41,94.19,62.45,19.19
ENERO,7,6,0.018,0.005,0.018,1.168,36,9.8,2.8,103.98,65.39,6.51
ENERO,7,7,0.016,0.009,0.02,1.216,34,9.23,2.8,111.41,68.83,11.68
ENERO,7,8,0.005,0.009,0.032,1.393,66,9,2.59,105.65,72.25,23.57
ENERO,7,9,0.019,0.01,0.018,1.323,69,11.52,3.24,96.34,66.27,185.46
ENERO,7,10,0.031,0.007,0.012,1.235,60,15.13,4.07,107.4,56.21,384.57
ENERO,7,11,0.04,0.006,0.011,1.216,42,17.91,3.92,96.9,45.92,551.88
ENERO,7,12,0.049,0.006,0.009,1.202,46,20.35,3.46,101.59,40.77,667.08
ENERO,7,13,0.061,0.006,0.008,1.171,45,22.96,2.44,134.14,34.48,727.52
ENERO,7,14,0.067,0.006,0.007,1.144,42,25.17,1.89,134.49,27.05,578.62
ENERO,7,15,0.068,0.005,0.007,1.145,31,26.43,1.93,229.08,22.89,648.6
ENERO,7,16,0.064,0.005,0.008,1.191,34,26.84,2.3,244.91,21,518.77
ENERO,7,17,0.051,0.005,0.008,1.162,25,26.57,2.64,276.57,19.42,339.38
ENERO,7,18,0.049,0.005,0.011,1.275,26,24.52,2.32,269.49,19.6,105.47
ENERO,7,19,0.036,0.005,0.019,1.512,69,20.84,2.33,182.11,35.14,30.65
ENERO,7,20,0.024,0.006,0.029,1.821,121,18.78,1.7,180.16,45.33,38.81
ENERO,7,21,0.028,0.006,0.035,1.874,129,17.51,1.53,174.53,49.2,52.61
ENERO,7,22,0.017,0.006,0.037,2.189,113,16.56,1.32,131.07,53.39,52.51
ENERO,7,23,0.027,0.007,0.036,1.977,105,15.34,0.97,104.72,55.96,48.08
ENERO,8,0,0.052,0.008,0.03,1.706,80,14.69,1.82,107.57,64.81,21.19
ENERO,8,1,0.05,0.017,0.028,1.418,74,14.08,1.73,90.35,67.85,30.35
ENERO,8,2,0.023,0.022,0.027,1.368,62,13.55,1.05,135.92,68.38,20.61
ENERO,8,3,0.01,0.017,0.028,1.479,62,13.08,1.05,257.87,67.67,32.81
ENERO,8,4,0.001,0.012,0.029,1.534,57,12.32,1.29,250.61,69.58,10.96
ENERO,8,5,0.002,0.01,0.027,1.448,60,11.38,1.3,190.15,73.79,36.27
ENERO,8,6,0.008,0.009,0.026,1.59,70,10.51,1.13,84.78,77.72,33.46
ENERO,8,7,0.013,0.011,0.026,1.575,108,9.67,1.24,131.83,80.58,23.58
ENERO,8,8,0.009,0.009,0.026,1.892,142,9.9,1.38,96.4,80.41,25.23
ENERO,8,9,0.033,0.009,0.03,2.2,189,12.34,1.49,120.58,72.31,165.4
ENERO,8,10,0.017,0.009,0.029,1.694,160,16.22,2.04,102.78,59.38,338.55
ENERO,8,11,0.029,0.01,0.017,1.348,69,20.76,1.3,148.78,48.33,530.7
ENERO,8,12,0.041,0.01,0.015,1.385,58,22.65,1.67,218.38,42.88,599.73
ENERO,8,13,0.05,0.009,0.014,1.385,47,23.78,2.24,199.14,36.9,716.24
ENERO,8,14,0.046,0.007,0.008,1.247,32,24.92,3.07,275.64,30.44,591.7
ENERO,8,15,0.046,0.006,0.008,1.21,18,25.15,3.11,279.89,27.42,623.21
ENERO,8,16,0.048,0.006,0.009,1.249,22,25.27,3.33,286.34,24.87,459.65
ENERO,8,17,0.048,0.005,0.008,1.209,21,24.55,3.03,267.7,25.04,304.32
ENERO,8,18,0.041,0.005,0.011,1.327,29,23.76,2.56,274.72,24.89,130.08
ENERO,8,19,0.021,0.005,0.029,2.088,44,20.69,1.65,295.39,28.6,19.48
ENERO,8,20,0.003,0.006,0.044,2.722,60,18.9,1.58,271.21,34.19,52.9
ENERO,8,21,0.007,0.007,0.042,2.518,106,16.66,1.25,188.11,37.72,51.45
ENERO,8,22,0.005,0.007,0.039,3.064,174,15.55,1.37,214.02,41.62,15.55
ENERO,8,23,NA,0.007,0.037,3.237,187,15.01,1.88,263.93,44.93,37.8
ENERO,9,0,NA,0.006,0.033,2.526,133,13.39,1.28,244.74,48.02,6.29
ENERO,9,1,0.006,0.007,0.028,1.585,106,11.85,2.07,115.49,56.01,24.78
ENERO,9,2,0.02,0.011,0.027,1.481,112,11.08,1.01,121.16,61.13,11.01
ENERO,9,3,0.004,0.012,0.027,1.544,82,10.37,0.98,154.5,61.24,17.98
ENERO,9,4,0.022,0.011,0.027,1.591,75,9.8,1.45,129.21,62.78,18.55
ENERO,9,5,0.003,0.012,0.025,1.331,76,9.17,1.87,153.72,61.43,15.04
ENERO,9,6,0.003,0.023,0.024,1.363,92,8.57,1.07,204.69,61.68,10.67
ENERO,9,7,NA,0.013,0.023,1.797,93,7.75,1.02,266.41,62.63,11.74
ENERO,9,8,NA,0.012,0.023,1.924,100,7.65,0.98,179.51,65.5,21.49
ENERO,9,9,0.006,0.017,0.027,1.951,152,12.41,1.01,186.62,57.79,180.89
ENERO,9,10,0.019,0.019,0.02,1.505,125,16.19,1.4,151.28,47.12,374.2
ENERO,9,11,0.031,0.016,0.017,1.36,72,19.41,1.44,149.95,39.97,542.07
ENERO,9,12,0.054,0.014,0.015,1.364,64,22.22,1.57,196.55,32.84,669.35
ENERO,9,13,0.063,0.017,0.011,1.353,62,24.22,1.94,270.38,27.41,739.31
ENERO,9,14,0.059,0.011,0.009,1.299,42,25.32,2.14,249.91,22.17,604.42
ENERO,9,15,0.068,0.021,0.009,1.454,23,26.17,2.32,210.55,20.17,660.6
ENERO,9,16,0.074,0.038,0.008,1.537,40,26.54,2.19,173.85,18.11,489.57
ENERO,9,17,0.076,0.025,0.009,1.451,43,25.91,2.14,160.19,19.08,306.17
ENERO,9,18,0.07,0.019,0.009,1.432,54,24.5,1.84,153.49,20.59,123.6
ENERO,9,19,0.036,0.015,0.034,2.149,77,20.74,1.35,230.88,22.98,31.96
ENERO,9,20,0.012,0.01,0.048,2.771,129,18.61,1.76,208.03,26.59,38.39
ENERO,9,21,0.028,0.03,0.031,2.26,96,18.88,2.44,138.87,28.92,35.08
ENERO,9,22,0.019,0.007,0.022,1.586,57,17.67,2.28,89.83,31.03,32.66
ENERO,9,23,0.022,0.007,0.021,1.474,66,16.84,3.02,67.56,36.51,19.82
ENERO,10,0,0.024,0.006,0.018,1.294,54,15.63,2.92,67.38,41.64,19.88
ENERO,10,1,0.033,0.006,0.009,1.163,39,14.89,3.14,68.36,44.54,12.24
ENERO,10,2,0.027,0.005,0.012,1.124,31,13.65,3.03,96.58,45.19,15.11
ENERO,10,3,0.032,0.006,0.006,1.122,33,12.96,3.51,96.55,59.79,17.85
ENERO,10,4,0.028,0.007,0.008,1.128,33,12.33,3.32,95.22,68.68,43.93
ENERO,10,5,0.03,0.007,0.007,1.128,32,12.06,3.34,91.51,72.09,22.73
ENERO,10,6,0.032,0.006,0.006,1.132,30,12.24,3.94,72.92,73.54,20.24
ENERO,10,7,0.024,0.006,0.013,1.266,35,11.79,3.29,95.51,74.07,2.86
ENERO,10,8,0.015,0.006,0.02,1.459,38,11.1,2.97,74.55,76.56,19.37
ENERO,10,9,0.022,0.006,0.016,1.409,45,12.32,3.36,69.32,74.98,116.48
ENERO,10,10,0.03,0.006,0.01,1.264,41,15.61,4.71,73.1,63.61,353.87
ENERO,10,11,0.035,0.006,0.008,1.193,77,17.44,6.08,87.57,52.54,436.98
ENERO,10,12,0.039,0.005,0.007,1.148,97,19.53,6.84,93.3,42.67,682.62
ENERO,10,13,0.041,0.005,0.006,1.148,135,20.73,7.07,84.88,38.16,705.28
ENERO,10,14,0.042,0.005,0.006,1.149,101,21.48,7.18,74.95,35.28,591.2
ENERO,10,15,0.041,0.005,0.006,1.147,64,22.2,6.13,74.93,33.14,593.1
ENERO,10,16,0.038,0.005,0.007,1.168,38,22.33,5.89,82.19,32.9,453.64
ENERO,10,17,0.035,0.005,0.008,1.178,34,21.59,5.95,80.72,34.14,295.71
ENERO,10,18,0.03,0.005,0.009,1.214,48,19.51,6.42,81.96,41.71,83.4
ENERO,10,19,0.024,0.005,0.008,1.229,44,17.15,5.84,74.81,50.75,20.63
ENERO,10,20,0.022,0.005,0.008,1.224,32,15.73,5.62,62.51,57.19,13.91
ENERO,10,21,0.021,0.005,0.007,1.191,17,14.42,5.22,61.29,62.02,19.92
ENERO,10,22,0.021,0.005,0.006,1.14,17,13.23,4.66,65.99,66.23,9.67
ENERO,10,23,0.023,0.005,0.004,1.116,7,12.46,5.08,76.17,69.44,8.21
ENERO,11,0,0.022,0.005,0.004,1.102,9,11.85,4.61,73.55,71.44,2.91
ENERO,11,1,0.023,0.005,0.004,1.079,6,11.55,4.97,72.51,72.09,37.96
ENERO,11,2,0.024,0.005,0.004,1.067,5,11.38,4.45,68.8,71.73,2.98
ENERO,11,3,0.023,0.005,0.004,1.059,NA,10.91,4.12,81.99,72.63,9.69
ENERO,11,4,0.023,0.005,0.004,1.058,7,10.71,4.21,77.92,73.32,15.97
ENERO,11,5,0.023,0.005,0.004,1.062,4,10.53,3.55,93.81,73.16,15.39
ENERO,11,6,0.021,0.005,0.006,1.115,6,9.99,3.64,88.59,74.92,27.03
ENERO,11,7,0.015,0.005,0.01,1.201,7,9.48,3.44,90.03,76.76,8.57
ENERO,11,8,0.012,0.005,0.013,1.305,16,9.28,3.43,86.76,77.97,25.76
ENERO,11,9,0.019,0.005,0.008,1.206,22,10.97,4.69,80.91,71.76,160.05
ENERO,11,10,0.022,0.005,0.006,1.155,19,13.21,5.33,74.88,63.61,353.53
ENERO,11,11,0.026,0.005,0.007,1.15,23,15.78,5.99,83.23,55.05,494.53
ENERO,11,12,0.029,0.005,0.007,1.141,56,17.06,6.57,84.96,49.87,582.34
ENERO,11,13,0.032,0.005,0.007,1.158,58,18.66,6.55,87.65,43.18,741.6
ENERO,11,14,0.037,0.004,0.007,1.142,50,19.79,6.29,92.24,38.5,586.6
ENERO,11,15,0.039,0.004,0.006,1.137,60,20.77,6.04,88.45,34.91,645.6
ENERO,11,16,0.04,0.004,0.007,1.176,46,21.63,5.52,95.69,32.23,514.76
ENERO,11,17,0.038,0.004,0.008,1.157,48,21.15,5.82,93,32.25,333.39
ENERO,11,18,0.033,0.004,0.011,1.237,45,19.7,5.18,94.87,35.3,123.27
ENERO,11,19,0.021,0.005,0.019,1.435,50,17.4,3.8,88.44,42.86,14.31
ENERO,11,20,0.02,0.004,0.015,1.308,43,15.98,4.2,75.52,46.99,23.77
ENERO,11,21,0.022,0.004,0.01,1.224,34,15.43,3.98,61.77,47.74,2.68
ENERO,11,22,0.02,0.005,0.01,1.179,23,14.43,3.41,71.92,52.58,12.36
ENERO,11,23,0.019,0.004,0.009,1.167,17,13.19,3.22,83.1,58.79,2.83
ENERO,12,0,0.023,0.004,0.006,1.103,14,12.76,3.82,78.4,61.88,31.01
ENERO,12,1,0.023,0.004,0.006,1.081,9,12.22,3.5,79.04,64.43,2.88
ENERO,12,2,0.021,0.004,0.006,1.066,8,11.22,2.68,97.72,68.62,2.94
ENERO,12,3,0.019,0.004,0.006,1.069,NA,10.23,2.67,100.62,73.26,2.89
ENERO,12,4,0.015,0.004,0.009,1.057,7,9.56,2.59,105.06,76.79,3
ENERO,12,5,0.013,0.004,0.01,1.075,8,8.9,2.49,108.79,80.73,8.85
ENERO,12,6,0.006,0.006,0.015,1.101,16,8.04,2.46,113.61,84.09,7.55
ENERO,12,7,0.008,0.005,0.012,1.201,17,7.41,2.48,106,86.17,3.22
ENERO,12,8,0.004,0.005,0.017,1.309,23,7.64,2.75,105.26,86.44,25.72
ENERO,12,9,0.005,0.005,0.015,1.346,29,10.6,2.53,99.07,77.38,188.13
ENERO,12,10,0.013,0.006,0.013,1.244,27,14,2.18,107.27,65.1,380.53
ENERO,12,11,0.025,0.005,0.007,1.153,26,16.23,2.6,98.54,55.63,529.37
ENERO,12,12,0.032,0.009,0.007,1.131,21,18.73,2.11,141.91,47.98,675.65
ENERO,12,13,0.04,0.016,0.008,1.249,23,21.09,2.06,190.94,41.89,745.59
ENERO,12,14,0.058,0.049,0.012,1.504,40,22.88,1.95,204.5,35.99,557.32
ENERO,12,15,0.074,0.028,0.011,1.477,49,23.39,2.23,223.28,33.54,613.62
ENERO,12,16,0.073,0.013,0.009,1.304,40,24.11,2.32,234.25,31.69,472.02
ENERO,12,17,0.071,0.007,0.008,1.24,36,23.73,2.43,233.76,31.68,335.19
ENERO,12,18,0.062,0.005,0.009,1.305,33,22.58,2.1,255.88,32.38,133.3
ENERO,12,19,0.039,0.005,0.023,1.683,48,20.13,1.24,218.73,35.88,20.76
ENERO,12,20,0.014,0.006,0.042,2.271,128,17.95,1.1,156.56,40.87,8.31
ENERO,12,21,0.012,0.008,0.047,2.598,148,17.07,1.65,79.51,45.24,7.68
ENERO,12,22,0.008,0.006,0.039,1.67,76,15.91,1.81,129.56,44.29,8.49
ENERO,12,23,0.022,0.005,0.019,1.363,41,15.17,2.4,85.88,42.71,24.9
ENERO,13,0,0.019,0.01,0.022,1.297,54,13.89,2.02,84.83,44.07,9.15
ENERO,13,1,0.014,0.005,0.022,1.218,61,12.97,1.61,125.67,44.91,8.69
ENERO,13,2,0.006,0.008,0.027,1.239,33,11.25,1.47,131.01,49.53,2.97
