DATOS HORARIOS 2022_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
FEBRERO,3,14,0.0429,0.0027,0.0051,1.26,17,23.72,3.92,271.50,24.48,644.12
FEBRERO,3,15,0.0415,0.0024,0.0054,1.22,21,24.11,4.97,272.25,21.26,745.31
FEBRERO,3,16,0.0426,0.0022,0.0053,1.23,22,24.38,5.06,271.20,19.15,611.10
FEBRERO,3,17,0.0427,0.0023,0.0058,1.22,23,24.36,5.12,274.44,18.44,425.84
FEBRERO,3,18,0.0427,0.0022,0.0068,1.25,33,23.59,4.50,268.47,20.12,201.45
FEBRERO,3,19,0.0307,0.0024,0.0127,1.39,31,20.59,3.62,264.05,25.17,13.77
FEBRERO,3,20,0.0162,0.0027,0.0196,1.61,49,18.67,2.20,241.00,25.54,6.55
FEBRERO,3,21,0.0118,0.0028,0.0223,1.64,59,17.30,1.55,196.60,26.39,24.43
FEBRERO,3,22,0.0161,0.0040,0.0157,1.41,65,17.21,2.19,209.11,26.84,2.60
FEBRERO,3,23,0.0159,0.0027,0.0143,1.40,50,16.64,1.95,218.18,28.25,7.73
FEBRERO,4,0,0.0195,0.0028,0.0111,1.29,41,15.84,1.82,223.52,30.66,13.30
FEBRERO,4,1,0.0203,0.0024,0.0093,1.25,34,14.94,1.51,222.45,32.59,8.50
FEBRERO,4,2,0.0079,0.0029,0.0193,1.32,30,13.32,1.13,210.97,35.60,14.58
FEBRERO,4,3,0.0045,0.0028,0.0202,1.37,31,12.09,1.08,132.62,40.72,12.84
FEBRERO,4,4,0.0039,0.0033,0.0212,1.41,46,10.96,0.99,247.43,42.75,11.99
FEBRERO,4,5,0.0062,0.0033,0.0220,1.40,48,10.43,1.10,239.90,45.68,10.94
FEBRERO,4,6,0.0049,0.0033,0.0202,1.45,46,9.85,1.50,148.59,52.85,7.75
FEBRERO,4,7,NA,0.0033,0.0206,1.41,77,8.37,1.16,130.63,59.02,3.09
FEBRERO,4,8,NA,0.0034,0.0210,1.56,69,8.53,1.17,117.97,60.87,34.73
FEBRERO,4,9,0.0069,0.0035,0.0211,1.67,51,13.93,1.32,123.43,48.32,223.74
FEBRERO,4,10,0.0096,0.0042,0.0218,1.48,63,16.86,1.72,119.42,40.29,436.17
FEBRERO,4,11,0.0335,0.0217,0.0177,1.57,69,20.56,1.61,181.31,32.82,621.50
FEBRERO,4,12,0.0423,0.0134,0.0114,1.41,50,22.20,2.73,270.79,27.66,753.84
FEBRERO,4,13,0.0467,0.0042,0.0073,1.25,16,22.99,2.68,243.90,24.53,824.93
FEBRERO,4,14,0.0494,0.0033,0.0057,1.23,15,24.13,2.41,240.81,21.57,683.54
FEBRERO,4,15,0.0407,0.0026,0.0062,1.28,11,25.22,3.42,271.61,17.41,790.68
FEBRERO,4,16,0.0409,0.0024,0.0060,1.28,11,25.40,4.06,290.21,16.44,633.82
FEBRERO,4,17,0.0401,0.0023,0.0062,1.25,14,25.24,3.62,272.79,15.88,432.55
FEBRERO,4,18,0.0377,0.0021,0.0077,1.33,15,24.19,3.89,284.27,16.81,209.61
FEBRERO,4,19,0.0222,0.0022,0.0246,1.78,58,21.37,2.38,284.79,19.47,17.73
FEBRERO,4,20,0.0058,0.0028,0.0395,3.08,60,19.29,1.71,293.27,22.20,31.56
FEBRERO,4,21,0.0056,0.0031,0.0324,2.14,65,19.01,2.37,309.40,23.03,13.14
FEBRERO,4,22,0.0110,0.0044,0.0242,1.86,79,17.72,2.74,180.48,26.68,2.55
FEBRERO,4,23,0.0252,0.0028,0.0087,1.33,56,14.59,3.89,94.43,44.20,12.50
FEBRERO,5,0,0.0294,0.0027,0.0061,1.28,49,12.97,4.01,92.46,52.25,7.98
FEBRERO,5,1,0.0262,0.0026,0.0074,1.27,31,11.62,3.81,93.63,56.95,9.12
FEBRERO,5,2,0.0258,0.0026,0.0063,1.24,23,10.22,3.91,96.63,61.46,2.97
FEBRERO,5,3,0.0254,0.0025,0.0058,1.24,20,8.87,4.40,96.97,65.31,3.06
FEBRERO,5,4,0.0247,0.0024,0.0048,1.21,19,7.54,4.26,94.86,66.77,3.11
FEBRERO,5,5,0.0228,0.0024,0.0053,1.20,11,5.61,4.50,88.63,68.69,9.58
FEBRERO,5,6,0.0235,0.0024,0.0048,1.19,17,4.29,4.90,90.47,72.02,3.31
FEBRERO,5,7,0.0213,0.0024,0.0062,1.22,20,3.68,4.86,91.40,75.03,3.19
FEBRERO,5,8,0.0202,0.0024,0.0079,1.27,22,3.41,4.74,89.15,75.01,32.17
FEBRERO,5,9,0.0232,0.0028,0.0075,1.28,28,5.44,5.18,89.24,67.66,217.42
FEBRERO,5,10,0.0238,0.0026,0.0067,1.28,46,7.22,5.51,94.61,61.91,433.91
FEBRERO,5,11,0.0269,0.0026,0.0068,1.32,34,9.39,5.51,94.18,55.52,622.41
FEBRERO,5,12,0.0338,0.0032,0.0080,1.33,32,12.21,4.72,97.49,48.01,751.74
FEBRERO,5,13,0.0401,0.0028,0.0071,1.30,36,15.05,3.90,95.68,42.19,829.19
FEBRERO,5,14,0.0482,0.0076,0.0080,1.28,34,18.61,2.51,117.07,35.65,768.08
FEBRERO,5,15,0.0575,0.0455,0.0116,1.39,34,22.24,1.83,182.19,29.20,769.66
FEBRERO,5,16,0.0761,0.0597,0.0138,1.82,54,23.09,2.10,173.75,26.69,615.79
FEBRERO,5,17,0.0534,0.0124,0.0075,1.40,38,23.50,2.22,249.83,22.90,406.52
FEBRERO,5,18,0.0489,0.0061,0.0080,1.40,31,21.72,2.77,268.02,25.47,152.22
FEBRERO,5,19,0.0416,0.0048,0.0137,1.55,32,20.00,1.98,257.27,28.11,41.43
FEBRERO,5,20,0.0185,0.0046,0.0330,2.27,89,17.57,1.31,189.22,30.41,6.49
FEBRERO,5,21,0.0119,0.0048,0.0389,2.36,153,15.97,1.10,94.19,35.54,2.64
FEBRERO,5,22,0.0127,0.0043,0.0352,2.09,130,14.54,1.27,132.75,42.12,2.77
FEBRERO,5,23,0.0106,0.0039,0.0358,2.22,114,14.07,1.36,196.08,43.84,14.56
FEBRERO,6,0,0.0116,0.0040,0.0335,2.35,105,12.82,1.04,118.06,47.00,2.85
FEBRERO,6,1,0.0187,0.0081,0.0344,2.21,103,12.35,1.43,310.27,49.47,15.03
FEBRERO,6,2,0.0196,0.0048,0.0297,1.85,75,11.69,1.31,236.83,49.66,2.89
FEBRERO,6,3,0.0132,0.0047,0.0299,2.12,91,10.66,1.26,243.42,53.13,2.89
FEBRERO,6,4,0.0115,0.0040,0.0267,2.28,84,10.43,1.03,227.60,54.50,8.38
FEBRERO,6,5,0.0193,0.0044,0.0254,1.81,71,9.81,1.08,140.72,56.29,3.02
FEBRERO,6,6,NA,0.0039,0.0244,1.67,63,8.58,1.10,98.76,62.35,3.02
FEBRERO,6,7,0.0036,0.0039,0.0241,1.72,71,7.68,1.33,122.32,64.83,9.43
FEBRERO,6,8,0.0047,0.0039,0.0241,1.78,78,7.98,1.25,118.05,64.74,32.13
FEBRERO,6,9,0.0069,0.0043,0.0244,1.87,84,11.84,1.75,103.55,54.29,209.48
FEBRERO,6,10,0.0220,0.0054,0.0186,1.58,75,16.60,1.59,131.28,42.39,420.82
FEBRERO,6,11,0.0348,0.0048,0.0166,1.55,60,19.62,2.20,270.71,37.99,603.93
FEBRERO,6,12,0.0433,0.0045,0.0097,1.40,42,21.01,3.18,277.98,36.83,735.40
FEBRERO,6,13,0.0441,0.0040,0.0057,1.31,22,22.54,3.15,256.93,33.87,808.96
FEBRERO,6,14,0.0407,0.0035,0.0053,1.31,17,23.23,3.79,267.36,30.27,675.78
FEBRERO,6,15,0.0385,0.0031,0.0052,1.29,16,24.24,3.91,261.87,25.89,750.58
FEBRERO,6,16,0.0378,0.0029,0.0056,1.32,16,24.95,3.91,274.47,23.65,623.10
FEBRERO,6,17,0.0404,0.0030,0.0051,1.31,19,24.85,3.57,257.55,25.04,412.76
FEBRERO,6,18,0.0393,0.0028,0.0061,1.31,19,22.86,3.51,266.28,28.52,138.99
FEBRERO,6,19,0.0303,0.0029,0.0126,1.49,37,20.46,2.28,265.37,33.53,12.71
FEBRERO,6,20,0.0240,0.0031,0.0146,1.58,53,19.77,1.66,174.71,36.26,8.93
FEBRERO,6,21,0.0116,0.0032,0.0256,1.91,76,19.43,1.85,226.75,37.06,7.96
FEBRERO,6,22,0.0224,0.0028,0.0083,1.41,60,18.74,3.27,245.76,34.89,2.49
FEBRERO,6,23,0.0201,0.0028,0.0090,1.43,41,17.62,2.36,232.03,37.91,7.64
FEBRERO,7,0,0.0222,0.0029,0.0069,1.35,30,16.70,2.08,240.88,43.05,2.53
FEBRERO,7,1,0.0242,0.0032,0.0069,1.30,17,16.23,1.82,239.69,46.62,8.91
FEBRERO,7,2,0.0249,0.0031,0.0058,1.28,17,15.93,1.61,170.17,48.54,8.81
FEBRERO,7,3,0.0215,0.0032,0.0090,1.30,21,15.36,1.46,124.94,50.90,2.71
FEBRERO,7,4,0.0221,0.0034,0.0079,1.28,28,14.91,1.46,257.45,50.95,2.75
FEBRERO,7,5,0.0235,0.0032,0.0051,1.25,22,13.92,1.21,241.09,51.01,2.83
FEBRERO,7,6,0.0163,0.0030,0.0108,1.30,24,12.48,0.98,250.21,52.31,14.17
FEBRERO,7,7,0.0061,0.0032,0.0196,1.47,23,12.05,0.97,276.58,58.49,2.92
FEBRERO,7,8,0.0059,0.0035,0.0223,2.51,51,11.76,0.98,109.35,59.87,29.95
FEBRERO,7,9,0.0134,0.0034,0.0153,1.80,64,17.34,1.83,300.57,50.11,235.14
FEBRERO,7,10,0.0221,0.0032,0.0092,1.41,24,20.38,1.83,266.94,37.13,442.66
FEBRERO,7,11,0.0310,0.0032,0.0083,1.34,21,21.61,2.00,239.99,32.43,563.35
FEBRERO,7,12,0.0372,0.0034,0.0056,1.28,26,22.19,2.59,243.12,30.19,724.79
FEBRERO,7,13,0.0386,0.0030,0.0054,1.30,12,23.66,3.21,271.02,26.57,855.48
FEBRERO,7,14,0.0434,0.0030,0.0058,1.30,17,23.29,3.33,266.35,27.07,546.56
FEBRERO,7,15,0.0377,0.0025,0.0053,1.33,20,23.60,4.68,277.31,24.39,677.90
FEBRERO,7,16,0.0383,0.0025,0.0047,1.27,19,24.54,4.45,267.09,21.28,602.62
FEBRERO,7,17,0.0319,0.0024,0.0067,1.32,22,22.61,4.45,277.99,21.71,201.09
FEBRERO,7,18,0.0310,0.0024,0.0067,1.33,46,21.52,3.75,259.91,23.24,113.27
FEBRERO,7,19,0.0282,0.0024,0.0109,1.45,72,20.45,2.87,247.80,27.23,17.33
FEBRERO,7,20,0.0170,0.0024,0.0200,1.73,61,19.01,1.91,243.71,29.42,7.52
FEBRERO,7,21,0.0143,0.0036,0.0215,1.68,81,17.18,1.85,154.53,35.94,2.50
FEBRERO,7,22,0.0228,0.0045,0.0120,1.47,76,15.83,3.16,106.86,45.41,13.00
FEBRERO,7,23,0.0284,0.0027,0.0062,1.33,55,13.03,4.64,100.56,52.49,6.98
FEBRERO,8,0,0.0283,0.0026,0.0063,1.30,32,11.35,4.54,88.68,59.66,2.97
FEBRERO,8,1,0.0299,0.0025,0.0044,1.27,29,10.09,4.39,85.33,65.28,3.02
FEBRERO,8,2,0.0310,0.0024,0.0043,1.26,19,9.58,4.01,86.50,66.78,8.65
FEBRERO,8,3,0.0291,0.0025,0.0038,1.25,18,8.93,4.05,87.42,68.95,9.37
FEBRERO,8,4,0.0290,0.0025,0.0038,1.25,13,7.96,3.88,91.14,73.71,3.06
FEBRERO,8,5,0.0233,0.0026,0.0050,1.24,16,7.39,3.50,78.07,75.94,3.21
FEBRERO,8,6,0.0251,0.0026,0.0074,1.26,15,7.17,3.26,84.29,76.69,3.21
FEBRERO,8,7,0.0223,0.0027,0.0130,1.37,11,7.54,2.93,72.77,75.05,3.03
FEBRERO,8,8,0.0212,0.0026,0.0150,1.47,24,6.89,2.54,83.77,76.11,18.53
FEBRERO,8,9,0.0210,0.0026,0.0125,1.44,33,8.51,3.18,86.54,72.21,160.02
FEBRERO,8,10,0.0281,0.0027,0.0070,1.33,36,11.67,4.55,97.40,61.33,444.18
FEBRERO,8,11,0.0308,0.0026,0.0068,1.34,27,13.67,4.14,94.54,54.74,632.08
FEBRERO,8,12,0.0370,0.0027,0.0062,1.30,19,15.79,3.49,102.82,48.39,765.29
FEBRERO,8,13,0.0426,0.0047,0.0063,1.30,19,18.09,2.79,140.28,42.68,835.26
FEBRERO,8,14,0.0469,0.0099,0.0067,1.33,22,19.76,2.52,144.01,36.50,707.91
FEBRERO,8,15,0.0514,0.0065,0.0073,1.34,20,21.28,2.53,238.92,32.72,777.57
FEBRERO,8,16,0.0453,0.0031,0.0066,1.36,24,21.77,4.19,273.48,29.86,641.79
FEBRERO,8,17,0.0482,0.0031,0.0077,1.39,19,22.09,3.54,275.85,28.83,444.89
FEBRERO,8,18,0.0465,0.0029,0.0089,1.37,28,21.71,2.84,270.02,27.24,228.60
FEBRERO,8,19,0.0380,0.0026,0.0138,1.51,27,19.49,2.49,265.02,28.47,38.67
FEBRERO,8,20,0.0222,0.0029,0.0257,1.81,38,17.30,2.82,273.75,30.91,2.54
FEBRERO,8,21,0.0163,0.0026,0.0294,1.95,39,16.45,2.35,221.95,27.59,11.32
FEBRERO,8,22,0.0269,0.0032,0.0120,1.41,60,13.74,3.67,101.23,50.39,2.82
FEBRERO,8,23,0.0279,0.0026,0.0150,1.40,43,11.73,2.92,108.56,55.92,8.93
FEBRERO,9,0,0.0329,0.0025,0.0107,1.31,35,10.08,3.65,117.88,61.10,3.05
FEBRERO,9,1,0.0352,0.0025,0.0085,1.27,28,9.39,3.49,104.60,62.90,10.12
FEBRERO,9,2,0.0392,0.0022,0.0127,1.31,23,8.79,3.02,101.73,64.50,3.00
FEBRERO,9,3,0.0377,0.0025,0.0218,1.38,52,7.74,3.09,111.89,67.97,9.23
FEBRERO,9,4,0.0097,0.0028,0.0212,1.33,143,6.99,3.25,101.98,70.05,10.33
FEBRERO,9,5,0.0294,0.0025,0.0205,1.33,166,6.40,2.87,109.41,72.21,3.19
FEBRERO,9,6,0.0102,0.0026,0.0202,1.34,52,5.68,3.14,96.58,73.84,9.56
FEBRERO,9,7,0.0042,0.0029,0.0235,1.47,43,5.18,2.87,93.89,75.38,3.23
FEBRERO,9,8,0.0048,0.0029,0.0228,1.56,51,5.10,3.17,100.50,75.91,21.74
FEBRERO,9,9,0.0154,0.0028,0.0179,1.50,50,7.73,3.34,106.94,68.27,214.12
FEBRERO,9,10,0.0180,0.0028,0.0156,1.45,43,11.15,3.92,102.24,58.02,439.90
FEBRERO,9,11,0.0278,0.0031,0.0121,1.36,43,15.49,2.48,126.12,48.64,622.59
FEBRERO,9,12,0.0386,0.0032,0.0107,1.35,41,19.46,1.88,231.65,39.27,760.46
FEBRERO,9,13,0.0407,0.0032,0.0076,1.33,73,20.76,2.99,263.10,35.04,829.48
FEBRERO,9,14,0.0448,0.0030,0.0071,1.36,12,21.57,3.38,267.95,32.70,673.35
FEBRERO,9,15,0.0467,0.0027,0.0058,1.29,10,22.16,3.65,267.48,29.59,730.83
FEBRERO,9,16,0.0437,0.0024,0.0061,1.30,10,22.85,4.28,279.65,23.90,644.75
FEBRERO,9,17,0.0444,0.0021,0.0062,1.29,14,22.82,4.34,279.43,20.73,457.41
FEBRERO,9,18,0.0413,0.0022,0.0089,1.40,18,22.18,4.02,288.40,21.49,239.03
FEBRERO,9,19,0.0327,0.0023,0.0156,1.55,24,20.07,2.90,274.05,24.47,41.16
FEBRERO,9,20,0.0145,0.0022,0.0287,1.82,53,17.04,1.72,204.74,27.53,14.73
FEBRERO,9,21,0.0170,0.0026,0.0262,1.63,100,15.64,2.23,172.76,30.75,7.99
FEBRERO,9,22,0.0173,0.0026,0.0175,1.60,71,14.98,2.16,171.81,40.47,8.02
FEBRERO,9,23,0.0132,0.0028,0.0193,1.57,71,13.22,1.14,109.60,48.42,8.63
FEBRERO,10,0,0.0123,0.0029,0.0240,1.65,53,11.91,1.04,110.56,48.61,2.84
FEBRERO,10,1,NA,0.0048,0.0244,1.64,53,11.29,1.06,296.85,52.80,2.88
FEBRERO,10,2,NA,0.0037,0.0232,1.84,39,10.69,1.07,303.00,55.44,8.60
FEBRERO,10,3,0.0079,0.0033,0.0237,1.38,31,9.92,1.12,312.06,55.91,3.05
FEBRERO,10,4,0.0095,0.0039,0.0227,1.58,41,9.10,1.08,141.35,59.03,9.44
FEBRERO,10,5,0.0133,0.0037,0.0226,1.48,48,8.23,1.17,114.48,64.00,2.97
FEBRERO,10,6,0.0062,0.0035,0.0219,1.42,39,7.51,1.23,125.65,68.00,3.11
FEBRERO,10,7,0.0068,0.0035,0.0221,1.54,50,6.74,1.01,111.06,70.61,3.16
FEBRERO,10,8,0.0076,0.0037,0.0220,1.71,77,6.93,1.06,127.46,70.14,38.58
FEBRERO,10,9,0.0130,0.0044,0.0230,1.76,110,11.72,0.97,129.86,59.25,220.89
FEBRERO,10,10,0.0192,0.0104,0.0259,1.64,67,16.83,1.16,183.36,44.90,434.10
FEBRERO,10,11,0.0295,0.0089,0.0264,1.70,50,19.54,1.63,208.80,36.03,622.86
FEBRERO,10,12,0.0392,0.0040,0.0093,1.33,37,20.03,2.84,222.68,32.95,732.37
FEBRERO,10,13,0.0459,0.0035,0.0046,1.27,23,21.43,2.43,183.95,30.96,835.77
FEBRERO,10,14,0.0465,0.0033,0.0069,1.37,22,21.59,2.50,260.79,29.46,516.09
FEBRERO,10,15,0.0492,0.0034,0.0056,1.31,16,22.49,1.97,187.84,27.15,594.18
FEBRERO,10,16,0.0491,0.0028,0.0048,1.29,19,22.24,2.59,165.27,27.07,410.49
FEBRERO,10,17,0.0465,0.0026,0.0035,1.26,22,22.28,3.62,147.88,26.14,300.42
FEBRERO,10,18,0.0408,0.0024,0.0044,1.28,28,20.98,3.24,151.24,27.31,153.00
FEBRERO,10,19,0.0339,0.0022,0.0059,1.29,31,19.27,3.75,161.67,29.22,32.20
FEBRERO,10,20,0.0269,0.0025,0.0088,1.34,43,16.97,3.76,167.48,32.91,8.20
FEBRERO,10,21,0.0237,0.0052,0.0099,1.36,108,15.79,3.62,175.03,36.22,2.65
FEBRERO,10,22,0.0226,0.0027,0.0107,1.43,55,15.05,2.67,200.88,36.94,2.79
FEBRERO,10,23,0.0165,0.0032,0.0180,1.51,48,13.73,1.53,214.73,39.65,2.80
FEBRERO,11,0,0.0073,0.0031,0.0247,1.71,46,12.24,1.19,267.95,41.24,9.34
FEBRERO,11,1,0.0072,0.0031,0.0238,1.49,35,11.47,1.03,272.09,45.74,2.97
FEBRERO,11,2,0.0068,0.0030,0.0246,1.46,31,10.75,1.56,305.58,50.75,2.90
FEBRERO,11,3,0.0050,0.0034,0.0257,1.37,41,9.89,1.48,321.30,53.23,3.06
FEBRERO,11,4,0.0035,0.0038,0.0252,1.35,34,9.19,1.23,275.07,56.02,8.36
FEBRERO,11,5,0.0023,0.0037,0.0236,1.43,36,8.27,0.98,229.35,57.32,3.03
FEBRERO,11,6,NA,0.0035,0.0215,1.54,46,7.81,1.01,230.62,58.03,22.87
FEBRERO,11,7,0.0042,0.0039,0.0239,1.94,75,6.97,1.09,102.33,66.36,3.17
FEBRERO,11,8,0.0031,0.0036,0.0240,1.83,73,6.59,1.34,115.96,68.29,41.06
FEBRERO,11,9,0.0054,0.0039,0.0248,1.81,92,11.57,1.20,99.97,56.57,236.52
FEBRERO,11,10,0.0197,0.0070,0.0175,1.46,68,15.67,1.29,134.95,45.21,454.09
FEBRERO,11,11,0.0310,0.0041,0.0131,1.45,42,18.92,1.78,225.12,37.54,637.00
FEBRERO,11,12,0.0379,0.0037,0.0110,1.38,30,19.16,2.39,176.30,34.29,764.97
FEBRERO,11,13,0.0456,0.0036,0.0073,1.32,25,20.96,2.05,208.48,29.76,851.56
FEBRERO,11,14,0.0474,0.0029,0.0047,1.30,19,21.85,2.26,183.44,25.74,732.42
FEBRERO,11,15,0.0485,0.0027,0.0063,1.35,19,22.91,2.59,204.36,23.10,789.61
FEBRERO,11,16,0.0460,0.0022,0.0061,1.32,18,23.29,4.19,270.75,18.51,644.84
FEBRERO,11,17,0.0464,0.0023,0.0065,1.34,29,22.95,4.77,278.56,19.93,461.67
FEBRERO,11,18,0.0460,0.0022,0.0073,1.32,35,21.97,4.59,264.78,21.16,232.97
FEBRERO,11,19,0.0393,0.0021,0.0113,1.42,34,19.77,4.01,261.88,23.62,40.87
FEBRERO,11,20,0.0246,0.0022,0.0180,1.59,54,17.03,3.21,254.95,26.78,15.22
FEBRERO,11,21,0.0229,0.0021,0.0162,1.56,51,15.28,2.57,231.34,28.51,2.64
FEBRERO,11,22,0.0209,0.0025,0.0160,1.49,49,13.77,2.25,206.73,31.71,6.55
