DATOS HORARIOS 2022_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
JUN,1,0,0.034,0.004,0.007,1.21,46.008717,22.0218,3.265747,53.855117,44.722133,25.381913
JUN,1,1,0.032,0.004,0.008,1.19,36.5239,21.21095,3.755285,57.5559,50.318117,12.457735
JUN,1,2,0.030,0.004,0.006,1.18,34.050683,19.925667,2.806557,111.396333,54.528883,5.570607
JUN,1,3,0.026,0.003,0.008,1.20,35.69355,18.641317,1.842462,109.620533,58.783933,2.636627
JUN,1,4,0.024,0.003,0.008,1.20,43.148167,17.913783,2.355772,144.569283,62.341133,2.467142
JUN,1,5,0.024,0.003,0.011,1.23,38.955933,17.955867,3.017082,112.43375,62.879117,2.636495
JUN,1,6,0.019,0.003,0.020,1.40,49.142533,17.707583,2.147872,82.625567,63.5257,2.812658
JUN,1,7,0.018,0.003,0.018,1.61,42.46385,18.31535,2.994152,69.228667,66.250283,53.738855
JUN,1,8,0.020,0.004,0.014,1.41,54.911683,20.420117,3.42729,96.335067,60.3846,242.844833
JUN,1,9,0.032,0.004,0.010,1.32,56.76175,22.48965,3.828175,99.283633,53.0164,467.567333
JUN,1,10,0.042,0.003,0.007,1.26,29.0176,24.45285,3.476007,94.50875,45.391867,695.808833
JUN,1,11,0.049,0.003,0.008,1.25,28.513483,26.162083,3.189657,95.895567,38.327133,884.360167
JUN,1,12,0.053,0.003,0.009,1.26,33.687267,27.503433,3.344688,98.779983,32.44495,1011.167833
JUN,1,13,0.062,0.003,0.005,1.20,29.1655,29.14315,3.01524,148.066767,26.916783,1051.683667
JUN,1,14,0.063,0.003,0.005,1.19,25.6284,30.133217,2.997277,173.453667,24.16545,931.591667
JUN,1,15,0.059,0.003,0.008,1.25,26.206933,31.181583,2.627773,130.126467,20.222967,671.699167
JUN,1,16,0.059,0.003,0.007,1.23,30.408967,31.429733,2.927288,160.697267,19.396683,697.7295
JUN,1,17,0.056,0.004,0.009,1.21,39.97995,30.85235,4.226362,98.745067,20.913567,437.2295
JUN,1,18,0.049,0.004,0.012,1.32,103.470917,28.117767,5.266848,102.4323,24.336233,278.780167
JUN,1,19,0.044,0.004,0.011,1.31,49.03015,28.4728,3.986535,96.364817,24.177333,143.61735
