DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
NOVIEMBRE,1,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
NOVIEMBRE,1,1,0.0177,0.0136,1.7341,0.0302,54,19,17.79,1.48,131.78,62.34,624.7,0.01
NOVIEMBRE,1,2,0.0175,0.0131,1.6926,0.0277,41,32,17.63,1.49,88.29,61.62,624.56,0.01
NOVIEMBRE,1,3,0.0094,0.007,1.7857,0.0323,47,22,16.86,1.45,88.96,66.72,624.33,0.01
NOVIEMBRE,1,4,0.0054,0.0052,1.7715,0.0381,44,31,16.74,1.72,107.16,66.73,624.19,0.01
NOVIEMBRE,1,5,0.0094,0.0047,1.7122,0.0265,45,27,16.37,1.29,89.73,68.25,624.4,0.01
NOVIEMBRE,1,6,0.0037,0.0076,1.7435,0.0427,41,24,16.19,1.1,92.37,67.52,624.76,0.01
NOVIEMBRE,1,7,0.0026,0.0071,1.9908,0.0382,46,22,15.69,1.89,99.22,69.04,625.09,0.02
NOVIEMBRE,1,8,0.0031,0.0062,2.1013,0.0335,49,23,15.67,2.12,112.14,67.93,625.62,0.25
NOVIEMBRE,1,9,0.0101,0.0063,1.9303,0.024,64,28,17.08,3.22,71.33,61.17,625.91,1.02
NOVIEMBRE,1,10,0.0245,0.0048,1.8252,0.0132,41,21,19.96,3.88,70.96,46.9,626.15,2.13
NOVIEMBRE,1,11,0.0314,0.0047,1.8181,0.0142,32,22,21.95,3.52,84.26,36.88,626.08,3.15
NOVIEMBRE,1,12,0.0397,0.0047,1.7525,0.0136,24,14,23.85,2.84,81.6,30.21,625.49,3.93
NOVIEMBRE,1,13,0.0483,0.0056,1.7222,0.0137,20,19,25.49,2.5,107.99,25.5,624.94,4.23
NOVIEMBRE,1,14,0.0538,0.008,1.7237,0.0116,29,18,26.81,2.52,124.08,22.11,624.29,3.98
NOVIEMBRE,1,15,0.0539,0.0075,1.7224,0.0156,19,20,27.34,2.67,104.65,20.53,623.59,3.17
NOVIEMBRE,1,16,0.053,0.0051,1.7595,0.0171,27,10,27.48,2.98,91.66,20.89,623.13,2.03
NOVIEMBRE,1,17,0.0472,0.0045,1.839,0.0209,32,8,27.43,3.01,98.23,20.75,622.89,1.01
NOVIEMBRE,1,18,0.0338,0.0048,2.1701,0.0428,48,6,25.97,2.52,122.49,21.36,623.26,0.22
NOVIEMBRE,1,19,0.0143,0.0057,2.6194,0.073,88,10,24.9,2.04,110.56,22.57,623.82,0.02
NOVIEMBRE,1,20,0.0198,0.0598,2.0564,0.0279,92,19,23.42,3.5,55.07,31.52,624.51,0.01
NOVIEMBRE,1,21,0.0172,0.0192,1.9593,0.0247,60,9,20.94,2.71,75.88,40.86,625.22,0.01
NOVIEMBRE,1,22,0.0182,0.0049,1.7552,0.0208,52,11,19.07,2.86,86.82,47.65,625.55,0.01
NOVIEMBRE,1,23,0.0156,0.0047,1.7488,0.0195,45,12,17.87,2.66,112.77,53.26,625.86,0.01
NOVIEMBRE,2,0,0.0165,0.0052,1.6458,0.0173,37,17,16.78,2.7,111.1,55.87,625.91,0.01
NOVIEMBRE,2,1,0.0158,0.0063,1.6024,0.018,36,12,15.55,2.81,116.48,59.46,625.91,0.01
NOVIEMBRE,2,2,0.015,0.0063,1.5963,0.0178,56,36,14.62,2.37,109.78,64.01,625.83,0.01
NOVIEMBRE,2,3,0.0213,0.0055,1.5482,0.0101,35,29,13.94,2.31,62.28,68.28,625.96,0.01
NOVIEMBRE,2,4,0.0181,0.0053,1.5712,0.0137,20,7,12.91,2.24,84.77,73.24,625.72,0.01
NOVIEMBRE,2,5,0.0072,0.0049,1.5784,0.0249,28,18,12.27,2.02,91.07,75.07,625.66,0.01
NOVIEMBRE,2,6,0.0036,0.0059,1.6652,0.0307,18,14,12,1.51,99.6,75.08,625.69,0.01
NOVIEMBRE,2,7,0.0024,0.0056,1.8191,0.0311,38,17,11.43,1.67,85.41,77.93,626.02,0.02
NOVIEMBRE,2,8,0.0042,0.0051,1.8941,0.0267,41,15,12.29,1.55,101.91,75.64,626.51,0.29
NOVIEMBRE,2,9,0.0119,0.0047,1.9638,0.0188,41,22,14.74,2.78,93.62,67.09,626.84,1.05
NOVIEMBRE,2,10,0.0209,0.0044,1.8901,0.0138,35,15,17.92,3.17,73.89,55.29,627.02,2.14
NOVIEMBRE,2,11,0.0284,0.0041,1.8126,0.0105,26,15,20.79,3.06,75.23,37.97,626.82,3.24
NOVIEMBRE,2,12,0.0311,0.004,1.8184,0.0139,23,15,23.12,3.55,88.71,25.87,626.26,4.07
NOVIEMBRE,2,13,0.0376,0.0039,1.7552,0.0133,30,14,24.72,4.39,82.96,19.65,625.5,4.37
NOVIEMBRE,2,14,0.0419,0.0039,1.7272,0.0144,29,13,26.31,3.89,81.01,15.38,624.55,4.03
NOVIEMBRE,2,15,0.0465,0.0044,1.7298,0.0154,25,20,26.94,3.43,83.92,16.03,623.76,3.18
NOVIEMBRE,2,16,0.0477,0.0046,1.7413,0.0148,24,9,27.45,3.21,84.23,17.19,623.2,2.1
NOVIEMBRE,2,17,0.0446,0.0041,1.7212,0.015,32,9,27.27,3.2,73.97,17.16,622.97,1.04
NOVIEMBRE,2,18,0.0337,0.005,1.897,0.0222,41,7,25.94,3.25,88.67,16.84,623.2,0.27
NOVIEMBRE,2,19,0.0273,0.0042,1.8817,0.0268,64,7,23.5,3.4,69.6,19.37,623.65,0.02
NOVIEMBRE,2,20,0.0222,0.0299,1.8714,0.0285,52,10,21.95,3.23,74.65,24.76,624.2,0.01
NOVIEMBRE,2,21,0.0103,0.008,1.9577,0.0408,66,11,18.89,2.45,94.85,30.68,624.88,0.01
NOVIEMBRE,2,22,0.0125,0.0044,1.8008,0.0267,73,10,17.48,2.36,88.52,40.19,625.2,0.01
NOVIEMBRE,2,23,0.0147,0.0042,1.7183,0.0171,45,9,16.57,2.67,92.93,51.01,625.37,0.01
NOVIEMBRE,3,0,0.0104,0.0123,1.6462,0.0273,32,11,15.34,2.46,108.37,56.02,625.35,0.01
NOVIEMBRE,3,1,0.0123,0.0128,1.6461,0.0194,31,10,14.42,2.43,106.46,58.93,625.23,0.01
NOVIEMBRE,3,2,0.013,0.0104,1.6026,0.0211,29,11,13.94,2.89,115.21,57.67,625.12,0.01
NOVIEMBRE,3,3,0.0072,0.0118,1.6294,0.0326,24,10,13.26,2.2,108.99,60.17,624.89,0.01
NOVIEMBRE,3,4,0.0014,0.009,1.6817,0.0404,28,7,12.48,1.99,105.45,59.05,624.75,0.01
NOVIEMBRE,3,5,0.0007,0.0058,1.7537,0.0397,37,23,12.05,2.27,93.08,60.16,624.56,0.01
NOVIEMBRE,3,6,0.0007,0.0107,1.9006,0.0408,55,13,11.32,2.26,95.7,64.22,624.5,0.01
NOVIEMBRE,3,7,NA,0.0089,1.9769,0.0364,57,44,10.55,2.25,81.27,67.69,624.71,0.02
NOVIEMBRE,3,8,NA,0.0087,2.3445,0.0407,63,22,11.18,2.13,81.43,64.91,625.11,0.28
NOVIEMBRE,3,9,0.0055,0.0121,2.1974,0.0379,81,24,13.8,2.17,101.15,58.24,625.35,1.05
NOVIEMBRE,3,10,0.0161,0.0063,1.9535,0.0249,63,37,17.77,1.67,98.33,45.98,625.54,2.17
NOVIEMBRE,3,11,0.0313,0.0045,1.8407,0.0162,47,18,20.48,2.4,88.75,31.84,625.47,2.9
NOVIEMBRE,3,12,0.04,0.0048,1.6987,0.0118,23,13,23.18,2.46,88.7,22.56,624.72,3.94
NOVIEMBRE,3,13,0.0449,0.0081,1.6387,0.0104,15,14,25.08,1.87,122.58,17.64,623.71,4.24
NOVIEMBRE,3,14,0.0523,0.025,1.8214,0.0118,10,15,26.84,1.83,167.95,16.34,622.69,3.94
NOVIEMBRE,3,15,0.0513,0.0156,1.8004,0.007,18,14,27.41,2.21,210.91,17.28,622.03,3.13
NOVIEMBRE,3,16,0.0514,0.0106,1.6482,0.0046,13,10,27.98,1.78,209.53,16.34,621.54,1.93
NOVIEMBRE,3,17,0.0518,0.0045,1.5776,0.0105,30,5,26.26,2.62,262.45,19.83,621.42,0.71
NOVIEMBRE,3,18,0.0389,0.0042,1.7586,0.0203,64,2,25.22,2.1,173.01,19.97,621.71,0.25
NOVIEMBRE,3,19,0.0093,0.0045,2.3827,0.06,58,1,23.3,1.06,247.38,23.06,622.02,0.02
NOVIEMBRE,3,20,0.0029,0.0051,2.9569,0.0702,113,8,21.29,0.93,194.36,28.88,622.34,0.01
NOVIEMBRE,3,21,0.0038,0.0065,3.9725,NA,172,23,19.63,0.98,158.6,32.78,622.78,0.01
NOVIEMBRE,3,22,0.0025,0.0056,2.5811,0.0558,155,34,18.41,1.55,87.23,34.38,623.19,0.01
NOVIEMBRE,3,23,0.0024,0.0055,2.0935,0.0479,116,27,17.17,2.21,93.9,36.36,623.45,0.01
NOVIEMBRE,4,0,0.0061,0.0061,1.7659,0.0371,58,27,16.83,3.18,97.09,36.08,623.55,0.01
NOVIEMBRE,4,1,0.0049,0.0049,1.6538,0.0336,45,19,14.96,2.38,94.63,41.91,623.6,0.01
NOVIEMBRE,4,2,0.0033,0.0184,1.6915,0.0419,54,16,14.15,1.7,108.64,43.42,623.53,0.01
NOVIEMBRE,4,3,0.0067,0.0175,1.652,0.0315,67,16,13.45,1.94,74.53,47.38,623.57,0.01
NOVIEMBRE,4,4,0.009,0.0121,1.587,0.0258,23,24,12.79,2.51,93.55,51.38,623.53,0.01
NOVIEMBRE,4,5,0.0032,0.0263,1.6827,0.0379,39,2,11.67,2.86,96.99,60.51,623.44,0.01
NOVIEMBRE,4,6,0.007,0.0213,1.6932,0.0301,33,24,11.31,2.52,102.87,67.25,623.54,0.01
NOVIEMBRE,4,7,0.0066,0.0171,1.8929,0.0277,33,20,11.11,2.29,93.79,70.67,623.94,0.02
NOVIEMBRE,4,8,0.0081,0.0098,2.0715,0.0235,41,11,11.75,2.72,94.01,68.96,624.56,0.27
NOVIEMBRE,4,9,0.0118,0.0333,2.1936,0.0355,64,18,14.47,2.81,100.23,58.34,624.96,0.96
NOVIEMBRE,4,10,0.0239,0.0127,1.966,0.0172,49,34,17.46,2.92,93.55,44.09,625.15,1.98
NOVIEMBRE,4,11,0.0313,0.0087,1.886,0.0137,26,14,19.85,2.99,96.51,36.76,624.91,3.02
NOVIEMBRE,4,12,0.0382,0.0131,1.8155,0.0165,29,23,21.67,3.3,103.85,32.11,624.33,3.76
NOVIEMBRE,4,13,0.0456,0.0078,1.8069,0.019,28,16,23.57,2.8,104.71,28.51,623.6,3.98
NOVIEMBRE,4,14,0.0548,0.0101,1.7142,0.0148,23,23,25.67,2.09,165.51,23.97,622.78,3.84
NOVIEMBRE,4,15,0.0583,0.0145,1.7834,0.0131,30,19,26.84,2.04,161.85,20.95,622.04,3.05
NOVIEMBRE,4,16,0.0608,0.01,1.6803,0.0085,32,9,26.74,2.31,195.27,19.47,621.66,1.87
NOVIEMBRE,4,17,0.0576,0.0081,1.7262,0.0112,25,23,26.23,1.82,223.84,18.96,621.3,0.85
NOVIEMBRE,4,18,0.0554,0.0066,1.7187,0.0154,39,11,24.98,1.58,294.63,20.79,621.39,0.22
NOVIEMBRE,4,19,0.0156,0.0061,2.3217,0.0739,78,10,23.36,1.17,197.53,23.93,621.63,0.02
NOVIEMBRE,4,20,0.0056,0.0083,3.3393,0.0804,101,22,22.01,1.85,220.45,29.5,622.03,0.01
NOVIEMBRE,4,21,0.0196,0.0101,1.9376,0.0203,93,23,19.79,3.99,64.69,43.03,622.78,0.01
NOVIEMBRE,4,22,0.0211,0.0054,1.7384,0.0134,55,1,17.88,4.58,78.34,54.35,623.36,0.01
NOVIEMBRE,4,23,0.0242,0.0047,1.6525,0.0076,42,6,16,4.88,77.33,61.14,623.64,0.01
NOVIEMBRE,5,0,0.0258,0.0044,1.5587,0.0041,35,13,14.74,4.95,76.06,66.42,624.02,0.01
NOVIEMBRE,5,1,0.0234,0.0043,1.6044,0.0042,43,11,13.76,4.31,72.87,71.68,624.13,0.01
NOVIEMBRE,5,2,0.0224,0.0042,1.6122,0.0045,44,8,13.22,3.55,81.35,73.72,624.1,0.01
NOVIEMBRE,5,3,0.0222,0.0041,1.6049,0.0049,18,7,12.58,3.25,78.11,76.4,624.15,0.01
NOVIEMBRE,5,4,0.0241,0.004,1.6008,0.0043,13,10,11.95,2.98,84.95,79.69,624.21,0.01
NOVIEMBRE,5,5,0.0216,0.004,1.6159,0.0052,10,9,11.75,3.03,81.43,80,624.2,0.01
NOVIEMBRE,5,6,0.0195,0.004,1.6788,0.0081,9,8,11.57,3.08,81.98,79.9,624.39,0.01
NOVIEMBRE,5,7,0.0178,0.004,1.8152,0.0174,17,7,11.39,3.14,85.52,79.78,624.57,0.02
NOVIEMBRE,5,8,0.0185,0.0076,2.0685,0.0265,34,8,11.59,2.94,96.09,77.63,625.01,0.24
NOVIEMBRE,5,9,0.019,0.0053,2.0272,0.019,43,11,13.59,3.31,79.49,70.61,625.4,0.88
NOVIEMBRE,5,10,0.0247,0.0044,1.8354,0.0119,29,11,16.26,3.84,85,60.28,625.73,1.93
NOVIEMBRE,5,11,0.0312,0.0043,1.85,0.01,24,11,18.33,3.16,86.53,51.85,625.61,3.02
NOVIEMBRE,5,12,0.0372,0.0072,1.7702,0.0109,20,14,20.65,2.58,94.69,43.69,625.05,3.79
NOVIEMBRE,5,13,0.0437,0.0167,1.8819,0.0158,27,20,22.88,2.34,105.31,34.73,624.2,4.1
NOVIEMBRE,5,14,0.0506,0.014,1.7619,0.013,28,19,24.76,2.31,148.2,28.54,623.43,3.8
NOVIEMBRE,5,15,0.053,0.0155,1.7169,0.0092,24,20,26.01,1.92,159.7,25.84,622.85,3.03
NOVIEMBRE,5,16,0.0522,0.0131,1.8162,0.0098,24,17,26.72,1.93,184.64,24.74,622.54,1.9
NOVIEMBRE,5,17,0.0404,0.0057,1.9692,0.0214,37,11,25.19,1.64,127.26,25.35,622.53,0.6
NOVIEMBRE,5,18,0.0317,0.0085,2.149,0.0322,46,9,24.64,1.71,126.52,24.33,622.7,0.19
NOVIEMBRE,5,19,0.0114,0.0079,2.629,0.0629,68,6,23.25,1.57,96.78,28.58,622.99,0.02
NOVIEMBRE,5,20,0.0072,0.0132,3.0298,0.0669,112,18,21.7,1.6,89.3,31.73,623.49,0.01
NOVIEMBRE,5,21,0.0201,0.0049,1.9812,0.0275,96,28,19.91,2.98,81.71,30.33,624.18,0.01
NOVIEMBRE,5,22,0.0265,0.0039,1.7971,0.0157,40,6,18.92,3.8,75.78,30.43,624.59,0.01
NOVIEMBRE,5,23,0.033,0.0041,1.7505,0.0182,37,7,17.7,3.29,93.49,34.02,624.8,0.01
NOVIEMBRE,6,0,0.028,0.0042,1.701,0.0185,33,7,16.77,2.36,93.81,38.25,625.01,0.01
NOVIEMBRE,6,1,0.0095,0.0277,1.7289,0.0363,30,6,15.22,2.43,99.49,48,625.03,0.01
NOVIEMBRE,6,2,0.0138,0.0189,1.6671,0.0217,37,16,13.82,2.8,110.66,56.99,625.07,0.01
NOVIEMBRE,6,3,0.0091,0.0134,1.6619,0.0254,28,11,13.12,2.82,99.16,62.7,625.06,0.01
NOVIEMBRE,6,4,0.0074,0.0096,1.7091,0.0246,34,12,12.54,2.99,94.55,68.86,625.02,0.01
NOVIEMBRE,6,5,0.0012,0.0354,1.7672,0.0364,37,13,11.94,2.94,94.17,74.25,625.05,0.01
NOVIEMBRE,6,6,0.003,0.0167,1.7759,0.0269,41,22,10.9,2.8,89.91,80.25,625.2,0.01
NOVIEMBRE,6,7,0.0031,0.0074,1.9901,0.0267,28,15,10.46,2.38,78.29,82.61,625.58,0.02
NOVIEMBRE,6,8,0.0033,0.0345,2.183,0.0334,44,16,10.91,3.11,112.79,81.25,626.1,0.26
NOVIEMBRE,6,9,0.0102,0.0144,2.0825,0.02,78,37,13.44,2.94,99.04,70.98,626.48,0.99
NOVIEMBRE,6,10,0.0195,0.0162,2.0421,0.0203,36,17,16.45,2.9,105.46,58.89,626.62,2.04
NOVIEMBRE,6,11,0.028,0.0062,1.9493,0.0136,40,28,19.47,2.8,118.23,43.74,626.43,3.11
NOVIEMBRE,6,12,0.0368,0.006,1.8937,0.0115,22,11,21.93,2.74,107.94,32.34,625.88,3.88
NOVIEMBRE,6,13,0.0379,0.0091,1.9415,0.0125,18,9,24.07,3.16,92.99,26.82,625.01,4.24
NOVIEMBRE,6,14,0.039,0.0148,1.8393,0.0093,28,16,25.33,4.03,74.67,19.1,624.26,3.96
NOVIEMBRE,6,15,0.0408,0.0107,1.8145,0.0075,25,14,25.75,3.78,73.89,17.93,623.73,3.15
NOVIEMBRE,6,16,0.0426,0.0078,1.7205,0.0072,22,10,26.19,3.66,96.67,16.06,623.4,2.09
NOVIEMBRE,6,17,0.0436,0.0052,1.7991,0.0115,28,5,26.29,2.94,78.73,18.38,623.26,0.99
NOVIEMBRE,6,18,0.0417,0.0066,1.833,0.0158,34,4,25.17,3.06,59.58,19.81,623.42,0.25
NOVIEMBRE,6,19,0.0272,0.0096,2.0091,0.0306,44,6,23.13,3.03,68.12,22.96,623.79,0.02
NOVIEMBRE,6,20,0.0227,0.0162,1.8559,0.0271,53,7,21.16,3.48,55.02,26.12,624.34,0.01
NOVIEMBRE,6,21,0.0263,0.0624,1.9175,0.0186,48,6,19.86,4.12,55.24,30.68,624.94,0.01
NOVIEMBRE,6,22,0.0202,0.0812,1.967,0.0222,47,6,17.26,3.17,92.45,37.73,625.35,0.01
NOVIEMBRE,6,23,0.0254,0.0056,1.7723,0.0135,43,7,16.51,4.01,94.15,38.65,625.61,0.01
NOVIEMBRE,7,0,0.0251,0.0051,1.7315,0.0114,35,6,15.14,3.54,76.18,42.39,625.89,0.01
NOVIEMBRE,7,1,0.0271,0.0043,1.692,0.007,37,7,13.89,3.01,81.55,47.13,625.91,0.01
NOVIEMBRE,7,2,0.0263,0.0048,1.6678,0.0063,19,6,12.84,3.14,93.26,52.15,625.81,0.01
NOVIEMBRE,7,3,0.0185,0.0383,1.7041,0.0176,27,1,11.49,2.82,96.5,58.45,625.84,0.01
NOVIEMBRE,7,4,0.0179,0.0263,1.7101,0.0163,30,3,10.95,2.48,85.89,62.5,625.78,0.01
NOVIEMBRE,7,5,0.0165,0.0114,1.7082,0.0136,30,18,9.98,2.08,80.65,66.99,625.84,0.01
NOVIEMBRE,7,6,0.0147,0.006,1.7607,0.0139,13,8,9.52,2.8,95.84,70.21,625.91,0.01
NOVIEMBRE,7,7,0.0086,0.005,1.8226,0.0199,24,12,8.59,2.61,90.29,75.68,626.16,0.02
NOVIEMBRE,7,8,0.0068,0.0064,1.9475,0.0201,28,13,8.91,2.58,86.96,76.09,626.5,0.26
NOVIEMBRE,7,9,0.0166,0.0059,1.9627,0.0137,28,12,12.36,3.05,88.82,64.79,626.66,0.99
NOVIEMBRE,7,10,0.0268,0.005,1.9265,0.0108,25,14,15.75,3.59,88.29,53.53,626.73,2.03
