DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
JUNIO,1,0,0.0359,0.0016,0.150247,0.0072,17,18,17.61,4.57,290.49,86.80,625.79,0.01
JUNIO,1,1,0.0350,0.0014,0.109375,0.0058,2,15,18.03,3.81,180.17,77.76,624.90,0.01
JUNIO,1,2,0.0282,0.0033,0.132503,0.0101,12,14,17.86,4.04,124.33,81.78,624.17,0.01
JUNIO,1,3,0.0270,0.0065,0.111172,0.0095,24,16,18.23,3.01,129.11,76.47,623.91,0.01
JUNIO,1,4,0.0251,0.0036,0.114568,0.0092,15,16,17.99,1.77,178.71,79.25,624.26,0.01
JUNIO,1,5,0.0196,0.0026,0.159773,0.0140,22,16,17.77,0.88,217.72,81.47,624.44,0.01
JUNIO,1,6,0.0131,0.0021,0.207203,0.0176,25,19,17.38,1.04,265.15,83.11,624.63,0.01
JUNIO,1,7,0.0019,0.0021,0.47997,0.0267,21,17,17.34,0.89,281.02,83.49,624.84,0.12
JUNIO,1,8,0.0046,0.0035,0.532305,0.0264,35,18,18.70,1.29,257.13,77.29,625.12,0.57
JUNIO,1,9,0.0184,0.0063,0.296932,0.0176,32,26,20.06,1.42,262.44,71.43,625.27,1.07
JUNIO,1,10,0.0300,0.0096,0.264362,0.0124,19,26,22.63,1.38,194.83,60.73,625.17,2.39
JUNIO,1,11,0.0418,0.0090,0.259428,0.0121,33,28,24.20,1.79,215.46,56.23,625.06,3.84
JUNIO,1,12,0.0530,0.0096,0.255128,0.0117,183,46,25.60,1.90,191.67,53.39,624.56,4.76
JUNIO,1,13,0.0649,0.0067,0.20848,0.0098,159,43,26.47,1.91,206.38,49.93,623.94,3.94
JUNIO,1,14,0.0620,0.0053,0.242468,0.0099,30,39,28.19,1.91,207.75,40.83,623.20,4.46
JUNIO,1,15,0.0613,0.0030,0.214451,0.0085,22,40,29.14,2.35,165.16,35.15,622.29,3.95
JUNIO,1,16,0.0618,0.0029,0.167073,0.0078,29,29,28.80,1.82,211.77,32.48,621.89,1.76
JUNIO,1,17,0.0490,0.0024,0.179588,0.0084,58,27,25.62,6.53,88.48,37.77,621.95,1.09
JUNIO,1,18,0.0359,0.0017,0.261677,0.0116,60,18,23.08,5.05,43.42,46.93,622.01,0.79
JUNIO,1,19,0.0281,0.0073,0.307413,0.0139,33,12,23.41,4.04,62.37,43.39,622.04,0.16
JUNIO,1,20,0.0224,0.0035,0.34837,0.0149,35,28,23.22,3.64,98.55,50.41,622.65,0.01
JUNIO,1,21,0.0240,0.0109,0.194143,0.0107,41,29,22.79,4.00,54.42,54.28,623.47,0.01
JUNIO,1,22,0.0269,0.0052,0.149528,0.0071,37,26,21.95,4.51,50.54,56.06,624.07,0.01
JUNIO,1,23,0.0284,0.0023,0.117188,0.0048,29,15,19.47,4.89,120.83,70.58,624.86,0.01
JUNIO,2,0,0.0301,0.0022,0.116389,0.0060,43,14,15.28,2.72,124.68,95.42,625.86,0.01
JUNIO,2,1,0.0247,0.0022,0.116311,0.0063,9,15,16.35,2.87,109.91,96.27,625.47,0.01
JUNIO,2,2,0.0220,0.0028,0.114364,0.0061,11,14,16.89,3.29,82.16,95.23,624.67,0.01
JUNIO,2,3,0.0215,0.0043,NA,0.0072,15,16,17.02,3.37,66.07,92.33,624.23,0.01
JUNIO,2,4,0.0217,0.0070,NA,0.0070,12,13,17.32,2.94,80.54,85.53,623.81,0.01
JUNIO,2,5,0.0143,0.0047,0.156231,0.0089,11,13,17.04,1.43,98.06,87.80,623.68,0.01
JUNIO,2,6,NA,0.0032,0.1781,0.0151,14,13,16.75,0.95,188.88,89.34,623.80,0.01
JUNIO,2,7,0.0015,0.0028,0.340773,0.0204,18,13,16.72,1.25,253.29,90.12,624.10,0.10
JUNIO,2,8,0.0050,0.0027,0.281378,0.0173,17,17,17.61,1.62,277.04,85.73,624.65,0.52
JUNIO,2,9,0.0110,0.0025,0.239353,0.0149,10,16,19.21,1.82,292.37,77.24,624.92,1.23
JUNIO,2,10,0.0217,0.0022,0.15438,0.0104,20,18,20.72,2.25,290.09,68.90,624.97,2.32
JUNIO,2,11,0.0339,0.0020,0.196002,0.0091,12,12,22.75,1.58,212.61,58.78,624.80,3.16
JUNIO,2,12,0.0402,0.0082,0.250828,0.0123,29,13,23.53,1.80,156.92,55.02,624.38,3.82
JUNIO,2,13,0.0460,0.0040,0.271659,0.0121,40,24,24.31,2.08,122.67,52.24,623.70,3.71
JUNIO,2,14,0.0476,0.0023,0.253967,0.0108,47,29,25.47,2.82,136.81,50.05,623.00,5.85
JUNIO,2,15,0.0531,0.0018,0.145636,0.0080,30,16,26.64,2.33,196.10,44.87,622.36,4.48
JUNIO,2,16,0.0516,0.0017,NA,0.0076,26,18,26.35,2.41,228.77,40.35,621.85,2.27
JUNIO,2,17,0.0489,0.0016,0.132922,0.0092,52,17,21.98,4.00,263.96,61.49,622.01,0.60
JUNIO,2,18,0.0415,0.0017,0.149363,0.0103,37,10,20.65,1.91,231.43,66.48,622.15,0.39
JUNIO,2,19,0.0323,0.0018,0.286657,0.0177,35,6,20.40,2.00,152.21,67.53,622.15,0.17
JUNIO,2,20,0.0274,0.0026,0.324242,0.0156,60,7,19.64,2.14,127.40,75.62,622.58,0.02
JUNIO,2,21,0.0308,0.0037,0.278738,0.0164,50,18,19.10,2.27,117.12,77.36,623.23,0.01
JUNIO,2,22,0.0169,0.0037,0.285572,0.0190,53,30,19.13,2.54,110.10,79.97,623.57,0.01
JUNIO,2,23,0.0139,0.0035,0.197153,0.0171,39,24,18.88,1.77,93.17,80.61,623.92,0.01
JUNIO,3,0,0.0234,0.0046,0.128571,0.0131,25,19,18.52,1.79,86.14,81.41,624.22,0.01
JUNIO,3,1,0.0184,0.0034,0.10822,0.0120,12,18,18.02,2.96,78.12,84.60,623.82,0.01
JUNIO,3,2,0.0203,0.0033,NA,0.0100,20,15,17.37,2.47,89.39,87.31,623.61,0.01
JUNIO,3,3,0.0240,0.0022,NA,0.0076,19,18,16.32,2.77,218.54,91.39,623.45,0.01
JUNIO,3,4,0.0313,0.0017,NA,0.0057,12,15,16.08,1.91,291.32,94.33,623.38,0.01
JUNIO,3,5,0.0250,0.0017,NA,0.0081,11,12,16.13,1.56,256.70,93.49,623.38,0.01
JUNIO,3,6,0.0245,0.0015,NA,0.0088,8,11,16.08,1.08,249.98,92.77,623.58,0.01
JUNIO,3,7,0.0185,0.0016,0.361478,0.0181,10,11,16.46,1.22,126.00,91.14,623.52,0.07
JUNIO,3,8,0.0144,0.0016,0.332722,0.0168,14,10,16.85,1.93,175.34,89.77,623.80,0.44
JUNIO,3,9,0.0229,0.0017,0.292133,0.0126,13,9,18.23,2.09,146.70,81.61,624.08,1.34
JUNIO,3,10,0.0313,0.0017,0.205475,0.0105,5,16,19.97,2.43,98.11,71.29,624.10,2.55
JUNIO,3,11,0.0393,0.0021,0.189233,0.0099,12,14,21.90,1.90,132.26,62.86,623.95,4.02
JUNIO,3,12,0.0475,0.0031,0.184052,0.0093,23,23,23.10,2.09,104.41,56.08,623.64,4.63
JUNIO,3,13,0.0566,0.0024,NA,0.0081,31,27,24.28,1.93,206.77,51.03,623.05,5.62
JUNIO,3,14,0.0624,0.0017,NA,0.0076,16,22,26.21,1.67,190.79,42.71,622.39,4.98
JUNIO,3,15,0.0617,0.0014,NA,0.0061,11,22,26.60,2.53,266.81,40.24,621.92,4.42
JUNIO,3,16,0.0633,0.0014,NA,0.0060,19,18,26.89,2.31,264.73,38.86,621.30,3.19
JUNIO,3,17,0.0516,0.0015,NA,0.0093,58,14,22.68,4.29,210.16,60.45,621.41,0.58
JUNIO,3,18,0.0437,0.0015,0.154376,0.0102,111,10,17.69,4.38,206.25,86.08,622.21,0.08
JUNIO,3,19,0.0409,0.0014,NA,0.0097,20,5,17.09,3.41,198.20,87.51,622.43,0.07
JUNIO,3,20,0.0392,0.0014,NA,0.0075,21,2,16.73,4.00,202.71,88.45,623.07,0.01
JUNIO,3,21,0.0365,0.0014,NA,0.0088,20,5,16.89,1.83,232.02,90.14,623.35,0.01
JUNIO,3,22,0.0328,0.0012,NA,0.0081,15,12,17.15,1.40,241.52,88.66,623.91,0.01
JUNIO,3,23,0.0300,0.0013,0.122451,0.0095,7,13,17.36,1.41,108.10,88.31,624.29,0.01
JUNIO,4,0,0.0295,0.0015,NA,0.0092,14,13,17.34,1.79,175.67,88.00,624.43,0.01
JUNIO,4,1,0.0343,0.0013,NA,0.0071,15,11,17.24,2.96,265.54,86.35,624.22,0.01
JUNIO,4,2,0.0341,0.0011,NA,0.0061,12,10,16.76,2.47,288.23,88.37,623.98,0.01
JUNIO,4,3,0.0377,0.0011,NA,0.0054,10,10,16.30,2.77,269.56,89.96,623.69,0.01
JUNIO,4,4,0.0325,0.0010,NA,0.0075,14,9,16.09,1.91,246.70,91.87,623.64,0.01
