DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
AGOSTO,1,0,0.011,0.0022,0.335,0.0082,41,13,19.9,2.85,83.59,60.98,626.22,0.01
AGOSTO,1,1,0.0111,0.002,0.3387,0.0064,30,17,19.12,2.35,86.9,67.65,626.36,0.01
AGOSTO,1,2,0.0245,0.0021,0.2979,0.0067,38,11,18.64,1.69,112.19,71.13,626.42,0.01
AGOSTO,1,3,0.0158,0.01,0.2927,0.0096,38,21,17.93,1.94,89.45,75.34,626.28,0.01
AGOSTO,1,4,0.0123,0.0052,0.2598,0.0056,42,23,17.28,2.03,81.47,79.78,626.25,0.01
AGOSTO,1,5,0.0094,0.0031,0.2624,0.0059,37,16,17.08,1.7,80.03,80.18,626.12,0.01
AGOSTO,1,6,0.0293,0.0027,0.3497,0.008,34,17,16.52,1.7,82.64,82.58,626.21,0.01
AGOSTO,1,7,0.0235,0.0031,0.4489,0.0092,40,17,16.3,1.4,96.43,83.60,626.61,0.07
AGOSTO,1,8,0.0066,0.0128,0.5605,0.0103,43,20,17.66,2.1,88.87,77.23,626.89,0.49
AGOSTO,1,9,0.0187,0.0081,0.4682,0.0059,40,23,19.79,2,84.74,68.57,627.04,1.49
AGOSTO,1,10,0.0264,0.0039,0.4223,0.0044,29,21,21.47,3.05,86.89,61.71,626.97,2.75
AGOSTO,1,11,0.0309,0.0036,0.4809,0.0048,27,17,23.07,3,90.2,57.28,626.9,4
AGOSTO,1,12,0.0384,0.0115,0.4379,0.0057,40,16,24.43,2.52,113.02,52.49,626.65,4.9
AGOSTO,1,13,0.0459,0.0092,0.4827,0.0055,101,26,25.92,2.56,137.08,46.61,626.12,5.73
AGOSTO,1,14,0.0528,0.0098,0.4349,0.0047,72,34,27.05,2.16,189.53,42.36,625.39,5.56
AGOSTO,1,15,0.0561,0.0146,0.4804,0.0048,27,35,28.78,1.95,151.36,36.16,624.46,4.88
AGOSTO,1,16,0.0515,0.0076,0.3788,0.0019,15,26,29.37,2.71,218.29,33.28,623.51,4.04
AGOSTO,1,17,0.0536,0.0055,0.3369,0.002,16,20,29.92,2.58,228.8,31.52,623.1,2.58
AGOSTO,1,18,0.0585,0.0046,0.3662,0.0025,27,11,29.13,3.36,252.33,35.09,622.94,1.42
AGOSTO,1,19,0.0478,0.0043,0.3559,0.003,59,16,23.39,4.66,189.95,58.14,623.76,0.24
AGOSTO,1,20,0.0405,0.0032,0.4718,0.0062,68,11,17.01,5.16,156.46,90.28,625.38,0.01
AGOSTO,1,21,0.0423,0.0027,0.4866,0.0066,8,6,17.48,3.39,131.78,84.84,625.95,0.01
AGOSTO,1,22,0.0414,0.0025,0.4861,0.0071,19,1,17.94,2.42,137.87,78.74,626.6,0.01
AGOSTO,1,23,0.0372,0.0025,0.414,0.0086,10,3,18.02,1.59,178.87,78.90,626.75,0.01
AGOSTO,2,0,0.0367,0.0027,0.355,0.0069,14,7,18.04,1.37,103.36,79.41,626.71,0.01
AGOSTO,2,1,0.0202,0.0036,0.3955,0.0132,17,7,17.74,1.19,191.64,83.79,626.32,0.01
AGOSTO,2,2,0.025,0.0036,0.3257,0.0076,19,9,17.3,1.7,174.46,84.91,626.28,0.01
AGOSTO,2,3,0.0243,0.0066,0.3263,0.0087,20,12,17.44,1.18,153.38,84.02,626.12,0.01
AGOSTO,2,4,0.0119,0.0065,0.3595,0.0145,21,17,17.26,1.08,116.88,85.78,626.14,0.01
AGOSTO,2,5,0.0089,0.0048,0.3907,0.0159,29,14,16.88,1.39,108.36,86.79,626.25,0.01
AGOSTO,2,6,0.007,0.004,0.4868,0.0173,24,15,16.74,1.49,73.29,87.05,626.23,0.01
AGOSTO,2,7,0.0017,0.004,0.7088,0.0193,33,18,16.33,1.38,110.36,88.71,626.44,0.07
AGOSTO,2,8,0.0081,0.0107,0.8606,0.0204,42,20,17.97,1.38,80.26,80.94,626.64,0.51
AGOSTO,2,9,0.0167,0.0077,0.7343,0.0135,54,35,19.88,2.03,89.18,72.33,626.78,1.52
AGOSTO,2,10,0.0236,0.0043,0.6579,0.0101,36,24,21.56,2.51,85.22,66.49,626.71,2.77
AGOSTO,2,11,0.0384,0.0042,0.5544,0.0077,31,17,23.28,2.17,140.94,58.35,626.53,4.08
AGOSTO,2,12,0.0524,0.0069,0.5023,0.0061,36,20,25.18,1.68,190.88,50.94,626.3,4.97
AGOSTO,2,13,0.0643,0.0082,0.4721,0.0057,40,17,25.61,2.09,230.86,49.33,625.88,5.31
