DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
ABRIL,1,0,0.0453,0.0076,0.410,0.0031,71,38,21.15,6.22,80.96,47.41,624.44
ABRIL,1,1,0.0446,0.0070,0.368,0.0029,53,31,19.97,6.06,74.52,51.60,624.65
ABRIL,1,2,0.0451,0.0069,0.359,0.0026,49,29,19.26,5.67,70.83,53.40,624.86
ABRIL,1,3,0.0432,0.0066,0.326,0.0022,46,27,18.43,5.31,74.03,52.72,624.88
ABRIL,1,4,0.0409,0.0066,0.316,0.0023,33,22,17.59,4.89,70.73,53.03,624.92
ABRIL,1,5,0.0391,0.0065,0.315,0.0024,33,25,16.91,4.64,74.39,54.92,625.18
ABRIL,1,6,0.0368,0.0065,0.346,0.0030,27,24,16.40,4.34,78.68,56.64,625.30
ABRIL,1,7,0.0327,0.0066,0.401,0.0051,34,21,15.99,3.85,87.79,58.08,625.65
ABRIL,1,8,0.0319,0.0067,0.456,0.0065,37,28,16.65,4.87,88.11,57.29,626.09
ABRIL,1,9,0.0361,0.0068,0.472,0.0049,59,24,18.17,6.56,86.86,54.10,626.42
ABRIL,1,10,0.0388,0.0066,0.506,0.0051,76,27,19.92,6.79,88.79,44.83,626.63
ABRIL,1,11,0.0383,0.0066,0.526,0.0051,88,26,20.90,6.82,98.85,41.44,626.78
ABRIL,1,12,0.0395,0.0064,0.526,0.0048,89,25,22.14,8.00,91.76,37.24,626.37
ABRIL,1,13,0.0418,0.0064,0.523,0.0055,117,32,23.44,7.12,93.22,34.03,625.76
ABRIL,1,14,0.0413,0.0062,0.499,0.0050,74,28,24.53,6.99,88.89,31.19,624.95
ABRIL,1,15,0.0420,0.0064,0.506,0.0049,77,18,25.52,7.12,80.29,28.60,624.05
ABRIL,1,16,0.0394,0.0064,0.428,0.0043,88,19,25.64,7.69,75.82,29.16,623.43
ABRIL,1,17,0.0373,0.0065,0.408,0.0035,92,21,25.37,7.54,70.47,29.19,623.28
ABRIL,1,18,0.0352,0.0064,0.420,0.0039,69,16,24.61,7.19,72.65,31.15,623.22
ABRIL,1,19,0.0335,0.0064,0.448,0.0041,80,15,22.86,7.13,72.00,34.47,623.58
ABRIL,1,20,0.0328,0.0064,0.445,0.0046,89,14,20.87,6.83,71.19,37.31,624.29
ABRIL,1,21,0.0301,0.0073,0.465,0.0044,82,13,18.54,6.74,72.05,46.83,625.09
ABRIL,1,22,0.0291,0.0103,0.386,0.0044,40,15,17.01,6.61,65.38,52.72,625.75
ABRIL,1,23,0.0300,0.0066,0.376,0.0032,25,13,16.06,6.35,65.39,56.39,626.21
ABRIL,2,0,0.0306,0.0073,0.347,0.0029,18,3,15.33,6.33,65.54,59.04,626.34
ABRIL,2,1,0.0307,0.0078,0.321,0.0028,16,4,14.56,7.41,68.82,62.13,626.33
ABRIL,2,2,0.0310,0.0067,0.312,0.0025,11,6,14.14,6.04,67.19,63.65,626.31
