DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
JULIO,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11
JULIO,1,1,0.0168,0.0021,NA,0.0071,16,6,20.02,3.33,73.7,76.68,623.48,2.32
JULIO,1,2,0.0144,0.0021,NA,0.0081,9,5,19.07,2.91,81.83,79.79,623.06,2.72
JULIO,1,3,0.0114,0.0022,NA,0.0085,14,9,18.48,2.61,81.1,84.31,622.8,2.35
JULIO,1,4,0.0113,0.002,NA,0.0084,8,10,18.54,2.54,80.47,84.67,622.85,2.39
JULIO,1,5,0.0149,0.0022,NA,0.0067,10,7,18.85,2.44,69.93,80.89,622.83,2.93
JULIO,1,6,0.0126,0.0028,NA,0.0094,14,5,18.71,2.25,80.46,80.35,623.13,3.32
JULIO,1,7,0.0054,0.0028,NA,0.0141,28,4,18.36,1.79,97.07,82.8,623.43,2.37
JULIO,1,8,0.0051,0.0022,NA,0.0138,40,8,18.66,2.64,89.45,80.86,623.88,3.63
JULIO,1,9,0.0139,0.0019,NA,0.0104,24,9,19.61,3.51,82.02,74.59,624.1,3.98
JULIO,1,10,0.0216,0.0018,NA,0.0086,20,6,21.07,4.15,83.86,67.06,624.11,4.79
JULIO,1,11,0.0278,0.0018,NA,0.0083,18,4,22.26,4.84,87.72,62.1,624.07,4.9
JULIO,1,12,0.0332,0.0022,NA,0.0082,20,10,23.83,4.89,82.48,56.31,623.57,4.76
JULIO,1,13,0.0381,0.0028,NA,0.0088,55,14,24.72,4.43,86.4,52.54,623.09,4.38
JULIO,1,14,0.0422,0.0027,NA,0.0083,22,17,25.99,3.95,86.5,46.53,622.49,4.14
JULIO,1,15,0.0474,0.0023,NA,0.0085,9,13,27.22,3.62,87.36,43.24,621.9,4.48
JULIO,1,16,0.0404,0.0044,NA,0.0092,15,17,26.24,4,77.63,47.6,621.48,4.4
JULIO,1,17,0.0329,0.0042,NA,0.0107,33,10,24.61,4.42,98.29,54.81,621.66,4.12
JULIO,1,18,0.0282,0.0023,NA,0.0121,50,11,20.45,2.83,159.22,77.37,621.97,2.82
JULIO,1,19,0.031,0.0018,NA,0.0091,30,12,20.06,2.53,265,79.18,622.47,2.13
