DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MARZO,1,0,0.0261,0.0065,0.565,0.016,73,29,20.86,1.45,255.04,32.55,622.05
MARZO,1,1,0.0234,0.0067,0.48,0.0172,74,31,19.44,1.55,261.54,35.25,622.18
MARZO,1,2,0.0309,0.0064,0.417,0.0127,64,31,18.54,1.28,238.92,36.47,622.06
MARZO,1,3,0.0362,0.0062,0.343,0.0075,54,27,18.26,1.89,196.22,36.98,621.92
MARZO,1,4,0.036,0.0063,0.3,0.0053,39,23,17.4,1.42,233.29,38.94,621.82
MARZO,1,5,0.029,0.0064,0.307,0.0079,42,18,15.83,1.05,269.77,42.95,621.71
MARZO,1,6,0.0199,0.0066,0.428,0.0134,49,18,14.98,1.19,289.23,45.83,621.89
MARZO,1,7,0.0113,0.0068,0.646,0.0212,65,28,14.18,0.83,292.71,46.04,622.09
MARZO,1,8,0.0111,0.0075,1.311,0.0219,93,39,14.76,0.79,256.45,44.05,622.44
MARZO,1,9,0.0157,0.0083,1.313,0.0239,126,36,17.9,1.11,277.27,37.78,622.89
MARZO,1,10,0.0346,0.0077,0.677,0.0155,74,39,20.94,1.51,235.1,33.4,623.15
MARZO,1,11,0.0576,0.0069,0.441,0.0055,54,28,23,2.06,243.87,29.57,623.05
MARZO,1,12,0.0633,0.0071,0.41,0.0055,42,23,25.04,2.28,262.65,25.76,622.69
MARZO,1,13,0.0725,0.0069,0.376,0.0047,42,19,26.8,2.33,237.39,21.37,622.03
MARZO,1,14,0.0777,0.0076,0.448,0.0055,39,24,29.08,2.17,241.74,19.95,621.16
MARZO,1,15,0.0819,0.0075,0.405,0.0049,40,31,29.86,2.27,219.81,18.17,620.42
MARZO,1,16,0.0791,0.0074,0.363,0.0043,24,26,30.33,3.09,273.13,16.01,619.75
MARZO,1,17,0.0793,0.0073,0.365,0.0042,31,29,31.09,2.67,278.83,14.93,619.45
MARZO,1,18,0.0811,0.0071,0.331,0.0048,47,21,30.36,2.94,274,15.8,619.35
MARZO,1,19,0.0638,0.0069,0.449,0.0079,62,24,28.67,2.66,283.11,18.49,619.54
MARZO,1,20,0.0236,0.007,0.785,0.0266,107,25,26.31,1.65,269.16,22.2,619.88
MARZO,1,21,0.0208,0.0077,1.085,0.0281,141,33,24.95,1.76,199.9,23.67,620.54
MARZO,1,22,0.0349,0.012,0.684,0.0157,134,48,24.26,2.73,125.45,26.09,621.42
MARZO,1,23,0.041,0.009,0.412,0.007,208,47,22.75,6.01,76.99,42.87,622.07
MARZO,2,0,0.0454,0.0061,0.335,0.0045,234,48,21.21,6.19,78.19,51.17,622.28
MARZO,2,1,0.0379,0.0464,0.31,0.0074,102,47,20.14,6.04,71.15,56.62,622.21
MARZO,2,2,0.0369,0.0505,0.302,0.0082,73,49,19.48,4.98,69.47,57.6,622.11
MARZO,2,3,0.0465,0.0091,0.287,0.0036,52,49,19.02,4.85,76.94,58.2,622.04
MARZO,2,4,0.0372,0.0585,0.292,0.009,52,33,18.52,4.38,71.24,61.62,621.93
MARZO,2,5,0.04,0.0243,0.296,0.006,55,48,18.07,4.28,80.11,63.04,621.92
