DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
FEB,1,0,0.0272,0.0156,,0.0037,61,30,15.94,7.13,73.92,55.86,625.57
FEB,1,1,0.0277,0.0145,,0.0038,46,11,15.42,5.56,77.44,54.46,625.74
FEB,1,2,0.0288,0.0138,,0.0032,26,10,14.97,4.90,86.12,56.47,625.75
FEB,1,3,0.0275,0.0160,,0.0031,19,12,14.35,3.87,71.11,59.31,625.80
FEB,1,4,0.0267,0.0150,,0.0032,18,13,13.80,3.83,72.68,61.24,625.75
FEB,1,5,0.0267,0.0144,,0.0033,15,16,13.84,3.94,78.61,61.74,625.51
FEB,1,6,0.0239,0.0143,,0.0041,19,15,13.17,3.31,83.81,64.57,625.74
FEB,1,7,0.0229,0.0153,,0.0052,20,13,13.24,4.35,74.50,66.75,625.93
FEB,1,8,0.0186,0.0185,,0.0078,25,11,13.32,3.43,77.27,68.90,626.25
FEB,1,9,0.0205,0.0784,,0.0100,33,11,14.82,3.13,62.06,60.33,626.71
FEB,1,10,0.0249,0.0170,,0.0055,38,22,15.64,5.90,71.41,54.92,627.08
FEB,1,11,0.0268,0.0166,,0.0056,48,12,16.67,6.57,70.22,49.47,627.04
FEB,1,12,0.0282,0.0160,,0.0065,54,11,18.30,6.44,82.06,45.48,626.61
FEB,1,13,0.0309,0.0160,,0.0072,67,10,19.48,6.22,89.53,38.12,626.01
FEB,1,14,0.0336,0.0157,,0.0079,64,8,21.00,6.03,83.46,33.12,625.15
FEB,1,15,0.0349,0.0150,,0.0074,60,18,21.90,5.71,87.89,29.46,624.48
FEB,1,16,0.0350,0.0148,,0.0077,58,19,22.44,5.42,95.29,28.49,623.94
FEB,1,17,0.0341,0.0189,,0.0078,63,19,22.61,5.06,89.67,27.93,623.72
FEB,1,18,0.0322,0.0241,,0.0078,67,12,21.56,5.53,96.53,29.57,623.73
FEB,1,19,0.0247,0.0260,,0.0112,67,21,20.03,4.20,92.36,32.20,624.09
FEB,1,20,0.0204,0.0188,,0.0124,64,9,18.32,3.64,75.79,35.78,624.78
FEB,1,21,0.0197,0.0244,,0.0113,59,8,17.45,3.66,64.66,35.01,625.27
FEB,1,22,0.0202,0.0453,,0.0104,55,10,16.11,2.75,80.13,35.05,625.54
FEB,1,23,0.0199,0.0187,,0.0087,44,21,13.86,2.74,107.76,41.26,625.68
FEB,2,0,0.0208,0.0206,,0.0068,36,14,12.38,3.61,98.09,47.64,625.71
FEB,2,1,0.0229,0.0178,,0.0049,32,14,11.41,3.89,88.25,51.61,625.74
FEB,2,2,0.0244,0.0169,,0.0042,26,8,10.76,3.98,75.89,54.44,625.81
FEB,2,3,0.0267,0.0170,,0.0036,22,2,10.19,4.40,66.12,57.49,625.66
FEB,2,4,0.0252,0.0184,,0.0038,23,2,9.42,3.91,73.14,60.42,625.51
FEB,2,5,0.0219,0.0186,,0.0055,22,1,8.43,3.39,74.57,64.22,625.27
FEB,2,6,0.0205,0.0184,,0.0060,25,2,7.79,3.04,90.37,66.64,625.38
FEB,2,7,0.0144,0.0186,,0.0105,31,8,7.08,3.06,82.74,69.19,625.66
FEB,2,8,0.0116,0.0249,,0.0132,32,9,7.00,2.94,99.73,69.64,626.06
FEB,2,9,0.0145,0.0334,,0.0127,44,8,8.61,3.89,106.41,65.58,626.46
FEB,2,10,0.0186,0.0278,,0.0108,41,12,11.13,3.88,104.39,59.08,626.68
FEB,2,11,0.0229,0.0204,,0.0098,34,16,13.27,3.60,106.22,52.57,626.59
FEB,2,12,0.0276,0.0194,,0.0095,32,11,16.52,2.63,113.64,42.16,626.02
FEB,2,13,0.0320,0.0204,,0.0090,26,25,18.98,2.47,123.31,34.65,625.29
FEB,2,14,0.0358,0.0231,,0.0072,24,28,21.62,2.42,160.51,29.40,624.35
FEB,2,15,0.0400,0.0208,,0.0060,30,20,24.13,1.98,200.95,23.95,623.40
FEB,2,16,0.0420,0.0259,,0.0065,28,14,25.45,2.05,166.09,21.35,622.67
FEB,2,17,0.0429,0.0258,,0.0057,30,14,26.43,1.57,189.28,18.84,622.39
FEB,2,18,0.0441,0.0300,,0.0061,35,13,26.31,1.71,251.82,18.57,622.32
FEB,2,19,0.0337,0.0304,,0.0137,59,14,23.90,1.87,276.62,21.85,622.52
FEB,2,20,0.0159,0.0263,,0.0288,100,23,21.73,0.94,279.67,25.40,622.87
FEB,2,21,0.0059,0.0232,,0.0367,117,31,20.82,1.37,95.18,25.72,623.26
FEB,2,22,0.0079,0.0255,,0.0227,99,33,19.94,2.08,80.08,22.09,623.66
FEB,2,23,0.0096,0.0212,,0.0164,81,20,18.23,2.49,95.17,21.82,623.93
FEB,3,0,0.0115,0.0190,,0.0141,54,16,17.11,2.76,81.43,24.32,624.00
FEB,3,1,0.0078,0.0230,,0.0161,49,15,15.03,2.51,92.61,30.77,623.88
FEB,3,2,0.0082,0.0425,,0.0154,46,24,13.81,2.08,96.30,34.37,623.78
