DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
DICIEMBRE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DICIEMBRE,1,1,0.0123,0.0262,1.6261,0.0346,68,NA,16.92,1.81,129.29,46.15,624.86,0.0086
DICIEMBRE,1,2,0.0104,0.0194,1.5401,0.0341,54,22,15.91,1.78,112.69,49.89,624.91,0.0085
DICIEMBRE,1,3,0.0095,0.0100,1.4893,0.0343,44,20,15.22,1.31,123.68,52.20,624.87,0.0091
DICIEMBRE,1,4,0.0090,0.0128,1.4474,0.0337,44,20,14.67,1.38,93.14,54.39,624.92,0.0083
DICIEMBRE,1,5,0.0064,0.0116,1.4799,0.0372,43,13,13.82,1.61,81.82,58.27,625.10,0.0083
DICIEMBRE,1,6,0.0027,0.0130,1.5734,0.0416,54,27,12.97,1.27,100.13,61.92,625.30,0.0084
DICIEMBRE,1,7,0.0013,0.0066,1.7846,0.0429,53,43,12.41,1.37,95.16,64.55,625.78,0.0085
DICIEMBRE,1,8,0.0023,0.0069,1.9067,0.0414,71,27,12.49,1.84,68.80,65.06,626.22,0.134
DICIEMBRE,1,9,0.0047,0.0074,1.9366,0.0392,83,32,14.43,2.17,91.94,58.48,626.81,0.6419
DICIEMBRE,1,10,0.0109,0.0149,1.7758,0.0341,77,29,16.93,3.12,108.55,51.08,627.04,1.4426
DICIEMBRE,1,11,0.0229,0.0097,1.6931,0.0275,50,30,20.07,2.66,98.10,40.34,626.92,2.23
DICIEMBRE,1,12,0.0379,0.0071,1.5908,0.0200,40,20,22.85,1.95,129.32,34.80,626.44,3.1432
DICIEMBRE,1,13,0.0429,0.0108,1.5674,0.0144,39,18,24.43,1.98,110.55,27.87,625.57,2.831
DICIEMBRE,1,14,0.0416,0.0078,1.4737,0.0126,22,18,25.71,1.90,125.82,24.63,624.78,2.487
DICIEMBRE,1,15,0.0347,0.0050,1.5869,0.0197,27,16,26.19,2.90,107.80,24.43,624.06,1.7518
DICIEMBRE,1,16,0.0329,0.0060,1.6268,0.0179,31,9,26.28,2.91,81.95,23.51,623.80,1.1211
DICIEMBRE,1,17,0.0328,0.0151,1.6311,0.0205,30,9,25.90,2.34,77.34,23.66,623.71,0.5581
DICIEMBRE,1,18,0.0266,0.0094,1.6860,0.0322,48,9,25.13,2.96,46.89,25.02,623.74,0.1299
DICIEMBRE,1,19,0.0089,0.0226,2.1604,0.0517,66,9,23.92,2.13,58.59,27.68,623.92,0.0107
DICIEMBRE,1,20,0.0087,0.0460,1.9798,0.0341,72,11,22.25,2.40,60.99,32.36,624.60,0.0082
DICIEMBRE,1,21,NA,0.0112,2.0154,0.0366,91,14,19.59,1.47,80.09,38.25,625.18,0.008
DICIEMBRE,1,22,0.0078,0.0126,1.7953,0.0299,125,35,18.63,1.93,67.01,39.37,625.60,0.0082
DICIEMBRE,1,23,0.0110,0.0067,1.6416,0.0238,76,83,17.35,1.60,86.33,44.52,625.84,0.0085
DICIEMBRE,2,0,0.0265,0.0102,1.4798,0.0210,41,21,16.07,1.99,110.22,46.48,625.89,0.0082
DICIEMBRE,2,1,0.0088,0.0143,1.3951,0.0182,34,9,15.25,1.63,99.99,49.23,625.94,0.009
DICIEMBRE,2,2,NA,0.0155,1.3511,0.0149,31,9,14.43,1.64,98.70,52.20,626.01,0.0084
DICIEMBRE,2,3,0.0119,0.0140,1.3215,0.0161,20,6,13.54,1.69,129.98,55.33,625.90,0.0085
DICIEMBRE,2,4,0.0133,0.0098,1.2800,0.0117,25,6,12.94,2.86,112.70,57.17,625.59,0.0088
DICIEMBRE,2,5,0.0708,0.0127,1.3243,0.0160,21,9,12.69,2.74,100.30,58.08,625.71,0.0076
DICIEMBRE,2,6,0.0302,0.0148,1.4039,0.0307,21,10,12.48,2.81,102.31,56.66,625.96,0.0088
DICIEMBRE,2,7,0.0288,0.0143,1.5383,0.0310,29,16,11.97,3.00,94.41,58.07,626.17,0.0094
DICIEMBRE,2,8,0.0061,0.0086,1.7520,0.0306,39,10,11.95,2.72,82.90,58.38,626.62,0.143
DICIEMBRE,2,9,0.0124,0.0063,1.7219,0.0240,58,13,14.24,3.11,83.54,48.04,627.23,0.6914
DICIEMBRE,2,10,0.0206,0.0055,1.6723,0.0195,58,23,17.99,2.95,87.90,35.79,627.57,1.5916
