DATOS HORARIOS 2021_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
SEPTIEMBRE,1,0,0.0212,0.0041,0.9709,NA,16,6,17.66,2.78,92.85,89.61,622.52,0.01
SEPTIEMBRE,1,1,0.0243,0.0071,0.9624,NA,3,9,17.51,1.93,119.67,89.98,622.44,0.01
SEPTIEMBRE,1,2,0.0231,0.0068,0.9169,NA,8,10,17.73,1.08,249.05,89.15,622.17,0.01
SEPTIEMBRE,1,3,0.0182,0.0039,0.9379,NA,10,15,17.71,0.67,186.75,89.62,621.74,0.01
SEPTIEMBRE,1,4,0.0107,0.0058,0.9825,NA,9,1,17.49,1.16,239.16,91.22,621.44,0.01
SEPTIEMBRE,1,5,0.008,0.0049,1.0123,NA,16,4,17.19,1.14,222.41,93.09,621.39,0.01
SEPTIEMBRE,1,6,0.0074,0.0047,1.0036,NA,18,19,17.15,0.92,250.29,92.94,621.46,0.01
SEPTIEMBRE,1,7,0.0055,0.0042,1.1456,NA,22,3,17.2,1.19,258.74,92.9,621.73,0.04
SEPTIEMBRE,1,8,0.0051,0.0042,1.2149,0.02,24,18,17.49,1.2,262.39,92.25,622.17,0.32
SEPTIEMBRE,1,9,0.0088,0.0043,1.31,0.0276,26,4,18.72,1.02,226.02,84.96,622.73,0.81
SEPTIEMBRE,1,10,0.0252,0.0043,1.1792,NA,20,27,21.21,1.09,247.57,72.6,622.98,2.46
SEPTIEMBRE,1,11,0.0331,0.0047,1.0949,NA,7,5,23.02,1.49,244.86,65.89,622.76,3.05
SEPTIEMBRE,1,12,0.0346,0.0038,1.003,NA,21,20,23.36,2.19,273.62,63.65,622.46,3.67
SEPTIEMBRE,1,13,0.0368,0.0033,1.0239,NA,17,25,23.69,2.63,283.58,61.63,621.95,2.43
SEPTIEMBRE,1,14,0.041,0.003,0.9963,NA,12,16,24.81,2.4,261.58,56.93,621.45,4.41
SEPTIEMBRE,1,15,0.0443,0.0028,0.9849,NA,3,17,26.39,2.71,257.34,50.22,620.83,4.39
SEPTIEMBRE,1,16,0.0398,0.0027,1.0278,NA,28,12,24.74,3.75,232.25,57.08,620.42,2.38
SEPTIEMBRE,1,17,0.0373,0.0027,1.0207,NA,16,9,24.5,3.48,225.56,56.13,620.25,1.36
SEPTIEMBRE,1,18,0.0268,0.0027,1.1909,NA,32,5,20.95,2.15,203.84,77.69,620.73,0.46
SEPTIEMBRE,1,19,0.0215,0.0042,1.3217,NA,31,3,20.71,1.78,117.13,80.93,621.17,0.17
SEPTIEMBRE,1,20,0.0239,0.0058,1.2203,NA,25,6,19.24,1.67,214.03,83.19,621.63,0.01
SEPTIEMBRE,1,21,0.0185,0.004,1.1688,NA,15,7,18.91,1.6,257.86,85.43,621.81,0.01
SEPTIEMBRE,1,22,0.0191,0.0032,1.073,NA,25,1,18.19,1.85,197.6,89.22,622.49,0.01
SEPTIEMBRE,1,23,0.0151,0.0049,1.0942,NA,14,4,18.2,1.82,181.13,88.59,622.73,0.01
SEPTIEMBRE,2,0,0.0144,0.0044,1.0108,NA,13,9,18.08,1.13,262.54,88.78,622.91,0.01
SEPTIEMBRE,2,1,0.0095,0.0036,1.0022,NA,4,6,18,0.93,257.54,88.98,622.65,0.01
SEPTIEMBRE,2,2,0.0073,0.0031,0.9953,NA,9,3,17.91,0.95,285.89,89.36,622.57,0.01
SEPTIEMBRE,2,3,0.0071,0.003,1.0042,NA,23,6,17.61,1.37,277.98,89.79,622.21,0.01
SEPTIEMBRE,2,4,0.0147,0.0028,1.0134,NA,13,16,17.65,0.78,241.21,87.53,622.07,0.01
SEPTIEMBRE,2,5,0.0116,0.0027,1.0414,NA,15,11,17.78,0.84,279.09,86.62,622.19,0.01
SEPTIEMBRE,2,6,0.0047,0.0028,1.1195,NA,25,21,17.33,1.25,225.38,90.34,622.29,0.01
SEPTIEMBRE,2,7,0.0066,0.0028,1.2713,NA,19,15,16.71,1.23,213.94,94.11,622.63,0.02
SEPTIEMBRE,2,8,0.0177,0.0028,1.3347,NA,14,16,16.57,1.69,65.33,94.58,623.08,0.08
SEPTIEMBRE,2,9,0.0191,0.0029,1.547,NA,17,1,16.63,1.91,95.44,94.78,623.4,0.29
SEPTIEMBRE,2,10,0.0162,0.0037,1.5257,NA,12,3,17.09,1.27,157.21,94.31,623.63,0.49
SEPTIEMBRE,2,11,0.0127,0.0035,1.5601,NA,10,8,17.7,0.87,191.46,93.13,623.73,0.5
SEPTIEMBRE,2,12,0.0171,0.0042,1.2274,NA,18,12,17.65,2.54,268.81,92.29,623.61,0.84
SEPTIEMBRE,2,13,0.026,0.0083,1.275,NA,6,17,19.54,1.81,276.19,84.18,623.24,2.42
SEPTIEMBRE,2,14,0.0366,0.0123,1.3487,NA,10,17,21.63,1.56,260.57,73.39,622.61,3.3
SEPTIEMBRE,2,15,0.054,0.0253,1.7132,NA,9,34,22.99,1.36,236.63,63.19,621.77,2.58
SEPTIEMBRE,2,16,0.0521,0.0148,1.4171,NA,28,31,22.8,1.73,240.66,65.14,621.25,1.75
SEPTIEMBRE,2,17,0.055,0.0232,1.4739,NA,29,33,22.64,1.59,229.28,64.81,620.98,0.91
SEPTIEMBRE,2,18,0.04,0.014,1.4003,NA,36,29,21.98,2,155.48,69.29,620.88,0.56
SEPTIEMBRE,2,19,0.031,0.0047,1.2681,NA,37,10,21.09,3.33,85.7,71.54,621.18,0.2
SEPTIEMBRE,2,20,0.025,0.0068,1.3229,NA,40,9,19.18,3.43,101.9,79.69,621.92,0.01
SEPTIEMBRE,2,21,0.0211,0.0041,1.2111,NA,39,18,18.33,3.09,104.21,85.45,622.48,0.01
SEPTIEMBRE,2,22,0.016,0.004,1.1692,NA,30,2,18.08,2.27,116.38,89.1,623.08,0.01
SEPTIEMBRE,2,23,0.0107,0.0052,1.1599,NA,24,7,17.93,2.15,114.4,91.9,623.35,0.01
SEPTIEMBRE,3,0,0.0176,0.0036,1.0516,NA,20,19,17.77,2.22,127.54,92.5,623.32,0.01
SEPTIEMBRE,3,1,0.0232,0.0041,1.0146,NA,9,8,17.14,3.69,95.69,92.25,623.12,0.01
