DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
JUN,1,0,29.26,2.23,0.342,NA,NA,30
JUN,1,1,24.87,NA,0.323,1.52,NA,29
JUN,1,2,21.72,NA,0.305,5.90,NA,29
JUN,1,3,19.68,NA,0.274,8.25,NA,28
JUN,1,4,18.71,NA,0.197,5.40,NA,27
JUN,1,5,17.21,NA,0.143,6.03,NA,26
JUN,1,6,14.69,NA,0.132,14.09,NA,26
JUN,1,7,12.11,NA,0.146,13.44,NA,26
JUN,1,8,10.92,NA,0.160,10.38,NA,26
JUN,1,9,10.36,NA,0.169,5.98,NA,25
JUN,1,10,10.48,NA,0.169,5.92,NA,24
JUN,1,11,11.37,NA,0.169,4.34,NA,23
JUN,1,12,12.69,NA,0.170,6.09,NA,21
JUN,1,13,15.51,NA,0.172,6.04,NA,21
JUN,1,14,20.06,NA,0.178,5.42,NA,20
JUN,1,15,24.86,NA,0.168,5.30,NA,20
JUN,1,16,29.63,NA,0.167,3.95,NA,19
JUN,1,17,31.01,NA,0.210,8.18,50,18
JUN,1,18,31.83,NA,0.231,6.72,50,18
JUN,1,19,31.62,NA,0.246,6.23,49,17
JUN,1,20,30.36,NA,0.265,7.64,49,17
JUN,1,21,27.65,NA,0.277,9.78,49,17
JUN,1,22,24.14,NA,0.273,8.03,48,17
JUN,1,23,20.46,NA,0.269,6.64,47,17
JUN,2,0,16.81,NA,0.255,2.18,46,17
JUN,2,1,15.07,NA,0.211,0.41,45,17
JUN,2,2,13.29,NA,0.198,2.00,44,17
JUN,2,3,11.92,NA,0.192,1.63,43,17
JUN,2,4,10.77,NA,0.182,4.70,42,17
JUN,2,5,10.25,NA,0.184,5.13,43,18
JUN,2,6,10.04,NA,0.227,5.42,42,18
JUN,2,7,9.27,NA,0.264,11.63,41,17
JUN,2,8,9.36,NA,0.288,7.17,41,17
JUN,2,9,9.92,NA,0.309,3.60,40,17
JUN,2,10,10.83,NA,0.326,4.05,40,17
JUN,2,11,12.05,NA,0.356,3.77,39,17
JUN,2,12,14.21,NA,0.379,4.65,38,17
JUN,2,13,16.62,NA,0.382,3.80,38,17
JUN,2,14,19.30,NA,0.357,2.73,38,17
JUN,2,15,22.18,NA,0.339,4.39,37,18
JUN,2,16,23.84,NA,0.333,2.47,36,18
JUN,2,17,24.69,NA,0.317,1.97,35,18
JUN,2,18,24.85,NA,0.316,3.96,34,18
JUN,2,19,24.02,NA,0.307,5.83,35,18
JUN,2,20,22.60,NA,0.294,4.60,34,18
JUN,2,21,20.80,NA,0.292,3.13,34,18
JUN,2,22,18.58,NA,0.275,2.26,34,17
JUN,2,23,16.92,NA,0.254,1.83,34,17
JUN,3,0,15.58,NA,0.234,0.30,34,16
JUN,3,1,13.98,NA,0.221,0.30,33,16
JUN,3,2,12.54,NA,0.197,1.81,32,16
JUN,3,3,11.67,NA,0.167,0.96,32,16
JUN,3,4,10.70,NA,0.145,2.59,32,15
JUN,3,5,10.35,NA,0.156,0.32,30,15
JUN,3,6,8.99,NA,0.193,10.52,29,14
JUN,3,7,7.42,NA,0.217,11.41,29,14
JUN,3,8,6.68,NA,0.242,4.23,28,14
JUN,3,9,6.86,NA,0.266,2.53,28,13
JUN,3,10,8.13,NA,0.278,2.54,28,13
JUN,3,11,9.95,NA,0.307,2.95,28,13
JUN,3,12,12.52,NA,0.346,1.83,28,13
JUN,3,13,14.52,NA,0.347,2.56,27,13
JUN,3,14,17.51,NA,0.322,1.01,26,13
JUN,3,15,20.58,NA,0.328,0.30,26,13
JUN,3,16,22.09,NA,0.326,0.62,26,12
JUN,3,17,22.74,NA,0.326,0.36,26,12
JUN,3,18,22.18,NA,0.346,1.87,26,12
JUN,3,19,21.03,NA,0.338,1.16,26,12
JUN,3,20,18.77,NA,0.313,2.21,27,12
JUN,3,21,16.39,NA,0.297,0.33,27,12
JUN,3,22,13.76,NA,0.284,1.88,26,13
JUN,3,23,11.00,NA,0.255,2.37,25,12
JUN,4,0,8.97,NA,0.233,1.79,24,12
JUN,4,1,7.36,NA,0.209,1.22,25,12
JUN,4,2,6.23,NA,0.177,0.96,24,12
JUN,4,3,5.45,NA,0.159,0.70,24,11
JUN,4,4,5.30,NA,0.146,1.69,24,11
JUN,4,5,5.31,NA,0.163,1.04,24,11
JUN,4,6,5.31,NA,0.195,5.17,23,11
JUN,4,7,5.26,NA,0.242,6.69,23,11
JUN,4,8,4.81,NA,0.273,9.42,23,11
JUN,4,9,4.48,NA,0.320,5.18,24,11
JUN,4,10,4.96,NA,0.343,5.66,24,11
JUN,4,11,6.09,NA,0.365,3.97,25,11
JUN,4,12,8.21,NA,0.377,1.60,25,11
JUN,4,13,11.21,NA,0.361,0.80,25,12
JUN,4,14,15.07,NA,0.341,0.40,25,12
JUN,4,15,20.09,NA,0.301,1.74,26,12
JUN,4,16,25.55,NA,0.292,0.48,26,13
JUN,4,17,29.11,NA,0.265,3.64,26,14
JUN,4,18,31.55,NA,0.257,1.84,26,14
JUN,4,19,33.63,NA,0.257,1.70,30,14
JUN,4,20,33.80,NA,0.260,4.55,30,14
JUN,4,21,32.02,NA,0.282,6.08,31,14
JUN,4,22,28.65,NA,0.280,10.24,34,14
JUN,4,23,23.98,NA,0.278,8.50,35,15
JUN,5,0,19.84,NA,0.264,3.14,35,15
JUN,5,1,17.19,NA,0.245,4.46,36,16
JUN,5,2,16.01,NA,0.228,2.86,36,16
JUN,5,3,15.25,NA,0.204,0.37,37,17
JUN,5,4,15.55,NA,0.186,0.75,36,17
JUN,5,5,17.04,NA,0.169,0.89,36,17
JUN,5,6,18.66,NA,0.199,7.66,36,17
JUN,5,7,19.45,NA,0.234,16.94,36,17
JUN,5,8,19.85,NA,0.246,14.85,36,17
JUN,5,9,20.60,NA,0.265,12.48,36,17
JUN,5,10,20.52,NA,0.278,10.62,35,18
JUN,5,11,20.43,NA,0.291,6.41,34,18
JUN,5,12,21.15,NA,0.305,3.49,33,18
JUN,5,13,21.98,NA,0.301,3.24,33,18
JUN,5,14,24.39,NA,0.258,2.07,33,17
JUN,5,15,28.53,NA,0.219,1.80,32,17
JUN,5,16,33.43,NA,0.200,2.81,32,17
JUN,5,17,38.18,NA,0.186,3.05,31,16
JUN,5,18,41.65,NA,0.194,3.90,30,16
JUN,5,19,43.52,NA,0.186,7.51,24,16
JUN,5,20,44.55,NA,0.200,4.21,23,16
JUN,5,21,43.55,NA,0.205,12.95,21,15
JUN,5,22,40.93,NA,0.213,10.48,19,15
JUN,5,23,36.76,NA,0.215,10.52,19,15
JUN,6,0,31.57,NA,0.220,6.91,19,14
JUN,6,1,26.00,NA,0.227,6.63,18,14
JUN,6,2,20.90,NA,0.221,8.01,18,14
JUN,6,3,16.06,NA,0.232,10.24,18,14
JUN,6,4,12.43,NA,0.227,10.88,18,14
JUN,6,5,9.91,NA,0.265,10.39,19,14
JUN,6,6,NA,NA,0.338,12.20,20,15
JUN,6,7,NA,NA,0.428,12.05,21,15
JUN,6,8,NA,NA,0.450,8.21,22,15
JUN,6,9,NA,3.10,0.475,3.80,22,15
JUN,6,10,NA,3.08,0.481,4.75,22,14
JUN,6,11,NA,2.98,0.488,2.79,23,15
JUN,6,12,NA,2.93,0.486,0.97,23,15
JUN,6,13,14.06,2.89,0.442,0.30,23,14
JUN,6,14,20.40,2.87,0.372,0.30,23,15
JUN,6,15,27.50,2.84,0.280,0.30,24,16
JUN,6,16,36.37,2.76,0.253,11.37,23,17
JUN,6,17,44.37,2.65,0.219,14.85,24,17
JUN,6,18,52.19,2.57,0.206,0.30,24,17
JUN,6,19,58.24,2.46,0.196,3.23,25,18
JUN,6,20,61.25,2.35,0.206,4.88,26,18
JUN,6,21,61.09,2.23,0.210,7.97,27,18
JUN,6,22,58.61,2.16,0.206,7.05,27,18
JUN,6,23,52.95,2.11,0.204,7.33,27,18
JUN,7,0,48.30,2.06,0.206,3.77,28,19
JUN,7,1,43.73,2.02,0.208,3.00,29,19
JUN,7,2,38.12,1.95,0.212,4.82,29,19
JUN,7,3,32.35,1.85,0.215,6.85,30,20
JUN,7,4,27.38,1.78,0.217,10.09,30,20
JUN,7,5,23.52,1.74,0.265,16.34,30,20
JUN,7,6,18.84,1.67,0.364,18.14,30,21
JUN,7,7,15.01,1.63,0.459,19.03,31,21
JUN,7,8,10.79,1.56,0.515,17.08,32,21
JUN,7,9,7.71,1.56,0.572,9.22,33,21
JUN,7,10,7.00,1.48,0.625,15.56,33,22
JUN,7,11,9.37,1.51,0.655,11.54,33,22
JUN,7,12,14.52,1.65,0.663,7.29,33,22
JUN,7,13,21.50,2.10,0.624,5.66,32,23
JUN,7,14,29.13,2.35,0.537,2.85,32,23
JUN,7,15,37.60,2.48,0.459,3.77,31,23
JUN,7,16,46.70,2.58,0.419,2.33,32,22
JUN,7,17,55.59,2.68,0.375,2.38,33,22
JUN,7,18,63.23,2.67,0.342,3.01,32,22
JUN,7,19,67.67,2.85,0.367,5.64,34,21
JUN,7,20,66.38,2.95,0.465,21.09,35,21
JUN,7,21,60.29,3.09,0.473,33.99,35,21
JUN,7,22,55.94,3.26,0.465,14.76,35,22
JUN,7,23,51.59,3.32,0.456,3.30,35,22
JUN,8,0,46.35,3.35,0.446,2.01,34,22
JUN,8,1,39.66,3.41,0.433,4.12,34,22
JUN,8,2,32.20,3.42,0.401,2.90,34,23
JUN,8,3,27.53,3.45,0.330,0.30,34,23
JUN,8,4,26.09,3.45,0.194,0.30,33,23
JUN,8,5,27.23,3.46,0.189,4.83,33,26
JUN,8,6,25.12,3.49,0.232,11.53,33,26
JUN,8,7,21.78,3.51,0.292,18.20,32,26
JUN,8,8,19.46,3.57,0.359,13.61,32,26
JUN,8,9,19.62,4.56,0.471,9.49,32,26
JUN,8,10,22.33,6.58,0.548,9.09,33,27
JUN,8,11,25.74,7.57,0.589,5.12,35,28
JUN,8,12,31.24,7.90,0.617,2.27,36,29
JUN,8,13,38.84,7.63,0.620,1.40,37,29
JUN,8,14,49.28,7.52,0.591,3.10,38,30
JUN,8,15,60.80,7.52,0.543,3.31,39,30
JUN,8,16,70.85,7.52,0.481,3.36,39,30
JUN,8,17,77.69,7.62,0.376,2.35,38,30
JUN,8,18,81.75,7.77,0.327,3.63,38,31
JUN,8,19,80.70,7.71,0.301,11.32,37,31
JUN,8,20,77.35,7.75,0.293,7.79,39,31
JUN,8,21,72.54,7.73,0.292,5.88,43,30
JUN,8,22,65.90,7.64,0.301,5.08,44,30
JUN,8,23,56.78,7.71,0.310,10.51,44,29
JUN,9,0,46.77,7.83,0.338,20.55,44,30
JUN,9,1,36.95,7.94,0.344,29.32,44,30
JUN,9,2,31.44,8.06,0.336,3.74,44,30
JUN,9,3,27.97,8.12,0.336,5.93,45,30
JUN,9,4,25.20,8.18,0.335,5.98,45,30
JUN,9,5,22.55,8.22,0.329,5.86,45,27
JUN,9,6,19.84,8.25,0.353,7.09,45,26
JUN,9,7,16.65,8.26,0.377,18.65,45,26
JUN,9,8,15.08,8.28,0.387,15.76,45,26
JUN,9,9,18.12,7.65,0.415,9.38,43,26
JUN,9,10,20.07,5.71,0.435,4.71,43,26
JUN,9,11,23.99,4.72,0.465,3.25,41,25
JUN,9,12,28.07,4.20,0.485,4.31,40,24
JUN,9,13,32.67,3.96,0.490,4.58,39,22
JUN,9,14,38.78,3.90,0.454,1.35,39,22
JUN,9,15,47.33,3.79,0.426,1.49,38,22
JUN,9,16,55.87,3.88,0.394,0.38,37,22
JUN,9,17,61.18,3.69,0.402,1.11,37,22
JUN,9,18,62.08,4.07,0.483,0.69,37,21
JUN,9,19,60.93,5.32,0.627,5.33,36,21
JUN,9,20,58.75,6.94,0.893,9.53,34,21
JUN,9,21,54.72,10.05,1.040,18.71,30,21
JUN,9,22,50.55,13.11,1.021,9.65,29,21
JUN,9,23,46.52,13.85,0.997,2.56,29,21
JUN,10,0,41.52,13.83,0.979,2.23,29,21
JUN,10,1,36.36,13.93,0.929,2.21,29,19
JUN,10,2,32.91,14.42,0.807,5.69,30,19
JUN,10,3,30.96,14.69,0.617,3.85,30,19
JUN,10,4,29.40,14.71,0.310,7.03,30,19
JUN,10,5,28.90,14.72,0.163,10.05,30,19
JUN,10,6,25.97,14.85,0.246,20.15,30,19
JUN,10,7,21.45,15.00,0.313,29.17,31,20
JUN,10,8,17.91,15.08,0.364,21.61,32,19
JUN,10,9,16.14,15.01,0.399,20.93,33,19
JUN,10,10,16.63,15.06,0.436,12.81,33,19
JUN,10,11,17.69,15.07,0.464,10.11,34,18
JUN,10,12,20.12,15.18,0.494,9.99,34,17
JUN,10,13,23.08,15.26,0.487,9.79,36,18
JUN,10,14,26.70,15.20,0.416,5.67,39,18
JUN,10,15,31.78,15.17,0.367,6.30,42,18
JUN,10,16,36.89,14.97,0.334,6.14,43,17
JUN,10,17,40.19,14.96,0.314,5.44,45,17
JUN,10,18,40.16,15.31,0.306,9.14,47,17
JUN,10,19,38.91,14.54,0.300,10.66,49,17
JUN,10,20,38.18,13.30,0.290,NA,48,17
JUN,10,21,36.96,10.32,NA,NA,48,18
JUN,10,22,NA,7.13,NA,NA,46,18
JUN,10,23,NA,6.32,NA,NA,47,18
JUN,11,0,NA,6.74,NA,1.64,47,18
JUN,11,1,NA,6.51,NA,0.30,47,18
JUN,11,2,NA,5.90,NA,1.41,47,18
JUN,11,3,NA,5.68,NA,1.79,46,18
JUN,11,4,NA,5.70,NA,0.30,46,18
JUN,11,5,21.97,5.69,0.134,1.78,46,18
JUN,11,6,20.83,5.49,0.171,8.97,46,18
JUN,11,7,19.59,5.33,0.207,11.11,46,16
JUN,11,8,17.79,5.25,0.257,11.22,45,16
JUN,11,9,18.07,4.94,0.299,6.67,44,16
JUN,11,10,20.73,4.78,0.334,3.99,43,15
JUN,11,11,24.92,4.73,0.362,3.62,42,15
JUN,11,12,29.38,4.61,0.400,5.80,42,15
JUN,11,13,34.00,4.55,0.424,5.09,41,15
JUN,11,14,40.12,4.59,0.422,5.38,38,14
JUN,11,15,46.88,4.66,0.406,4.32,35,14
JUN,11,16,53.23,4.78,0.374,3.21,34,14
JUN,11,17,57.24,4.78,0.344,0.30,37,14
JUN,11,18,59.05,3.75,0.323,0.30,35,14
JUN,11,19,59.09,3.03,0.321,4.15,33,13
JUN,11,20,57.59,3.74,0.325,10.62,33,13
JUN,11,21,54.68,4.34,0.324,9.25,34,12
JUN,11,22,51.08,5.56,0.313,8.54,35,12
JUN,11,23,47.31,7.02,0.294,6.90,34,12
JUN,12,0,43.53,7.10,0.284,6.73,34,12
JUN,12,1,38.39,7.24,0.276,12.90,33,12
JUN,12,2,35.06,7.19,0.262,5.17,33,12
JUN,12,3,29.54,7.45,0.240,23.82,33,12
JUN,12,4,27.10,7.46,0.198,7.64,33,11
JUN,12,5,24.69,7.59,0.177,10.91,32,11
JUN,12,6,21.44,8.08,0.181,19.55,32,11
JUN,12,7,17.24,8.32,0.242,25.14,32,11
JUN,12,8,13.47,8.45,0.302,22.18,33,11
JUN,12,9,12.53,8.56,0.345,9.85,33,11
JUN,12,10,11.64,8.70,0.389,8.86,33,11
JUN,12,11,14.72,8.82,0.415,7.72,35,11
JUN,12,12,17.41,9.26,0.446,6.00,37,11
JUN,12,13,22.17,10.42,0.489,8.75,43,12
JUN,12,14,28.11,11.32,0.509,10.39,44,12
JUN,12,15,35.45,12.05,0.484,8.25,44,13
JUN,12,16,42.41,12.66,0.450,8.15,45,13
JUN,12,17,47.59,13.42,0.422,4.94,41,14
JUN,12,18,50.74,13.46,0.378,0.30,41,14
JUN,12,19,51.43,13.46,0.351,0.77,41,14
