DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
JUL,1,0,36.38,7.06,0.174,5.21,27,11
JUL,1,1,34.10,7.20,0.170,1.14,26,11
JUL,1,2,31.87,7.17,0.170,0.30,26,11
JUL,1,3,29.24,7.05,0.169,2.37,25,11
JUL,1,4,28.29,6.77,0.161,2.39,25,10
JUL,1,5,27.50,6.44,0.152,4.46,24,10
JUL,1,6,25.33,6.39,0.169,12.52,24,10
JUL,1,7,21.78,6.37,0.218,22.47,23,10
JUL,1,8,18.67,6.38,0.275,12.70,24,10
JUL,1,9,17.48,6.27,0.318,10.27,23,10
JUL,1,10,17.65,6.16,0.352,6.83,24,10
JUL,1,11,19.56,5.21,0.394,8.02,25,10
JUL,1,12,22.84,4.92,0.422,4.64,30,10
JUL,1,13,26.98,3.95,0.447,2.40,34,10
JUL,1,14,32.40,3.21,0.442,2.40,34,10
JUL,1,15,39.24,2.87,0.404,0.38,34,9
JUL,1,16,46.58,2.82,0.356,0.30,34,9
JUL,1,17,50.94,2.83,0.323,0.30,35,9
JUL,1,18,53.61,2.83,0.307,0.79,35,9
JUL,1,19,54.26,NA,0.298,4.74,36,9
JUL,1,20,52.55,NA,0.295,4.40,34,9
JUL,1,21,50.23,NA,0.282,2.28,33,10
JUL,1,22,48.25,NA,0.271,3.64,33,10
JUL,1,23,46.05,NA,0.265,2.41,32,9
JUL,2,0,43.90,NA,0.253,2.75,32,10
JUL,2,1,42.02,NA,0.241,2.53,31,9
JUL,2,2,39.93,NA,0.225,4.33,32,9
JUL,2,3,37.89,NA,0.197,9.74,32,9
JUL,2,4,36.57,NA,0.174,11.52,32,9
JUL,2,5,35.22,NA,0.159,9.80,32,10
JUL,2,6,32.72,NA,0.151,13.72,33,10
JUL,2,7,28.07,NA,0.210,28.27,33,9
JUL,2,8,22.88,NA,0.268,20.39,34,9
JUL,2,9,20.10,NA,0.300,10.90,34,10
JUL,2,10,19.31,NA,0.315,6.60,35,10
JUL,2,11,20.77,NA,0.339,7.62,34,10
JUL,2,12,23.56,NA,0.368,8.62,30,11
JUL,2,13,28.27,NA,0.404,6.65,26,12
JUL,2,14,33.96,NA,0.425,6.76,27,13
JUL,2,15,41.38,5.00,0.383,5.55,28,13
JUL,2,16,49.76,5.18,0.349,6.18,29,14
JUL,2,17,54.51,5.25,0.345,8.74,29,14
JUL,2,18,55.15,5.08,0.337,5.29,34,14
JUL,2,19,53.82,4.90,0.311,3.49,40,14
JUL,2,20,51.52,4.91,0.285,4.87,39,14
JUL,2,21,45.39,4.90,0.283,14.82,39,14
JUL,2,22,39.46,4.90,0.269,7.95,40,14
JUL,2,23,33.88,5.02,0.246,6.43,40,15
JUL,3,0,27.51,5.06,0.228,3.04,40,15
JUL,3,1,23.54,4.89,0.199,0.30,41,15
JUL,3,2,22.14,4.99,0.188,0.65,41,15
JUL,3,3,22.49,5.44,0.223,0.40,40,16
JUL,3,4,22.04,5.63,0.228,3.73,40,15
JUL,3,5,22.41,6.43,0.239,7.19,40,15
JUL,3,6,22.49,6.71,0.265,6.20,40,16
JUL,3,7,22.33,6.77,0.305,8.35,39,16
JUL,3,8,22.82,6.80,0.326,5.65,37,16
JUL,3,9,23.24,6.78,0.339,1.63,37,16
JUL,3,10,24.39,6.62,0.355,3.13,36,16
JUL,3,11,25.00,6.56,0.331,3.36,36,15
JUL,3,12,27.69,6.23,0.328,2.04,36,15
JUL,3,13,32.55,5.36,0.292,0.44,34,14
JUL,3,14,38.36,4.79,0.262,0.30,33,12
