DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
ENE,1,0,9.95,3.84,1.866,21.81,64,28
ENE,1,1,6.64,4.25,1.947,23.97,77,36
ENE,1,2,4.26,4.61,2.062,25.16,87,47
ENE,1,3,3.16,5.00,2.192,26.18,100,56
ENE,1,4,3.70,5.23,1.996,22.30,116,68
ENE,1,5,4.32,5.34,1.699,21.21,124,79
ENE,1,6,4.92,5.42,1.502,19.15,136,87
ENE,1,7,4.97,5.42,1.230,16.99,143,96
ENE,1,8,5.42,5.34,1.065,12.90,147,100
ENE,1,9,5.74,5.14,0.992,12.90,148,103
ENE,1,10,8.32,5.01,0.855,10.52,151,106
ENE,1,11,13.61,4.97,0.741,9.46,153,109
ENE,1,12,21.40,4.95,0.614,6.28,154,112
ENE,1,13,28.51,4.89,NA,2.53,155,113
ENE,1,14,34.85,4.83,NA,1.51,155,114
ENE,1,15,41.89,4.79,NA,0.42,155,115
ENE,1,16,42.66,4.74,NA,0.57,156,115
ENE,1,17,47.86,4.68,NA,0.30,155,115
ENE,1,18,49.82,4.62,NA,0.45,156,115
ENE,1,19,46.17,4.60,NA,18.71,156,116
ENE,1,20,38.70,4.59,NA,29.13,156,117
ENE,1,21,36.13,4.54,NA,25.87,155,117
ENE,1,22,33.61,4.40,NA,21.86,152,116
ENE,1,23,NA,4.14,NA,21.32,144,113
ENE,2,0,NA,4.01,NA,22.55,135,107
ENE,2,1,NA,3.73,NA,14.51,124,101
ENE,2,2,NA,3.39,NA,5.39,116,91
ENE,2,3,NA,2.97,NA,0.30,103,83
ENE,2,4,NA,2.74,NA,1.39,87,71
ENE,2,5,NA,2.69,NA,6.95,80,61
ENE,2,6,10.19,2.75,NA,11.71,70,53
ENE,2,7,8.91,2.84,NA,13.19,64,45
ENE,2,8,8.91,2.94,NA,13.41,60,41
ENE,2,9,8.98,3.03,NA,9.37,59,39
ENE,2,10,9.44,3.04,NA,7.22,56,37
ENE,2,11,9.62,3.15,NA,10.03,54,34
ENE,2,12,10.63,3.30,NA,12.79,53,32
ENE,2,13,14.37,3.38,NA,4.46,53,31
ENE,2,14,19.64,3.46,NA,4.41,54,31
ENE,2,15,26.16,3.49,NA,5.70,54,32
ENE,2,16,29.10,3.50,NA,4.74,55,32
ENE,2,17,34.53,3.51,NA,4.44,55,33
ENE,2,18,38.66,3.52,NA,6.32,55,34
ENE,2,19,39.02,3.50,NA,28.91,56,33
ENE,2,20,37.15,3.40,NA,38.00,56,33
ENE,2,21,35.59,3.24,NA,13.40,54,32
ENE,2,22,32.81,3.16,NA,9.90,51,30
ENE,2,23,28.08,3.10,NA,16.64,49,29
ENE,3,0,22.81,2.98,NA,14.87,47,27
ENE,3,1,17.67,2.80,NA,12.96,47,26
ENE,3,2,13.16,2.72,NA,9.15,47,26
ENE,3,3,10.97,2.70,NA,15.54,47,27
ENE,3,4,11.65,2.65,NA,18.78,48,27
ENE,3,5,8.68,2.51,NA,18.28,47,28
ENE,3,6,7.03,2.31,NA,16.18,48,28
ENE,3,7,NA,2.17,NA,17.44,48,28
ENE,3,8,NA,2.04,NA,16.51,49,29
ENE,3,9,NA,1.90,NA,16.92,50,29
ENE,3,10,NA,1.90,NA,20.34,51,29
ENE,3,11,NA,2.02,NA,18.47,52,30
ENE,3,12,NA,1.89,NA,6.98,51,30
ENE,3,13,NA,1.81,NA,1.18,50,29
ENE,3,14,23.56,1.71,NA,0.30,48,29
ENE,3,15,27.41,1.68,NA,0.96,48,28
ENE,3,16,31.05,1.67,NA,0.30,47,27
ENE,3,17,37.22,1.66,NA,0.30,47,27
ENE,3,18,42.60,1.65,NA,0.30,47,26
ENE,3,19,42.82,1.62,NA,23.14,46,25
ENE,3,20,39.14,1.64,NA,43.17,46,25
ENE,3,21,34.24,1.71,NA,37.85,51,25
ENE,3,22,33.17,1.76,NA,32.67,56,28
ENE,3,23,30.28,1.80,NA,29.69,59,29
ENE,4,0,NA,1.83,1.197,27.28,63,30
ENE,4,1,NA,1.85,1.136,25.59,66,32
ENE,4,2,NA,1.87,1.010,22.95,68,33
ENE,4,3,NA,1.88,0.995,21.67,70,34
ENE,4,4,NA,1.90,0.901,18.31,72,35
ENE,4,5,NA,1.95,0.670,18.51,74,36
ENE,4,6,NA,1.99,NA,18.87,75,36
ENE,4,7,NA,2.03,NA,14.49,77,37
ENE,4,8,NA,2.10,NA,16.74,78,38
ENE,4,9,NA,2.52,NA,21.17,80,39
ENE,4,10,3.83,2.75,NA,22.92,82,39
ENE,4,11,8.49,2.81,NA,19.09,83,40
ENE,4,12,17.99,3.05,NA,19.58,84,41
ENE,4,13,29.50,3.23,NA,5.81,86,43
ENE,4,14,41.19,4.32,NA,5.67,87,43
ENE,4,15,47.10,4.78,NA,3.09,88,44
ENE,4,16,51.84,4.91,NA,0.53,89,45
ENE,4,17,60.22,4.93,NA,0.30,90,47
ENE,4,18,66.73,4.93,NA,0.30,90,50
ENE,4,19,66.15,4.93,NA,29.86,90,50
ENE,4,20,58.95,4.88,NA,49.99,91,51
ENE,4,21,57.05,4.85,NA,46.25,90,51
ENE,4,22,46.55,4.86,NA,39.70,90,52
ENE,4,23,40.55,4.85,NA,37.29,92,52
ENE,5,0,27.78,4.99,1.179,30.89,93,51
ENE,5,1,18.89,5.22,1.179,17.91,91,51
ENE,5,2,9.29,5.52,1.179,21.94,90,50
ENE,5,3,5.63,5.78,NA,18.76,88,49
ENE,5,4,7.25,5.91,NA,19.61,87,48
ENE,5,5,7.78,5.98,NA,16.49,87,47
ENE,5,6,9.71,6.02,NA,17.89,87,48
ENE,5,7,9.46,6.03,NA,16.45,86,48
ENE,5,8,9.61,5.96,NA,15.64,85,47
ENE,5,9,7.62,5.67,NA,17.12,83,46
ENE,5,10,8.17,5.70,NA,20.18,83,45
ENE,5,11,11.24,5.46,NA,10.30,82,45
