DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
MAY,1,0,49.84,1.55,0.294,5.60,73,35
MAY,1,1,45.93,1.56,0.296,6.79,71,35
MAY,1,2,41.40,1.58,0.295,6.08,69,34
MAY,1,3,35.85,1.69,0.284,18.34,68,34
MAY,1,4,30.96,1.80,0.258,29.99,67,33
MAY,1,5,26.66,2.05,0.233,32.50,66,32
MAY,1,6,21.90,2.16,0.242,22.44,65,32
MAY,1,7,16.94,2.23,0.275,25.59,63,32
MAY,1,8,12.61,2.31,0.322,25.85,59,31
MAY,1,9,10.65,2.46,0.370,23.06,59,31
MAY,1,10,10.11,2.55,0.393,20.90,60,31
MAY,1,11,14.75,2.61,0.397,6.05,60,32
MAY,1,12,22.64,2.64,0.391,3.00,60,32
MAY,1,13,30.63,2.65,0.381,2.86,59,32
MAY,1,14,38.49,2.67,0.361,1.62,59,31
MAY,1,15,46.89,2.68,0.327,1.85,59,31
MAY,1,16,54.92,2.68,0.277,0.75,58,30
MAY,1,17,60.95,2.68,0.227,0.30,57,30
MAY,1,18,65.91,2.68,0.209,0.65,57,30
MAY,1,19,66.91,2.68,0.209,3.56,56,30
MAY,1,20,65.88,2.68,0.215,4.22,58,29
MAY,1,21,64.47,2.66,0.214,3.20,61,29
MAY,1,22,62.37,2.72,0.223,5.03,59,29
MAY,1,23,58.80,2.77,0.220,6.49,59,28
MAY,2,0,55.38,2.78,0.223,0.76,65,28
MAY,2,1,52.25,2.77,0.224,0.66,68,29
MAY,2,2,48.40,2.75,0.220,2.40,68,29
MAY,2,3,44.70,2.59,0.210,2.51,68,29
MAY,2,4,40.68,2.44,0.199,6.68,67,29
MAY,2,5,36.63,2.20,0.194,9.86,66,29
MAY,2,6,30.86,2.18,0.229,29.91,65,28
MAY,2,7,26.02,2.16,0.300,28.16,66,28
MAY,2,8,21.07,2.17,0.389,29.75,66,28
MAY,2,9,18.10,2.21,0.454,19.14,67,29
MAY,2,10,18.02,2.24,0.490,13.21,66,28
MAY,2,11,20.30,2.22,0.504,3.76,66,28
MAY,2,12,23.88,2.19,0.511,2.56,66,27
MAY,2,13,29.08,2.18,0.519,2.14,66,27
MAY,2,14,36.06,2.15,0.472,0.38,68,28
MAY,2,15,43.21,2.14,0.395,0.53,69,27
MAY,2,16,50.30,2.13,0.306,1.55,71,27
MAY,2,17,55.27,2.14,0.238,0.98,73,27
MAY,2,18,57.75,2.13,0.195,0.30,75,26
MAY,2,19,57.26,2.13,0.191,5.35,74,26
MAY,2,20,55.08,2.13,0.196,9.60,70,26
MAY,2,21,52.37,2.08,0.183,6.39,64,26
MAY,2,22,49.68,2.02,0.183,6.78,60,25
MAY,2,23,47.31,2.01,0.194,5.99,56,25
MAY,3,0,43.52,2.05,0.211,12.76,50,27
MAY,3,1,39.80,2.09,0.232,14.21,48,27
MAY,3,2,38.49,2.09,0.242,1.08,49,28
MAY,3,3,37.71,2.07,0.238,1.64,51,29
MAY,3,4,37.97,2.03,0.230,1.56,52,29
MAY,3,5,37.47,2.00,0.235,3.13,54,30
MAY,3,6,35.79,1.90,0.271,15.22,55,30
MAY,3,7,31.02,1.85,0.413,43.44,57,30
MAY,3,8,27.72,1.76,0.510,37.22,60,31
MAY,3,9,30.20,1.60,0.515,6.68,60,31
MAY,3,10,31.74,1.51,0.537,2.81,63,31
MAY,3,11,35.10,1.53,0.556,2.47,64,31
MAY,3,12,38.25,1.56,0.570,1.21,66,32
MAY,3,13,40.79,1.58,0.576,1.59,65,32
MAY,3,14,45.17,1.61,0.554,1.55,64,32
MAY,3,15,52.49,1.63,0.416,2.12,64,32
MAY,3,16,58.09,1.63,0.300,0.86,63,32
MAY,3,17,57.71,1.63,0.269,0.55,62,32
MAY,3,18,55.92,1.64,0.240,2.36,61,32
MAY,3,19,52.56,1.65,0.218,4.58,62,32
MAY,3,20,48.37,1.65,0.210,9.58,62,33
MAY,3,21,45.90,1.66,0.200,9.20,62,32
MAY,3,22,42.97,1.66,0.202,13.39,63,33
MAY,3,23,39.93,1.64,0.196,7.51,64,32
MAY,4,0,39.24,1.57,0.205,3.67,63,30
MAY,4,1,38.08,1.52,0.219,7.51,62,29
MAY,4,2,36.19,1.52,0.233,12.98,62,29
MAY,4,3,35.49,1.52,0.238,5.02,62,29
MAY,4,4,35.01,1.51,0.238,9.58,62,29
MAY,4,5,33.92,1.50,0.254,11.07,62,29
MAY,4,6,31.07,1.49,0.313,26.71,62,29
MAY,4,7,26.79,1.48,0.520,37.83,62,30
MAY,4,8,26.00,1.54,0.682,41.12,62,30
MAY,4,9,24.38,1.81,0.756,36.63,65,31
MAY,4,10,26.84,1.80,0.764,5.11,65,33
MAY,4,11,28.69,1.77,0.767,2.16,64,33
MAY,4,12,31.43,1.73,0.757,0.43,63,32
MAY,4,13,33.62,1.70,0.741,1.11,61,31
MAY,4,14,37.63,1.67,0.662,0.30,60,31
MAY,4,15,43.53,1.66,0.455,1.16,59,31
MAY,4,16,45.18,1.66,0.293,4.36,59,30
MAY,4,17,48.46,1.67,0.226,6.32,58,30
MAY,4,18,48.02,1.67,0.202,2.49,59,30
MAY,4,19,46.55,1.66,0.191,5.20,58,30
MAY,4,20,45.55,1.66,0.196,7.12,58,30
MAY,4,21,44.20,1.66,0.211,11.30,58,29
MAY,4,22,42.01,1.66,0.236,15.00,57,29
MAY,4,23,40.18,1.67,0.253,11.75,56,29
MAY,5,0,38.07,1.68,0.265,7.34,56,29
MAY,5,1,35.45,1.69,0.275,11.71,55,29
MAY,5,2,33.57,1.70,0.305,11.29,55,29
MAY,5,3,31.46,1.71,0.333,14.19,55,28
MAY,5,4,28.33,1.72,0.357,13.53,55,28
MAY,5,5,25.47,1.73,0.375,16.21,55,28
MAY,5,6,22.08,1.77,0.399,30.27,55,28
MAY,5,7,18.00,1.87,0.449,30.13,55,28
MAY,5,8,15.09,1.98,0.502,25.74,53,27
MAY,5,9,14.34,1.84,0.552,19.21,50,26
MAY,5,10,15.98,1.98,0.575,13.76,50,25
MAY,5,11,20.01,2.01,0.589,6.68,51,25
MAY,5,12,24.62,2.03,0.579,2.72,52,26
MAY,5,13,29.06,2.03,0.560,1.83,52,27
MAY,5,14,34.59,2.04,0.519,0.61,52,27
MAY,5,15,39.73,2.03,0.452,1.07,52,27
MAY,5,16,44.12,2.03,0.383,0.80,51,26
MAY,5,17,47.02,2.01,0.306,0.72,51,26
MAY,5,18,47.01,2.01,0.253,0.30,50,26
MAY,5,19,44.63,2.01,0.207,0.30,50,26
MAY,5,20,41.77,2.01,0.187,3.15,49,26
MAY,5,21,38.72,2.00,0.184,5.38,49,26
MAY,5,22,36.88,1.99,0.181,2.13,49,26
MAY,5,23,35.34,1.98,0.177,1.41,48,25
MAY,6,0,33.03,2.00,0.185,6.01,48,25
MAY,6,1,30.48,2.00,0.196,4.41,48,25
