DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
NOV,1,0,15.84,4.72,0.317,2.14,46,10
NOV,1,1,15.45,4.79,0.288,0.36,46,10
NOV,1,2,16.12,5.07,0.259,0.30,46,10
NOV,1,3,18.53,5.24,0.225,0.54,45,10
NOV,1,4,21.10,5.52,0.188,0.30,45,10
NOV,1,5,23.49,5.71,0.164,0.30,44,10
NOV,1,6,24.43,5.92,0.148,1.82,44,9
NOV,1,7,24.38,6.18,0.154,5.90,43,9
NOV,1,8,22.92,6.46,0.198,10.88,42,9
NOV,1,9,22.17,6.65,0.236,5.66,42,9
NOV,1,10,21.91,6.96,0.270,2.86,37,9
NOV,1,11,21.53,7.17,0.309,2.35,33,9
NOV,1,12,21.62,7.50,0.342,2.83,32,9
NOV,1,13,23.15,8.22,0.370,3.28,31,8
NOV,1,14,26.93,8.96,0.384,2.14,31,9
NOV,1,15,31.67,9.32,0.381,1.35,29,9
NOV,1,16,38.45,9.52,0.341,0.30,28,9
NOV,1,17,44.04,9.62,0.310,0.76,27,9
NOV,1,18,48.72,9.66,0.282,0.30,26,9
NOV,1,19,49.10,9.67,0.286,10.55,26,9
NOV,1,20,45.58,9.66,0.364,24.69,26,10
NOV,1,21,41.11,9.60,0.412,17.25,28,10
NOV,1,22,35.92,9.46,0.438,10.30,29,10
NOV,1,23,30.50,9.08,0.452,7.31,30,11
NOV,2,0,23.47,8.62,0.465,8.97,30,11
NOV,2,1,17.13,8.38,0.461,6.02,30,11
NOV,2,2,10.49,8.10,0.461,8.89,31,11
NOV,2,3,7.13,7.83,0.425,10.79,31,11
NOV,2,4,7.66,7.70,0.319,7.19,31,11
NOV,2,5,7.36,7.51,0.249,9.15,32,11
NOV,2,6,6.96,7.22,0.215,5.47,32,11
NOV,2,7,5.80,6.99,0.204,7.94,32,11
NOV,2,8,5.14,6.91,0.219,9.35,32,11
NOV,2,9,3.77,6.71,0.253,6.43,31,11
NOV,2,10,3.07,6.52,0.301,6.53,31,11
NOV,2,11,3.80,6.29,0.348,6.56,31,11
