DATOS HORARIOS 2022_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
MAYO,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAYO,1,1,0.015,0.008,1.58,NA,79,36,21.139211,0.903408,252.483017,20.336746,621.260339,0.00907
MAYO,1,2,0.004,0.008,1.66,NA,111,45,20.092857,0.875113,213.876153,22.795733,621.113,0.008217
MAYO,1,3,0.004,0.01,1.57,NA,111,39,18.361404,1.335313,270.91755,26.805283,621.188667,0.009043
MAYO,1,4,0.003,0.012,1.56,NA,100,53,17.235833,1.452873,266.188167,28.97895,621.313667,0.008534
MAYO,1,5,0.013,0.009,1.59,NA,103,51,17.1715,1.03065,247.875,27.963033,621.46,0.007807
MAYO,1,6,0.013,0.008,1.62,NA,109,59,16.949831,0.988607,191.499,28.450983,622.016167,0.008591
MAYO,1,7,0.005,0.009,1.92,NA,123,51,15.96386,0.94323,105.152667,31.863683,622.547833,0.083117
MAYO,1,8,0.012,0.01,1.99,NA,140,71,18.833904,0.884877,137.310717,27.31275,623.015333,0.506363
MAYO,1,9,0.03,0.034,1.89,NA,153,66,21.413833,1.179295,116.026117,25.496117,623.257333,1.277815
MAYO,1,10,0.052,0.093,2.24,NA,141,65,23.829667,1.503323,143.43115,24.618833,623.414833,2.409327
MAYO,1,11,0.068,0.079,1.9,NA,94,54,25.92807,1.785605,150.86865,22.486833,623.274167,3.559933
MAYO,1,12,0.083,0.056,1.75,NA,96,50,27.31681,2.169468,152.634983,19.0332,622.8835,4.48094
MAYO,1,13,0.084,0.028,1.45,NA,81,48,28.969018,2.298692,231.843917,15.70725,622.229167,4.922392
MAYO,1,14,0.056,0.009,1.31,NA,45,35,30.275333,3.277135,234.4704,12.311617,621.487167,5.114325
MAYO,1,15,0.065,0.009,1.33,NA,36,23,31.385417,2.832913,243.0836,13.336083,620.7025,4.181
MAYO,1,16,0.071,0.009,1.28,NA,40,21,31.985667,2.271855,185.295117,13.079617,620.090833,3.007672
MAYO,1,17,0.071,0.009,1.29,NA,43,27,32.382885,2.542292,232.034867,12.687917,619.666167,1.784553
MAYO,1,18,0.068,0.009,1.32,NA,44,22,32.664808,2.122893,199.2135,12.278367,619.500833,0.811913
MAYO,1,19,0.066,0.009,1.28,NA,53,22,31.327925,2.549303,274.511,13.129167,619.634667,0.195142
MAYO,1,20,0.05,0.008,1.34,NA,63,21,29.434877,3.851622,237.284333,12.63735,620.279833,0.011352
MAYO,1,21,0.049,0.008,1.44,NA,78,22,27.0485,3.872653,239.7695,12.767717,621.109333,0.008612
MAYO,1,22,0.037,0.007,1.45,NA,96,47,25.371833,3.043103,220.206667,13.870317,621.671167,0.008468
MAYO,1,23,0.034,0.007,1.31,NA,72,46,23.841695,2.89803,250.450333,16.506833,622.125333,0.00879
MAYO,2,0,0.028,0.007,1.3,NA,61,27,21.927232,1.691427,278.494333,19.6526,622.527167,0.009547
MAYO,2,1,0.03,0.007,1.26,NA,49,31,21.152417,1.472992,182.597133,21.392933,622.6195,0.009266
MAYO,2,2,0.025,0.008,1.3,NA,53,25,20.444123,0.881052,211.1458,22.66805,622.571,0.008668
MAYO,2,3,0.014,0.007,1.39,NA,57,25,19.460185,1.041985,210.389533,24.5999,622.402833,0.008484
MAYO,2,4,0.021,0.007,1.3,NA,60,25,18.660192,1.551038,246.649833,25.67295,622.382,0.009028
MAYO,2,5,0.019,0.007,1.33,NA,56,21,17.245283,1.431688,253.048833,28.356233,622.469,0.008218
MAYO,2,6,0.011,0.008,1.49,NA,61,37,16.601911,1.163595,281.539333,30.52585,622.7765,0.008352
MAYO,2,7,0.007,0.008,1.63,NA,79,28,16.17,1.523243,274.185667,32.726983,623.208833,0.079983
MAYO,2,8,0.007,0.008,1.84,NA,103,24,18.394917,1.262083,285.549667,29.649267,623.393833,0.502863
MAYO,2,9,0.023,0.008,1.58,NA,118,48,21.50475,1.431463,266.311033,23.541317,623.678333,1.36541
MAYO,2,10,0.04,0.008,1.38,NA,85,39,23.697293,1.960082,263.843788,22.716433,623.7725,2.367755
MAYO,2,11,0.055,0.009,1.35,NA,67,31,26.188421,2.419432,248.3205,20.015233,623.664167,3.617483
MAYO,2,12,0.061,0.008,1.37,NA,67,29,27.986,3.010355,254.4345,17.6525,623.2675,4.617905
MAYO,2,13,0.063,0.008,1.39,NA,60,34,29.481296,3.27107,262.469,14.0839,622.508,4.670738
MAYO,2,14,0.064,0.008,1.35,NA,75,37,30.881917,4.061798,279.671,11.766917,621.6865,4.576728
MAYO,2,15,0.064,0.007,1.33,NA,57,38,31.960083,3.853668,255.455333,12.01975,620.808,4.11488
MAYO,2,16,0.067,0.008,1.31,NA,52,27,32.129407,4.711147,269.463,11.8378,620.266,3.03231
MAYO,2,17,0.065,0.008,1.27,NA,57,29,32.365283,3.901368,270.9985,9.515832,619.937833,1.87308
MAYO,2,18,0.064,0.007,1.31,NA,41,21,32.33675,3.445245,269.306833,8.770083,619.705333,0.853822
MAYO,2,19,0.056,0.007,1.35,NA,66,20,30.845917,2.806775,276.200167,10.259127,619.963167,0.182597
MAYO,2,20,0.039,0.007,1.48,NA,84,20,28.5857,2.56982,246.006167,11.98815,620.527667,0.012327
MAYO,2,21,0.047,0.007,1.46,NA,102,33,26.753414,4.864518,226.229,13.493117,621.305833,0.008863
MAYO,2,22,0.046,0.007,1.41,NA,128,46,24.641964,4.161607,234.385,16.114133,621.873333,0.008653
MAYO,2,23,0.043,0.008,1.38,NA,92,48,22.923704,2.129352,265.0005,18.98545,622.410167,0.009081
MAYO,3,0,0.04,0.007,1.42,NA,83,44,21.96325,1.628995,293.836333,19.539633,622.58,0.009223
MAYO,3,1,0.036,0.008,1.39,NA,97,49,20.598333,1.469163,255.858833,21.066767,622.7025,0.009562
MAYO,3,2,0.043,0.007,1.36,NA,78,65,20.301833,1.89096,234.947,20.943517,622.716167,0.008448
MAYO,3,3,0.037,0.007,1.37,NA,66,94,19.977414,1.350447,186.996667,21.68695,622.527833,0.008798
MAYO,3,4,0.036,0.008,1.34,NA,71,85,19.682692,2.708538,208.9605,22.961767,622.370833,0.008478
MAYO,3,5,0.033,0.007,1.34,NA,60,46,18.718448,2.104593,240.0845,25.2366,622.5065,0.008198
MAYO,3,6,0.019,0.007,1.48,NA,65,87,18.022083,1.464877,243.086833,28.650267,622.905,0.009324
MAYO,3,7,0.002,0.008,1.81,NA,90,62,17.4325,0.887805,194.805278,30.550933,623.282667,0.065702
MAYO,3,8,0.01,0.008,1.93,NA,115,92,19.001833,0.86242,222.791067,30.016983,623.628667,0.448828
MAYO,3,9,0.017,0.008,1.63,NA,111,120,21.02025,1.330412,255.448333,28.274267,623.793,1.100423
MAYO,3,10,0.039,0.007,1.38,NA,83,97,23.407414,1.778597,228.2704,25.717767,623.882833,2.089777
MAYO,3,11,0.046,0.007,1.4,NA,60,54,25.858182,1.471162,205.417317,20.69635,623.776833,2.693695
MAYO,3,12,0.047,0.007,1.32,NA,44,22,27.450648,2.227675,240.154667,14.26825,623.364833,3.419168
MAYO,3,13,0.052,0.007,1.33,NA,34,16,28.89925,2.674727,245.2578,13.1865,622.859833,3.98131
MAYO,3,14,0.059,0.007,1.34,NA,38,18,30.525932,2.55172,218.176683,12.517433,622.253667,4.009955
MAYO,3,15,0.064,0.007,1.35,NA,43,22,31.353667,2.69215,223.395833,11.4148,621.654333,3.527973
MAYO,3,16,0.068,0.007,1.36,NA,44,22,32.12275,2.578898,221.9188,10.074123,620.876167,2.468902
MAYO,3,17,0.072,0.008,1.39,NA,50,24,32.580833,2.016128,198.36405,8.872558,620.410167,1.603815
MAYO,3,18,0.07,0.008,1.41,NA,48,33,32.654333,1.522622,190.521617,9.089683,620.158333,0.773085
MAYO,3,19,0.065,0.007,1.42,NA,63,125,30.924583,1.84587,273.875,11.530717,620.299667,0.186013
MAYO,3,20,0.03,0.008,1.72,NA,98,72,28.70525,1.15183,261.468833,13.925817,620.567,0.013353
MAYO,3,21,0.022,0.008,1.88,NA,133,53,26.955667,1.498148,258.139167,16.2732,620.902667,0.008672
MAYO,3,22,0.048,0.007,1.43,NA,110,52,25.660385,3.42781,209.899333,17.799633,621.5525,0.008792
MAYO,3,23,0.039,0.007,1.34,NA,85,39,23.715865,1.920632,277.596667,20.697533,622.074,0.008805
MAYO,4,0,0.033,0.007,1.36,NA,83,32,22.52475,1.10687,212.60965,22.6184,622.352,0.008936
MAYO,4,1,0.022,0.008,1.41,NA,103,34,21.77963,1.953197,139.472433,23.769233,622.617667,0.008644
MAYO,4,2,0.025,0.008,1.36,NA,80,42,20.861949,1.031935,224.541983,23.948533,622.329333,0.009086
MAYO,4,3,0.014,0.008,1.36,NA,87,50,19.3965,1.422112,275.877,26.471883,622.212333,0.009031
MAYO,4,4,0.017,0.009,1.38,NA,94,66,18.1825,1.554178,283.583333,28.86445,622.016,0.009218
MAYO,4,5,0.013,0.008,1.41,NA,119,74,17.27875,1.26414,287.017633,30.82505,622.105833,0.009014
MAYO,4,6,0.007,0.008,1.61,NA,93,38,17.072855,0.999097,273.3725,30.790367,622.279667,0.009029
MAYO,4,7,0.003,0.009,2.61,NA,174,52,17.113017,0.703285,266.302833,31.858367,622.542167,0.080835
MAYO,4,8,0.006,0.012,3.31,NA,241,64,19.309583,0.869293,139.436733,29.418933,622.825,0.458362
MAYO,4,9,0.019,0.009,1.97,NA,251,104,22.558421,1.261537,257.095433,23.806417,622.932167,1.245765
MAYO,4,10,0.04,0.008,1.55,NA,106,53,24.641783,1.52819,244.9686,20.78265,622.9915,2.30154
MAYO,4,11,0.057,0.008,1.36,NA,73,36,27.21375,1.882985,238.144117,16.872833,622.918167,3.54715
MAYO,4,12,0.063,0.007,1.31,NA,45,28,28.840965,2.4487,250.462967,14.80055,622.581,4.458472
MAYO,4,13,0.063,0.007,1.34,NA,40,22,30.805583,2.630973,241.727033,13.21165,622.088667,4.896992
MAYO,4,14,0.066,0.008,1.34,NA,44,16,31.704,2.890267,253.346983,12.329417,621.419333,4.628155
MAYO,4,15,0.074,0.008,1.39,NA,54,22,32.706233,2.370513,218.769483,11.8263,620.819833,3.653007
MAYO,4,16,0.078,0.008,1.36,NA,57,33,33.167317,2.570692,234.621367,11.501667,620.224833,2.592828
MAYO,4,17,0.079,0.008,1.34,NA,57,31,33.070737,2.9383,261.849833,11.146767,619.795333,1.623647
MAYO,4,18,0.078,0.008,1.36,NA,62,33,33.183917,2.839487,286.231667,11.094617,619.620667,0.769202
MAYO,4,19,0.07,0.008,1.39,NA,68,28,31.8194,2.548395,248.441683,12.47385,619.863,0.188367
MAYO,4,20,0.052,0.008,1.54,NA,80,29,30.068633,2.265573,249.575833,14.382917,620.226667,0.012941
MAYO,4,21,0.048,0.007,1.42,NA,89,31,28.064439,2.926382,246.321,17.258017,620.8825,0.009895
MAYO,4,22,0.035,0.008,1.52,NA,99,35,25.960719,1.726957,250.086,20.2119,621.540833,0.00886
MAYO,4,23,0.035,0.008,1.45,NA,96,33,24.9053,1.317862,189.325683,21.52865,622.1785,0.008673
MAYO,5,0,0.031,0.01,1.45,NA,91,34,24.135083,1.771333,141.18925,23.700417,622.5035,0.009015
MAYO,5,1,0.032,0.01,1.45,NA,104,42,22.801183,1.265187,239.397833,26.224117,622.371167,0.009307
MAYO,5,2,0.032,0.008,1.4,NA,86,47,21.593633,1.220863,247.183,27.773067,622.115333,0.00961
MAYO,5,3,0.033,0.008,1.39,NA,76,50,20.740982,1.829613,262.381667,29.273883,621.932333,0.00895
MAYO,5,4,0.016,0.008,1.41,NA,79,NA,19.22665,1.631517,286.171333,33.017167,621.932833,0.009924
MAYO,5,5,0.02,0.008,1.43,NA,72,68,18.33345,1.223742,292.1376,35.760833,622.0475,0.009031
MAYO,5,6,0.004,0.01,1.62,NA,103,82,17.800632,1.508197,282.189667,37.3063,622.2615,0.007725
MAYO,5,7,0.007,0.009,1.72,NA,126,141,17.594217,1.296293,254.686333,39.959383,622.622,0.090122
MAYO,5,8,0.025,0.008,1.62,NA,114,47,19.782433,1.42378,272.884167,37.993283,623.052167,0.513778
MAYO,5,9,0.037,0.008,1.47,NA,87,51,22.561196,1.604338,266.726167,31.77665,623.197333,1.35452
MAYO,5,10,0.047,0.008,1.37,NA,68,38,26.002267,1.552943,261.465667,25.909767,623.251333,2.506193
MAYO,5,11,0.055,0.008,1.33,NA,65,55,27.800367,2.173478,256.569033,23.795367,623.0635,3.653673
MAYO,5,12,0.058,0.008,1.32,NA,58,24,29.507241,2.603483,270.2285,21.550967,622.753,4.529933
MAYO,5,13,0.06,0.007,1.33,NA,49,20,30.928033,2.733872,252.564567,18.267617,622.195833,4.913573
MAYO,5,14,0.065,0.007,1.32,NA,47,19,32.314,2.93207,272.787617,16.328583,621.5085,4.786435
MAYO,5,15,0.073,0.008,1.39,NA,54,18,32.89614,2.978978,217.510883,15.044233,620.955,3.987142
MAYO,5,16,0.078,0.008,1.37,NA,61,29,33.547733,2.752233,251.40035,14.071933,620.428,2.876078
MAYO,5,17,0.079,0.008,1.38,NA,59,29,33.848845,2.30241,231.717917,13.539883,620.002667,1.759018
MAYO,5,18,0.078,0.008,1.37,NA,58,26,33.445386,2.321648,259.411922,13.253633,619.8825,0.821638
MAYO,5,19,0.069,0.008,1.38,NA,59,25,32.4514,2.01698,279.8395,13.224717,619.908833,0.210887
MAYO,5,20,0.043,0.008,1.71,NA,79,22,30.67675,1.196165,265.5905,15.652033,620.2245,0.014452
MAYO,5,21,0.016,0.008,1.96,NA,106,32,29.502196,1.4972,232.1015,16.837533,620.6245,0.009105
MAYO,5,22,0.043,0.008,1.5,NA,116,34,28.2554,2.768973,225.633167,19.178817,621.320667,0.007257
MAYO,5,23,0.042,0.008,1.45,NA,98,34,26.578867,2.878842,240.322167,23.199867,621.825,0.009551
MAYO,6,0,0.042,0.008,1.4,NA,92,41,25.485446,1.479535,202.795403,25.256567,622.369333,0.008508
MAYO,6,1,0.029,0.008,1.42,NA,72,34,24.377433,1.199932,220.170383,27.01535,622.516333,0.009093
MAYO,6,2,0.042,0.008,1.34,NA,81,59,23.62335,2.057633,218.006667,28.87125,622.299167,0.009103
MAYO,6,3,0.046,0.008,1.34,NA,74,44,22.986492,3.124687,219.4625,31.840867,622.097667,0.008883
MAYO,6,4,0.037,0.008,1.31,NA,79,42,21.496983,1.966105,274.822,36.525617,622.094667,0.008728
MAYO,6,5,0.016,0.008,1.4,NA,85,76,20.019589,1.26001,285.864667,37.94325,622.229833,0.009875
MAYO,6,6,0.01,0.008,1.48,NA,89,75,19.049356,1.042415,266.842667,42.6539,622.456667,0.008635
MAYO,6,7,NA,0.009,2.16,NA,126,81,19.518434,1.22739,179.979667,42.061267,622.830667,0.094448
MAYO,6,8,0.013,0.008,1.75,NA,148,57,21.270833,1.113323,250.270667,39.4462,623.296833,0.537122
MAYO,6,9,0.025,0.009,1.68,NA,119,47,23.752117,1.825143,230.303833,35.242383,623.526167,1.399347
MAYO,6,10,0.049,0.008,1.36,NA,86,56,26.679373,1.509718,244.922633,29.320167,623.610833,2.545545
MAYO,6,11,0.062,0.008,1.37,NA,92,43,28.403767,1.953332,251.803833,24.99535,623.261333,3.695122
MAYO,6,12,0.073,0.009,1.36,NA,83,37,30.541121,1.993632,189.2762,20.434267,622.564667,4.550012
MAYO,6,13,0.078,0.009,1.39,NA,72,42,32.24285,2.120173,179.466933,17.215283,621.9855,4.883028
MAYO,6,14,0.074,0.008,1.31,NA,74,104,33.757228,2.501748,165.166383,14.5391,621.231,4.77861
MAYO,6,15,0.075,0.022,1.35,NA,56,24,34.778067,2.62301,207.6162,13.59675,620.3805,3.484215
MAYO,6,16,0.068,0.024,1.43,NA,70,28,34.505857,2.431625,91.772933,12.47175,619.802,2.448628
MAYO,6,17,0.077,0.008,1.25,NA,54,27,34.963611,3.23586,262.598167,11.837667,619.380833,1.782797
MAYO,6,18,0.076,0.007,1.23,NA,81,27,34.754035,2.487615,262.669617,11.398233,619.237833,0.825025
MAYO,6,19,0.064,0.008,1.34,NA,131,33,33.45745,2.91378,233.160133,13.806367,619.501333,0.198745
MAYO,6,20,0.033,0.023,1.67,NA,120,56,30.831683,3.456223,109.115567,21.540833,620.173167,0.012008
MAYO,6,21,0.033,0.009,1.62,NA,123,63,29.2187,3.513242,111.322367,24.01975,620.9295,0.008372
MAYO,6,22,0.045,0.008,1.42,NA,118,107,27.75715,4.033235,130.354,27.9642,622.097,0.008336
MAYO,6,23,0.047,0.007,1.3,NA,126,72,24.749759,5.342995,142.7065,38.62895,622.676167,0.008479
MAYO,7,0,0.041,0.007,1.29,NA,95,36,23.295383,3.020643,141.230883,42.686433,622.850167,0.00831
MAYO,7,1,0.041,0.007,1.27,NA,57,45,23.002567,2.274025,161.968967,41.672267,622.940333,0.007065
MAYO,7,2,0.034,0.007,1.3,NA,56,45,22.751917,1.27387,137.498567,41.295767,622.737167,0.009282
MAYO,7,3,0.03,0.007,1.34,NA,50,61,22.094982,1.39722,173.64645,43.432433,622.425833,0.009074
MAYO,7,4,0.026,0.008,1.36,NA,64,35,21.389121,1.066393,243.813667,42.187933,622.312833,0.008319
MAYO,7,5,0.029,0.008,1.51,NA,68,39,21.274455,1.497145,212.361333,43.062217,622.256167,0.007743
MAYO,7,6,0.019,0.008,1.6,NA,75,34,20.4203,0.99504,225.759833,45.8663,622.456167,0.008837
MAYO,7,7,NA,0.008,1.83,NA,96,33,20.235183,1.646917,230.968833,46.68365,622.885333,0.094583
MAYO,7,8,0.026,0.009,1.61,NA,103,41,21.745741,1.842618,245.384,44.0891,623.334333,0.534045
MAYO,7,9,0.038,0.009,1.45,NA,80,36,23.835133,1.77406,260.09585,39.123433,623.622333,1.366837
MAYO,7,10,0.051,0.009,1.38,NA,78,35,25.923464,1.57028,225.106683,35.5151,623.6185,2.491003
MAYO,7,11,0.058,0.008,1.41,NA,67,33,27.777317,2.752697,247.96265,30.546817,623.340667,3.662995
MAYO,7,12,0.065,0.008,1.35,NA,61,31,29.561379,2.996335,259.450662,25.5089,622.696833,4.617295
MAYO,7,13,0.065,0.008,1.31,NA,53,26,31.315119,2.801925,243.216133,20.47765,621.955,5.033113
MAYO,7,14,0.07,0.008,1.33,NA,63,28,32.899867,3.024838,248.715767,17.677383,621.109833,4.876343
MAYO,7,15,0.07,0.008,1.33,NA,60,30,34.264814,2.659127,223.856317,13.904933,620.2465,4.134737
MAYO,7,16,0.066,0.007,1.4,NA,43,26,35.204288,2.328287,197.608233,11.319767,619.473833,3.002233
MAYO,7,17,0.067,0.007,1.36,NA,56,21,35.312017,3.049685,236.993667,10.746822,619.006,1.804968
MAYO,7,18,0.068,0.007,1.31,NA,56,25,34.398867,3.180882,252.955167,10.456367,618.822333,0.820647
MAYO,7,19,0.061,0.007,1.34,NA,49,15,33.531183,2.882815,246.302,10.328883,618.9465,0.210223
