DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
JUN,1,0,20.49,6.04,0.280,31
JUN,1,1,17.05,6.52,0.248,31
JUN,1,2,14.66,6.61,0.227,31
JUN,1,3,12.96,6.66,0.218,30
JUN,1,4,11.76,6.69,0.207,29
JUN,1,5,10.55,6.69,0.200,28
JUN,1,6,8.84,6.83,0.206,27
JUN,1,7,7.55,6.79,0.227,26
JUN,1,8,6.86,7.62,0.245,26
JUN,1,9,6.93,8.20,0.261,26
JUN,1,10,7.10,8.37,0.271,25
JUN,1,11,7.88,8.53,0.274,24
JUN,1,12,9.03,8.90,0.276,23
JUN,1,13,11.39,9.17,0.275,23
JUN,1,14,14.69,9.15,0.264,22
JUN,1,15,18.37,9.27,0.242,21
JUN,1,16,21.85,9.59,0.221,22
JUN,1,17,23.39,8.72,0.210,23
JUN,1,18,23.96,8.71,0.210,22
JUN,1,19,23.98,9.65,0.232,21
JUN,1,20,23.04,10.73,0.239,21
JUN,1,21,21.27,10.62,0.245,21
JUN,1,22,18.65,10.87,0.251,21
JUN,1,23,15.51,11.27,0.253,21
JUN,2,0,12.70,11.40,0.253,21
JUN,2,1,10.82,11.59,0.247,21
JUN,2,2,9.21,12.02,0.242,21
JUN,2,3,7.83,12.17,0.218,21
JUN,2,4,7.14,12.27,0.210,21
JUN,2,5,6.75,12.33,0.208,21
JUN,2,6,6.84,12.21,0.213,21
JUN,2,7,6.82,12.49,0.232,21
JUN,2,8,6.73,11.80,0.253,22
JUN,2,9,7.25,11.75,0.271,22
JUN,2,10,8.16,12.36,0.280,22
JUN,2,11,9.14,12.93,0.288,23
JUN,2,12,10.69,13.00,0.293,23
JUN,2,13,12.25,12.95,0.296,23
JUN,2,14,14.06,13.06,0.475,23
JUN,2,15,15.84,13.31,0.653,23
JUN,2,16,17.31,13.36,0.833,22
JUN,2,17,17.99,13.70,1.011,21
JUN,2,18,18.13,15.17,1.190,21
JUN,2,19,17.84,14.64,1.373,22
JUN,2,20,16.59,13.91,1.565,21
JUN,2,21,15.24,13.83,1.757,21
JUN,2,22,13.40,13.19,1.765,20
JUN,2,23,11.92,12.25,1.759,22
JUN,3,0,10.93,11.64,1.748,22
JUN,3,1,10.12,10.88,1.743,22
JUN,3,2,9.19,10.33,1.742,22
JUN,3,3,8.45,10.08,1.740,22
JUN,3,4,7.80,9.97,1.732,23
JUN,3,5,7.67,9.86,1.729,23
JUN,3,6,7.47,9.84,1.737,24
JUN,3,7,7.06,9.76,1.760,23
JUN,3,8,6.80,9.56,1.778,22
JUN,3,9,6.85,9.76,1.796,22
JUN,3,10,7.76,9.39,1.808,22
JUN,3,11,8.98,9.29,1.822,22
JUN,3,12,10.99,8.93,1.633,22
JUN,3,13,12.34,9.01,1.445,22
JUN,3,14,13.78,9.27,1.250,23
JUN,3,15,15.45,9.64,1.049,23
JUN,3,16,16.37,9.62,0.844,23
JUN,3,17,16.72,9.64,0.643,24
JUN,3,18,16.35,9.37,0.445,25
JUN,3,19,15.27,11.16,0.252,26
JUN,3,20,13.58,11.49,0.255,27
JUN,3,21,11.94,11.56,0.249,27
JUN,3,22,10.08,11.83,0.246,27
JUN,3,23,7.95,11.94,0.232,25
JUN,4,0,6.35,12.05,0.230,24
JUN,4,1,5.11,12.12,0.224,25
JUN,4,2,4.17,12.18,0.219,24
JUN,4,3,3.73,12.40,0.205,23
JUN,4,4,3.71,12.65,0.199,22
JUN,4,5,3.66,12.84,0.197,21
JUN,4,6,3.83,12.94,0.193,20
JUN,4,7,3.98,13.12,0.214,20
JUN,4,8,3.87,13.37,0.242,20
JUN,4,9,4.00,12.85,0.263,20
JUN,4,10,4.62,13.14,0.314,19
JUN,4,11,5.88,13.05,0.319,20
JUN,4,12,7.74,13.85,0.326,20
JUN,4,13,10.64,14.17,0.333,20
JUN,4,14,14.26,14.38,0.336,20
JUN,4,15,18.65,14.31,0.324,21
JUN,4,16,23.39,14.27,0.298,21
JUN,4,17,27.13,13.65,0.274,21
JUN,4,18,29.80,12.18,0.226,21
JUN,4,19,31.34,9.90,0.238,24
JUN,4,20,30.94,9.05,0.263,22
JUN,4,21,28.56,8.79,0.286,22
JUN,4,22,25.05,8.46,0.304,21
JUN,4,23,20.59,8.33,0.306,22
JUN,5,0,16.96,8.21,0.310,22
JUN,5,1,13.78,8.09,0.315,22
JUN,5,2,11.87,8.17,0.310,23
JUN,5,3,11.46,8.12,0.296,23
JUN,5,4,10.42,7.96,0.266,23
JUN,5,5,11.63,7.86,0.236,24
JUN,5,6,13.17,7.75,0.210,24
JUN,5,7,14.87,7.32,0.213,24
JUN,5,8,15.46,7.09,0.231,23
JUN,5,9,15.52,6.89,0.272,23
JUN,5,10,15.16,6.27,0.312,23
JUN,5,11,13.84,5.85,0.366,23
JUN,5,12,15.39,5.15,0.407,23
JUN,5,13,16.19,4.65,0.434,22
JUN,5,14,17.76,4.16,0.445,22
JUN,5,15,20.21,3.55,0.439,21
JUN,5,16,23.23,3.16,0.422,20
JUN,5,17,27.51,2.94,0.380,19
JUN,5,18,30.87,2.86,0.344,19
JUN,5,19,33.71,2.84,0.297,14
JUN,5,20,34.98,2.86,0.270,14
JUN,5,21,34.75,2.90,0.265,14
JUN,5,22,33.06,2.94,0.264,15
JUN,5,23,29.99,2.97,0.260,13
JUN,6,0,26.82,3.02,0.251,13
JUN,6,1,22.90,3.06,0.247,12
JUN,6,2,19.24,2.89,0.248,12
JUN,6,3,15.35,2.75,0.247,12
JUN,6,4,11.89,2.64,0.240,12
JUN,6,5,9.35,2.58,0.228,11
JUN,6,6,7.48,2.58,0.241,12
JUN,6,7,6.30,2.59,0.290,12
JUN,6,8,4.89,2.60,0.315,13
JUN,6,9,4.66,2.57,0.332,13
JUN,6,10,5.31,2.49,0.336,13
JUN,6,11,7.10,2.40,0.344,13
JUN,6,12,9.54,2.26,0.351,13
JUN,6,13,13.64,2.19,0.384,13
JUN,6,14,18.93,2.16,0.399,14
JUN,6,15,25.31,2.13,0.394,15
JUN,6,16,30.98,2.10,0.416,15
JUN,6,17,35.42,2.07,0.465,16
JUN,6,18,39.27,2.04,0.527,16
JUN,6,19,42.19,1.99,0.584,17
JUN,6,20,43.73,1.94,0.624,18
JUN,6,21,42.64,1.89,0.643,19
JUN,6,22,40.71,1.84,0.655,19
JUN,6,23,36.99,1.79,0.652,20
JUN,7,0,34.47,1.75,0.645,20
JUN,7,1,31.88,1.73,0.618,20
JUN,7,2,28.91,1.71,0.583,20
JUN,7,3,25.56,1.68,0.548,20
JUN,7,4,22.91,1.64,0.531,20
JUN,7,5,20.73,1.64,0.514,20
JUN,7,6,17.36,1.62,0.517,21
JUN,7,7,15.21,1.63,0.550,21
JUN,7,8,11.92,1.67,0.578,21
JUN,7,9,10.53,1.72,0.594,22
JUN,7,10,10.51,1.85,0.588,22
JUN,7,11,12.93,1.96,0.566,22
JUN,7,12,16.46,2.01,0.541,22
JUN,7,13,21.04,2.05,0.502,22
JUN,7,14,27.32,2.07,0.451,21
JUN,7,15,33.63,2.12,0.373,21
JUN,7,16,40.69,2.15,0.306,20
JUN,7,17,46.76,2.20,0.251,20
JUN,7,18,52.10,2.26,0.221,19
JUN,7,19,54.58,2.40,0.223,20
JUN,7,20,54.18,2.49,0.264,20
JUN,7,21,51.35,2.69,0.363,19
JUN,7,22,47.57,3.02,0.391,20
JUN,7,23,44.07,3.22,0.408,20
JUN,8,0,40.26,3.34,0.420,21
JUN,8,1,35.33,3.39,0.426,21
JUN,8,2,29.72,3.42,0.431,21
JUN,8,3,25.88,3.42,0.417,22
JUN,8,4,26.12,3.42,0.372,21
JUN,8,5,25.87,3.40,0.272,21
JUN,8,6,24.77,3.36,0.260,21
JUN,8,7,21.47,3.31,0.293,21
JUN,8,8,18.43,3.23,0.320,21
JUN,8,9,16.83,3.19,0.352,22
JUN,8,10,17.63,3.61,0.416,23
JUN,8,11,20.83,4.46,0.464,23
JUN,8,12,23.61,4.77,0.472,24
JUN,8,13,29.90,5.00,0.480,25
JUN,8,14,39.02,5.13,0.470,25
JUN,8,15,50.74,5.18,0.427,26
JUN,8,16,61.34,5.26,0.392,26
JUN,8,17,69.66,5.37,0.357,27
JUN,8,18,75.20,5.59,0.292,27
JUN,8,19,74.05,5.54,0.252,26
JUN,8,20,69.27,5.51,0.250,27
JUN,8,21,63.60,5.39,0.258,27
JUN,8,22,56.56,5.10,0.260,26
JUN,8,23,47.02,4.98,0.276,26
JUN,9,0,37.00,4.98,0.303,26
JUN,9,1,27.83,5.06,0.334,26
JUN,9,2,21.30,5.74,0.343,27
JUN,9,3,18.28,5.99,0.346,27
JUN,9,4,16.65,6.06,0.341,28
JUN,9,5,15.57,6.14,0.333,28
JUN,9,6,13.31,6.32,0.342,28
JUN,9,7,11.34,6.41,0.374,28
JUN,9,8,10.55,6.49,0.407,28
JUN,9,9,12.39,6.65,0.406,27
JUN,9,10,13.95,6.22,0.419,27
JUN,9,11,16.48,5.27,0.422,26
JUN,9,12,19.61,4.88,0.418,25
JUN,9,13,22.31,4.65,0.424,24
JUN,9,14,26.31,4.55,0.412,24
JUN,9,15,31.08,4.85,0.370,23
JUN,9,16,36.36,5.01,0.310,23
JUN,9,17,40.00,5.15,0.287,23
JUN,9,18,40.76,5.87,0.288,23
JUN,9,19,40.28,6.14,0.275,22
JUN,9,20,39.14,6.44,0.270,22
JUN,9,21,37.43,6.86,0.256,21
JUN,9,22,35.47,7.55,0.249,21
JUN,9,23,33.40,8.10,0.236,21
JUN,10,0,30.09,8.28,0.234,21
JUN,10,1,26.50,8.28,0.229,22
JUN,10,2,23.94,8.30,0.205,21
JUN,10,3,22.25,8.31,0.203,21
JUN,10,4,20.55,8.42,0.203,21
JUN,10,5,18.48,8.45,0.206,21
JUN,10,6,15.55,8.37,0.223,21
JUN,10,7,12.64,8.43,0.258,21
JUN,10,8,10.66,8.41,0.278,21
JUN,10,9,8.61,8.30,0.304,21
JUN,10,10,7.01,8.20,0.319,21
JUN,10,11,5.01,8.17,0.330,21
JUN,10,12,3.35,8.13,0.334,21
