DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
NOV,1,0,8.54,4.14,0.290,26
NOV,1,1,7.76,4.63,0.277,26
NOV,1,2,7.71,4.97,0.262,25
NOV,1,3,9.00,5.04,0.233,25
NOV,1,4,10.70,5.05,0.213,24
NOV,1,5,12.67,5.02,0.199,23
NOV,1,6,13.87,5.03,0.191,23
NOV,1,7,14.50,4.95,0.192,23
NOV,1,8,14.53,4.91,0.206,23
NOV,1,9,15.20,4.78,0.213,22
NOV,1,10,16.05,4.65,0.220,22
NOV,1,11,16.76,4.51,0.225,21
NOV,1,12,17.68,4.41,0.236,20
NOV,1,13,18.84,4.44,0.243,20
NOV,1,14,20.77,5.02,0.253,20
NOV,1,15,23.51,5.09,0.256,19
NOV,1,16,27.12,5.03,0.245,19
NOV,1,17,30.09,5.06,0.248,18
NOV,1,18,32.47,5.05,0.271,17
NOV,1,19,32.19,4.81,0.356,17
NOV,1,20,29.98,4.61,0.424,18
NOV,1,21,27.37,5.03,0.478,18
NOV,1,22,24.63,5.98,0.486,19
NOV,1,23,21.69,6.03,0.492,21
NOV,2,0,17.72,5.70,0.500,21
NOV,2,1,14.05,5.24,0.490,22
NOV,2,2,10.40,4.95,0.461,22
NOV,2,3,8.64,4.89,0.374,22
NOV,2,4,8.18,4.89,0.299,22
NOV,2,5,7.63,4.92,0.242,23
NOV,2,6,6.95,4.94,0.232,23
NOV,2,7,6.07,4.98,0.237,23
NOV,2,8,5.34,4.99,0.244,23
NOV,2,9,4.33,5.02,0.262,23
NOV,2,10,3.71,5.06,0.284,23
NOV,2,11,4.31,5.13,0.296,23
NOV,2,12,5.67,5.22,0.307,23
NOV,2,13,7.33,5.14,0.322,24
NOV,2,14,8.89,4.55,0.331,24
NOV,2,15,9.58,4.38,0.325,24
NOV,2,16,10.96,4.34,0.321,24
NOV,2,17,12.23,4.38,0.320,25
NOV,2,18,12.86,4.43,0.314,26
NOV,2,19,12.29,4.44,0.318,26
NOV,2,20,11.24,4.40,0.317,25
NOV,2,21,9.97,3.93,0.308,25
NOV,2,22,8.24,2.97,0.302,23
NOV,2,23,7.98,2.87,0.296,21
NOV,3,0,7.75,2.78,0.285,21
NOV,3,1,7.70,2.71,0.270,21
NOV,3,2,7.97,2.64,0.254,21
NOV,3,3,8.72,2.62,0.237,20
NOV,3,4,9.37,2.62,0.224,20
NOV,3,5,9.72,2.65,0.215,19
NOV,3,6,10.29,2.66,0.205,19
NOV,3,7,9.91,2.67,0.200,19
NOV,3,8,9.40,2.71,0.202,18
NOV,3,9,9.00,2.74,0.208,18
NOV,3,10,9.40,2.78,0.217,18
NOV,3,11,10.37,2.80,0.228,18
NOV,3,12,11.84,2.76,0.237,17
NOV,3,13,13.82,2.66,0.244,17
NOV,3,14,15.96,2.61,0.252,16
NOV,3,15,18.40,2.57,0.256,16
NOV,3,16,20.72,2.58,0.257,15
NOV,3,17,22.52,2.62,0.258,14
NOV,3,18,23.53,2.62,0.254,12
NOV,3,19,23.27,2.69,0.260,11
NOV,3,20,22.10,2.79,0.285,12
NOV,3,21,19.52,2.91,0.315,13
NOV,3,22,18.42,2.97,0.325,14
NOV,3,23,17.40,3.05,0.333,15
NOV,4,0,17.36,3.18,0.338,15
NOV,4,1,17.72,3.26,0.330,15
NOV,4,2,18.20,3.27,0.321,15
NOV,4,3,19.42,3.24,0.301,15
NOV,4,4,20.60,3.19,0.266,16
NOV,4,5,22.67,3.11,0.228,16
NOV,4,6,22.78,3.05,0.211,16
NOV,4,7,22.42,3.00,0.198,16
NOV,4,8,20.67,2.92,0.218,17
NOV,4,9,19.57,2.86,0.238,16
NOV,4,10,19.38,3.23,0.238,17
NOV,4,11,19.56,3.86,0.244,18
NOV,4,12,20.72,5.16,0.247,20
NOV,4,13,23.62,5.66,0.248,21
NOV,4,14,26.77,5.70,0.252,21
NOV,4,15,30.15,5.70,0.251,21
NOV,4,16,33.02,5.69,0.217,21
NOV,4,17,34.89,5.59,0.197,21
NOV,4,18,35.09,5.59,0.220,21
NOV,4,19,33.55,5.59,0.271,21
NOV,4,20,30.19,5.61,0.345,21
NOV,4,21,25.28,5.59,0.409,22
NOV,4,22,20.12,5.66,0.459,23
NOV,4,23,15.09,5.73,0.499,25
NOV,5,0,11.19,5.79,0.522,27
NOV,5,1,7.46,5.88,0.542,28
NOV,5,2,4.46,5.98,0.548,29
NOV,5,3,2.96,6.08,0.519,31
NOV,5,4,2.74,6.16,0.474,32
NOV,5,5,2.41,6.26,0.444,34
NOV,5,6,2.35,6.34,0.427,35
NOV,5,7,2.26,6.44,0.436,36
NOV,5,8,2.14,6.57,0.484,38
NOV,5,9,2.12,6.64,0.487,39
NOV,5,10,2.62,6.26,0.481,39
NOV,5,11,4.00,5.57,0.471,38
NOV,5,12,6.17,4.22,0.452,37
NOV,5,13,8.83,3.65,0.426,36
NOV,5,14,11.28,3.52,0.403,36
NOV,5,15,13.94,3.45,0.359,35
NOV,5,16,16.64,3.46,0.300,35
NOV,5,17,19.14,3.38,0.292,36
NOV,5,18,20.24,3.28,0.298,36
NOV,5,19,19.99,3.16,0.298,37
NOV,5,20,18.72,3.24,0.297,36
NOV,5,21,16.59,3.09,0.299,35
NOV,5,22,14.76,3.24,0.294,33
NOV,5,23,12.88,3.92,0.291,31
NOV,6,0,10.96,3.74,0.282,29
NOV,6,1,9.29,3.57,0.264,27
NOV,6,2,8.26,3.46,0.237,26
NOV,6,3,7.48,3.37,0.220,24
NOV,6,4,7.39,3.28,0.209,23
NOV,6,5,7.62,3.18,0.198,22
NOV,6,6,7.51,3.56,0.192,20
NOV,6,7,6.77,4.79,0.202,19
NOV,6,8,6.84,4.83,0.223,17
NOV,6,9,7.38,5.02,0.244,17
NOV,6,10,8.76,5.14,0.258,17
NOV,6,11,10.92,5.28,0.271,17
NOV,6,12,13.13,5.71,0.283,18
NOV,6,13,15.41,6.47,0.295,19
NOV,6,14,17.99,7.39,0.305,21
NOV,6,15,21.13,8.08,0.308,21
NOV,6,16,23.62,8.22,0.297,22
NOV,6,17,25.50,8.35,0.290,21
NOV,6,18,26.43,8.48,0.290,21
NOV,6,19,25.78,8.60,0.305,20
NOV,6,20,24.65,8.45,0.306,21
NOV,6,21,23.28,9.66,0.303,20
NOV,6,22,21.63,13.18,0.302,20
NOV,6,23,19.84,12.55,0.292,20
NOV,7,0,18.23,12.74,0.281,20
NOV,7,1,16.60,12.89,0.267,20
NOV,7,2,15.22,12.99,0.251,20
NOV,7,3,14.69,13.08,0.223,20
NOV,7,4,14.04,13.17,0.208,20
NOV,7,5,13.38,13.23,0.200,20
NOV,7,6,12.35,12.78,0.189,20
NOV,7,7,10.97,11.40,0.197,20
NOV,7,8,9.24,11.24,0.223,20
NOV,7,9,7.83,10.95,0.237,20
NOV,7,10,7.55,10.59,0.243,20
NOV,7,11,8.15,10.49,0.242,20
NOV,7,12,9.67,10.28,0.242,19
NOV,7,13,11.88,10.02,0.246,18
NOV,7,14,15.02,9.29,0.247,16
NOV,7,15,18.53,9.18,0.263,16
NOV,7,16,22.00,9.89,0.250,16
NOV,7,17,25.22,10.68,0.243,16
NOV,7,18,26.95,10.71,0.252,16
NOV,7,19,26.71,10.65,0.306,17
NOV,7,20,25.54,11.36,0.340,17
NOV,7,21,23.56,11.18,0.353,18
NOV,7,22,20.16,7.53,0.365,18
NOV,7,23,17.31,7.31,0.344,19
NOV,8,0,14.69,7.16,0.335,20
NOV,8,1,12.48,7.11,0.328,19
NOV,8,2,10.65,7.25,0.314,19
NOV,8,3,10.01,7.30,0.260,20
NOV,8,4,9.24,7.46,0.226,20
NOV,8,5,9.15,7.54,0.210,20
NOV,8,6,9.91,7.60,0.196,20
NOV,8,7,9.50,7.64,0.201,20
NOV,8,8,8.65,7.62,0.223,20
NOV,8,9,8.04,7.62,0.242,20
NOV,8,10,8.31,7.59,0.261,20
NOV,8,11,9.04,7.64,0.278,21
NOV,8,12,10.53,7.59,0.291,22
NOV,8,13,12.26,7.20,0.302,23
NOV,8,14,14.08,7.30,0.312,24
NOV,8,15,16.44,7.19,0.305,24
NOV,8,16,19.48,6.41,0.289,24
NOV,8,17,21.76,5.58,0.275,24
NOV,8,18,22.65,5.47,0.273,24
NOV,8,19,22.44,5.49,0.273,24
NOV,8,20,21.45,4.79,0.284,24
NOV,8,21,19.90,3.90,0.280,23
NOV,8,22,18.48,5.08,0.274,22
NOV,8,23,17.18,9.96,0.272,21
NOV,9,0,15.37,20.36,0.264,21
NOV,9,1,13.49,20.78,0.260,22
NOV,9,2,12.11,20.76,0.242,22
NOV,9,3,11.31,20.84,0.224,21
NOV,9,4,10.90,20.78,0.200,21
NOV,9,5,10.49,20.75,0.193,21
NOV,9,6,9.76,20.76,0.190,21
NOV,9,7,8.66,20.77,0.202,21
NOV,9,8,7.42,20.88,0.252,22
NOV,9,9,6.71,21.04,0.274,22
NOV,9,10,7.15,21.34,0.287,22
NOV,9,11,8.12,21.49,0.296,21
NOV,9,12,9.42,21.51,0.308,20
NOV,9,13,11.18,21.63,0.317,19
NOV,9,14,13.58,21.60,0.328,18
NOV,9,15,16.31,21.33,0.318,18
NOV,9,16,19.28,21.31,0.273,18
NOV,9,17,21.90,21.25,0.256,18
NOV,9,18,23.47,21.21,0.254,17
NOV,9,19,23.53,21.14,0.270,17
NOV,9,20,22.92,21.16,0.293,17
NOV,9,21,21.56,21.55,0.293,17
NOV,9,22,19.95,20.73,0.288,17
NOV,9,23,18.15,15.90,0.294,17
NOV,10,0,16.48,5.60,0.292,17
NOV,10,1,15.01,5.18,0.287,17
NOV,10,2,13.41,5.02,0.276,17
NOV,10,3,12.87,5.01,0.251,17
NOV,10,4,12.41,5.08,0.216,17
NOV,10,5,12.25,5.05,0.207,17
NOV,10,6,11.79,4.99,0.198,17
NOV,10,7,11.42,4.97,0.187,17
NOV,10,8,10.62,4.87,0.196,16
NOV,10,9,10.28,4.77,0.206,15
NOV,10,10,10.75,4.51,0.214,15
NOV,10,11,11.70,4.30,0.219,14
NOV,10,12,13.90,4.19,0.219,14
NOV,10,13,17.13,4.40,0.219,14
NOV,10,14,22.21,7.08,0.264,15
NOV,10,15,28.73,8.50,0.283,16
NOV,10,16,34.55,8.83,0.273,16
NOV,10,17,39.47,8.91,0.263,17
NOV,10,18,42.22,9.00,0.270,17
NOV,10,19,42.01,9.08,0.328,19
NOV,10,20,38.89,9.09,0.486,21
NOV,10,21,34.59,8.76,0.652,24
NOV,10,22,28.63,8.52,0.803,26
NOV,10,23,21.40,8.60,0.877,29
NOV,11,0,15.68,8.62,0.902,31
NOV,11,1,10.12,8.64,0.917,33
NOV,11,2,5.67,8.62,0.925,34
NOV,11,3,3.60,8.48,0.888,36
NOV,11,4,3.38,8.30,0.757,37
NOV,11,5,3.35,8.24,0.602,39
NOV,11,6,3.30,8.26,0.423,40
NOV,11,7,3.24,8.28,0.357,41
NOV,11,8,2.63,8.30,0.373,43
NOV,11,9,2.16,8.32,0.404,44
NOV,11,10,2.55,8.33,0.402,45
NOV,11,11,4.74,8.36,0.391,46
NOV,11,12,8.16,8.45,0.387,47
NOV,11,13,12.48,8.12,0.392,48
NOV,11,14,17.87,5.41,0.394,48
NOV,11,15,23.52,3.94,0.377,47
NOV,11,16,28.02,3.50,0.337,47
NOV,11,17,31.69,3.41,0.302,47
NOV,11,18,33.55,3.35,0.309,47
NOV,11,19,32.85,3.29,0.327,47
NOV,11,20,31.86,3.16,0.322,46
NOV,11,21,28.72,3.01,0.342,44
NOV,11,22,24.49,2.81,0.336,43
NOV,11,23,19.85,2.62,0.343,41
NOV,12,0,15.40,2.50,0.364,40
NOV,12,1,12.27,2.41,0.358,40
NOV,12,2,10.42,2.36,0.337,39
NOV,12,3,9.48,2.30,0.308,38
NOV,12,4,7.08,2.24,0.299,37
NOV,12,5,6.41,2.20,0.266,36
NOV,12,6,5.67,2.29,0.259,36
NOV,12,7,4.86,2.38,0.260,35
NOV,12,8,4.81,2.58,0.266,34
NOV,12,9,5.01,3.03,0.279,34
NOV,12,10,6.60,3.31,0.287,35
NOV,12,11,8.67,3.33,0.293,37
NOV,12,12,11.62,3.25,0.296,37
NOV,12,13,14.55,3.31,0.303,37
NOV,12,14,17.93,3.38,0.308,37
NOV,12,15,21.87,3.43,0.297,38
NOV,12,16,25.98,3.50,0.273,38
NOV,12,17,29.37,3.61,0.266,38
NOV,12,18,30.53,3.66,0.260,39
NOV,12,19,30.58,3.71,0.286,38
NOV,12,20,28.82,3.80,0.303,37
NOV,12,21,26.29,3.90,0.308,38
NOV,12,22,23.12,4.24,0.315,38
NOV,12,23,20.66,4.37,0.311,37
NOV,13,0,18.16,4.58,0.305,35
NOV,13,1,15.65,4.77,0.292,34
NOV,13,2,14.10,4.95,0.285,33
NOV,13,3,13.02,5.04,0.249,33
NOV,13,4,13.27,5.08,0.222,32
NOV,13,5,13.58,5.12,0.206,31
NOV,13,6,14.01,5.00,0.188,31
NOV,13,7,13.26,4.88,0.189,30
NOV,13,8,12.23,4.67,0.206,29
NOV,13,9,11.30,4.18,0.221,29
NOV,13,10,10.52,3.87,0.236,27
NOV,13,11,9.77,3.76,0.263,25
NOV,13,12,9.79,3.68,0.290,24
NOV,13,13,10.68,3.52,0.298,24
NOV,13,14,12.56,3.26,0.305,23
NOV,13,15,14.73,3.11,0.306,22
NOV,13,16,17.20,3.00,0.299,22
NOV,13,17,19.08,2.86,0.307,21
