DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
OCT,8,16,23.66,4.71,0.234,16
OCT,8,17,25.08,4.41,0.221,16
OCT,8,18,25.39,4.27,0.226,16
OCT,8,19,24.59,3.76,0.237,16
OCT,8,20,23.33,3.66,0.247,16
OCT,8,21,21.81,3.18,0.252,16
OCT,8,22,20.05,3.05,0.255,16
OCT,8,23,17.89,2.61,0.258,16
OCT,9,0,15.91,2.66,0.255,16
OCT,9,1,14.35,2.69,0.251,16
OCT,9,2,12.51,2.68,0.243,17
OCT,9,3,11.46,2.67,0.226,16
OCT,9,4,11.18,2.63,0.211,16
OCT,9,5,11.09,2.61,0.202,16
OCT,9,6,10.92,2.60,0.210,16
OCT,9,7,10.61,2.59,0.246,16
OCT,9,8,10.54,2.60,0.281,16
OCT,9,9,10.91,2.59,0.300,16
OCT,9,10,12.78,2.54,0.308,16
OCT,9,11,15.14,2.41,0.317,16
OCT,9,12,17.59,2.34,0.326,16
OCT,9,13,20.25,2.25,0.338,16
OCT,9,14,23.58,2.20,0.327,16
OCT,9,15,27.74,2.15,0.291,16
OCT,9,16,31.82,2.11,0.256,16
OCT,9,17,34.44,2.10,0.246,16
OCT,9,18,35.95,2.20,0.247,16
OCT,9,19,35.04,2.24,0.293,16
OCT,9,20,32.97,2.24,0.341,17
OCT,9,21,29.76,2.30,0.387,18
OCT,9,22,26.96,2.73,0.411,18
OCT,9,23,23.41,2.90,0.433,18
OCT,10,0,19.83,2.89,0.439,18
OCT,10,1,16.83,2.91,0.439,19
OCT,10,2,14.30,2.95,0.431,19
OCT,10,3,13.48,2.98,0.381,19
OCT,10,4,12.18,3.03,0.330,19
OCT,10,5,11.36,3.12,0.282,20
OCT,10,6,9.74,3.12,0.277,21
OCT,10,7,8.52,3.18,0.298,21
OCT,10,8,7.08,3.21,0.343,22
OCT,10,9,6.58,3.22,0.363,23
OCT,10,10,6.59,3.26,0.377,23
OCT,10,11,7.45,3.28,0.388,23
OCT,10,12,9.92,3.28,0.396,23
OCT,10,13,13.41,3.29,0.407,23
OCT,10,14,16.84,3.32,0.389,23
OCT,10,15,20.04,3.32,0.341,23
OCT,10,16,23.21,3.44,0.288,22
OCT,10,17,25.56,3.67,0.259,22
OCT,10,18,27.08,3.63,0.241,22
OCT,10,19,27.04,3.56,0.242,22
OCT,10,20,25.89,3.47,0.240,22
OCT,10,21,24.25,3.33,0.225,21
OCT,10,22,22.24,2.81,0.231,20
OCT,10,23,20.43,2.54,0.239,20
OCT,11,0,18.63,2.47,0.245,20
OCT,11,1,16.72,2.40,0.250,19
OCT,11,2,14.65,2.35,0.257,19
OCT,11,3,13.34,2.31,0.246,19
OCT,11,4,12.42,2.25,0.239,19
OCT,11,5,11.93,2.14,0.240,18
OCT,11,6,11.26,2.10,0.252,18
OCT,11,7,9.87,2.00,0.304,17
OCT,11,8,8.50,1.91,0.354,18
OCT,11,9,8.53,1.86,0.385,17
OCT,11,10,9.18,1.83,0.411,17
OCT,11,11,11.06,1.81,0.429,18
OCT,11,12,13.90,1.86,0.441,18
OCT,11,13,16.83,2.38,0.441,18
OCT,11,14,20.19,2.66,0.425,19
OCT,11,15,24.05,3.13,0.370,19
OCT,11,16,27.87,3.28,0.317,20
OCT,11,17,29.53,4.09,0.281,20
OCT,11,18,30.13,4.73,0.248,21
OCT,11,19,29.09,6.02,0.233,20
OCT,11,20,27.27,6.41,0.215,20
OCT,11,21,24.82,6.76,0.208,21
OCT,11,22,22.46,6.98,0.201,21
OCT,11,23,20.40,7.34,0.197,22
OCT,12,0,18.26,7.45,0.193,22
OCT,12,1,16.98,7.52,0.194,22
OCT,12,2,15.84,7.56,0.195,22
OCT,12,3,15.24,7.62,0.187,22
OCT,12,4,14.71,7.95,0.186,23
OCT,12,5,13.28,8.18,0.188,23
OCT,12,6,11.67,8.28,0.197,23
OCT,12,7,9.88,8.37,0.212,23
OCT,12,8,8.20,8.44,0.237,23
OCT,12,9,7.42,8.53,0.261,23
OCT,12,10,7.83,8.58,0.275,23
OCT,12,11,8.87,8.65,0.293,23
OCT,12,12,10.41,8.65,0.310,23
OCT,12,13,13.37,8.19,0.318,23
OCT,12,14,16.77,7.93,0.316,24
OCT,12,15,20.57,7.50,0.308,26
OCT,12,16,24.53,7.29,0.293,27
OCT,12,17,27.35,6.25,0.273,26
OCT,12,18,28.77,5.54,0.268,26
OCT,12,19,28.71,4.30,0.261,25
OCT,12,20,27.34,4.10,0.258,24
OCT,12,21,25.38,4.29,0.255,24
OCT,12,22,23.08,4.91,0.257,24
OCT,12,23,20.26,4.76,0.259,23
OCT,13,0,17.41,4.75,0.254,23
OCT,13,1,14.89,4.73,0.250,23
OCT,13,2,12.95,4.80,0.245,22
OCT,13,3,11.86,4.93,0.234,22
OCT,13,4,11.49,4.69,0.220,22
OCT,13,5,10.91,4.48,0.213,21
OCT,13,6,10.18,4.41,0.212,21
OCT,13,7,9.20,4.34,0.220,20
OCT,13,8,8.13,4.29,0.237,19
OCT,13,9,7.94,4.21,0.255,18
OCT,13,10,8.51,4.15,0.265,18
OCT,13,11,9.80,4.08,0.273,17
OCT,13,12,12.05,4.02,0.281,17
OCT,13,13,15.57,3.98,0.285,16
OCT,13,14,19.90,3.96,0.283,15
OCT,13,15,25.01,3.96,0.269,14
OCT,13,16,29.90,3.95,0.250,13
OCT,13,17,33.62,3.92,0.230,13
OCT,13,18,36.73,3.87,0.223,13
OCT,13,19,38.47,3.77,0.246,13
OCT,13,20,36.49,3.61,0.352,15
OCT,13,21,33.72,3.09,0.393,17
OCT,13,22,31.02,2.25,0.416,18
OCT,13,23,28.42,2.05,0.425,18
OCT,14,0,25.55,1.94,0.436,19
OCT,14,1,22.44,1.89,0.445,19
OCT,14,2,18.18,1.82,0.447,19
OCT,14,3,14.55,1.69,0.422,20
OCT,14,4,13.78,1.65,0.312,20
OCT,14,5,12.59,1.65,0.275,20
OCT,14,6,10.87,1.64,0.268,21
OCT,14,7,8.37,1.64,0.299,21
OCT,14,8,6.32,1.66,0.330,22
OCT,14,9,5.47,1.66,0.342,22
OCT,14,10,6.44,1.67,0.357,23
OCT,14,11,8.15,1.68,0.363,23
OCT,14,12,10.46,1.68,0.373,23
OCT,14,13,13.67,1.66,0.375,23
OCT,14,14,17.18,1.64,0.361,23
OCT,14,15,21.06,1.60,0.324,22
OCT,14,16,24.59,1.65,0.287,22
OCT,14,17,27.59,1.88,0.265,22
OCT,14,18,28.51,1.95,0.272,22
OCT,14,19,28.04,2.01,0.287,23
OCT,14,20,26.76,2.08,0.288,21
OCT,14,21,24.80,2.15,0.284,19
OCT,14,22,22.12,2.23,0.284,18
OCT,14,23,19.71,2.28,0.285,18
OCT,15,0,16.94,2.30,0.288,18
OCT,15,1,13.17,2.35,0.299,18
OCT,15,2,11.10,2.37,0.279,18
OCT,15,3,10.20,2.36,0.256,18
OCT,15,4,9.08,2.34,0.248,18
OCT,15,5,7.64,2.33,0.249,18
OCT,15,6,6.58,2.33,0.264,18
OCT,15,7,5.11,2.34,0.291,19
OCT,15,8,4.66,2.36,0.333,19
OCT,15,9,5.25,2.37,0.350,19
OCT,15,10,6.46,2.37,0.358,18
OCT,15,11,7.99,2.37,0.364,18
OCT,15,12,10.29,2.38,0.367,18
OCT,15,13,13.25,2.37,0.367,18
OCT,15,14,16.61,2.35,0.345,18
OCT,15,15,20.37,2.43,0.309,17
OCT,15,16,23.80,2.50,0.259,17
OCT,15,17,26.83,2.50,0.231,17
OCT,15,18,28.66,2.55,0.225,17
OCT,15,19,28.68,2.51,0.272,17
OCT,15,20,26.98,2.56,0.309,20
OCT,15,21,25.73,2.53,0.305,20
OCT,15,22,24.19,2.47,0.305,20
OCT,15,23,21.78,2.45,0.309,20
OCT,16,0,18.86,2.43,0.310,20
OCT,16,1,16.45,2.38,0.312,20
OCT,16,2,14.41,2.33,0.300,19
OCT,16,3,12.97,2.30,0.242,19
OCT,16,4,12.95,2.33,0.196,19
OCT,16,5,11.39,2.35,0.194,19
OCT,16,6,9.50,2.38,0.213,19
OCT,16,7,8.22,2.39,0.252,19
OCT,16,8,7.38,2.40,0.289,19
OCT,16,9,6.19,2.43,0.315,20
OCT,16,10,5.51,2.47,0.335,20
OCT,16,11,5.68,2.50,0.349,21
OCT,16,12,6.21,2.54,0.367,22
OCT,16,13,8.23,2.59,0.383,23
OCT,16,14,10.82,2.63,0.373,24
OCT,16,15,13.36,2.59,0.343,25
OCT,16,16,15.34,2.53,0.318,26
OCT,16,17,16.26,2.75,0.306,28
OCT,16,18,16.55,2.72,0.307,28
OCT,16,19,16.24,2.78,0.308,27
OCT,16,20,15.35,2.74,0.307,25
OCT,16,21,13.85,2.77,0.293,24
OCT,16,22,12.21,2.81,0.286,24
OCT,16,23,10.55,2.84,0.277,24
OCT,17,0,9.26,2.89,0.263,23
OCT,17,1,8.84,2.91,0.249,23
OCT,17,2,8.52,2.92,0.227,23
OCT,17,3,8.32,2.92,0.212,22
OCT,17,4,8.12,2.89,0.196,22
OCT,17,5,7.63,2.86,0.191,22
OCT,17,6,6.73,2.83,0.202,22
OCT,17,7,6.03,2.82,0.224,21
OCT,17,8,6.25,2.78,0.255,20
OCT,17,9,7.31,2.74,0.273,19
OCT,17,10,8.97,2.72,0.284,19
OCT,17,11,10.80,2.69,0.295,18
OCT,17,12,13.05,2.68,0.307,17
OCT,17,13,15.37,2.68,0.324,16
OCT,17,14,18.37,2.67,0.313,15
OCT,17,15,21.55,2.64,0.293,14
OCT,17,16,24.25,2.55,0.266,13
OCT,17,17,26.02,2.11,0.259,12
OCT,17,18,26.67,2.03,0.260,11
OCT,17,19,26.48,2.00,0.265,12
OCT,17,20,25.81,1.92,0.267,12
OCT,17,21,24.94,1.83,0.257,12
OCT,17,22,23.51,1.76,0.265,12
OCT,17,23,21.94,1.71,0.264,12
OCT,18,0,20.72,1.66,0.259,11
OCT,18,1,19.32,1.62,0.246,11
OCT,18,2,17.72,1.61,0.233,11
OCT,18,3,16.64,1.61,0.219,11
OCT,18,4,15.64,1.62,0.205,11
OCT,18,5,14.62,1.64,0.200,12
OCT,18,6,13.12,1.67,0.211,12
OCT,18,7,11.27,1.70,0.242,12
OCT,18,8,8.86,1.74,0.290,12
OCT,18,9,7.89,1.77,0.305,12
OCT,18,10,8.40,1.78,0.311,13
OCT,18,11,9.53,1.80,0.312,13
OCT,18,12,10.94,1.80,0.319,13
OCT,18,13,12.73,1.79,0.337,13
OCT,18,14,15.37,1.80,0.323,14
OCT,18,15,18.27,1.84,0.293,14
OCT,18,16,21.13,1.85,0.251,13
OCT,18,17,22.85,1.85,0.246,13
OCT,18,18,23.21,1.86,0.255,14
OCT,18,19,22.50,1.86,0.273,13
OCT,18,20,21.37,1.88,0.288,13
OCT,18,21,20.03,1.93,0.287,13
OCT,18,22,18.23,1.97,0.294,13
OCT,18,23,16.17,1.99,0.306,13
OCT,19,0,14.44,2.02,0.309,13
OCT,19,1,13.00,2.05,0.304,13
OCT,19,2,11.76,2.05,0.296,13
OCT,19,3,11.18,2.04,0.283,13
OCT,19,4,10.89,2.05,0.267,13
OCT,19,5,10.51,2.07,0.255,12
OCT,19,6,9.71,2.07,0.261,12
OCT,19,7,8.88,2.08,0.295,12
OCT,19,8,7.75,2.12,0.372,12
OCT,19,9,6.70,2.17,0.442,14
OCT,19,10,6.52,2.23,0.507,13
OCT,19,11,7.69,2.29,0.524,14
OCT,19,12,9.52,2.35,0.528,14
OCT,19,13,11.81,2.38,0.524,14
OCT,19,14,14.57,2.40,0.506,13
OCT,19,15,17.55,2.40,0.456,13
OCT,19,16,20.29,2.44,0.369,13
OCT,19,17,22.83,2.48,0.293,13
OCT,19,18,24.65,2.54,0.224,13
OCT,19,19,24.38,2.58,0.206,14
OCT,19,20,22.99,2.61,0.226,15
OCT,19,21,21.48,2.65,0.255,15
OCT,19,22,19.98,2.74,0.268,15
OCT,19,23,18.56,2.81,0.289,15
OCT,20,0,16.95,2.88,0.299,16
OCT,20,1,15.27,2.92,0.306,17
OCT,20,2,13.62,2.95,0.308,17
OCT,20,3,12.72,2.98,0.303,17
OCT,20,4,11.90,2.99,0.273,17
OCT,20,5,10.55,2.97,0.240,17
OCT,20,6,9.22,2.96,0.229,17
OCT,20,7,7.95,2.92,0.228,17
OCT,20,8,7.08,2.87,0.251,17
OCT,20,9,6.86,2.81,0.281,16
OCT,20,10,7.71,2.75,0.301,16
OCT,20,11,8.96,2.71,0.313,15
OCT,20,12,10.26,2.68,0.313,16
OCT,20,13,11.59,2.64,0.318,15
OCT,20,14,13.06,2.61,0.317,15
OCT,20,15,14.54,2.57,0.300,16
OCT,20,16,16.17,2.53,0.271,16
OCT,20,17,17.09,2.48,0.236,16
OCT,20,18,16.97,2.40,0.214,14
OCT,20,19,16.22,2.32,0.203,13
OCT,20,20,15.35,2.24,0.216,13
OCT,20,21,14.66,2.14,0.225,13
OCT,20,22,13.61,2.01,0.246,13
OCT,20,23,12.15,1.91,0.268,13
OCT,21,0,10.84,1.81,0.275,12
OCT,21,1,9.59,1.79,0.281,12
OCT,21,2,8.00,1.80,0.286,12
OCT,21,3,6.44,1.81,0.292,12
OCT,21,4,5.24,1.84,0.288,12
OCT,21,5,4.25,1.89,0.285,12
OCT,21,6,3.63,1.94,0.328,12
OCT,21,7,3.30,2.01,0.385,12
OCT,21,8,2.74,2.07,0.459,13
OCT,21,9,2.83,2.14,0.504,13
OCT,21,10,3.96,2.18,0.535,12
OCT,21,11,5.98,2.20,0.540,12
OCT,21,12,8.37,2.18,0.544,12
OCT,21,13,11.01,2.15,0.554,12
OCT,21,14,13.82,2.14,0.487,12
OCT,21,15,16.75,2.13,0.404,12
OCT,21,16,19.73,2.10,0.319,12
OCT,21,17,22.19,2.08,0.267,12
OCT,21,18,23.80,2.06,0.236,13
OCT,21,19,23.20,2.06,0.283,13
OCT,21,20,20.91,2.07,0.404,14
OCT,21,21,18.27,2.11,0.484,15
OCT,21,22,16.02,2.21,0.507,16
OCT,21,23,14.95,2.23,0.507,17
OCT,22,0,13.44,2.21,0.507,17
OCT,22,1,10.81,2.17,0.510,18
OCT,22,2,7.88,2.14,0.512,18
OCT,22,3,6.45,2.09,0.461,19
OCT,22,4,7.06,2.07,0.331,19
OCT,22,5,8.05,2.03,0.238,19
OCT,22,6,7.86,1.96,0.234,18
OCT,22,7,6.00,1.90,0.277,18
OCT,22,8,4.52,1.82,0.315,18
OCT,22,9,4.57,1.74,0.339,19
OCT,22,10,6.07,1.83,0.349,19
OCT,22,11,8.24,1.92,0.354,19
OCT,22,12,10.11,1.96,0.364,19
OCT,22,13,11.87,1.99,0.372,19
OCT,22,14,14.31,2.04,0.367,20
OCT,22,15,16.79,2.08,0.336,20
OCT,22,16,19.02,2.14,0.311,20
OCT,22,17,20.83,2.19,0.292,20
OCT,22,18,21.49,2.22,0.289,20
OCT,22,19,21.04,2.31,0.293,20
OCT,22,20,19.96,2.51,0.298,19
OCT,22,21,18.66,2.57,0.296,17
OCT,22,22,17.58,2.55,0.290,16
OCT,22,23,16.79,2.58,0.281,15
OCT,23,0,16.11,2.64,0.272,15
OCT,23,1,15.30,2.67,0.266,14
OCT,23,2,15.28,2.66,0.256,14
OCT,23,3,14.90,2.69,0.237,13
OCT,23,4,14.35,2.65,0.219,13
OCT,23,5,13.74,2.61,0.207,13
OCT,23,6,11.99,2.60,0.221,13
OCT,23,7,10.73,2.57,0.251,13
OCT,23,8,10.23,2.56,0.283,13
OCT,23,9,10.08,2.56,0.307,13
OCT,23,10,10.25,2.49,0.321,13
OCT,23,11,12.04,2.34,0.330,13
OCT,23,12,14.46,2.29,0.347,12
OCT,23,13,17.27,2.27,0.359,12
OCT,23,14,20.91,2.24,0.349,12
OCT,23,15,24.20,2.22,0.325,12
OCT,23,16,26.78,2.22,0.297,12
OCT,23,17,28.93,2.23,0.283,12
OCT,23,18,29.86,2.35,0.281,12
OCT,23,19,28.97,2.37,0.303,12
OCT,23,20,27.78,2.23,0.315,13
OCT,23,21,26.39,2.20,0.318,13
OCT,23,22,24.37,2.21,0.316,14
OCT,23,23,22.31,2.21,0.309,15
OCT,24,0,20.44,2.19,0.301,15
OCT,24,1,18.69,2.20,0.288,15
OCT,24,2,17.15,2.23,0.272,15
OCT,24,3,16.02,2.23,0.241,15
OCT,24,4,14.60,2.24,0.213,15
OCT,24,5,12.58,2.28,0.196,15
OCT,24,6,10.96,2.32,0.202,15
OCT,24,7,9.31,2.36,0.238,15
OCT,24,8,7.56,2.41,0.266,15
OCT,24,9,6.47,2.46,0.295,15
OCT,24,10,6.47,2.46,0.312,15
OCT,24,11,8.14,2.48,0.314,16
OCT,24,12,11.06,2.53,0.319,16
OCT,24,13,15.28,2.60,0.329,16
OCT,24,14,20.33,2.63,0.315,16
OCT,24,15,25.60,2.64,0.283,17
OCT,24,16,30.10,2.59,0.257,17
OCT,24,17,33.72,2.55,0.233,17
OCT,24,18,35.32,2.42,0.231,18
OCT,24,19,35.14,2.34,0.242,18
OCT,24,20,34.25,2.30,0.248,18
OCT,24,21,32.46,2.26,0.249,18
OCT,24,22,30.25,2.19,0.250,17
OCT,24,23,27.73,2.15,0.246,17
OCT,25,0,25.83,2.13,0.243,17
OCT,25,1,24.23,2.11,0.241,17
OCT,25,2,22.84,2.08,0.228,17
OCT,25,3,21.07,2.05,0.221,18
OCT,25,4,19.52,2.03,0.213,18
OCT,25,5,17.84,2.00,0.213,18
OCT,25,6,15.21,1.96,0.242,19
OCT,25,7,12.45,1.97,0.296,19
OCT,25,8,9.84,1.99,0.340,19
OCT,25,9,7.78,2.12,0.373,20
OCT,25,10,7.96,2.24,0.384,20
OCT,25,11,9.62,2.36,0.394,20
OCT,25,12,11.52,2.43,0.401,20
OCT,25,13,14.38,2.50,0.397,20
OCT,25,14,18.36,2.64,0.373,20
OCT,25,15,23.04,2.92,0.327,20
OCT,25,16,27.89,3.37,0.286,20
OCT,25,17,31.80,3.48,0.265,21
OCT,25,18,33.41,3.56,0.294,21
OCT,25,19,32.94,3.63,0.342,21
OCT,25,20,31.84,3.72,0.377,22
OCT,25,21,32.87,3.93,0.395,22
OCT,25,22,31.10,4.02,0.396,22
OCT,25,23,28.18,4.07,0.392,22
OCT,26,0,25.28,4.10,0.390,22
OCT,26,1,22.48,4.15,0.376,23
OCT,26,2,19.86,4.18,0.333,22
OCT,26,3,19.01,4.20,0.270,22
OCT,26,4,18.05,4.22,0.225,21
OCT,26,5,13.71,4.23,0.201,21
OCT,26,6,11.28,4.21,0.192,20
OCT,26,7,9.66,4.14,0.205,20
OCT,26,8,7.72,4.05,0.235,19
OCT,26,9,6.15,3.85,0.265,18
OCT,26,10,6.13,3.65,0.275,17
OCT,26,11,6.86,3.54,0.290,16
OCT,26,12,8.02,3.48,0.294,16
OCT,26,13,10.19,3.37,0.301,16
OCT,26,14,13.60,3.20,0.298,16
OCT,26,15,17.26,3.18,0.288,16
OCT,26,16,21.67,2.95,0.263,16
OCT,26,17,26.04,2.97,0.238,16
OCT,26,18,29.28,2.96,0.248,16
OCT,26,19,30.33,2.94,0.312,16
OCT,26,20,28.92,2.90,0.398,16
OCT,26,21,26.95,2.74,0.436,17
OCT,26,22,25.92,2.68,0.445,17
OCT,26,23,24.92,2.65,0.440,17
OCT,27,0,23.13,2.64,0.437,18
OCT,27,1,20.89,2.58,0.434,18
OCT,27,2,18.37,2.58,0.420,18
OCT,27,3,17.09,2.61,0.347,18
OCT,27,4,16.86,2.65,0.264,19
