DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
DIC,1,0,13.60,3.74,1.432,74
DIC,1,1,9.13,3.84,1.479,74
DIC,1,2,5.04,3.83,1.512,75
DIC,1,3,3.78,3.82,1.429,75
DIC,1,4,3.87,3.84,1.142,75
DIC,1,5,3.92,3.91,0.836,74
DIC,1,6,3.87,3.86,0.576,74
DIC,1,7,3.65,3.79,0.539,75
DIC,1,8,2.80,3.76,0.550,75
DIC,1,9,2.50,3.71,0.556,75
DIC,1,10,2.95,3.82,0.556,75
DIC,1,11,5.07,4.07,0.540,75
DIC,1,12,8.50,4.40,0.508,75
DIC,1,13,12.74,4.48,0.486,74
DIC,1,14,17.09,4.51,0.471,74
DIC,1,15,22.06,4.54,0.431,74
DIC,1,16,27.12,4.56,0.379,73
DIC,1,17,30.89,4.56,0.334,74
DIC,1,18,33.34,4.55,0.309,73
DIC,1,19,33.33,4.49,0.298,74
DIC,1,20,31.28,4.45,0.297,71
DIC,1,21,28.22,4.27,0.298,67
DIC,1,22,25.03,4.30,0.291,57
DIC,1,23,21.78,4.31,0.294,53
DIC,2,0,18.54,4.45,0.294,51
DIC,2,1,16.71,4.56,0.287,49
DIC,2,2,15.61,4.67,0.261,47
DIC,2,3,15.31,4.69,0.245,45
DIC,2,4,15.74,4.71,0.226,44
DIC,2,5,16.68,4.63,0.211,42
DIC,2,6,17.30,4.66,0.198,40
DIC,2,7,16.19,4.65,0.191,37
DIC,2,8,14.96,4.60,0.209,35
DIC,2,9,14.23,4.57,0.225,33
DIC,2,10,14.55,4.38,0.231,32
DIC,2,11,15.47,4.04,0.235,32
DIC,2,12,16.75,3.64,0.238,31
DIC,2,13,18.26,3.51,0.244,30
DIC,2,14,20.30,3.44,0.248,30
DIC,2,15,23.88,3.39,0.245,30
DIC,2,16,27.68,3.35,0.222,30
DIC,2,17,30.68,3.35,0.204,30
DIC,2,18,31.78,3.35,0.212,30
DIC,2,19,30.22,3.38,0.289,30
DIC,2,20,27.65,3.32,0.374,32
DIC,2,21,24.06,3.40,0.486,35
DIC,2,22,21.35,3.16,0.498,36
DIC,2,23,18.11,2.99,0.503,36
DIC,3,0,14.85,2.71,0.506,35
DIC,3,1,11.40,2.47,0.508,36
DIC,3,2,8.99,2.26,0.493,36
DIC,3,3,8.74,2.13,0.412,36
DIC,3,4,8.49,2.10,0.332,36
DIC,3,5,8.52,2.14,0.217,36
DIC,3,6,7.44,2.15,0.200,37
DIC,3,7,6.55,2.18,0.204,36
DIC,3,8,5.58,2.29,0.236,36
DIC,3,9,5.24,2.50,0.254,36
DIC,3,10,4.93,2.75,0.274,36
DIC,3,11,5.61,2.92,0.277,37
DIC,3,12,8.40,3.03,0.275,38
DIC,3,13,13.00,3.18,0.279,38
DIC,3,14,19.13,3.48,0.287,39
DIC,3,15,25.15,3.62,0.283,40
DIC,3,16,30.90,3.72,0.255,40
DIC,3,17,35.93,3.81,0.235,41
DIC,3,18,39.59,3.92,0.229,41
DIC,3,19,39.29,3.99,0.361,41
DIC,3,20,36.16,4.11,0.628,43
DIC,3,21,32.36,4.24,0.937,47
DIC,3,22,28.28,4.41,1.143,50
DIC,3,23,22.96,4.63,1.317,55
DIC,4,0,17.32,4.81,1.370,58
DIC,4,1,12.03,4.91,1.415,60
DIC,4,2,7.72,4.92,1.448,62
DIC,4,3,6.53,4.92,1.347,64
DIC,4,4,7.79,4.87,1.104,66
DIC,4,5,7.60,4.80,0.815,68
DIC,4,6,5.87,4.77,0.631,70
DIC,4,7,5.78,4.81,0.523,73
