DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
AGO,1,0,12.98,12.16,0.488,40
AGO,1,1,10.48,12.75,0.405,40
AGO,1,2,9.23,13.08,0.327,40
AGO,1,3,8.04,13.50,0.273,40
AGO,1,4,6.81,13.03,0.252,40
AGO,1,5,6.22,12.73,0.242,39
AGO,1,6,5.31,12.85,0.249,39
AGO,1,7,6.22,12.91,0.278,39
AGO,1,8,6.41,12.97,0.304,39
AGO,1,9,7.25,12.96,0.325,39
AGO,1,10,9.30,13.03,0.336,38
AGO,1,11,11.81,13.19,0.347,38
AGO,1,12,15.52,13.34,0.356,38
AGO,1,13,20.21,13.47,0.366,37
AGO,1,14,25.63,13.57,0.363,37
AGO,1,15,29.72,13.65,0.327,36
AGO,1,16,34.71,13.61,0.294,36
AGO,1,17,38.58,12.63,0.269,34
AGO,1,18,41.63,11.29,0.253,33
AGO,1,19,43.71,8.55,0.248,33
AGO,1,20,43.02,8.99,0.278,32
AGO,1,21,40.25,9.08,0.269,31
AGO,1,22,36.21,9.39,0.273,32
AGO,1,23,31.99,9.62,0.275,32
AGO,2,0,27.94,8.71,0.277,31
AGO,2,1,23.76,7.97,0.282,31
AGO,2,2,19.35,7.56,0.285,30
AGO,2,3,15.72,7.07,0.280,29
AGO,2,4,14.08,7.17,0.237,29
AGO,2,5,13.22,7.51,0.231,28
AGO,2,6,11.90,7.42,0.227,28
AGO,2,7,10.61,7.36,0.249,27
AGO,2,8,9.30,7.29,0.280,26
AGO,2,9,9.00,7.25,0.299,26
AGO,2,10,10.26,7.13,0.311,26
AGO,2,11,11.91,7.78,0.319,26
AGO,2,12,13.96,8.06,0.323,25
AGO,2,13,16.83,7.96,0.319,25
AGO,2,14,20.98,7.73,0.304,24
AGO,2,15,25.55,7.65,0.276,24
AGO,2,16,29.94,7.79,0.242,23
AGO,2,17,33.59,7.98,0.218,23
AGO,2,18,35.95,8.01,0.203,24
AGO,2,19,38.35,8.16,0.198,24
AGO,2,20,39.62,7.51,0.221,24
AGO,2,21,38.36,7.23,0.288,25
AGO,2,22,35.51,6.84,0.327,25
AGO,2,23,32.37,6.20,0.339,26
AGO,3,0,28.37,6.21,0.350,26
AGO,3,1,24.27,6.03,0.354,26
AGO,3,2,20.31,5.92,0.356,26
AGO,3,3,15.56,5.94,0.356,26
AGO,3,4,10.90,5.69,0.330,26
AGO,3,5,8.29,5.22,0.264,26
AGO,3,6,7.04,5.12,0.230,26
AGO,3,7,5.60,5.10,0.235,26
AGO,3,8,5.00,5.10,0.244,26
AGO,3,9,5.47,5.11,0.260,26
AGO,3,10,6.93,4.96,0.269,27
AGO,3,11,9.37,4.14,0.271,27
AGO,3,12,12.73,3.72,0.271,27
AGO,3,13,16.08,3.70,0.269,27
AGO,3,14,19.30,3.51,0.261,27
AGO,3,15,23.74,3.47,0.250,28
AGO,3,16,29.27,3.49,0.248,28
AGO,3,17,33.63,3.34,0.235,29
AGO,3,18,36.37,3.33,0.230,29
AGO,3,19,38.14,3.20,0.231,29
AGO,3,20,39.09,3.03,0.249,29
AGO,3,21,38.46,2.85,0.322,30
AGO,3,22,36.80,2.55,0.368,30
AGO,3,23,33.35,2.55,0.380,29
AGO,4,0,28.62,2.46,0.370,29
AGO,4,1,24.44,2.39,0.367,29
AGO,4,2,20.32,2.40,0.363,29
AGO,4,3,16.23,2.47,0.355,29
AGO,4,4,13.00,2.47,0.333,29
AGO,4,5,11.58,2.50,0.259,29
AGO,4,6,10.16,2.61,0.220,29
AGO,4,7,9.17,2.62,0.215,29
AGO,4,8,8.38,2.62,0.223,29
AGO,4,9,7.77,2.60,0.236,28
AGO,4,10,9.32,2.61,0.248,28
AGO,4,11,11.61,2.67,0.256,28
AGO,4,12,13.89,2.69,0.263,27
AGO,4,13,16.03,2.93,0.276,27
AGO,4,14,19.61,2.93,0.271,27
AGO,4,15,23.66,2.93,0.263,27
AGO,4,16,28.15,3.08,0.260,27
AGO,4,17,32.27,3.41,0.256,26
AGO,4,18,34.38,3.49,0.241,26
AGO,4,19,36.13,3.70,0.256,29
AGO,4,20,36.15,3.82,0.277,29
AGO,4,21,34.79,3.85,0.282,28
AGO,4,22,32.68,3.83,0.302,28
AGO,4,23,30.79,3.73,0.306,28
AGO,5,0,28.31,3.74,0.294,28
AGO,5,1,25.49,3.72,0.282,27
AGO,5,2,22.70,3.64,0.282,27
AGO,5,3,19.59,3.49,0.258,27
AGO,5,4,17.88,3.75,0.244,27
AGO,5,5,16.85,3.93,0.231,27
AGO,5,6,16.32,3.86,0.217,27
AGO,5,7,14.83,3.84,0.242,26
AGO,5,8,12.82,3.87,0.299,27
AGO,5,9,11.34,4.13,0.312,28
AGO,5,10,11.20,4.41,0.319,28
AGO,5,11,12.26,4.44,0.325,28
AGO,5,12,13.86,4.48,0.317,28
AGO,5,13,16.20,4.30,0.317,28
AGO,5,14,18.94,4.34,0.310,28
AGO,5,15,22.79,4.32,0.281,29
AGO,5,16,27.44,4.01,0.231,29
AGO,5,17,31.74,3.62,0.223,29
AGO,5,18,34.28,3.63,0.230,29
AGO,5,19,36.27,3.49,0.233,26
AGO,5,20,35.99,3.45,0.233,26
AGO,5,21,34.75,3.47,0.240,26
AGO,5,22,32.23,4.14,0.244,26
AGO,5,23,29.38,4.32,0.245,26
AGO,6,0,26.95,4.39,0.242,26
AGO,6,1,23.79,4.42,0.240,26
AGO,6,2,21.34,4.43,0.226,26
AGO,6,3,18.68,4.42,0.218,25
AGO,6,4,17.55,4.11,0.212,25
AGO,6,5,16.78,3.85,0.206,26
AGO,6,6,16.36,3.78,0.209,25
AGO,6,7,14.70,3.73,0.231,25
AGO,6,8,12.47,3.66,0.248,24
AGO,6,9,12.53,3.39,0.273,24
AGO,6,10,13.22,3.68,0.319,24
AGO,6,11,14.65,4.37,0.352,24
AGO,6,12,16.75,4.54,0.367,24
AGO,6,13,19.68,4.58,0.373,24
AGO,6,14,23.62,4.59,0.371,25
AGO,6,15,29.11,4.56,0.349,25
AGO,6,16,34.34,4.44,0.329,24
AGO,6,17,38.13,4.36,0.306,24
AGO,6,18,40.99,5.00,0.305,24
AGO,6,19,40.57,5.71,0.321,25
AGO,6,20,38.90,5.71,0.332,24
