DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
JUL,1,0,24.43,7.65,0.314,17
JUL,1,1,22.91,7.82,0.320,17
JUL,1,2,21.69,7.82,0.315,16
JUL,1,3,20.83,7.51,0.303,16
JUL,1,4,20.27,7.49,0.278,15
JUL,1,5,20.24,7.33,0.253,15
JUL,1,6,19.35,7.26,0.250,15
JUL,1,7,16.88,7.28,0.275,15
JUL,1,8,14.86,7.32,0.300,15
JUL,1,9,12.86,7.25,0.324,15
JUL,1,10,11.87,7.07,0.340,15
JUL,1,11,11.74,6.53,0.353,15
JUL,1,12,13.07,6.38,0.360,15
JUL,1,13,15.04,5.92,0.368,15
JUL,1,14,17.34,5.05,0.357,14
JUL,1,15,21.16,4.81,0.329,14
JUL,1,16,25.15,4.52,0.301,14
JUL,1,17,28.47,4.41,0.271,14
JUL,1,18,30.62,4.15,0.250,14
JUL,1,19,31.86,4.10,0.235,14
JUL,1,20,31.38,4.02,0.230,14
JUL,1,21,29.71,3.81,0.224,16
JUL,1,22,28.08,3.51,0.234,16
JUL,1,23,26.44,3.38,0.239,15
JUL,2,0,24.61,3.18,0.245,15
JUL,2,1,22.65,2.94,0.257,15
JUL,2,2,20.43,2.79,0.273,15
JUL,2,3,17.81,2.72,0.287,15
JUL,2,4,16.01,2.63,0.291,16
JUL,2,5,14.79,2.57,0.294,16
JUL,2,6,12.65,2.93,0.322,16
JUL,2,7,10.47,3.10,0.354,16
JUL,2,8,8.16,3.10,0.371,17
JUL,2,9,8.03,3.30,0.392,17
JUL,2,10,9.49,3.57,0.410,17
JUL,2,11,12.13,5.50,0.444,17
JUL,2,12,15.88,7.63,0.470,19
JUL,2,13,20.35,9.63,0.478,21
JUL,2,14,26.00,10.90,0.455,22
JUL,2,15,31.70,11.39,0.422,23
JUL,2,16,38.27,12.24,0.413,24
JUL,2,17,42.35,12.53,0.393,25
JUL,2,18,43.47,12.57,0.361,28
JUL,2,19,42.76,12.57,0.315,28
JUL,2,20,40.98,12.07,0.283,28
JUL,2,21,37.23,11.63,0.278,26
JUL,2,22,33.20,11.60,0.262,25
JUL,2,23,29.03,11.79,0.252,25
JUL,3,0,24.22,12.02,0.243,26
JUL,3,1,20.38,12.07,0.230,27
JUL,3,2,17.95,12.10,0.228,26
JUL,3,3,17.75,12.58,0.229,26
JUL,3,4,17.42,13.25,0.241,26
JUL,3,5,17.47,14.03,0.262,26
JUL,3,6,17.62,14.07,0.315,26
JUL,3,7,17.42,14.01,0.378,25
JUL,3,8,17.17,14.02,0.418,25
JUL,3,9,17.82,13.81,0.436,25
JUL,3,10,19.40,13.48,0.453,25
JUL,3,11,20.34,11.70,0.451,25
JUL,3,12,22.37,9.73,0.436,23
JUL,3,13,26.24,8.11,0.407,21
JUL,3,14,32.51,10.73,0.457,22
JUL,3,15,39.68,12.81,0.449,22
JUL,3,16,45.36,12.71,0.415,23
JUL,3,17,48.52,12.10,0.397,22
JUL,3,18,50.97,12.21,0.383,20
JUL,3,19,52.82,12.26,0.376,18
JUL,3,20,52.68,12.45,0.380,19
JUL,3,21,50.49,12.63,0.370,19
JUL,3,22,44.87,12.72,0.266,18
JUL,3,23,38.07,12.63,0.217,19
JUL,4,0,32.49,12.47,0.203,18
JUL,4,1,27.32,12.43,0.207,18
JUL,4,2,22.43,12.31,0.211,18
JUL,4,3,18.22,11.80,0.215,19
JUL,4,4,14.28,11.19,0.227,19
JUL,4,5,11.04,10.55,0.240,20
JUL,4,6,8.58,10.24,0.270,20
JUL,4,7,6.88,10.19,0.340,21
JUL,4,8,5.28,10.26,0.431,22
JUL,4,9,4.73,10.47,0.455,24
JUL,4,10,6.34,11.77,0.508,24
JUL,4,11,8.92,13.89,0.588,25
JUL,4,12,13.08,14.53,0.599,26
JUL,4,13,18.41,15.24,0.627,27
JUL,4,14,24.37,13.08,0.641,27
JUL,4,15,30.49,12.11,0.595,26
JUL,4,16,36.70,12.87,0.524,26
JUL,4,17,41.69,13.17,0.523,26
JUL,4,18,42.08,13.55,0.503,28
JUL,4,19,39.70,14.35,0.476,28
JUL,4,20,36.25,14.43,0.514,29
JUL,4,21,30.81,14.47,0.556,29
JUL,4,22,25.73,14.75,0.542,30
JUL,4,23,19.94,14.90,0.534,30
JUL,5,0,15.87,15.02,0.518,30
JUL,5,1,12.81,15.14,0.498,30
JUL,5,2,11.57,15.22,0.465,31
JUL,5,3,11.78,15.21,0.413,30
JUL,5,4,12.44,15.18,0.346,30
JUL,5,5,14.40,15.00,0.267,29
JUL,5,6,14.70,14.85,0.261,28
JUL,5,7,14.37,14.70,0.277,27
JUL,5,8,12.24,14.50,0.327,26
JUL,5,9,11.10,14.23,0.355,25
JUL,5,10,11.52,13.04,0.369,25
JUL,5,11,12.51,10.84,0.375,23
JUL,5,12,14.32,10.19,0.380,23
JUL,5,13,16.22,9.26,0.388,23
JUL,5,14,19.07,7.58,0.368,23
JUL,5,15,23.00,6.06,0.329,22
JUL,5,16,26.70,5.15,0.291,21
JUL,5,17,30.08,5.22,0.276,21
JUL,5,18,32.66,5.39,0.270,20
JUL,5,19,33.91,4.75,0.280,20
JUL,5,20,33.19,6.19,0.321,20
JUL,5,21,31.52,7.14,0.345,20
JUL,5,22,29.68,6.99,0.350,20
JUL,5,23,27.02,6.88,0.357,21
JUL,6,0,24.58,6.81,0.346,22
JUL,6,1,21.49,6.82,0.331,22
JUL,6,2,18.18,6.99,0.320,22
JUL,6,3,15.29,7.12,0.302,24
JUL,6,4,13.80,7.11,0.252,24
JUL,6,5,12.97,7.27,0.220,25
JUL,6,6,12.11,7.54,0.220,26
JUL,6,7,10.83,7.92,0.229,27
JUL,6,8,9.92,8.09,0.255,27
JUL,6,9,10.39,8.17,0.268,28
JUL,6,10,11.43,8.08,0.283,28
JUL,6,11,13.47,8.39,0.296,29
JUL,6,12,16.40,8.54,0.310,29
JUL,6,13,20.11,8.66,0.322,29
JUL,6,14,24.38,8.83,0.326,29
JUL,6,15,29.46,8.89,0.314,29
JUL,6,16,32.94,8.62,0.287,29
JUL,6,17,34.69,8.73,0.277,29
JUL,6,18,35.19,9.10,0.295,30
JUL,6,19,34.34,9.15,0.291,30
JUL,6,20,31.89,8.87,0.323,32
JUL,6,21,28.38,8.02,0.315,32
JUL,6,22,23.97,8.12,0.312,32
JUL,6,23,19.68,8.25,0.317,31
JUL,7,0,16.60,8.41,0.316,31
JUL,7,1,13.93,8.47,0.313,31
JUL,7,2,11.73,8.39,0.281,30
JUL,7,3,10.33,8.36,0.274,29
JUL,7,4,9.47,8.47,0.229,29
JUL,7,5,8.92,8.42,0.222,29
JUL,7,6,8.14,8.24,0.219,28
JUL,7,7,7.35,7.96,0.228,28
JUL,7,8,7.31,7.88,0.244,28
JUL,7,9,8.43,7.82,0.257,28
JUL,7,10,10.63,7.77,0.271,27
JUL,7,11,13.28,7.48,0.285,27
JUL,7,12,16.71,7.39,0.295,27
JUL,7,13,20.63,7.32,0.304,26
JUL,7,14,25.41,7.20,0.303,26
JUL,7,15,30.74,7.04,0.290,26
JUL,7,16,35.56,6.76,0.270,26
JUL,7,17,39.51,6.44,0.264,25
JUL,7,18,42.08,5.83,0.246,24
JUL,7,19,43.66,5.66,0.238,24
JUL,7,20,43.67,4.29,0.250,21
JUL,7,21,42.66,3.97,0.264,22
JUL,7,22,41.85,3.68,0.278,21
JUL,7,23,40.32,3.43,0.289,21
JUL,8,0,38.27,3.16,0.299,21
JUL,8,1,34.49,2.95,0.302,20
JUL,8,2,30.46,2.96,0.319,20
JUL,8,3,26.69,3.12,0.327,20
JUL,8,4,22.56,3.23,0.324,20
JUL,8,5,19.12,3.34,0.324,20
JUL,8,6,14.84,3.45,0.334,21
JUL,8,7,11.04,3.56,0.377,21
JUL,8,8,7.56,3.70,0.408,21
JUL,8,9,5.82,3.83,0.429,20
JUL,8,10,7.31,4.20,0.458,20
JUL,8,11,10.46,5.61,0.515,20
JUL,8,12,15.28,5.96,0.523,20
JUL,8,13,20.31,6.17,0.525,19
JUL,8,14,22.82,6.34,0.539,19
JUL,8,15,26.30,6.53,0.517,20
JUL,8,16,NA,6.75,NA,20
JUL,8,17,NA,6.49,NA,21
JUL,8,18,NA,6.63,NA,21
JUL,8,19,NA,6.85,NA,21
JUL,8,20,NA,7.11,NA,21
JUL,8,21,NA,NA,NA,23
JUL,8,22,43.47,NA,0.196,25
JUL,8,23,41.86,NA,0.194,25
JUL,9,0,40.00,NA,0.195,27
JUL,9,1,37.66,NA,0.190,29
JUL,9,2,35.45,NA,0.190,29
JUL,9,3,32.74,NA,0.193,29
JUL,9,4,30.49,NA,0.198,28
JUL,9,5,27.29,NA,0.200,27
JUL,9,6,23.70,NA,0.232,27
JUL,9,7,21.57,NA,0.273,28
JUL,9,8,18.44,NA,0.297,29
JUL,9,9,15.93,NA,0.328,30
JUL,9,10,15.12,NA,0.349,30
JUL,9,11,16.29,NA,0.361,30
JUL,9,12,18.86,NA,0.374,32
JUL,9,13,23.17,NA,0.422,34
JUL,9,14,29.52,NA,0.450,36
JUL,9,15,35.11,NA,0.432,36
JUL,9,16,41.01,NA,0.409,35
JUL,9,17,45.86,NA,0.397,35
JUL,9,18,48.21,3.61,0.382,35
JUL,9,19,49.61,3.61,0.375,35
JUL,9,20,49.89,3.61,0.378,36
JUL,9,21,47.86,3.63,0.351,34
JUL,9,22,42.72,3.65,0.297,34
JUL,9,23,37.66,3.67,0.278,34
JUL,10,0,33.32,3.69,0.276,33
JUL,10,1,28.95,3.82,0.257,34
JUL,10,2,25.58,3.84,0.253,34
JUL,10,3,22.57,3.84,0.244,35
JUL,10,4,18.29,3.84,0.225,35
JUL,10,5,15.59,3.79,0.199,36
JUL,10,6,14.95,3.74,0.198,36
JUL,10,7,13.51,3.73,0.210,36
JUL,10,8,12.40,3.57,0.241,36
JUL,10,9,12.02,3.54,0.286,36
JUL,10,10,13.46,3.49,0.292,37
JUL,10,11,15.24,3.48,0.297,36
JUL,10,12,18.27,3.44,0.300,35
JUL,10,13,21.67,3.34,0.299,34
JUL,10,14,25.58,NA,0.295,32
JUL,10,15,30.66,NA,0.280,31
JUL,10,16,35.73,NA,0.248,31
JUL,10,17,39.65,NA,0.224,31
JUL,10,18,39.97,NA,0.240,32
JUL,10,19,39.31,NA,0.251,31
JUL,10,20,38.03,NA,0.260,31
JUL,10,21,36.49,NA,0.273,30
JUL,10,22,33.87,NA,0.288,29
JUL,10,23,30.29,NA,0.305,28
JUL,11,0,26.62,NA,0.320,28
JUL,11,1,23.16,NA,0.312,27
JUL,11,2,20.33,NA,0.309,26
JUL,11,3,17.36,NA,0.312,26
JUL,11,4,14.48,NA,0.320,27
JUL,11,5,11.85,NA,0.324,26
JUL,11,6,9.32,NA,0.336,26
JUL,11,7,7.09,NA,0.357,26
JUL,11,8,5.45,NA,0.386,26
JUL,11,9,5.13,NA,0.400,25
JUL,11,10,7.00,NA,0.398,24
JUL,11,11,9.89,NA,0.400,24
JUL,11,12,13.76,NA,0.430,24
JUL,11,13,17.45,NA,0.426,24
JUL,11,14,21.72,NA,0.403,24
JUL,11,15,26.26,NA,0.368,24
JUL,11,16,30.83,2.47,0.324,23
JUL,11,17,34.73,2.45,0.296,23
JUL,11,18,37.27,2.50,0.279,22
JUL,11,19,38.46,2.55,0.265,22
JUL,11,20,38.68,2.47,0.222,22
JUL,11,21,38.20,2.42,0.222,22
JUL,11,22,36.69,2.37,0.234,22
JUL,11,23,34.94,2.32,0.241,22
JUL,12,0,32.31,2.27,0.250,22
JUL,12,1,29.71,2.27,0.256,22
JUL,12,2,26.80,2.19,0.264,21
JUL,12,3,24.16,2.15,0.267,20
JUL,12,4,21.63,2.12,0.268,19
JUL,12,5,18.68,2.08,0.265,19
JUL,12,6,15.91,2.05,0.269,19
JUL,12,7,13.12,2.00,0.291,18
JUL,12,8,10.94,1.95,0.325,18
JUL,12,9,8.30,1.91,0.364,18
JUL,12,10,6.76,1.91,0.377,18
JUL,12,11,6.61,1.91,0.383,18
JUL,12,12,7.68,1.87,0.389,19
JUL,12,13,10.32,1.84,0.393,20
JUL,12,14,13.16,1.81,0.377,20
JUL,12,15,15.78,1.78,0.352,20
JUL,12,16,19.07,1.73,0.307,20
JUL,12,17,22.56,1.70,0.262,21
JUL,12,18,25.64,1.68,0.241,22
JUL,12,19,26.40,1.67,0.239,21
JUL,12,20,25.23,1.76,0.253,22
JUL,12,21,22.92,1.86,0.240,23
JUL,12,22,21.74,1.89,0.232,22
JUL,12,23,20.55,1.92,0.227,23
JUL,13,0,17.97,1.92,0.231,23
JUL,13,1,15.48,1.92,0.238,23
JUL,13,2,12.89,1.94,0.252,24
JUL,13,3,11.96,1.94,0.240,24
JUL,13,4,11.89,1.93,0.215,24
JUL,13,5,12.14,1.93,0.212,25
JUL,13,6,11.24,1.92,0.212,24
JUL,13,7,9.81,1.93,0.222,24
JUL,13,8,9.11,1.93,0.225,23
JUL,13,9,8.22,1.92,0.225,23
JUL,13,10,8.60,1.91,0.212,23
JUL,13,11,9.43,1.92,0.215,22
JUL,13,12,10.08,1.93,0.224,22
JUL,13,13,11.69,1.94,0.225,21
JUL,13,14,14.49,1.94,0.225,22
JUL,13,15,18.65,1.96,0.214,22
JUL,13,16,24.24,1.99,0.231,22
JUL,13,17,30.10,2.03,0.248,23
JUL,13,18,33.84,2.03,0.275,23
JUL,13,19,35.86,2.06,0.301,24
JUL,13,20,36.47,2.02,0.300,24
JUL,13,21,35.95,1.93,0.333,23
JUL,13,22,34.12,1.91,0.352,23
JUL,13,23,31.97,1.93,0.369,23
JUL,14,0,27.96,1.97,0.361,22
JUL,14,1,23.39,2.01,0.349,23
JUL,14,2,19.04,2.02,0.337,23
JUL,14,3,15.55,2.02,0.321,24
JUL,14,4,13.76,2.03,0.323,23
JUL,14,5,12.33,2.02,0.300,24
JUL,14,6,11.29,2.02,0.302,24
JUL,14,7,9.98,2.02,0.320,24
JUL,14,8,9.45,2.03,0.332,25
JUL,14,9,9.54,2.03,0.360,26
JUL,14,10,10.74,2.03,0.366,27
JUL,14,11,12.99,2.03,0.373,28
JUL,14,12,16.18,2.02,0.379,28
JUL,14,13,19.94,2.02,0.383,29
JUL,14,14,24.11,2.01,0.372,29
JUL,14,15,28.58,2.01,0.340,28
JUL,14,16,33.03,2.01,0.312,28
JUL,14,17,37.40,1.99,0.273,27
JUL,14,18,41.30,1.99,0.252,26
JUL,14,19,44.41,1.98,0.238,26
JUL,14,20,45.10,1.96,0.233,26
JUL,14,21,44.98,1.96,0.234,26
JUL,14,22,43.60,1.96,0.237,26
JUL,14,23,41.60,1.93,0.239,27
JUL,15,0,38.93,1.89,0.241,27
JUL,15,1,35.47,1.87,0.245,27
JUL,15,2,31.73,1.85,0.244,29
JUL,15,3,27.16,1.84,0.235,28
JUL,15,4,24.37,1.83,0.222,28
JUL,15,5,21.55,1.83,0.212,28
JUL,15,6,18.30,1.85,0.223,28
JUL,15,7,15.11,1.88,0.250,28
JUL,15,8,12.29,1.90,0.286,28
JUL,15,9,10.64,1.94,0.294,27
JUL,15,10,10.46,1.95,0.305,25
JUL,15,11,11.49,1.96,0.317,25
JUL,15,12,13.17,1.98,0.321,25
JUL,15,13,16.39,1.98,0.319,25
JUL,15,14,21.49,1.97,0.299,25
JUL,15,15,26.85,1.97,0.266,25
JUL,15,16,32.00,1.98,0.228,25
JUL,15,17,36.24,1.99,0.218,26
JUL,15,18,37.16,1.99,0.211,27
JUL,15,19,37.52,1.97,0.216,27
JUL,15,20,35.97,2.00,0.300,27
JUL,15,21,33.04,2.10,0.328,27
JUL,15,22,30.12,2.28,0.339,26
JUL,15,23,27.61,2.41,0.341,25
JUL,16,0,27.12,2.54,0.346,25
JUL,16,1,24.04,2.60,0.355,24
JUL,16,2,22.79,2.63,0.351,22
JUL,16,3,20.70,2.63,0.337,23
JUL,16,4,19.58,2.61,0.250,23
JUL,16,5,19.26,2.58,0.225,23
JUL,16,6,17.41,2.53,0.240,22
JUL,16,7,14.65,2.49,0.280,23
JUL,16,8,10.90,2.45,0.319,23
JUL,16,9,10.20,2.40,0.346,23
JUL,16,10,10.98,2.36,0.367,24
JUL,16,11,13.42,2.35,0.376,24
JUL,16,12,15.89,2.30,0.379,24
JUL,16,13,18.02,2.27,0.384,24
JUL,16,14,21.58,2.24,0.362,23
JUL,16,15,26.10,2.23,0.328,23
JUL,16,16,29.95,2.22,0.289,23
JUL,16,17,32.96,2.21,0.265,22
JUL,16,18,34.24,2.25,0.259,22
JUL,16,19,33.90,2.35,0.266,21
JUL,16,20,32.81,2.39,0.285,21
JUL,16,21,30.59,2.33,0.349,21
JUL,16,22,28.10,2.18,0.400,22
JUL,16,23,24.80,2.09,0.413,24
JUL,17,0,21.11,2.01,0.421,24
JUL,17,1,17.63,1.98,0.415,25
JUL,17,2,13.99,1.99,0.406,26
JUL,17,3,11.59,2.02,0.391,26
JUL,17,4,9.59,2.08,0.368,26
JUL,17,5,8.45,2.12,0.301,26
JUL,17,6,6.81,2.19,0.265,26
JUL,17,7,5.50,2.23,0.276,27
JUL,17,8,5.00,2.27,0.294,27
JUL,17,9,5.71,2.28,0.308,26
JUL,17,10,8.34,2.28,0.317,26
JUL,17,11,11.14,2.27,0.325,26
JUL,17,12,14.78,2.28,0.328,26
JUL,17,13,19.24,2.27,0.323,26
JUL,17,14,24.22,2.32,0.325,25
JUL,17,15,29.21,2.31,0.296,25
JUL,17,16,33.47,2.31,0.264,25
JUL,17,17,36.11,2.54,0.244,25
JUL,17,18,36.42,3.48,0.243,25
JUL,17,19,37.09,3.52,0.234,25
JUL,17,20,36.95,3.51,0.236,25
JUL,17,21,34.94,3.50,0.241,24
JUL,17,22,31.75,3.49,0.235,23
JUL,17,23,28.27,3.48,0.237,22
JUL,18,0,25.02,3.47,0.239,21
JUL,18,1,22.78,3.47,0.239,20
JUL,18,2,20.45,3.43,0.230,20
JUL,18,3,17.19,3.39,0.228,19
JUL,18,4,14.24,3.33,0.218,19
JUL,18,5,12.19,3.29,0.212,18
JUL,18,6,10.49,3.22,0.203,18
JUL,18,7,9.14,3.16,0.212,17
JUL,18,8,8.31,3.10,0.230,17
JUL,18,9,8.08,3.06,0.240,17
JUL,18,10,9.77,3.04,0.243,16
JUL,18,11,12.08,3.04,0.242,16
JUL,18,12,14.96,3.27,0.255,16
JUL,18,13,18.85,3.82,0.261,16
JUL,18,14,24.62,4.85,0.282,16
JUL,18,15,29.88,5.25,0.277,17
JUL,18,16,32.31,6.68,0.281,19
JUL,18,17,32.88,7.08,0.314,19
JUL,18,18,33.33,6.38,0.329,19
JUL,18,19,33.89,6.31,0.346,18
JUL,18,20,33.82,6.31,0.346,18
JUL,18,21,32.19,6.31,0.352,18
JUL,18,22,28.20,6.35,0.361,19
JUL,18,23,23.84,6.47,0.363,19
JUL,19,0,21.74,6.51,0.346,19
JUL,19,1,20.26,6.50,0.321,19
JUL,19,2,18.10,6.49,0.318,19
JUL,19,3,15.23,6.52,0.334,20
JUL,19,4,11.78,6.60,0.340,21
JUL,19,5,8.78,6.68,0.353,22
JUL,19,6,6.92,6.75,0.342,23
JUL,19,7,5.85,6.83,0.372,23
JUL,19,8,4.82,6.90,0.406,24
JUL,19,9,4.52,6.98,0.410,25
JUL,19,10,5.60,7.07,0.405,25
JUL,19,11,7.61,7.15,0.384,25
JUL,19,12,10.85,7.00,0.382,25
JUL,19,13,14.95,6.55,0.363,25
JUL,19,14,19.34,5.49,0.339,25
JUL,19,15,23.98,5.17,0.300,24
JUL,19,16,29.05,3.82,0.258,23
JUL,19,17,32.23,3.50,0.249,24
JUL,19,18,32.57,3.42,0.298,25
JUL,19,19,32.47,3.51,0.305,25
JUL,19,20,31.41,3.58,0.308,26
JUL,19,21,28.89,3.66,0.339,25
JUL,19,22,26.45,3.69,0.355,25
JUL,19,23,24.33,3.62,0.361,25
JUL,20,0,21.56,3.65,0.367,25
JUL,20,1,20.00,3.69,0.358,25
JUL,20,2,19.63,3.69,0.300,24
JUL,20,3,18.08,3.68,0.287,24
JUL,20,4,16.31,3.61,0.279,23
JUL,20,5,15.72,3.54,0.246,22
JUL,20,6,14.78,3.47,0.239,21
JUL,20,7,12.26,3.39,0.294,20
JUL,20,8,9.96,3.32,0.329,20
JUL,20,9,7.88,3.26,0.381,20
JUL,20,10,5.99,3.30,0.420,20
JUL,20,11,5.59,3.42,0.448,20
JUL,20,12,7.10,3.49,0.453,21
JUL,20,13,9.41,3.50,0.455,22
JUL,20,14,12.42,3.61,0.463,22
JUL,20,15,17.03,3.71,0.409,23
JUL,20,16,20.72,3.71,0.367,23
JUL,20,17,25.36,3.87,0.324,23
JUL,20,18,29.45,4.40,0.295,23
JUL,20,19,30.41,4.30,0.265,24
JUL,20,20,29.50,4.20,0.265,24
JUL,20,21,27.25,4.63,0.295,24
JUL,20,22,24.87,4.64,0.296,24
JUL,20,23,21.82,4.57,0.296,24
JUL,21,0,19.02,4.49,0.300,24
JUL,21,1,14.99,4.46,0.297,24
