DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
JUL,21,2,10.89,4.49,0.291,25
JUL,21,3,9.87,4.50,0.290,25
JUL,21,4,8.51,4.51,0.281,25
JUL,21,5,7.50,4.54,0.253,26
JUL,21,6,6.09,4.56,0.243,26
JUL,21,7,4.94,4.60,0.267,26
JUL,21,8,4.85,4.67,0.310,25
JUL,21,9,6.52,4.74,0.332,25
JUL,21,10,9.72,4.76,0.347,23
JUL,21,11,12.31,4.69,0.361,23
JUL,21,12,16.40,4.59,0.372,23
JUL,21,13,21.51,4.53,0.377,23
JUL,21,14,26.12,4.37,0.378,22
JUL,21,15,30.63,4.18,0.355,22
JUL,21,16,35.75,4.09,0.322,21
JUL,21,17,38.12,3.60,0.291,21
JUL,21,18,39.21,2.91,0.268,19
JUL,21,19,39.48,2.85,0.252,18
JUL,21,20,37.98,2.83,0.245,18
JUL,21,21,35.15,2.30,0.242,18
JUL,21,22,33.30,2.41,0.244,19
JUL,21,23,30.99,2.88,0.264,19
JUL,22,0,28.19,3.15,0.251,19
JUL,22,1,26.81,3.41,0.258,19
JUL,22,2,25.90,3.48,0.258,19
JUL,22,3,25.13,3.50,0.255,18
JUL,22,4,24.63,3.51,0.247,18
JUL,22,5,24.04,3.52,0.238,18
JUL,22,6,21.90,3.55,0.247,18
JUL,22,7,19.28,3.57,0.266,18
JUL,22,8,16.17,3.62,0.295,18
JUL,22,9,15.23,3.65,0.299,18
JUL,22,10,14.91,3.60,0.313,18
JUL,22,11,15.95,3.61,0.332,17
JUL,22,12,18.34,3.84,0.348,17
JUL,22,13,21.29,3.94,0.347,17
JUL,22,14,25.08,4.02,0.343,18
JUL,22,15,29.86,4.24,0.316,18
JUL,22,16,34.74,4.48,0.303,18
JUL,22,17,37.75,4.97,0.322,18
JUL,22,18,39.99,5.36,0.348,18
JUL,22,19,41.91,5.74,0.377,18
JUL,22,20,42.90,6.10,0.422,18
JUL,22,21,41.83,6.28,0.481,20
JUL,22,22,40.38,6.10,0.489,19
JUL,22,23,37.87,5.66,0.497,20
JUL,23,0,35.27,5.62,0.519,20
JUL,23,1,32.04,5.42,0.510,21
JUL,23,2,29.17,5.34,0.493,20
JUL,23,3,25.39,5.31,0.470,20
JUL,23,4,21.92,5.29,0.430,20
JUL,23,5,20.49,5.24,0.396,20
JUL,23,6,19.06,5.20,0.407,19
JUL,23,7,18.27,5.30,0.435,19
JUL,23,8,17.21,5.18,0.453,19
JUL,23,9,16.50,5.08,0.481,20
JUL,23,10,16.31,4.99,0.502,21
JUL,23,11,17.40,4.87,0.497,22
JUL,23,12,19.39,4.60,0.483,22
JUL,23,13,21.55,4.48,0.462,23
JUL,23,14,24.29,4.39,0.433,22
JUL,23,15,27.44,4.18,0.379,22
JUL,23,16,30.99,3.93,0.322,22
JUL,23,17,34.23,3.46,0.271,22
JUL,23,18,36.48,3.06,0.229,21
JUL,23,19,37.24,2.65,0.215,22
JUL,23,20,36.30,2.27,0.221,21
JUL,23,21,35.21,2.05,0.222,20
JUL,23,22,33.57,1.99,0.223,19
JUL,23,23,31.47,2.21,0.229,20
JUL,24,0,28.85,2.43,0.233,19
JUL,24,1,26.30,2.46,0.235,19
JUL,24,2,22.99,2.48,0.240,19
JUL,24,3,19.85,2.50,0.238,20
JUL,24,4,17.35,2.49,0.229,20
JUL,24,5,14.18,2.50,0.228,20
JUL,24,6,11.31,2.51,0.238,21
JUL,24,7,8.78,2.49,0.267,21
JUL,24,8,6.63,2.53,0.302,22
JUL,24,9,4.86,2.55,0.322,21
JUL,24,10,5.46,2.59,0.327,21
JUL,24,11,7.06,2.61,0.331,21
JUL,24,12,9.52,2.62,0.327,20
JUL,24,13,12.85,2.65,0.319,20
JUL,24,14,16.34,2.73,0.301,20
JUL,24,15,19.99,2.97,0.263,21
JUL,24,16,23.51,3.08,0.225,21
JUL,24,17,25.87,3.22,0.210,22
JUL,24,18,26.60,3.26,0.223,22
JUL,24,19,26.42,3.29,0.235,22
JUL,24,20,26.05,3.30,0.241,22
JUL,24,21,24.67,3.30,0.262,21
JUL,24,22,23.13,3.47,0.280,22
JUL,24,23,22.35,3.21,0.280,21
JUL,25,0,20.48,3.08,0.331,21
JUL,25,1,19.41,3.24,0.340,21
JUL,25,2,18.78,3.36,0.326,22
JUL,25,3,18.65,3.48,0.327,22
JUL,25,4,18.06,3.56,0.323,22
JUL,25,5,17.55,3.59,0.311,22
JUL,25,6,17.17,3.58,0.316,21
JUL,25,7,14.68,3.54,0.366,21
JUL,25,8,13.15,3.52,0.346,21
JUL,25,9,12.90,3.52,0.357,21
JUL,25,10,12.66,3.58,0.379,22
JUL,25,11,12.70,3.74,0.379,22
JUL,25,12,13.30,4.09,0.384,22
JUL,25,13,14.79,4.37,0.383,22
JUL,25,14,16.52,5.02,0.367,21
JUL,25,15,19.62,5.55,0.330,22
JUL,25,16,22.23,5.74,0.342,23
JUL,25,17,22.44,5.71,0.382,23
JUL,25,18,22.03,5.74,0.437,22
JUL,25,19,20.57,5.80,0.509,22
JUL,25,20,18.77,5.88,0.550,22
JUL,25,21,17.37,6.12,0.633,22
JUL,25,22,16.47,6.17,0.659,22
JUL,25,23,13.91,6.29,0.691,22
JUL,26,0,11.55,6.33,0.686,22
JUL,26,1,10.76,6.20,0.637,23
JUL,26,2,10.78,6.17,0.553,22
JUL,26,3,11.44,6.09,0.462,22
JUL,26,4,11.74,6.09,0.411,22
JUL,26,5,10.98,6.10,0.323,22
JUL,26,6,8.85,6.15,0.295,22
JUL,26,7,7.92,6.16,0.279,22
JUL,26,8,7.55,6.15,0.289,22
JUL,26,9,6.78,6.10,0.292,21
JUL,26,10,6.43,6.02,0.305,20
JUL,26,11,7.27,6.27,0.308,20
JUL,26,12,8.38,6.66,0.310,20
JUL,26,13,10.67,6.47,0.316,20
JUL,26,14,14.04,5.86,0.318,21
JUL,26,15,17.93,5.13,0.294,20
JUL,26,16,21.68,4.98,0.249,19
JUL,26,17,25.64,4.88,0.233,19
JUL,26,18,28.16,5.06,0.229,19
JUL,26,19,29.06,4.97,0.229,19
JUL,26,20,29.00,4.88,0.250,20
JUL,26,21,27.41,5.50,0.290,20
JUL,26,22,24.49,5.45,0.304,20
JUL,26,23,20.60,5.32,0.316,21
JUL,27,0,17.66,5.03,0.316,20
JUL,27,1,14.47,5.06,0.313,20
JUL,27,2,12.51,5.07,0.304,20
JUL,27,3,11.63,5.06,0.297,20
JUL,27,4,11.64,5.09,0.275,20
JUL,27,5,12.11,5.13,0.227,20
JUL,27,6,12.84,5.33,0.213,20
JUL,27,7,14.13,5.62,0.210,20
