DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
MAY,1,0,44.48,2.55,0.271,47
MAY,1,1,41.00,2.58,0.275,45
MAY,1,2,37.06,2.64,0.274,45
MAY,1,3,31.75,2.68,0.271,44
MAY,1,4,27.98,2.72,0.264,43
MAY,1,5,23.46,2.98,0.267,43
MAY,1,6,18.80,3.07,0.277,42
MAY,1,7,13.89,3.13,0.324,41
MAY,1,8,12.41,3.10,0.344,41
MAY,1,9,9.78,3.16,0.374,40
MAY,1,10,9.37,3.15,0.393,39
MAY,1,11,12.51,3.16,0.403,39
MAY,1,12,17.65,3.16,0.405,39
MAY,1,13,24.00,3.13,0.398,39
MAY,1,14,30.16,3.14,0.391,39
MAY,1,15,36.68,3.17,0.358,39
MAY,1,16,43.07,3.22,0.326,38
MAY,1,17,48.33,3.29,0.297,38
MAY,1,18,51.74,3.33,0.282,38
MAY,1,19,52.47,3.37,0.292,38
MAY,1,20,50.98,3.60,0.306,38
MAY,1,21,49.40,4.18,0.317,39
MAY,1,22,47.57,4.24,0.311,38
MAY,1,23,45.06,4.30,0.299,39
MAY,2,0,42.42,4.30,0.294,41
MAY,2,1,40.03,4.36,0.289,42
MAY,2,2,36.94,4.34,0.281,42
MAY,2,3,34.23,4.33,0.255,41
MAY,2,4,31.73,4.28,0.229,41
MAY,2,5,28.62,4.07,0.211,41
MAY,2,6,23.93,4.04,0.224,41
MAY,2,7,22.47,4.04,0.270,40
MAY,2,8,18.19,4.00,0.312,39
MAY,2,9,13.84,3.94,0.344,39
MAY,2,10,12.98,3.97,0.373,39
MAY,2,11,14.20,4.01,0.394,39
MAY,2,12,16.70,4.03,0.409,38
MAY,2,13,20.80,4.05,0.416,38
MAY,2,14,26.86,4.03,0.400,38
MAY,2,15,28.38,4.00,0.363,38
MAY,2,16,33.22,3.95,0.322,37
MAY,2,17,38.05,3.88,0.288,37
MAY,2,18,39.72,3.83,0.271,37
MAY,2,19,39.06,3.79,0.265,36
MAY,2,20,37.58,3.55,0.255,36
MAY,2,21,35.37,2.96,0.241,34
MAY,2,22,33.30,2.84,0.238,32
MAY,2,23,31.65,2.75,0.245,31
MAY,3,0,28.98,2.77,0.265,29
MAY,3,1,25.91,2.70,0.280,29
MAY,3,2,24.67,2.71,0.277,30
MAY,3,3,24.56,2.67,0.270,31
MAY,3,4,24.77,2.64,0.272,32
MAY,3,5,24.57,2.61,0.281,33
MAY,3,6,23.31,2.54,0.306,33
MAY,3,7,21.39,2.45,0.363,34
MAY,3,8,19.23,2.40,0.445,35
MAY,3,9,18.69,2.34,0.469,36
MAY,3,10,21.02,2.27,0.486,36
MAY,3,11,23.94,2.23,0.500,37
MAY,3,12,27.17,2.22,0.512,38
MAY,3,13,29.62,2.21,0.518,39
MAY,3,14,33.23,2.22,0.505,39
MAY,3,15,37.98,2.26,0.441,39
MAY,3,16,42.09,2.26,0.338,40
MAY,3,17,44.83,2.26,0.299,40
MAY,3,18,43.43,2.26,0.272,40
MAY,3,19,40.83,2.24,0.253,41
MAY,3,20,37.25,2.28,0.243,41
MAY,3,21,34.96,2.33,0.235,42
MAY,3,22,32.68,2.37,0.243,43
MAY,3,23,29.74,2.39,0.247,43
MAY,4,0,31.26,2.32,0.257,42
MAY,4,1,30.76,2.27,0.271,42
MAY,4,2,30.25,2.21,0.283,42
MAY,4,3,29.91,2.17,0.291,42
MAY,4,4,29.96,2.12,0.291,42
MAY,4,5,29.62,2.08,0.301,42
MAY,4,6,28.80,2.06,0.312,42
MAY,4,7,30.35,2.07,0.452,43
MAY,4,8,25.24,2.40,0.530,43
MAY,4,9,24.16,2.62,0.576,45
MAY,4,10,25.46,2.69,0.594,45
MAY,4,11,27.62,2.72,0.597,45
MAY,4,12,30.09,2.74,0.585,43
MAY,4,13,32.44,2.75,0.566,43
MAY,4,14,34.65,2.74,0.533,42
MAY,4,15,35.11,2.71,0.380,41
MAY,4,16,39.46,2.72,0.298,41
MAY,4,17,42.61,2.73,0.241,41
MAY,4,18,42.65,2.73,0.221,42
MAY,4,19,40.58,2.71,0.226,41
MAY,4,20,39.08,2.66,0.245,42
MAY,4,21,37.49,2.62,0.277,41
MAY,4,22,35.97,2.59,0.308,41
MAY,4,23,34.80,2.57,0.337,40
MAY,5,0,33.04,2.50,0.360,40
MAY,5,1,30.41,2.51,0.388,40
MAY,5,2,28.98,2.54,0.404,39
MAY,5,3,27.51,2.59,0.416,40
MAY,5,4,24.97,2.64,0.424,40
MAY,5,5,22.92,2.76,0.424,40
MAY,5,6,19.87,2.94,0.431,40
MAY,5,7,16.26,3.51,0.462,40
MAY,5,8,13.93,3.40,0.500,39
MAY,5,9,13.24,3.31,0.521,38
MAY,5,10,13.85,3.48,0.532,38
MAY,5,11,17.57,3.49,0.525,38
MAY,5,12,21.99,3.49,0.513,39
MAY,5,13,25.80,3.49,0.488,39
MAY,5,14,30.38,3.48,0.459,40
MAY,5,15,34.78,3.48,0.401,40
MAY,5,16,38.30,3.47,0.334,39
MAY,5,17,40.50,3.47,0.283,39
MAY,5,18,40.99,3.47,0.245,38
MAY,5,19,38.86,3.49,0.220,38
MAY,5,20,36.06,3.53,0.205,36
MAY,5,21,33.43,3.56,0.200,37
MAY,5,22,31.84,3.59,0.190,37
MAY,5,23,30.27,3.62,0.192,37
MAY,6,0,28.30,3.68,0.199,36
MAY,6,1,26.27,3.74,0.205,36
MAY,6,2,22.44,3.78,0.219,36
MAY,6,3,18.85,3.84,0.232,36
MAY,6,4,17.83,4.07,0.245,35
MAY,6,5,14.88,4.14,0.270,34
MAY,6,6,12.85,4.17,0.308,34
MAY,6,7,NA,3.77,0.406,34
MAY,6,8,NA,3.68,0.534,34
MAY,6,9,NA,3.61,0.546,34
MAY,6,10,NA,3.41,0.538,33
MAY,6,11,NA,3.40,0.532,32
MAY,6,12,27.31,3.41,0.523,32
MAY,6,13,35.15,3.43,0.507,32
MAY,6,14,37.24,3.47,0.475,32
