DATOS MÓVILES 2019_NATIVITAS,,,,,,
,,,,,,
,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10
SEP,1,0,24.82,8.53,NA,27
SEP,1,1,21.99,9.20,NA,27
SEP,1,2,19.92,9.67,NA,28
SEP,1,3,18.19,9.82,NA,28
SEP,1,4,16.95,9.82,NA,29
SEP,1,5,15.29,9.76,NA,29
SEP,1,6,13.28,9.67,NA,29
SEP,1,7,11.12,9.63,NA,29
SEP,1,8,9.53,9.61,NA,29
SEP,1,9,9.26,9.61,NA,29
SEP,1,10,9.94,9.74,NA,29
SEP,1,11,11.46,9.70,NA,29
SEP,1,12,13.57,9.85,NA,29
SEP,1,13,16.48,9.95,NA,28
SEP,1,14,20.04,9.98,NA,28
SEP,1,15,24.12,9.74,NA,28
SEP,1,16,27.67,9.59,NA,28
SEP,1,17,30.10,9.47,NA,28
SEP,1,18,31.17,9.54,NA,27
SEP,1,19,30.99,9.12,NA,27
SEP,1,20,30.02,8.39,NA,27
SEP,1,21,28.44,7.35,NA,27
SEP,1,22,26.21,6.54,NA,27
SEP,1,23,23.24,8.08,NA,27
SEP,2,0,20.90,8.45,NA,26
SEP,2,1,17.98,9.20,NA,26
SEP,2,2,15.68,9.40,NA,25
SEP,2,3,14.28,9.32,NA,25
SEP,2,4,13.73,9.33,NA,24
SEP,2,5,13.01,10.28,NA,24
SEP,2,6,11.22,10.62,NA,23
SEP,2,7,10.11,10.88,NA,23
SEP,2,8,8.58,11.06,NA,23
SEP,2,9,8.73,11.38,NA,23
SEP,2,10,9.33,11.92,NA,23
SEP,2,11,10.39,12.66,NA,23
SEP,2,12,11.48,13.07,NA,22
SEP,2,13,13.24,13.18,NA,23
SEP,2,14,16.25,13.45,NA,22
SEP,2,15,19.38,13.84,NA,22
SEP,2,16,22.76,14.15,NA,22
SEP,2,17,25.13,14.58,NA,22
SEP,2,18,26.03,14.56,NA,24
SEP,2,19,25.99,13.53,NA,24
SEP,2,20,25.11,12.92,NA,24
SEP,2,21,23.54,13.15,NA,24
SEP,2,22,21.96,13.92,NA,24
SEP,2,23,20.30,13.36,NA,24
SEP,3,0,19.24,13.24,NA,24
SEP,3,1,18.40,12.45,NA,24
SEP,3,2,17.97,11.77,NA,24
SEP,3,3,17.98,11.59,NA,23
SEP,3,4,17.81,11.57,NA,23
SEP,3,5,16.95,10.64,NA,24
SEP,3,6,16.40,10.33,NA,24
SEP,3,7,15.30,10.09,NA,24
SEP,3,8,13.74,10.00,NA,24
SEP,3,9,12.93,9.81,NA,24
SEP,3,10,13.19,9.39,NA,24
SEP,3,11,14.23,9.18,NA,24
SEP,3,12,16.58,8.86,NA,24
SEP,3,13,19.97,9.09,NA,24
SEP,3,14,23.17,9.25,NA,24
SEP,3,15,27.18,9.33,NA,24
SEP,3,16,30.67,8.99,NA,24
SEP,3,17,33.15,8.69,NA,24
SEP,3,18,34.16,8.53,NA,23
SEP,3,19,33.76,8.57,NA,24
SEP,3,20,32.38,8.57,NA,24
SEP,3,21,30.47,8.19,NA,24
SEP,3,22,28.75,7.50,NA,24
SEP,3,23,26.21,6.60,NA,23
SEP,4,0,22.66,6.48,NA,24
SEP,4,1,19.44,5.91,NA,24
SEP,4,2,16.76,5.94,NA,25
SEP,4,3,14.34,6.03,NA,25
SEP,4,4,11.99,6.09,NA,25
SEP,4,5,9.89,6.14,NA,26
SEP,4,6,7.41,6.18,NA,25
SEP,4,7,5.60,6.24,NA,26
SEP,4,8,4.90,6.22,NA,26
SEP,4,9,4.04,6.13,NA,27
SEP,4,10,4.84,5.95,NA,27
SEP,4,11,7.47,5.44,NA,27
SEP,4,12,11.12,5.21,NA,28
SEP,4,13,15.27,4.77,NA,28
