DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
MARZO,1,0,0.031,0.038,0.003,0.87,36,0.009
MARZO,1,1,0.034,0.034,0.003,0.88,36,0.009
MARZO,1,2,0.023,0.029,0.003,0.88,36,0.015
MARZO,1,3,0.018,0.025,0.003,0.86,36,0.012
MARZO,1,4,0.02,0.025,0.003,0.77,45,0.009
MARZO,1,5,0.019,0.024,0.003,0.73,31,0.012
MARZO,1,6,0.008,0.022,0.003,0.73,26,0.02
MARZO,1,7,0.004,0.019,0.003,0.75,32,0.021
MARZO,1,8,0.01,0.017,0.003,0.78,36,0.021
MARZO,1,9,0.012,0.014,0.003,0.81,39,0.016
MARZO,1,10,0.015,0.013,0.003,0.83,49,0.016
MARZO,1,11,0.028,0.014,0.003,0.84,49,0.013
MARZO,1,12,0.042,0.017,0.003,0.84,43,0.01
MARZO,1,13,0.052,0.021,0.003,0.84,41,0.007
MARZO,1,14,0.058,0.028,0.004,0.83,33,0.006
MARZO,1,15,0.058,0.034,0.004,0.8,28,0.004
MARZO,1,16,0.06,0.041,0.004,0.75,21,0.005
MARZO,1,17,0.064,0.047,0.004,0.71,22,0.005
MARZO,1,18,0.059,0.053,0.004,0.69,NA,0.007
MARZO,1,19,0.05,0.055,0.004,0.71,NA,0.014
MARZO,1,20,0.023,0.053,0.004,0.83,NA,0.037
MARZO,1,21,0.009,0.048,0.004,0.98,NA,0.048
MARZO,1,22,0.024,0.043,0.004,1.02,NA,0.032
MARZO,1,23,0.018,0.038,0.004,1.06,NA,0.025
MARZO,2,0,0.016,0.033,0.004,1.08,NA,0.021
MARZO,2,1,0.017,0.027,0.004,1.09,NA,0.018
MARZO,2,2,0.027,0.023,0.004,1.09,NA,0.02
MARZO,2,3,0.018,0.019,0.004,1.06,NA,0.021
MARZO,2,4,0.02,0.019,0.004,0.95,NA,0.023
MARZO,2,5,0.012,0.019,0.004,0.81,NA,0.027
MARZO,2,6,0.013,0.018,0.004,0.78,45,0.027
MARZO,2,7,0.034,0.02,0.004,0.81,66,0.026
MARZO,2,8,0.019,0.02,0.005,0.85,77,0.027
MARZO,2,9,0.01,0.019,0.005,0.88,79,0.022
MARZO,2,10,0.015,0.018,0.005,0.91,73,0.02
MARZO,2,11,0.029,0.019,0.005,0.92,63,0.014
MARZO,2,12,0.044,0.022,0.004,0.92,58,0.008
MARZO,2,13,0.055,0.027,0.004,0.92,45,0.006
MARZO,2,14,0.059,0.033,0.004,0.91,35,0.007
MARZO,2,15,0.063,0.037,0.004,0.85,30,0.006
MARZO,2,16,0.065,0.042,0.004,0.8,30,0.006
MARZO,2,17,0.07,0.05,0.005,0.78,35,0.007
MARZO,2,18,0.058,0.055,0.005,0.75,31,0.005
MARZO,2,19,0.05,0.058,0.005,0.76,30,0.011
MARZO,2,20,0.027,0.056,0.005,0.88,48,0.036
MARZO,2,21,0.01,0.05,0.005,1.14,78,0.055
MARZO,2,22,0.021,0.046,0.007,1.17,87,0.027
MARZO,2,23,0.016,0.04,0.007,1.19,77,0.018
MARZO,3,0,0.016,0.033,0.007,1.2,66,0.016
MARZO,3,1,0.015,0.027,0.007,1.19,56,0.016
MARZO,3,2,0.017,0.021,0.007,1.2,48,0.013
MARZO,3,3,0.015,0.017,0.007,1.18,41,0.014
MARZO,3,4,0.012,0.015,0.007,1.07,43,0.017
MARZO,3,5,0.004,0.014,0.007,0.82,45,0.024
MARZO,3,6,0.001,0.012,0.007,0.78,45,0.026
MARZO,3,7,0.002,0.01,0.007,0.79,44,0.025
MARZO,3,8,0.004,0.009,0.007,0.82,52,0.024
MARZO,3,9,0.012,0.008,0.007,0.86,58,0.02
MARZO,3,10,0.019,0.009,0.007,0.89,73,0.02
MARZO,3,11,0.037,0.011,0.007,0.9,70,0.014
MARZO,3,12,0.052,0.016,0.007,0.91,71,0.013
MARZO,3,13,0.072,0.025,0.007,0.92,65,0.011
MARZO,3,14,0.08,0.035,0.008,0.92,62,0.009
MARZO,3,15,0.075,0.044,0.008,0.89,55,0.007
MARZO,3,16,0.069,0.052,0.008,0.85,48,0.006
MARZO,3,17,0.055,0.057,0.008,0.8,38,0.005
MARZO,3,18,0.052,0.061,0.008,0.76,31,0.004
MARZO,3,19,0.042,0.062,0.007,0.77,34,0.013
MARZO,3,20,0.024,0.059,0.008,0.83,62,0.029
MARZO,3,21,0.028,0.053,0.008,0.83,68,0.014
MARZO,3,22,0.029,0.047,0.006,0.82,61,0.009
MARZO,3,23,0.029,0.041,0.006,0.83,50,0.008
MARZO,4,0,0.022,0.035,0.006,0.84,44,0.013
MARZO,4,1,0.021,0.031,0.006,0.85,48,0.014
MARZO,4,2,0.021,0.027,0.006,0.86,41,0.015
MARZO,4,3,0.015,0.024,0.006,0.84,36,0.016
MARZO,4,4,0.006,0.021,0.006,0.77,37,0.023
MARZO,4,5,0.001,0.018,0.006,0.76,39,0.026
MARZO,4,6,0.002,0.015,0.006,0.76,40,0.025
MARZO,4,7,0.008,0.012,0.006,0.76,34,0.018
MARZO,4,8,0.004,0.01,0.006,0.78,43,0.023
MARZO,4,9,0.011,0.009,0.006,0.82,55,0.02
MARZO,4,10,0.02,0.008,0.005,0.84,57,0.015
MARZO,4,11,0.034,0.011,0.005,0.85,54,0.012
MARZO,4,12,0.047,0.016,0.005,0.85,51,0.011
MARZO,4,13,0.06,0.023,0.005,0.86,49,0.008
MARZO,4,14,0.065,0.031,0.004,0.86,47,0.007
MARZO,4,15,0.067,0.038,0.004,0.86,41,0.006
MARZO,4,16,0.066,0.046,0.004,0.84,36,0.005
MARZO,4,17,0.068,0.053,0.004,0.8,37,0.005
MARZO,4,18,NA,NA,NA,0.79,NA,NA
MARZO,4,19,0.027,NA,NA,0.91,NA,NA
MARZO,4,20,0.039,NA,NA,0.94,NA,0.016
