DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2021,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
AGOSTO,1,0,0.011,0.0291,0.0061,0.4085,49,13,0.0082
AGOSTO,1,1,0.0111,0.0239,0.0060,0.4070,39,15,0.0064
AGOSTO,1,2,0.0245,0.0198,0.0060,0.3996,38,13,0.0067
AGOSTO,1,3,0.0158,0.0158,0.0063,0.3957,38,17,0.0096
AGOSTO,1,4,0.0123,0.0141,0.0062,0.3826,40,20,0.0056
AGOSTO,1,5,0.0094,0.0133,0.0062,0.3396,38,18,0.0059
AGOSTO,1,6,0.0293,0.0155,0.0060,0.3168,36,18,0.008
AGOSTO,1,7,0.0235,0.0171,0.0059,0.3231,38,17,0.0092
AGOSTO,1,8,0.0066,0.0166,0.0062,0.3513,40,19,0.0103
AGOSTO,1,9,0.0187,0.0175,0.0064,0.3675,40,21,0.0059
AGOSTO,1,10,0.0264,0.0178,0.0064,0.3831,35,21,0.0044
AGOSTO,1,11,0.0309,0.0196,0.0063,0.4066,33,19,0.0048
AGOSTO,1,12,0.0384,0.0229,0.0060,0.4289,35,18,0.0057
AGOSTO,1,13,0.0459,0.0275,0.0061,0.4564,68,22,0.0055
AGOSTO,1,14,0.0528,0.0304,0.0062,0.4670,70,28,0.0047
AGOSTO,1,15,0.0561,0.0345,0.0063,0.4710,49,32,0.0048
AGOSTO,1,16,0.0515,0.0401,0.0062,0.4483,32,29,0.0019
AGOSTO,1,17,0.0536,0.0445,0.0060,0.4319,24,24,0.002
AGOSTO,1,18,0.0585,0.0485,0.0059,0.4248,25,18,0.0025
AGOSTO,1,19,0.0478,0.0506,0.0058,0.4092,42,17,0.003
AGOSTO,1,20,0.0405,0.0508,0.0058,0.4135,55,14,0.0062
AGOSTO,1,21,0.0423,0.0504,0.0057,0.4139,31,10,0.0066
AGOSTO,1,22,0.0414,0.0490,0.0057,0.4203,25,5,0.0071
AGOSTO,1,23,0.0372,0.0466,0.0057,0.4120,18,4,0.0086
AGOSTO,2,0,0.0367,0.0448,0.0057,0.4091,16,5,0.0069
AGOSTO,2,1,0.0202,0.0406,0.0058,0.4164,16,6,0.0132
AGOSTO,2,2,0.025,0.0364,0.0059,0.4113,18,7,0.0076
AGOSTO,2,3,0.0243,0.0335,0.0057,0.4076,19,10,0.0087
AGOSTO,2,4,0.0119,0.0299,0.0058,0.3936,20,13,0.0145
AGOSTO,2,5,0.0089,0.0257,0.0058,0.3816,24,14,0.0159
AGOSTO,2,6,0.007,0.0214,0.0059,0.3817,24,14,0.0173
AGOSTO,2,7,0.0017,0.0170,0.0059,0.4185,29,16,0.0193
AGOSTO,2,8,0.0081,0.0134,0.0058,0.4817,35,18,0.0204
AGOSTO,2,9,0.0167,0.0130,0.0058,0.5241,45,27,0.0135
AGOSTO,2,10,0.0236,0.0128,0.0058,0.5656,40,25,0.0101
AGOSTO,2,11,0.0384,0.0145,0.0059,0.5941,36,21,0.0077
AGOSTO,2,12,0.0524,0.0196,0.0057,0.6120,36,21,0.0061
AGOSTO,2,13,0.0643,0.0265,0.0056,0.6222,38,19,0.0057
AGOSTO,2,14,0.0671,0.0340,0.0055,0.6160,34,25,0.0046
AGOSTO,2,15,0.0666,0.0422,0.0051,0.5838,28,28,0.0043
AGOSTO,2,16,0.0696,0.0498,0.0050,0.5324,26,34,0.0045
AGOSTO,2,17,0.0707,0.0566,0.0050,0.4910,28,24,0.0033
AGOSTO,2,18,0.0756,0.0631,0.0049,0.4587,31,27,0.0039
AGOSTO,2,19,0.0695,0.0670,0.0049,0.4452,41,25,0.006
AGOSTO,2,20,NA,0.0691,0.0050,0.4371,NA,NA,NA
AGOSTO,2,21,NA,0.0699,0.0051,0.4312,NA,NA,NA
AGOSTO,2,22,NA,NA,0.0052,NA,NA,NA,NA
AGOSTO,2,23,NA,NA,0.0053,NA,NA,NA,NA
AGOSTO,3,0,NA,NA,0.0055,NA,NA,NA,NA
AGOSTO,3,1,NA,NA,0.0056,NA,NA,NA,NA
AGOSTO,3,2,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,3,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,4,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,5,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,6,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,7,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,8,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,9,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,10,NA,NA,NA,NA,NA,NA,NA
AGOSTO,3,11,0.0385,NA,NA,NA,NA,NA,0.0067
AGOSTO,3,12,0.045,NA,NA,NA,21,21,0.0065
AGOSTO,3,13,0.0499,NA,NA,NA,22,26,0.0047
AGOSTO,3,14,0.0582,NA,NA,NA,19,26,0.0042
AGOSTO,3,15,0.0646,NA,NA,NA,17,27,0.0047
AGOSTO,3,16,0.0717,0.0547,NA,0.4911,19,30,0.0034
AGOSTO,3,17,0.048,0.0537,NA,0.4878,33,30,0.0055
AGOSTO,3,18,0.0424,0.0523,NA,0.5073,34,22,0.0076
AGOSTO,3,19,0.0379,0.0522,NA,0.5065,44,17,0.0119
AGOSTO,3,20,0.0402,0.0516,NA,0.5046,43,15,0.0088
AGOSTO,3,21,0.0383,0.0502,NA,0.5021,33,11,0.007
AGOSTO,3,22,0.0378,0.0476,NA,0.5096,24,7,0.0077
AGOSTO,3,23,0.0368,0.0441,NA,0.5012,19,7,0.0065
AGOSTO,4,0,0.0262,0.0385,NA,0.4991,17,5,0.0103
AGOSTO,4,1,0.0238,0.0354,NA,0.4918,14,6,0.0117
AGOSTO,4,2,0.0294,0.0338,NA,0.4610,17,11,0.008
AGOSTO,4,3,0.0206,0.0316,NA,0.4350,16,14,0.0115
AGOSTO,4,4,NA,0.0304,0.0059,0.4222,22,15,0.0203
AGOSTO,4,5,0.0057,0.0258,0.0058,0.4155,24,15,0.0148
AGOSTO,4,6,0.0066,0.0213,0.0056,0.4211,23,15,0.0168
AGOSTO,4,7,0.0033,0.0165,0.0055,0.4466,29,14,0.0161
AGOSTO,4,8,0.005,0.0135,0.0054,0.4823,32,17,0.0141
AGOSTO,4,9,0.0085,0.0113,0.0054,0.5158,40,22,0.0139
AGOSTO,4,10,0.0127,0.0089,0.0055,0.5577,40,25,0.0119
AGOSTO,4,11,0.0187,0.0086,0.0053,0.5937,33,27,0.0088
AGOSTO,4,12,0.0213,0.0102,0.0055,0.6400,36,28,0.0107
AGOSTO,4,13,0.0256,0.0127,0.0057,0.6857,41,35,0.0113
AGOSTO,4,14,0.0283,0.0154,0.0063,0.7185,42,34,0.0136
AGOSTO,4,15,0.038,0.0198,0.0066,0.7336,39,36,0.0121
AGOSTO,4,16,0.0533,0.0258,0.0067,0.7324,34,32,0.0082
AGOSTO,4,17,0.0553,0.0317,0.0070,0.7194,27,30,0.0086
AGOSTO,4,18,0.0536,0.0368,0.0070,0.6957,29,26,0.0083
AGOSTO,4,19,0.044,0.0399,0.0068,0.6735,36,22,0.0075
AGOSTO,4,20,0.0423,0.0426,0.0068,0.6361,39,17,0.0046
AGOSTO,4,21,0.0363,0.0439,0.0068,0.5948,31,14,0.0062
AGOSTO,4,22,0.0355,0.0448,0.0068,0.5512,23,11,0.0052
AGOSTO,4,23,0.0344,0.0443,0.0068,0.5222,21,7,0.0065
AGOSTO,5,0,0.0356,0.0421,0.0068,0.5012,20,7,0.0054
AGOSTO,5,1,0.031,0.0391,0.0069,0.4653,22,9,0.0052
AGOSTO,5,2,0.0214,0.0351,0.0075,0.4465,22,10,0.0099
AGOSTO,5,3,0.0225,0.0324,0.0076,0.4331,23,17,0.0068
AGOSTO,5,4,0.015,0.0290,0.0079,0.4267,21,17,0.012
AGOSTO,5,5,0.0123,0.0260,0.0080,0.4301,23,16,0.0105
AGOSTO,5,6,0.01,0.0228,0.0080,0.4458,25,18,0.0131
AGOSTO,5,7,0.0065,0.0193,0.0082,0.4865,26,18,0.0159
AGOSTO,5,8,0.0098,0.0161,0.0085,0.5480,26,21,0.0132
AGOSTO,5,9,0.0062,0.0130,0.0084,0.6339,22,17,0.0141
AGOSTO,5,10,0.0125,0.0119,0.0082,0.6999,17,14,0.0092
AGOSTO,5,11,0.0285,0.0126,0.0082,0.7513,15,13,0.0069
AGOSTO,5,12,0.04,0.0157,0.0078,0.7810,22,16,0.0065
AGOSTO,5,13,0.0451,0.0198,0.0076,0.8104,24,19,0.0074
AGOSTO,5,14,0.0497,0.0248,0.0070,0.8167,28,23,0.0063
AGOSTO,5,15,0.0534,0.0307,0.0065,0.7847,23,26,0.0044
AGOSTO,5,16,0.0555,0.0364,0.0063,0.7281,19,22,0.0055
AGOSTO,5,17,0.0521,0.0421,0.0059,0.6639,18,19,0.0041
AGOSTO,5,18,0.045,0.0462,0.0057,0.6173,25,15,0.0062
AGOSTO,5,19,0.034,0.0469,0.0057,0.6131,40,12,0.0125
AGOSTO,5,20,0.0256,0.0451,0.0058,0.6258,40,10,0.018
AGOSTO,5,21,0.0261,0.0427,0.0058,0.5997,38,15,0.0096
AGOSTO,5,22,0.0275,0.0399,0.0058,0.5831,31,17,0.0068
AGOSTO,5,23,0.0361,0.0377,0.0058,0.5762,21,12,0.0039
AGOSTO,6,0,0.0364,0.0354,0.0057,0.5662,26,10,0.0036
