DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2021,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
JULIO,1,0,NA,NA,NA,NA,NA,NA,NA
JULIO,1,1,0.0168,0.0247,0.0052,NA,19,8,0.0071
JULIO,1,2,0.0144,0.0203,0.0052,NA,13,6,0.0081
JULIO,1,3,0.0114,0.0173,0.0050,NA,14,8,0.0085
JULIO,1,4,0.0113,0.0153,0.0050,NA,11,9,0.0084
JULIO,1,5,0.0149,0.0144,0.0049,NA,10,8,0.0067
JULIO,1,6,0.0126,0.0136,0.0049,NA,12,6,0.0094
JULIO,1,7,0.0054,0.0124,0.0048,NA,20,5,0.0141
JULIO,1,8,0.0051,0.0115,0.0048,NA,30,7,0.0138
JULIO,1,9,0.0139,0.0111,0.0048,NA,27,8,0.0104
JULIO,1,10,0.0216,0.0120,0.0047,NA,23,7,0.0086
JULIO,1,11,0.0278,0.0141,0.0044,NA,20,6,0.0083
JULIO,1,12,0.0332,0.0168,0.0042,NA,20,8,0.0082
JULIO,1,13,0.0381,0.0197,0.0042,NA,37,11,0.0088
JULIO,1,14,0.0422,0.0234,0.0041,NA,30,14,0.0083
JULIO,1,15,0.0474,0.0287,0.0039,NA,19,13,0.0085
JULIO,1,16,0.0404,0.0331,0.0035,NA,17,15,0.0092
JULIO,1,17,0.0329,0.0354,0.0035,NA,25,13,0.0107
JULIO,1,18,0.0282,0.0363,0.0035,NA,38,12,0.0121
JULIO,1,19,0.031,0.0367,0.0034,NA,34,12,0.0091
JULIO,1,20,0.0292,0.0362,0.0034,NA,30,11,0.0107
JULIO,1,21,0.0262,0.0347,0.0028,NA,26,11,0.0113
JULIO,1,22,0.0268,0.0327,0.0025,NA,23,13,0.0102
JULIO,1,23,0.0327,0.0309,0.0024,NA,16,13,0.0061
JULIO,2,0,0.0314,0.0298,0.0023,NA,15,12,0.0063
JULIO,2,1,0.0272,0.0291,0.0023,NA,12,10,0.0067
JULIO,2,2,0.0254,0.0287,0.0023,NA,10,9,0.007
JULIO,2,3,0.0241,0.0279,0.0023,NA,8,10,0.0064
JULIO,2,4,0.0213,0.0269,0.0023,NA,8,14,0.01
JULIO,2,5,0.012,0.0251,0.0022,NA,10,14,0.0161
JULIO,2,6,0.0093,0.0229,0.0022,NA,12,13,0.0156
JULIO,2,7,NA,0.0215,0.0022,NA,11,12,0.015
JULIO,2,8,0.0088,0.0183,0.0022,NA,14,10,0.0111
JULIO,2,9,0.0176,0.0169,0.0022,NA,20,9,0.0085
JULIO,2,10,0.0232,0.0166,0.0022,NA,34,9,0.0079
JULIO,2,11,0.028,0.0172,0.0022,NA,31,10,0.0083
JULIO,2,12,0.0304,0.0185,0.0022,NA,61,10,0.0088
JULIO,2,13,0.0336,0.0216,0.0022,NA,38,9,0.0086
JULIO,2,14,0.0391,0.0258,0.0023,NA,24,11,0.0072
JULIO,2,15,0.0384,0.0274,0.0024,NA,42,15,0.0084
JULIO,2,16,0.0384,0.0311,0.0027,NA,29,14,0.0073
JULIO,2,17,0.0323,0.0329,0.0027,NA,38,13,0.0083
JULIO,2,18,0.0329,0.0341,0.0027,NA,43,11,0.0093
JULIO,2,19,0.0288,0.0342,0.0027,NA,37,6,0.0126
JULIO,2,20,0.0256,0.0336,0.0027,NA,26,4,0.018
JULIO,2,21,0.0204,0.0320,0.0027,NA,22,7,0.0202
JULIO,2,22,0.0294,0.0308,0.0027,NA,21,10,0.0136
JULIO,2,23,0.0285,0.0295,0.0027,NA,22,13,0.0108
JULIO,3,0,0.0233,0.0277,0.0027,NA,22,21,0.0101
JULIO,3,1,NA,0.0270,0.0027,NA,13,17,0.0153
JULIO,3,2,NA,0.0260,0.0028,NA,19,16,0.0214
JULIO,3,3,NA,NA,0.0028,NA,25,18,0.0217
JULIO,3,4,NA,NA,0.0028,NA,26,23,0.0192
JULIO,3,5,NA,NA,0.0028,NA,24,21,0.0207
JULIO,3,6,NA,NA,0.0028,NA,25,19,0.0207
JULIO,3,7,NA,NA,0.0029,NA,36,23,0.0259
JULIO,3,8,0.0033,NA,0.0029,NA,39,30,0.0212
JULIO,3,9,0.0104,NA,0.0030,NA,40,33,0.0174
JULIO,3,10,0.0155,NA,0.0031,NA,25,29,0.01
JULIO,3,11,0.0211,NA,0.0031,NA,14,20,0.0075
JULIO,3,12,0.0237,NA,0.0031,NA,12,15,0.0069
JULIO,3,13,0.0265,0.0168,0.0031,NA,10,12,0.0074
JULIO,3,14,0.027,0.0182,0.0030,NA,11,10,0.0078
JULIO,3,15,0.0304,0.0197,0.0029,NA,44,9,0.0079
JULIO,3,16,0.0281,0.0228,0.0025,NA,85,10,0.0086
JULIO,3,17,0.0253,0.0247,0.0024,NA,53,12,0.007
