DATOS HORARIOS 2018_DIF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR,PM2.5
MAY,4,10,4.82,3.75,0.41,9.61,40.08,30.53,1.91,113.1,22.43,55.99,624.52,30.53
MAY,4,11,10.12,10.61,0.37,8.25,34.92,19.3,2.03,130.96,20.74,49.69,624.25,19.3
MAY,4,12,16.76,15.69,0.45,6.42,39.44,26.52,2.02,140.79,25.32,44.24,623.77,26.52
MAY,4,13,25,14.69,0.61,6.35,51.13,34.94,2.25,122.23,27.19,39.02,623.18,34.94
MAY,4,14,27.7,8.41,0.53,4.09,61.85,42.72,2.24,238.22,29.33,32.03,622.47,42.72
MAY,4,15,25.87,3.76,0.38,2.06,42.59,35.59,2.12,254.4,30.67,27.95,621.58,35.59
MAY,4,16,23.16,2.75,0.27,1.4,37.79,36.26,2.47,265.82,29.14,25.07,620.66,36.26
MAY,4,17,18.89,2.26,0.19,1.22,31.92,NA,3.64,14.41,27.49,27.85,620.49,NA
MAY,4,18,16.29,2.33,0.14,2.37,41.97,17.21,4.03,115.48,28.19,31.99,620.48,17.21
MAY,4,19,12.3,2.25,0.12,2.19,42.15,7.48,2.48,284.69,27.45,33.02,620.87,7.48
MAY,4,20,8.81,2.32,0.15,2.83,45.83,8.97,4.31,30.01,23.23,38.77,621.52,8.97
MAY,4,21,10.47,2.79,0.13,1.88,29.97,7.06,2.81,91.28,24.55,41.56,622.26,7.06
MAY,4,22,8.45,2.61,0.13,4.27,40.94,15.25,4.13,94.26,23.43,48.62,623.05,15.25
MAY,4,23,11.4,2.5,0.09,2.39,40.17,11.22,4.57,120.44,21.15,61.19,623.8,11.22
MAY,5,0,12.46,2.33,0.03,0.4,20.49,NA,3.8,100.68,17.45,63.09,624.04,NA
MAY,5,1,10.13,2.49,0.01,0.94,24.82,12.5,2.85,85.31,19.52,66.52,623.69,12.5
MAY,5,2,9.36,2.53,0.01,0.83,23.84,15.71,2.11,90.99,17.38,67.34,623.71,15.71
MAY,5,3,8.09,2.95,0.01,0.93,19.4,15.6,2.55,237.82,19.11,70.4,624.02,15.6
MAY,5,4,7.59,2.51,0.03,0.97,29.74,17.22,2.38,245,16.86,88.07,623.89,17.22
MAY,5,5,7.3,2.37,0.06,1.93,9.97,3.53,1.4,18.31,16.39,89.84,623.75,3.53
MAY,5,6,5.2,3,0.07,4.36,12.48,6,1.39,15.82,16.63,90.06,623.85,6
MAY,5,7,2.33,2.64,0.15,7.06,16.13,NA,0.95,283.87,16.71,90.32,624.24,NA
MAY,5,8,0.8,2.64,0.32,9.44,25.26,18.18,1.97,99.95,15.29,87.99,624.58,18.18
MAY,5,9,0.8,5.22,0.44,9.22,19.9,NA,3.63,61.53,18.11,77.48,624.8,NA
MAY,5,10,2.87,4.46,0.41,7.95,18.96,9.93,5.06,73.84,20.86,65.42,624.76,9.93
MAY,5,11,5.96,2.62,0.31,6.19,15.86,6.88,5.08,76.79,22.23,57.67,624.6,6.88
MAY,5,12,8.18,2.4,0.3,5.77,26.02,6.45,4.37,92.53,23.21,55.05,624.09,6.45
MAY,5,13,8.65,2.33,0.35,6,18.49,2.39,4.14,104.07,24.51,48.79,623.64,2.39
MAY,5,14,8.64,2.21,0.35,5.86,23.3,NA,4.33,89.44,25.37,46.21,623.09,NA
MAY,5,15,9.26,2.2,0.31,5.16,25.92,NA,4.57,83.15,24.66,41.96,622.51,NA
MAY,5,16,9.21,2.2,0.29,4.8,20.57,6.47,4.65,94.04,25.12,39.65,621.93,6.47
MAY,5,17,6.63,3.53,0.3,3.74,24.27,8.17,5.26,56.38,26.7,41.23,621.45,8.17
MAY,5,18,4.77,7.54,0.56,3.78,27.67,10.19,5.65,56.14,25.7,44.37,621.56,10.19
MAY,5,19,2.53,9.63,0.71,4.49,42.68,19.19,6.13,51.34,22.98,52.08,622.38,19.19
MAY,5,20,1.73,11.92,0.5,4.57,43.76,31.98,6.34,60.32,21.06,57.5,622.73,31.98
MAY,5,21,0.9,17.04,0.29,5.7,36.46,33.63,5.11,63.24,20.17,58.26,623.58,33.63
MAY,5,22,0.84,8.86,0.28,5.28,27.58,NA,4.32,59.96,19.46,60.24,624.69,NA
MAY,5,23,0.95,10.07,0.3,5.47,24.63,14.59,4.63,65.24,18.2,60.99,624.97,14.59
MAY,6,0,2.52,3.42,0.14,2.93,13.61,NA,4.52,77.95,16.48,62.13,625.1,NA
MAY,6,1,4.16,6.54,0.12,2.2,20.13,7.96,3.74,102.11,17.36,61.81,625.38,7.96
MAY,6,2,4.93,3.18,0.07,1.32,14.59,NA,4.44,55.75,17.84,62.55,625.43,NA
MAY,6,3,5.33,2.9,0.04,0.69,9.29,NA,3.37,40.95,18.2,62.1,625.28,NA
MAY,6,4,5.65,2.97,0.05,0.51,16.68,NA,3.41,41.47,17.81,64.14,625.33,NA
MAY,6,5,5.58,2.8,0.04,0.4,13.25,NA,2.19,80.58,17.6,66.23,625.39,NA
MAY,6,6,5,3.26,0.08,0.42,13.02,NA,2.15,60.73,17.06,66.68,625.49,NA
MAY,6,7,2.8,2.95,0.12,2.6,20.19,17.56,2.26,93.84,16.09,68.29,625.73,17.56
MAY,6,8,2.78,2.76,0.19,4.28,26.86,22.92,2.96,88.14,17.5,70.15,626,22.92
MAY,6,9,4.63,2.68,0.25,4.26,20.71,9.82,4.31,81.28,18.86,64.64,626.19,9.82
MAY,6,10,6.37,2.58,0.26,3.8,17.32,4.49,4.56,79.08,20.44,58.02,626.21,4.49
MAY,6,11,8.08,2.48,0.28,3.82,26.66,6.27,4.39,83.9,21.91,49.57,626.03,6.27
MAY,6,12,10.71,2.48,0.31,4.28,29.55,17.75,4.7,88.96,23.12,39.48,625.6,17.75
MAY,6,13,13.04,2.45,0.28,3.89,21.92,4.43,4.35,98.88,22.78,34.48,624.94,4.43
MAY,6,14,13.78,2.38,0.27,3.64,17.52,4.59,3.78,91.59,23.32,29.84,624.3,4.59
MAY,6,15,14.02,2.2,0.27,3.4,24.82,7.37,3.95,97.52,27.2,28.61,623.65,7.37
MAY,6,16,11.79,3.47,0.21,1.13,22.5,6.77,4.36,52.1,26.86,30.85,623.14,6.77
MAY,6,17,10.37,3.6,0.23,0.42,16.2,4.54,4.99,45.36,26.76,32.19,622.93,4.54
MAY,6,18,9.2,3.84,0.39,0.4,20.55,6.97,5.77,40.48,23.59,33.68,622.77,6.97
MAY,6,19,7.68,4.32,0.31,0.6,28.64,8.5,6.4,38.65,21.53,37.16,623.13,8.5
MAY,6,20,5.12,8.84,0.7,3.38,38.04,7.03,6.31,41.04,22.25,44.17,623.98,7.03
MAY,6,21,3.67,11.94,0.84,5.81,38.23,20.38,6.33,41.01,20.91,48.81,624.73,20.38
MAY,6,22,3.96,18.02,0.8,5.49,44.85,30.45,5.35,56.37,20.26,48.73,625.26,30.45
MAY,6,23,3.93,7.48,0.35,3.54,23.96,NA,5.16,62.06,18.62,51.98,625.6,NA
MAY,7,0,4.66,8.47,0.16,2.74,13.98,NA,3.51,69.83,17.51,53.43,625.9,NA
MAY,7,1,4.48,4,0.09,1.65,13.12,NA,2.88,87.54,18.25,58.69,625.8,NA
MAY,7,2,4.02,3.11,0.05,1.17,12.36,NA,3.55,87.44,17.29,64.72,625.41,NA
MAY,7,3,3.79,2.96,0.03,0.4,9.98,2.4,4.01,70.34,15.38,67.35,625.12,2.4
MAY,7,4,3.37,2.81,0.02,0.85,13.51,1.25,3.25,78.39,15.95,68.6,625.25,1.25
MAY,7,5,3.09,3.39,0.01,0.87,11.47,6.47,3.95,74.13,16.11,70.39,625.28,6.47
MAY,7,6,2.22,14.97,0.01,3.59,24.47,8.35,3.47,60.53,16.73,67.09,625.77,8.35
MAY,7,7,0.8,10.54,0.03,6.57,38.92,17.75,2.93,80.58,16.9,64.62,625.84,17.75
MAY,7,8,0.8,3.73,0.13,5.85,46.54,23.72,4.22,70.31,16.81,60.12,626.28,23.72
MAY,7,9,4.34,2.9,0.04,4.79,32.31,17.53,4.81,71.95,19.42,54.93,626.54,17.53
MAY,7,10,11.93,2.28,0.01,3.88,26.82,9.3,5.23,76.14,20.85,49.17,626.57,9.3
MAY,7,11,13.36,2.39,0.01,4.51,24.1,8.17,4.73,75.74,20.9,43.54,626.39,8.17
MAY,7,12,13.51,2.2,0.01,3.77,19.5,8.52,4.77,84.84,22.93,38.5,625.93,8.52
MAY,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,7,19,8.93,7.02,NA,7.21,262.71,27.05,4.64,58.57,19.96,33.52,623.3,27.05
MAY,7,20,5.13,10.03,NA,5.3,65.86,28.43,5.14,58.01,23.01,35.75,623.51,28.43
MAY,7,21,5.52,15.94,NA,5.36,61.67,10.26,5.02,60.58,23.23,36.66,623.9,10.26
MAY,7,22,5.44,11.08,NA,4.81,38.11,19.51,5.4,63.65,21.71,40.06,624.52,19.51
MAY,7,23,5.81,9.49,NA,3.5,22.76,1.95,4.77,71.96,20.6,45.99,625.1,1.95
MAY,8,0,6.18,14.55,NA,1.85,22.7,6.41,4.42,67.47,17.79,53.55,625.37,6.41
MAY,8,1,7.09,9.02,NA,0.83,32.46,6.93,3.48,201.11,16.63,72.16,625.96,6.93
MAY,8,2,7.63,6.82,NA,0.4,21.58,9.04,3.02,291.04,14.18,85.71,625.98,9.04
MAY,8,3,6.25,6.65,NA,1.97,15.19,13.06,2.61,288.73,13.63,89.18,625.97,13.06
MAY,8,4,7.3,6.58,NA,0.44,14.25,12.93,2.78,272.29,13.2,91,626.01,12.93
MAY,8,5,6.97,6.6,NA,0.4,10.51,NA,2.46,254.09,12.14,91.54,626.1,NA
MAY,8,6,5.86,6.43,NA,0.4,11.32,7.33,1.73,244.67,11.74,92.08,626.02,7.33
MAY,8,7,5.04,6.41,NA,1.92,9.47,6.05,1.27,265.49,12.53,90.02,626.18,6.05
MAY,8,8,1.41,6.61,NA,6.76,13.26,8.65,1.14,166.89,13.02,87.87,626.24,8.65
MAY,8,9,1.8,13.89,NA,6.81,15.88,NA,1.19,135.19,14.16,84.63,626.35,NA
MAY,8,10,2.39,13.26,NA,8.61,37.67,27.2,1.52,310.02,15.27,81.4,626.49,27.2
MAY,8,11,5.79,16.79,NA,28.34,38.3,33.23,1.35,199.12,16.59,74.91,626.42,33.23
MAY,8,12,NA,7.67,NA,0.4,70.64,43.53,2.11,175.61,18.05,72.2,626.13,43.53
MAY,8,13,NA,NA,NA,NA,66.53,NA,2.47,170.2,20.96,61.74,625.44,NA
MAY,8,14,NA,NA,NA,NA,32.15,NA,2.41,167.33,22.17,54.36,624.82,NA
MAY,8,15,NA,NA,NA,22.19,27.68,NA,2.53,155.53,23.38,48.4,624.09,NA
MAY,8,16,12.94,NA,NA,NA,17.19,NA,2.38,179.45,24.36,40.59,623.3,NA
MAY,8,17,30.78,NA,0.01,5.65,NA,NA,2.66,179.3,24.25,34.81,622.73,NA
MAY,8,18,26.37,NA,0.01,9.81,NA,NA,2.52,142.94,24.3,29.5,622.55,NA
MAY,8,19,14.27,2.2,0.01,8.57,19.2,NA,2.4,169.47,24.01,34.92,622.64,NA
MAY,8,20,7.47,2.34,0.09,7.97,88.07,10.13,2.72,162.79,22.6,39.22,623.05,10.13
MAY,8,21,5.97,2.5,0.26,9,50.88,8.2,1.98,141.49,21.89,41.89,623.45,8.2
MAY,8,22,3.06,2.75,0.31,12.72,64.04,8.56,2.13,93.74,20.48,50.57,624.05,8.56
MAY,8,23,2.78,2.73,0.25,13,63.98,10.67,2.54,86.22,19.55,46.27,624.43,10.67
MAY,9,0,3.79,8.71,0.16,11.05,49.49,18.94,2.27,109.68,18.59,41.34,624.53,18.94
MAY,9,1,0.8,3.51,0.07,12.58,37.12,14.02,2.73,98.54,17.4,44.23,624.27,14.02
MAY,9,2,NA,2.88,0.05,13.11,45.83,19.81,2.88,95.98,14.18,48.14,624.02,19.81
MAY,9,3,NA,4.31,0.02,12.27,37.78,15.72,2.56,99.02,14.43,50.84,623.87,15.72
MAY,9,4,NA,4.58,0.01,11.45,46.02,18.87,2.25,98.7,14.71,50.82,623.77,18.87
MAY,9,5,NA,3.95,0.01,10.03,42.44,21.29,2.11,93.91,15,54.2,623.73,21.29
MAY,9,6,NA,3.53,0.01,9.59,50.34,16.27,2.17,103.44,15.12,58.1,623.73,16.27
MAY,9,7,NA,4.13,0.23,9.42,82.55,14.39,1.78,108.59,15.14,58.23,623.96,14.39
MAY,9,8,NA,3.77,0.32,8.67,98.77,29.77,2.11,93.1,16.23,54.39,624.29,29.77
MAY,9,9,0.8,6.3,0.35,15.27,86.41,29.27,2.93,99.52,18.23,49.24,624.35,29.27
MAY,9,10,0.8,5.88,0.26,15.64,83.34,55.06,2.34,128.46,20.55,47.8,624.42,55.06
MAY,9,11,12.31,4.22,0.14,8.23,32.7,NA,1.68,245.24,23.09,45.5,624.15,NA
MAY,9,12,17.93,3.01,0.09,5.87,33.36,25.02,1.95,211.25,24.94,39.82,623.74,25.02
MAY,9,13,20.27,2.21,0.03,1.53,37.72,20.98,2.76,232.35,21.63,37.35,622.99,20.98
MAY,9,14,NA,2.27,0.01,0.4,20.86,NA,2.42,230.68,22.96,32.49,622.06,NA
MAY,9,15,22.37,2.2,0.02,1.36,26.57,NA,4.23,229.67,22.04,38.44,621.59,NA
MAY,9,16,15.18,2.21,0.01,2.65,83.7,17.2,3.62,273.76,NA,59.03,621.61,17.2
MAY,9,17,11.75,3.91,0.03,5.38,28.82,8.91,3.52,260.96,NA,51.29,621.92,8.91
MAY,9,18,14.83,2.28,0.01,3.12,9.89,NA,4.81,219.7,NA,45.21,621.53,NA
MAY,9,19,12.73,2.2,0.03,5.11,8.07,NA,2.82,281.56,NA,50.61,621.72,NA
MAY,9,20,10.92,2.52,0.13,8.01,24.32,9.95,2.89,280.55,NA,54.17,621.9,9.95
MAY,9,21,7.29,3.05,0.2,9.68,31.89,22.64,2.45,162.78,NA,56.68,622.19,22.64
MAY,9,22,4.78,2.6,0.2,9.66,39.57,19.8,1.58,285.46,NA,65.17,622.9,19.8
MAY,9,23,2.84,2.56,0.24,9.77,39.53,15.45,1.02,230.74,NA,69.11,623.75,15.45
MAY,10,0,7.54,7.12,0.34,6.61,35.3,15.84,3.06,57.27,NA,56.86,623.83,15.84
MAY,10,1,10.99,4.2,0.2,4.32,35.95,21.33,1.95,109.36,NA,56.66,623.74,21.33
MAY,10,2,6.85,2.84,0.25,5.42,30.51,17.52,2.29,177.49,NA,64.41,623.5,17.52
MAY,10,3,3.38,2.9,0.22,6.84,31.42,19.05,1.26,306.43,NA,70.54,623.12,19.05
MAY,10,4,2.52,3.3,0.2,7.31,32.47,18.39,1.23,62.12,NA,71.73,622.97,18.39
MAY,10,5,1.95,2.94,0.2,8.49,36.99,24.8,2.01,118.31,NA,70.33,623.2,24.8
MAY,10,6,2.14,3.2,0.24,8.81,43.69,23.39,2,109.18,NA,71.58,623.51,23.39
MAY,10,7,0.8,3.13,0.38,9.96,57.85,28.18,1.29,66.24,NA,74.67,623.79,28.18
MAY,10,8,0.96,3.29,0.53,9.04,70.84,29.34,1.98,86.99,NA,70.08,624.08,29.34
MAY,10,9,6.8,2.99,0.52,9.74,65.71,39.26,2.55,85.38,NA,62.09,624.33,39.26
MAY,10,10,22.15,4.26,0.45,13.47,47,39.35,2.12,97.33,12.82,54.86,624.34,39.35
MAY,10,11,19.79,3.63,0.46,6.62,50.1,38.34,1.92,173.02,22.97,46.59,624.09,38.34
MAY,10,12,20.29,2.98,0.4,3.3,41.69,21.14,1.93,187.9,23.65,37.03,623.76,21.14
MAY,10,13,22.04,2.64,0.34,1.99,29.2,NA,2.71,250.77,21.72,32.87,623.22,NA
MAY,10,14,21.5,2.64,0.3,1.83,22.67,15.04,2.62,222.58,24.23,29.11,622.51,15.04
MAY,10,15,22.71,2.94,0.27,1.28,20.76,12.86,2.38,222.61,26.08,26.11,621.67,12.86
MAY,10,16,26.64,4.2,0.23,0.81,28.1,17.13,2.78,290.96,28.44,24.46,620.94,17.13
MAY,10,17,26.35,3.43,0.2,0.59,26.88,26.7,3.68,244.24,28.47,22.67,620.58,26.7
MAY,10,18,23.71,2.2,0.14,0.4,27.54,19.23,4.14,296.55,26.97,21.11,620.63,19.23
MAY,10,19,21.3,NA,0.14,1.42,26.09,9.59,2.98,290.66,26.14,22.19,620.92,9.59
MAY,10,20,17.84,2.21,0.17,1.93,32.08,9.54,3.53,143.4,23.23,25.76,621.79,9.54
MAY,10,21,16.31,2.57,0.21,2.33,26.99,9.11,2.08,174.45,20.67,30.88,622.8,9.11
MAY,10,22,13.43,2.54,0.23,2.92,41.21,10.37,2.99,245.44,18.45,44.27,623.34,10.37
MAY,10,23,12.55,2.26,0.2,3.33,29.35,22.85,2.01,197.32,18.98,44.24,623.78,22.85
MAY,11,0,12.77,2.36,0.04,2.81,35.64,9.98,1.29,231.64,18.99,49.2,624.13,9.98
MAY,11,1,11.41,2.3,0.03,3.81,31.48,12.28,1.57,238.52,18.27,52.53,624.27,12.28
MAY,11,2,12.46,2.38,0.03,2.85,19.03,15.36,2.01,237.46,17.66,55.44,623.97,15.36
MAY,11,3,9.26,2.42,0.02,4.78,20.79,10.13,2.43,261.23,16.44,61.26,623.66,10.13
MAY,11,4,9.87,2.43,0.01,4.03,19.4,10.78,1.62,260.65,15.89,64.16,623.63,10.78
MAY,11,5,9.65,2.31,0.01,4.27,22.05,10.3,0.89,314.81,13.24,65.96,623.65,10.3
MAY,11,6,2.75,2.36,0.06,10.04,33.24,16.95,0.87,279.62,13.65,69.65,623.89,16.95
MAY,11,7,1.81,2.58,0.25,11.16,62.36,27.36,0.66,291.39,14.42,69.07,624.33,27.36
MAY,11,8,2.65,2.84,0.54,12.26,130.44,27.67,1.21,288.41,17.57,59.53,624.71,27.67
MAY,11,9,9.07,2.71,0.34,9.26,74.48,45.15,1.83,278.39,19.13,52.78,624.97,45.15
