DATOS HORARIOS 2018_DIF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR,PM2.5
JUL,1,20,24.22,4.18,0.12,1.91,NA,22.34,4.45,154.01,24.16,50.05,622.76,22.34
JUL,1,21,30.46,3.47,0.08,0.97,NA,17.3,4.48,198.8,20.05,68.02,623.77,17.3
JUL,1,22,31.71,3.09,0.03,1.02,38.15,20.12,2.45,212.73,19.29,67.21,624.36,20.12
JUL,1,23,28.87,2.68,0.01,0.4,23.13,20.36,1.81,260.36,17.33,72.23,624.78,20.36
JUL,2,0,28.22,2.78,0.03,0.4,24.39,NA,1.86,70.12,19.32,67.4,624.81,NA
JUL,2,1,19.98,2.96,0.01,1.58,24.23,18.61,2.73,186.45,18.13,77.01,625.04,18.61
JUL,2,2,20.4,3.92,0.04,2.88,31.1,19.1,1.74,76.02,18.22,74.53,624.88,19.1
JUL,2,3,17.02,3.8,0.06,4.78,29.11,15.62,1.44,92.61,18.17,74.53,624.62,15.62
JUL,2,4,10.91,3.38,0.05,7.68,32.17,18.8,1.24,116.09,17.81,76.05,624.59,18.8
JUL,2,5,1.61,3.57,0.1,8.59,49.15,22.43,1.64,108.82,17.48,79.62,624.69,22.43
JUL,2,6,1.57,3.18,0.26,5.1,66.78,26.4,1.71,89.1,16.73,82.05,624.94,26.4
JUL,2,7,0.8,4.26,0.44,6.77,106.79,23.53,1.54,45.56,17.03,79.82,625.19,23.53
JUL,2,8,2.74,5.6,0.45,5.24,104.21,NA,2.16,50,18.67,68.2,625.46,NA
JUL,2,9,8.94,25.63,0.34,5.42,92.11,33.36,2.03,97.1,19.96,64.32,625.6,33.36
JUL,2,10,18.8,6.46,0.22,2.09,91.69,36.97,3.75,92.84,21.38,59.04,625.43,36.97
JUL,2,11,25.66,3.66,0.32,2.79,77.47,27.41,3.37,87.36,22.3,57.73,625.15,27.41
JUL,2,12,28.5,4.22,0.3,3.55,80.21,NA,3.48,93.97,23.89,52.3,624.72,NA
JUL,2,13,27.26,2.9,0.32,2.79,94.61,NA,3.53,96.65,25.32,47.2,624.32,NA
JUL,2,14,28.19,4.55,0.24,1.73,79.42,NA,3.05,101.8,26.42,41,623.75,NA
JUL,2,15,34.54,5.1,0.25,3.02,64.24,24.85,3.35,95.77,NA,37.01,623.1,24.85
JUL,2,16,38.86,8.69,0.1,5.37,51.32,NA,3.28,106.03,NA,32.9,622.52,NA
JUL,2,17,38.49,10.06,0.1,4.62,53.94,NA,3.13,102.92,27.31,30.74,622.08,NA
JUL,2,18,34.21,5.72,0.11,1.99,83.7,32.43,3.95,55.52,26.84,32.88,621.85,32.43
JUL,2,19,29.13,2.22,0.16,2.53,87.16,17.38,4.17,58.26,25.64,35.37,621.89,17.38
JUL,2,20,22.38,2.24,0.27,4.94,71.47,12.33,2.81,47.08,24.35,39.37,622.42,12.33
JUL,2,21,16.3,4.02,0.39,7.88,64.24,10.04,1.7,138.12,23.21,46.13,623.07,10.04
JUL,2,22,16.22,3.34,0.24,6.43,67.07,23.27,2.38,152.28,21.75,55.28,623.62,23.27
JUL,2,23,20.94,2.42,0.09,3.16,51.91,18.62,2.74,146.32,20.21,58.26,624.2,18.62
JUL,3,0,23.68,2.2,0.05,1.28,36.84,15.05,1.94,134.16,19.31,63.01,624.79,15.05
JUL,3,1,14.02,3.17,0.03,3.5,30.29,17.2,3.29,101.16,19.3,59.14,624.89,17.2
JUL,3,2,12.6,3.92,0.03,3.33,36.45,16.48,3.56,115.99,18.95,57.2,624.81,16.48
JUL,3,3,11.92,3.9,0.01,2.89,40.47,16.22,2.49,102.77,18.27,61.23,624.61,16.22
JUL,3,4,11.27,2.85,0.01,3.27,38.52,13.04,2.13,128.01,17.85,63.06,624.53,13.04
JUL,3,5,6.83,3.94,0.01,4.48,48.54,19.21,1.64,136.77,17.48,65.77,624.7,19.21
JUL,3,6,3.86,4.64,0.11,5.78,52.64,20.41,1.89,114.6,16.94,70.96,624.86,20.41
JUL,3,7,0.8,4.3,0.44,9.12,94.81,24.72,2.29,97.43,16.85,73.02,625.27,24.72
JUL,3,8,2.26,5.7,0.39,7.69,103.72,27.36,2.6,88.98,16.57,73.59,625.53,27.36
JUL,3,9,9.48,5.07,0.34,5.33,85.56,19.16,2.57,88.18,18.3,66.48,625.49,19.16
JUL,3,10,16.87,3.36,0.22,4.45,77.75,23.1,3.51,101.23,19.26,61.35,625.64,23.1
JUL,3,11,19.85,3.23,0.25,4.59,78.42,23.22,2.35,123.76,20.24,59.26,625.59,23.22
JUL,3,12,26.24,2.83,0.21,3.61,64.31,25.01,1.85,122.65,22.15,49.81,625.29,25.01
JUL,3,13,32.66,2.32,0.09,1.8,51.46,21.8,1.93,168.39,24.32,41.39,624.77,21.8
JUL,3,14,35.82,3.29,0.01,0.4,42.37,24.17,2.25,241.19,25.11,38.68,624.12,24.17
JUL,3,15,41.81,11.62,0.01,0.4,42.15,22.57,2.38,274.4,26.49,33.8,623.4,22.57
JUL,3,16,46.15,25.33,0.1,0.4,48.63,22.27,2.04,247.41,27.13,31.48,622.72,22.27
JUL,3,17,44.34,15.47,0.03,0.4,50.39,27.7,1.74,217.34,27.75,27.47,622.23,27.7
JUL,3,18,33.57,11.07,0.14,5.04,80.04,24.05,4.94,149.75,24.37,40.23,622.4,24.05
JUL,3,19,30.55,3.89,0.2,6.36,125.85,21.14,5.45,117.29,20.66,54.93,623.29,21.14
JUL,3,20,26.63,3.59,0.18,7.12,67.71,24.29,6.31,92.72,17.24,77,624.45,24.29
JUL,3,21,24.68,2.69,0.14,5.56,22.51,13.88,3.35,149.34,15.87,83.55,624.58,13.88
JUL,3,22,23.11,2.2,0.09,4.5,10.17,NA,1.88,98.15,16.11,81.02,624.83,NA
JUL,3,23,22.41,2.27,0.05,4.83,17.02,8.25,1.52,69.85,16.3,79.68,625.2,8.25
JUL,4,0,17.28,7.67,0.07,6.54,17.98,10.18,1,283.84,16.39,79.28,625.36,10.18
JUL,4,1,14.58,9.31,0.12,7.73,27.98,18.25,1.33,129.01,16.58,78.71,625.21,18.25
JUL,4,2,16.13,3.78,0.11,7.51,17.39,NA,1.8,98.94,16.53,77.93,625.02,NA
JUL,4,3,7.25,3.05,0.13,12.24,27.62,15.21,2.14,117.22,16.05,80.69,624.8,15.21
JUL,4,4,5.81,2.71,0.15,10.4,29.16,18.27,1.77,91.77,15.36,85.25,624.83,18.27
JUL,4,5,2.6,2.44,0.2,12.38,28.26,22.89,1.78,88.18,14.86,88.28,624.79,22.89
JUL,4,6,1.36,2.2,0.34,13.3,30.4,19.89,1.7,102.25,14.51,89.32,624.85,19.89
JUL,4,7,0.8,2.43,0.47,14.07,36.39,19.77,1.13,108.37,14.57,87.42,625.13,19.77
JUL,4,8,0.8,7.07,0.62,13.73,47.97,21.7,1.68,300.28,15.94,79.97,625.61,21.7
JUL,4,9,7.19,36.19,0.8,18.07,52.4,27.4,1.21,280.97,17.94,70.62,625.76,27.4
JUL,4,10,18.81,66.08,0.71,20.15,68.08,45.02,1.52,126.33,19.97,61.45,625.66,45.02
JUL,4,11,25.55,16.24,0.3,7.93,49.29,NA,2.62,103.48,21.16,54.07,625.58,NA
JUL,4,12,26.91,33.17,0.21,6.98,45.5,21.77,2.15,96.74,22.71,50.46,625.25,21.77
JUL,4,13,28.54,59.92,0.21,9.01,52.92,27.68,2.06,88.69,24.48,42.03,624.81,27.68
JUL,4,14,29.51,22.18,0.17,4.68,48.17,33.92,2.11,117.91,25.35,36.55,624.26,33.92
JUL,4,15,28.57,8.11,0.15,3.2,35.67,23.21,2.33,106.82,26.52,30.74,623.67,23.21
JUL,4,16,32.57,6.16,0.18,0.4,30.29,10.65,2.69,301.08,27.43,29.63,623.02,10.65
JUL,4,17,31.82,6.19,0.11,0.4,83.08,11.5,3.09,71.95,27.98,25.75,622.55,11.5
JUL,4,18,32.01,17.42,0.37,1.01,36.41,13.77,4.29,58.88,28.08,23.89,622.23,13.77
JUL,4,19,28.31,18.28,0.32,2.35,42.19,16.62,4.31,43.29,27.08,23.56,622.31,16.62
JUL,4,20,20.66,23.11,0.31,5.42,48.83,14.94,3.88,59.48,25.43,25.01,622.6,14.94
JUL,4,21,15.64,34.29,0.22,7.82,47.49,11.35,3.13,70.47,23.82,28.48,623.22,11.35
JUL,4,22,12.89,25.61,0.15,6.12,51.04,22.83,3.62,74.69,21.86,37.56,623.86,22.83
JUL,4,23,14.51,3.05,0.07,2.54,44.67,19.04,4.24,85.24,20.32,48.33,624.37,19.04
JUL,5,0,12.29,21.48,0.03,3.16,38.86,21.19,4.23,84.95,19.22,54.25,624.77,21.19
JUL,5,1,11.58,14.26,0.01,1.84,34.92,26.16,3.39,89.35,18.04,60.29,624.75,26.16
JUL,5,2,11.98,5.42,0.01,0.4,32.95,17.56,3.11,90.83,17.15,65.21,624.54,17.56
JUL,5,3,10.55,4.95,0.02,0.8,36.73,22.72,2.98,85.52,16.41,69.25,624.38,22.72
JUL,5,4,7.74,21.56,0.03,4.06,42.4,21.89,2.81,85.62,16.62,68.51,624.69,21.89
JUL,5,5,11.23,9.18,0.12,0.69,40.58,28.69,2.01,40.38,16.55,68.15,625.01,28.69
JUL,5,6,8.49,5.41,0.23,2.65,34.39,18.19,2,58.85,16.38,69.06,625.15,18.19
JUL,5,7,0.8,12.41,0.49,8.89,67.74,22.48,2.62,78.91,16.1,72,625.1,22.48
JUL,5,8,0.8,41.12,0.44,7.81,100.19,28.73,3.27,84.48,17.51,68.02,625.44,28.73
JUL,5,9,5.9,6.82,0.32,3.72,90.4,43.15,5.31,82.32,19.01,59.23,625.65,43.15
JUL,5,10,8.82,3.96,0.26,3.12,81.25,22.4,5.02,86.83,20.15,54.82,625.64,22.4
JUL,5,11,12.5,2.67,0.22,2.37,64.88,22.63,4.92,85.24,21.67,45.58,625.46,22.63
JUL,5,12,14.14,2.24,0.31,3.33,73.63,23.51,5.02,92.79,23.16,36.27,625.22,23.51
JUL,5,13,16.06,2.2,0.25,3.34,NA,22.38,4.76,88.87,24.47,32.67,624.86,22.38
JUL,5,14,17.73,6.28,0.25,3.47,NA,23.83,4.25,88.08,25.72,30.77,624.41,23.83
JUL,5,15,17,5.27,0.22,3.08,70.73,30.48,4.67,89.02,26.46,26.32,623.95,30.48
JUL,5,16,17.24,2.54,0.2,1.63,63.35,17.62,4.41,89.18,27,24.95,623.5,17.62
JUL,5,17,12.18,24.97,0.35,3.84,71.37,17.78,4.64,70.35,26.49,29.38,623.23,17.78
JUL,5,18,9.9,11.55,0.35,2.2,81.46,26.26,4.96,45.96,25.9,31.32,623.2,26.26
JUL,5,19,7.23,50.4,0.82,3.68,79.76,19.85,5.35,56.27,25.19,32.53,623.47,19.85
JUL,5,20,4.13,65.34,1.17,4.02,81.68,27.21,5.39,48.2,23.29,40.47,624.04,27.21
JUL,5,21,3.92,41.18,1.4,1.97,83.57,30.79,6.42,41.92,20.99,49.45,624.46,30.79
JUL,5,22,7.07,25.57,1.33,0.4,60.74,25.68,5.54,41.71,19.69,55.38,624.81,25.68
JUL,5,23,8.85,45.98,0.63,2.36,46.42,24.8,3.63,76.3,19.05,53.51,625.58,24.8
JUL,6,0,10.84,11.68,0.04,1.54,36.97,22.19,3.7,99.59,17.88,55.82,626.17,22.19
JUL,6,1,14.49,18.61,0.03,1.76,18.7,NA,4.21,79.03,17.09,58.95,626.52,NA
JUL,6,2,8.9,22.92,0.02,0.55,31.47,20.9,2.86,64.16,17.1,58.42,626.66,20.9
JUL,6,3,8.05,30.77,0.02,1.3,28.25,18.19,3.92,62.27,16.78,59.65,626.52,18.19
JUL,6,4,7.31,19.21,0.01,0.4,28.95,21.72,4.42,65.69,16.86,59.34,626.41,21.72
JUL,6,5,4.42,21.61,0.02,0.98,26.05,15.51,4.31,70.78,16.22,64.52,626.35,15.51
JUL,6,6,2.66,12.85,0.14,1.9,33.55,22.66,4.1,77.35,15.59,69,626.39,22.66
JUL,6,7,8.81,3.92,0.27,3.27,42.5,12.42,3.92,85.89,15.04,72.25,626.75,12.42
JUL,6,8,3.25,11.96,0.26,3.42,54.42,13.65,4.8,83.48,16.4,64.67,627.08,13.65
JUL,6,9,8.63,22.1,0.26,2.67,61.72,19.31,5.43,71.27,18.24,53.12,627.13,19.31
JUL,6,10,11.15,19.39,0.18,2.17,62.75,25.08,6.26,64.51,19.29,47.63,627.14,25.08
JUL,6,11,13.32,9.08,0.16,1.25,51.49,15.23,5.25,65.61,20.51,44.12,627.05,15.23
JUL,6,12,15.81,9.77,0.24,1.5,45.28,14.93,4.46,69.73,22,41.15,626.53,14.93
JUL,6,13,19.01,3.34,0.24,1.86,58,13.77,4.42,97.05,23.17,39.61,625.84,13.77
JUL,6,14,20.67,2.27,0.29,2.21,68.91,13.15,5.54,90.2,23.8,39.08,625.4,13.15
JUL,6,15,18.13,6.72,0.27,2.42,68.41,14.57,4.82,70.5,23.82,39.41,625.14,14.57
JUL,6,16,18.73,10.82,0.24,1.73,53.85,22,4.67,73.55,25.17,36.15,624.25,22
JUL,6,17,16.68,17.04,0.21,1.63,54.53,16.3,4.9,69.66,25.11,35.92,623.78,16.3
JUL,6,18,12.69,20.83,0.32,1.44,61.26,17.34,5.12,58.96,24.47,37.61,623.57,17.34
JUL,6,19,8.83,20.08,0.36,0.4,45.97,11.96,5.27,43.99,23.6,40.66,623.71,11.96
JUL,6,20,4.03,48.89,0.51,2.07,53.88,14.39,4.41,53.1,22.13,44.81,624.44,14.39
JUL,6,21,4.85,67.22,0.25,1.97,54.83,27.27,4.65,59.47,20.71,50.06,624.83,27.27
JUL,6,22,5.38,98.9,0.55,2.59,55.15,32.16,4.79,53.57,19.72,53.02,625.15,32.16
JUL,6,23,6.05,38.37,0.1,1.7,45.18,35.27,3.73,78.51,18.82,55.46,625.57,35.27
JUL,7,0,7.85,27.17,0.22,1.53,27.84,19.72,2.96,67.97,17.95,59.18,625.82,19.72
JUL,7,1,8.85,14.83,0.02,0.4,17.11,NA,2.95,87.7,17.2,63.22,625.91,NA
JUL,7,2,5.18,29.19,0.02,1.43,28.65,13.87,3.74,80.09,16.38,69.25,625.82,13.87
JUL,7,3,3.72,27.18,0.01,2.43,26.25,18.37,3.62,76.26,15.89,72.31,625.79,18.37
JUL,7,4,3.71,44.4,0.03,2.82,25.47,17.64,2.52,79.94,16.14,70.78,625.61,17.64
JUL,7,5,2.94,6.18,0.05,3.24,22.72,20.15,2.83,96.27,15.04,77.5,625.72,20.15
JUL,7,6,3.15,3.99,0.14,2.42,23.11,12.67,2.93,90.62,14.72,79.26,625.86,12.67
JUL,7,7,0.8,10.46,0.29,5.68,37.25,13.97,2.89,89.48,14.71,79.3,625.89,13.97
JUL,7,8,0.8,24.23,0.33,4.52,60.33,20.17,3.41,87.35,16.57,71.92,626.18,20.17
JUL,7,9,3.59,7.24,0.28,2.84,48.41,19.71,4.45,80.4,18.3,64.29,626.34,19.71
JUL,7,10,7.61,11.89,0.24,3.37,46.69,9.31,5.13,78.82,19.62,57.62,626.28,9.31
JUL,7,11,10.33,10.06,0.27,3.45,46.74,12.54,4.67,79.24,21.24,51.71,626.22,12.54
JUL,7,12,14.16,2.81,0.3,3.32,52.57,14.96,4.47,85.36,22.46,45.87,625.88,14.96
JUL,7,13,17.3,4.87,0.3,3.6,NA,14.24,4.13,90.49,23.85,40.29,625.32,14.24
JUL,7,14,19.57,4.83,0.23,2.8,NA,16.09,4.17,88.22,24.88,37.27,624.69,16.09
JUL,7,15,20.57,5.18,0.24,2.85,NA,6.58,4.21,89.75,25.87,34.23,623.84,6.58
JUL,7,16,21.67,2.94,0.22,3,56.01,9.31,3.85,102.33,26.38,32.66,623.23,9.31
JUL,7,17,17.65,11.57,0.32,3.18,41.21,15.47,3.47,73,25.85,33.8,622.69,15.47
JUL,7,18,14.31,13.9,0.34,3.47,45.95,11.6,2.89,81.79,25.47,35.15,622.48,11.6
JUL,7,19,13.26,3.14,0.3,4.75,65.37,11.4,2.89,91.98,24.86,36.28,622.6,11.4
JUL,7,20,7.52,4.29,0.33,5.99,81.42,8.22,2.49,80.61,24.29,38.12,622.95,8.22
JUL,7,21,7.99,4,0.3,5.21,53.99,9.62,3.41,105.73,22.67,46.71,623.59,9.62
JUL,7,22,12.49,2.72,0.27,4.54,33.73,13.73,3.21,104.04,20.75,56.73,624.21,13.73
JUL,7,23,10.57,4.29,0.19,5,48.06,16.05,2.73,82.61,20.21,57.96,624.71,16.05
JUL,8,0,4.9,5.86,0.08,2.38,66.82,13.35,3.53,84.24,19.82,59.49,625.17,13.35
JUL,8,1,10.45,2.46,0.02,0.76,NA,NA,4.1,82.8,19.17,57.11,625.13,NA
JUL,8,2,9.62,2.75,0.03,1.11,NA,NA,3.4,90.87,18.45,60.67,625.04,NA
JUL,8,3,10.1,2.86,0.01,0.77,32.12,9.82,3.27,86.13,17.99,63.85,624.84,9.82
JUL,8,4,8.53,2.2,0.01,0.82,26.66,9.03,3.11,84.87,17.45,67.27,624.51,9.03
JUL,8,5,3.16,10.57,0.01,2.49,28.13,7.76,2.8,90.88,17.01,71.1,624.34,7.76
JUL,8,6,4.21,3.28,0.08,1.73,37.46,9.49,2.41,99.08,16.76,72.71,624.69,9.49
JUL,8,7,2.75,4.04,0.15,3.2,44.87,11.67,2.6,80.82,16.37,74.41,625.18,11.67
JUL,8,8,1.67,13.31,0.25,4.74,49.68,12.55,2.21,88.15,17.01,72.4,625.7,12.55
JUL,8,9,6.77,26.73,0.2,4.58,53.16,16.17,2.78,72.16,18.42,65.45,625.97,16.17
JUL,8,10,12.9,9.12,0.24,3.51,46.56,25.77,3.72,90.06,19.82,58.22,626.03,25.77
JUL,8,11,14.28,5.97,0.31,3.5,46.3,14.69,2.92,104.99,20.54,55.34,626.04,14.69
JUL,8,12,17.46,31.12,0.26,3.84,25.84,13.51,2.67,103.55,22.91,46.68,625.61,13.51
JUL,8,13,21.74,26.92,0.21,2.78,39.83,27.14,2.44,123.39,24.42,41.93,624.97,27.14
JUL,8,14,22.2,18.51,0.14,1.63,40.84,17.74,1.82,131.37,24.76,40.92,624.12,17.74
JUL,8,15,20.27,26.54,0.32,3.03,28.11,14.64,2.26,155.31,25.91,37.91,623.4,14.64
JUL,8,16,21.5,14.29,0.14,1.27,38.27,16.47,2.12,95.53,26.73,33.32,622.78,16.47
JUL,8,17,22,15.68,0.17,2.25,22.97,NA,3.06,92.13,26.63,31.98,622.55,NA
JUL,8,18,21.1,3.65,0.2,3.73,89.47,14.6,4.11,115.04,22.56,47.91,623.05,14.6
JUL,8,19,18.4,3.45,0.07,1.32,51.65,12.72,3.21,276.95,18.05,76.81,624.13,12.72
JUL,8,20,17.03,2.78,0.1,1.67,23.61,18.08,2.53,296.5,16.51,85.05,624.99,18.08
JUL,8,21,15.94,2.41,0.17,3.39,22.41,16.13,2.07,94.34,15.6,88.9,626.01,16.13
JUL,8,22,14.04,5.68,0.25,3.47,18.36,14.56,1.83,206.33,15.34,90.94,626.42,14.56
JUL,8,23,16.51,4.31,0.1,1.64,9.81,NA,1.86,277.36,14.89,90.34,626.58,NA
JUL,9,0,18.14,3.31,0.03,1,8.08,NA,NA,287.74,14.85,91.47,626.95,NA
JUL,9,1,20.26,2.84,0.04,0.4,5.59,NA,NA,288.05,14.9,89.31,626.78,NA
JUL,9,2,12.97,2.57,0.03,0.4,9.74,NA,NA,248.17,14.94,89.63,626.46,NA
JUL,9,3,9.28,2.27,0.06,0.4,10.89,NA,NA,261.58,15,89.82,626.27,NA
JUL,9,4,2.96,2.2,0.1,0.4,14.15,9.11,NA,206.29,15.07,90.12,626.2,9.11
JUL,9,5,9.35,3.25,0.17,1.18,11.95,NA,NA,159.31,15.2,87.28,626.26,NA
JUL,9,6,5.32,3.71,0.28,1.68,21.46,17.45,NA,140.81,14.76,90.8,626.44,17.45
JUL,9,7,1.27,3.16,0.45,6.92,17.43,NA,NA,15.35,14.71,92.94,626.61,NA
JUL,9,8,0.8,4.56,0.74,8.3,7.2,NA,NA,83.13,15.36,92.13,626.91,NA
JUL,9,9,8.93,3.37,0.57,5.84,12.5,NA,NA,89.07,17.15,81.28,627.09,NA
JUL,9,10,12.4,2.73,0.41,4.58,10.52,NA,NA,80.88,18.17,72.33,627.07,NA
JUL,9,11,12.22,2.61,0.44,4.46,17.52,10.1,NA,87.84,19.72,66.49,626.85,10.1
JUL,9,12,17.27,2.57,0.44,4.63,40.82,10.47,NA,93.66,20.73,60.75,626.63,10.47
JUL,9,13,24.85,2.62,0.4,4.47,123.71,13.53,NA,82.47,22.67,55.12,626.15,13.53
JUL,9,14,27.89,2.2,0.36,3.95,157.35,20.71,NA,93.91,24.33,44.07,625.56,20.71
JUL,9,15,27.68,3.5,0.28,2.62,149.89,21.31,NA,89.78,24.4,45.4,624.83,21.31
JUL,9,16,26.63,16.85,0.28,3.59,101.35,17.15,NA,82.61,25.75,39.78,624.27,17.15
JUL,9,17,30.71,5.45,0.27,2.7,188.29,25.19,NA,93.33,25.78,35.5,623.74,25.19
JUL,9,18,29.78,2.2,0.32,3.89,94.15,19.99,NA,90.75,26.11,30.16,623.48,19.99
JUL,9,19,14.84,6.58,0.31,3.35,80.89,13.61,NA,65.05,23.58,41.52,623.72,13.61
JUL,9,20,5.87,30.12,0.65,3.97,77.35,19.71,NA,47.23,22.02,46.82,624.42,19.71
JUL,9,21,4.28,26.74,0.31,4.86,53.51,28.89,NA,74.28,21.15,49.03,625.22,28.89
JUL,9,22,0.8,81.23,0.15,7.53,75.57,32.99,NA,71.92,19.93,54.67,625.86,32.99
JUL,9,23,0.82,54.21,0.09,5.91,67.77,44.37,NA,81.97,18.66,61.61,626.32,44.37
JUL,10,0,4.32,21.07,0.06,2.41,66.5,33.52,NA,90.69,17.98,64.94,626.86,33.52
JUL,10,1,1.77,59.11,0.03,5.51,50.41,18.65,NA,71.26,17.74,64.46,626.77,18.65
JUL,10,2,3.35,44.02,0.02,4.41,52.92,37.24,NA,78.71,17.36,65.23,626.62,37.24
JUL,10,3,4.84,31.49,0.01,2.17,31.86,NA,NA,81.55,16.81,67.9,626.32,NA
JUL,10,4,3.46,42.23,0.01,3.43,41.45,22.6,NA,81.07,16.64,68.45,626.15,22.6
JUL,10,5,6.49,8.73,0.01,0.4,40.69,25.66,NA,87.06,16.14,71.53,626.13,25.66
JUL,10,6,5.08,3.94,0.08,0.4,34.45,15.89,NA,84.44,15.75,72.16,626.06,15.89
JUL,10,7,0.8,3.19,0.26,3.84,39.78,6.81,NA,88.84,15.41,73.82,626.35,6.81
JUL,10,8,0.8,2.92,0.4,3.66,61.24,9.26,NA,87.37,16.07,72.03,626.76,9.26
JUL,10,9,11.03,6.86,0.33,2.35,58.67,11.65,NA,85.3,17.68,65.06,626.77,11.65
JUL,10,10,16.45,4.59,0.22,1.13,37.21,12.4,NA,85.1,19.53,57.67,626.77,12.4
JUL,10,11,16.3,5.47,0.31,1.04,42.87,12.71,NA,80.09,21.22,52.87,626.86,12.71
JUL,10,12,19.11,3.98,0.3,1.12,45.35,10.33,NA,87.53,21.51,50.79,626.61,10.33
JUL,10,13,22.38,6.66,0.27,1.48,38.16,6.1,NA,93.37,22.82,45.75,626.14,6.1
JUL,10,14,21.58,9.75,0.32,2.36,42.09,9.83,NA,93.95,23.39,45.07,625.4,9.83
JUL,10,15,21.27,14.37,0.25,2.16,46.76,21.25,NA,77.98,23.58,45.04,624.8,21.25
JUL,10,16,19.36,3.3,0.19,1.72,38.68,18.68,NA,254.85,21.6,47.46,624.45,18.68
JUL,10,17,17.1,3.01,0.18,0.62,42.03,11.16,NA,251.25,19.12,63,624.68,11.16
JUL,10,18,22.22,2.7,0.15,0.73,28.81,12.59,NA,257.15,16.97,76.35,624.66,12.59
JUL,10,19,23.02,2.44,0.14,0.67,26.87,19.83,NA,271.51,16.54,79.08,625.19,19.83
JUL,10,20,24.37,2.32,0.21,1.95,24.43,14.91,NA,291.51,15.79,86.82,625.36,14.91
JUL,10,21,11.52,2.33,0.21,2.61,20.22,16.8,NA,259.46,15.72,88.71,625.86,16.8
JUL,10,22,10.21,2.2,0.22,2.58,22.41,14.37,NA,266.4,15.57,86.76,625.96,14.37
JUL,10,23,6.78,2.2,0.2,2.11,16.09,12.17,NA,99.36,15.45,86.07,625.91,12.17
JUL,11,0,3.92,2.94,0.19,4.53,26.51,17.34,NA,112.44,15.51,86.56,625.97,17.34
JUL,11,1,4.71,3.03,0.14,2.79,28.74,19.52,NA,99.38,15.6,84.24,626.13,19.52
JUL,11,2,7.3,2.59,0.01,0.4,23.26,17.02,NA,100.36,15.33,79.54,625.86,17.02
JUL,11,3,7.05,4.06,0.01,1.96,15.53,10.02,NA,84.2,14.89,79.25,625.51,10.02
JUL,11,4,3.84,3.13,0.03,3.56,13.67,8.96,NA,73.37,14.15,82.42,625.25,8.96
JUL,11,5,5.14,3.36,0.05,4.39,17.95,6.53,NA,99.9,13.71,81.64,625.25,6.53
JUL,11,6,4.74,2.44,0.18,6.28,17.04,4.55,NA,99.37,13.23,81.55,625.29,4.55
JUL,11,7,0.8,4.26,0.45,8.72,42.88,6.61,NA,89.33,13.18,82.09,625.65,6.61
JUL,11,8,1.27,2.58,0.32,5.94,41.26,9.91,NA,87.05,14.38,77.74,626.06,9.91
