DATOS HORARIOS 2018_DIF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR,PM2.5
ENE,1,18,21.02,4.43,0.27,10.63,67.03,30.86,4.1,87.3,21.36,31.66,624.37,30.86
ENE,1,19,13.35,4.9,0.37,14.27,94.66,28.06,4.62,88.06,18.63,39.09,624.77,28.06
ENE,1,20,9.81,3.88,0.26,8.1,102.7,38.96,5.76,74.71,17.26,47.15,625.46,38.96
ENE,1,21,9.42,2.74,0.24,5.14,146.17,25.21,6.23,83.48,14.49,53.78,626.16,25.21
ENE,1,22,7.99,2.68,0.21,4.49,73.23,19.32,5.96,77.92,13.28,60.75,626.46,19.32
ENE,1,23,8.31,2.49,0.13,2.24,40.88,20.16,5.89,80.21,12.09,65.69,626.52,20.16
ENE,2,0,8.77,2.63,0.17,2.39,31.02,17.67,5.51,79.17,11.83,67.4,626.32,17.67
ENE,2,1,9.3,2.3,0.02,0.4,16.47,10.4,4.9,76.84,11.27,69.23,626.23,10.4
ENE,2,2,9.59,2.2,0.02,0.4,16.98,5.21,4.11,77.36,10.62,70.44,626.12,5.21
ENE,2,3,9.12,2.2,0.04,0.4,16.35,5.36,2.7,84.43,10.1,71.3,626.01,5.36
ENE,2,4,5.96,3.76,0.01,3.8,17.65,4.53,2.51,106.91,9.34,74.05,625.88,4.53
ENE,2,5,6.49,2.65,0.01,3.05,17.57,5.94,3.09,92.64,9.28,75.74,625.94,5.94
ENE,2,6,4.78,2.4,0.01,6.08,20.53,6.43,2.88,91.49,8.75,76.8,626.08,6.43
ENE,2,7,2.21,2.2,0.09,10.83,24.75,7.18,2.5,74.69,8.24,78.23,626.26,7.18
ENE,2,8,1.2,2.2,0.34,13.4,30.66,8.45,2.25,90.47,8.26,79.17,626.69,8.45
ENE,2,9,3.82,2.61,0.27,8.78,40.78,10.31,3.44,93.88,8.82,77.11,627.06,10.31
ENE,2,10,5.42,2.2,0.3,7.07,32.39,13.61,3.27,90.77,9.32,73.53,627.41,13.61
ENE,2,11,7.22,2.55,0.41,8.18,43.17,12.07,2.89,89.62,11.41,67.26,627.31,12.07
ENE,2,12,10.77,3.44,0.28,5.88,26.56,12.91,3,87.82,14.72,57.34,626.64,12.91
ENE,2,13,15.43,4.22,0.26,8.88,39.08,21.83,2.2,89.75,17.73,48.91,625.67,21.83
ENE,2,14,23.06,4.49,0.19,8.27,48.7,31.82,1.74,101.24,19.25,42.09,624.58,31.82
ENE,2,15,28.71,4.32,0.14,3.88,50.06,36.99,1.57,264.92,21.72,36.22,623.76,36.99
ENE,2,16,27.92,3.54,0.01,0.4,40.71,29.75,2.22,281.03,22.13,33.93,623.22,29.75
ENE,2,17,28.76,2.76,0.02,0.4,43.58,22.41,2.01,271.03,21.42,32.95,622.89,22.41
ENE,2,18,26.72,2.2,0.01,0.5,55.14,31.91,1.68,287.89,21.65,33.26,622.74,31.91
ENE,2,19,9.3,2.6,0.69,38.51,90.68,29.42,1.17,275.45,19.34,38.41,622.92,29.42
ENE,2,20,NA,3.63,1.31,60.35,154.72,52.09,1.1,258.07,17.99,44.13,623.31,52.09
ENE,2,21,NA,5.13,2.91,58.71,182.59,63.9,0.61,240.91,17.95,46.24,623.72,63.9
ENE,2,22,NA,3.38,1.68,55.98,184.49,87.23,1.22,182.61,17.1,45.36,624.16,87.23
ENE,2,23,1.71,2.89,0.51,43.98,136.93,54.25,1.89,266.29,16.77,47.28,624.45,54.25
ENE,3,0,0.9,2.5,0.58,44.8,107.49,52.5,0.92,199.2,15.4,52.15,624.48,52.5
ENE,3,1,NA,3.09,0.9,43.73,120.26,52.87,0.8,34.72,14.02,57.34,624.49,52.87
ENE,3,2,NA,4.03,0.82,41.8,142.46,69.03,1.37,102.22,13.22,62.04,624.51,69.03
ENE,3,3,NA,5.1,0.52,37.94,132.61,69.81,1.73,99.37,12.76,62.5,624.46,69.81
ENE,3,4,NA,4.16,0.38,37.22,97.33,64,1.87,106.15,11.71,60.71,624.27,64
ENE,3,5,NA,8.94,0.52,44.16,92.89,49.13,2.04,109,11.97,60.67,624.39,49.13
ENE,3,6,NA,6.81,0.45,36.43,114.78,60.27,2.19,98.35,11.04,64.76,624.61,60.27
ENE,3,7,NA,9.18,0.52,35.18,91.76,48.49,2.31,108.57,10.27,66.52,624.96,48.49
ENE,3,8,NA,10.02,0.77,32.41,106.88,49.93,2.08,91.38,9.94,68.21,625.41,49.93
ENE,3,9,0.8,8.86,0.85,29.21,106.74,52.3,2.01,92.45,10.82,65.32,626.03,52.3
ENE,3,10,0.8,12.06,0.83,29.36,115.43,43.12,2.23,109.01,13.31,58.49,626.33,43.12
ENE,3,11,9.35,7.95,0.64,19.32,107.72,53.91,2.45,105.91,15.9,49.75,626.22,53.91
ENE,3,12,17,8.42,0.49,16.52,84.36,38.99,1.62,122.97,19.87,41.57,625.75,38.99
ENE,3,13,25.22,16.42,0.23,4.21,61.43,45.29,1.79,351.63,20.86,34.98,624.9,45.29
ENE,3,14,29.4,20.96,0.29,4.52,43.72,35.24,1.7,235.73,22.53,31.2,623.96,35.24
ENE,3,15,29.87,8.18,0.19,1.06,38.67,37.15,2.22,265.13,22.17,28.78,623.21,37.15
ENE,3,16,27.33,3.68,0.17,1.55,50.64,29.64,2.07,235.89,23.88,27.01,622.87,29.64
ENE,3,17,27.13,3.64,0.19,3.74,58.37,22.72,1.84,230.82,22.56,27.98,622.7,22.72
ENE,3,18,25,9.97,0.39,12.73,59.31,25.54,1.63,136.86,22.92,27.96,622.86,25.54
ENE,3,19,12.81,12.88,0.34,9.79,93,28.19,4.73,44.85,18.94,35.23,623.29,28.19
ENE,3,20,10.5,8.38,0.37,12.82,87,21.44,4.01,58.21,17.45,39.27,623.86,21.44
ENE,3,21,6.73,3.89,0.41,17.06,69.33,13.12,3.89,89.58,16.1,46.27,624.34,13.12
ENE,3,22,12.05,2.94,0.23,5.76,70.61,21.15,4.7,85.58,13.64,52.16,624.76,21.15
ENE,3,23,14.03,2.64,0.13,1.94,44.02,18.19,5.06,81.73,13.09,55.43,625.14,18.19
ENE,4,0,13.28,2.4,0.08,0.4,34.93,18.36,3.72,81.92,11.82,60.78,625.43,18.36
ENE,4,1,13.08,2.53,0.04,0.4,26.12,16.74,4.02,86.75,10.55,65.28,625.38,16.74
ENE,4,2,11.08,3.08,0.03,1.55,34.95,12.99,3.48,96.52,10.07,68.49,625.52,12.99
ENE,4,3,9.78,2.25,0.01,3.38,27.58,11.92,3.42,98.41,8.76,72.12,625.36,11.92
ENE,4,4,10.31,2.43,0.01,1.67,26.97,10.06,4.03,98.03,8.5,74.6,625.19,10.06
ENE,4,5,8.55,2.35,0.01,3.57,25.03,9.79,3.69,86.98,8.15,77.06,625.1,9.79
ENE,4,6,6.3,3.23,0.01,6.66,39.47,13.21,3.62,86.03,7.81,78.43,625.29,13.21
ENE,4,7,5.34,2.28,0.01,9.12,40.66,16.37,3.2,89.99,7.78,79.02,625.65,16.37
ENE,4,8,4.25,2.2,0.12,12.09,41.49,18.4,3.8,92.34,7.73,79.78,625.9,18.4
ENE,4,9,5.5,3.4,0.23,12.77,49.55,21.92,3.79,94.45,8.35,76.17,626.39,21.92
ENE,4,10,10.8,2.2,0.24,4.01,44.61,26.04,3.8,99.77,10.66,68.46,626.8,26.04
ENE,4,11,12.62,2.2,0.24,4.51,47.06,19.96,3.96,106.15,12.37,63.34,626.84,19.96
ENE,4,12,15.1,2.58,0.31,7.61,42,24.73,3.35,108.02,13.41,55.66,626.44,24.73
ENE,4,13,19.72,3.91,0.22,7.53,48.73,27.86,2.46,115.85,16.64,47.85,625.68,27.86
ENE,4,14,24.43,6.6,0.15,9.11,54.62,39.64,1.8,160.74,18.48,40.63,624.78,39.64
ENE,4,15,28.76,5.47,0.11,6.5,54.78,37.33,1.43,202.64,21.42,35.7,623.87,37.33
ENE,4,16,33.38,7.11,0.03,4.19,47.42,35.15,1.71,278.51,22.54,32.47,623.38,35.15
ENE,4,17,32.8,7.09,0.04,2.09,55.72,32.64,1.99,265.37,23.04,31.47,623.14,32.64
ENE,4,18,30.72,4.23,0.02,2.81,54.65,29.26,1.67,270.33,21.68,32.45,623.16,29.26
ENE,4,19,15.45,3.67,0.75,36.42,83.44,25.52,0.93,260.33,20.23,36.64,623.47,25.52
ENE,4,20,2.17,7.98,2.22,77.89,137.62,37.16,1.45,119.56,18.86,39.06,623.72,37.16
ENE,4,21,1.58,11.34,2.17,79.78,184.76,62.48,1.23,117.56,18.3,41.92,624.13,62.48
ENE,4,22,1.51,9.29,2.32,70.86,228.45,67.99,1.02,177.08,16.49,47.69,624.6,67.99
ENE,4,23,0.8,6.45,2.18,64.88,200.78,77.95,1.24,100.48,15.97,49.58,624.91,77.95
ENE,5,0,NA,6.26,1.07,57.42,179.93,72.07,1.06,273.28,13.38,56.15,625.02,72.07
ENE,5,1,NA,5.36,0.95,55.08,136.69,72.17,0.67,250.1,12.9,56.27,624.93,72.17
ENE,5,2,NA,7.57,1.21,52.98,147.43,64.27,0.83,117.32,14.31,55.56,624.88,64.27
ENE,5,3,NA,10.59,0.56,53.45,155.39,71.21,1.12,96.43,13.53,55.27,624.77,71.21
ENE,5,4,NA,21.09,0.36,53.24,121.64,64.65,1.68,102.2,13.42,55.8,624.68,64.65
ENE,5,5,NA,11.29,0.39,50.78,120.4,65.78,1.64,103.95,12.68,54.84,624.93,65.78
ENE,5,6,NA,15.3,0.62,51,113.54,52.87,1.41,113.25,12.84,56.73,625.17,52.87
ENE,5,7,NA,14.74,0.8,46.94,107.74,55.96,1.31,103.72,12.66,56.98,625.54,55.96
ENE,5,8,0.8,19.32,1.19,48.44,145.47,52.35,1.55,105.33,12.66,58.1,625.98,52.35
ENE,5,9,0.8,18.52,1.23,47.35,167.31,71.67,1.66,96.12,13.48,54.72,626.6,71.67
ENE,5,10,5.81,15,0.96,42.72,179.04,80.27,1.49,114.17,14.48,46.33,626.94,80.27
ENE,5,11,16.34,10.55,0.54,22.56,120.4,59.22,1.27,105.71,19.7,40.59,626.89,59.22
ENE,5,12,23.88,5.65,0.19,7.51,62.57,39.05,1.86,287.99,20.6,38.73,626.47,39.05
ENE,5,13,27.25,3.76,0.11,1.58,52.74,33.34,2.26,276.94,20.82,38.4,625.92,33.34
ENE,5,14,28.6,3.36,0.16,2.62,31.68,30.15,2.18,236.67,22.61,35,625.04,30.15
ENE,5,15,27.76,2.5,0.17,3.63,37.32,NA,2.98,238.99,22.47,31.16,624.43,NA
ENE,5,16,28.52,2.33,0.09,1.11,39.05,27.42,2.66,258.42,23.19,29.88,624.07,27.42
ENE,5,17,27.87,2.2,0.02,0.4,44.88,23.35,1.84,286.43,22.5,29.82,623.87,23.35
ENE,5,18,24.45,2.2,0.16,2.02,45.34,23.66,1.87,54.79,22.55,29.76,623.88,23.66
ENE,5,19,7.91,2.5,1.45,44.39,71.96,25.02,1.09,77.07,20.67,32.97,624.09,25.02
ENE,5,20,NA,7.54,3.38,61.95,163.17,32.48,1.23,173.54,19.64,35.93,624.4,32.48
ENE,5,21,NA,8.03,2.99,54.51,183.76,49.46,1.09,144.73,19.15,38.35,624.85,49.46
ENE,5,22,NA,5.67,2.54,48.77,178.9,56.98,1.06,254.56,17.24,42.92,625.18,56.98
ENE,5,23,NA,4.66,2.46,44.03,187.2,67.88,1.22,263.4,15.61,46.89,625.3,67.88
ENE,6,0,NA,3.92,1.65,41.21,139.18,68.79,1.3,70.14,15.82,48.52,625.4,68.79
ENE,6,1,NA,10.66,1.29,42.29,152.78,56.52,1.82,120.33,14.64,49.12,625.56,56.52
ENE,6,2,NA,12.58,0.56,40.03,117.4,64.4,2.44,111.02,13.22,50.11,625.68,64.4
ENE,6,3,4.87,7.37,0.19,19.11,80.73,49.27,2.86,97.62,12.31,54.39,625.59,49.27
ENE,6,4,8.2,4.51,0.02,7.64,39.84,26.81,2.59,95.15,11.82,57.35,625.39,26.81
ENE,6,5,5.95,7.72,0.05,14.44,41.03,20.64,1.87,112.68,11.58,58.77,625.63,20.64
ENE,6,6,2.46,8.4,0.11,23.27,48.29,20.58,2.43,109.82,10.68,61.34,625.98,20.58
ENE,6,7,2,6.39,0.26,22.39,52.08,23.31,2.8,106.51,10.31,64.05,626.1,23.31
ENE,6,8,0.8,9.11,0.68,26.48,82.8,26.68,2.26,115.97,9.59,65.7,626.54,26.68
ENE,6,9,2.77,5.79,0.58,17.3,89.23,31.82,2.57,97.87,10.43,60.61,627.06,31.82
ENE,6,10,8,4.38,0.48,11.23,76.2,30.72,2.89,94.61,13.28,53.2,627.47,30.72
ENE,6,11,14.17,3.63,0.48,6.16,75.13,24.88,3.49,112,16.56,45.15,627.37,24.88
ENE,6,12,19.33,3.71,0.48,4.78,60.3,25.57,3.24,110.97,17.62,39.03,627.02,25.57
ENE,6,13,22.83,4.38,0.37,4.7,53.79,25.47,3.19,117.26,19.36,34.55,626.2,25.47
ENE,6,14,23.56,3.98,0.36,5.05,41.1,27.8,3.05,127.77,22.19,29.95,625.23,27.8
ENE,6,15,22.25,2.86,0.35,5.68,46.87,31.41,3.33,122.04,22.37,25.29,624.35,31.41
ENE,6,16,20.82,2.98,0.27,5.57,42.47,18.51,3.25,97.87,24.25,19.05,623.8,18.51
ENE,6,17,20.35,3.52,0.33,11.26,46.51,16.22,3.05,100.81,23.47,19.01,623.54,16.22
ENE,6,18,18.47,5.09,0.32,15.02,61.32,15.61,2.64,90.14,23.46,20.06,623.75,15.61
ENE,6,19,8.23,3.14,0.86,43.8,86.04,16.87,1.07,171.62,21.45,25.2,624.07,16.87
ENE,6,20,4.53,5.52,0.84,44,88.64,22.46,1.71,306.37,18.77,28.84,624.5,22.46
ENE,6,21,2.7,9.49,0.77,37.56,97.25,32.64,2.08,71.11,18.98,27.39,625.03,32.64
ENE,6,22,6.2,16.08,0.44,22.94,84.31,20.05,2.76,81.26,17.49,32.27,625.32,20.05
ENE,6,23,8.48,3.97,0.25,14.34,73.54,22.3,3.32,83.57,15.13,37.57,625.33,22.3
ENE,7,0,10.26,2.42,0.16,10.86,48.56,18.64,3.28,89.23,14.61,40.24,625.21,18.64
ENE,7,1,10.42,2.2,0.07,9.06,46.2,18.08,3.15,100.52,12.67,44.19,625.11,18.08
ENE,7,2,10.63,3.87,0.03,8.33,36.98,16.03,2.71,92.08,12.41,47.37,625.15,16.03
ENE,7,3,10.48,4.93,0.01,8.51,41.37,16.05,2.49,91.88,10.71,51.08,625.03,16.05
ENE,7,4,11.99,3.4,0.01,6.3,27.19,15.91,2.63,104.19,10.64,53.98,624.86,15.91
ENE,7,5,8.78,5.82,0.01,10.88,37.47,14.39,2.45,96.92,9.62,58.91,624.81,14.39
ENE,7,6,4.83,4.69,0.01,18.18,45.7,15.97,2.01,88.7,9.29,60.76,625.03,15.97
ENE,7,7,3.22,3.9,0.08,19.36,54.04,15.19,1.87,86.7,8.21,63.95,625.3,15.19
ENE,7,8,4.2,2.43,0.15,15.54,46.93,14.12,2.02,91.06,7.73,65.96,625.59,14.12
ENE,7,9,5.77,5.86,0.31,18.01,57.73,16.81,2.17,81.7,9.67,60.44,626.23,16.81
ENE,7,10,9.92,12.35,0.33,16.26,66.11,28.28,2.33,92.59,12.5,54.23,626.5,28.28
ENE,7,11,14.84,24.52,0.39,15.71,73.75,33.83,2.39,117.26,15.32,45.1,626.38,33.83
ENE,7,12,19.88,7.51,0.26,10.89,121.08,41.63,1.52,115.45,18.4,36.3,625.7,41.63
ENE,7,13,24.49,3.81,0.06,4.41,69.66,32.95,1.76,257.51,21.1,31.08,624.78,32.95
ENE,7,14,28.69,2.95,0.03,2.48,34.53,26.71,2.39,279.64,21.72,27.38,623.76,26.71
ENE,7,15,31.27,2.31,0.01,0.4,38.52,19.17,3.36,270.19,22.35,21.79,623,19.17
ENE,7,16,34.83,3.04,0.02,0.4,49.18,13.92,3.29,280.75,23.58,22.29,622.52,13.92
ENE,7,17,34.26,2.75,0.01,0.4,53.77,26.12,3.05,271.8,23,21.69,622.41,26.12
ENE,7,18,31.75,2.2,0.01,0.4,52.88,23.92,2.75,263.26,23.78,21.74,622.66,23.92
ENE,7,19,21.6,2.23,0.04,10.59,66.27,21.77,0.92,266.36,21.01,26.46,622.89,21.77
ENE,7,20,1.76,3.25,1.66,56.55,135.01,29.55,1.23,192.02,18.52,28.21,623.22,29.55
ENE,7,21,9.22,2.28,0.5,36.22,110.06,43.03,1.33,263.45,17.83,29.03,623.67,43.03
ENE,7,22,1.3,2.6,0.99,47.43,102.28,33.3,1.04,233.69,16.89,33.13,623.98,33.3
ENE,7,23,NA,3.27,1.47,47.59,120.89,44.3,1.17,176.66,15.75,35.01,623.92,44.3
ENE,8,0,0.8,2.41,0.55,39.87,107.8,46.85,1.12,272.72,14.22,38.66,624,46.85
ENE,8,1,1.49,2.2,0.32,35.06,75.22,44.12,1.33,269.99,13.87,40.25,623.81,44.12
ENE,8,2,NA,2.42,0.26,33.84,98.3,40.77,1.12,292.97,11.35,48.2,624.1,40.77
ENE,8,3,NA,2.43,0.46,37.34,96.86,45.04,0.96,242.27,11.25,49.86,623.98,45.04
ENE,8,4,0.8,2.2,0.35,43.3,86.54,44.81,1.08,185.43,11.29,48.05,623.89,44.81
ENE,8,5,NA,2.57,0.47,39.87,84.07,34.66,1.06,77.53,10.38,52.06,623.87,34.66
ENE,8,6,NA,5.84,0.54,35.39,108.34,41.29,1.39,101.38,9.43,56.92,624.19,41.29
ENE,8,7,NA,6.35,0.91,34.2,119.92,47.81,1.3,102.77,9.06,57.21,624.47,47.81
ENE,8,8,NA,21.13,1.55,40.84,151.57,49.56,1.64,114.58,9,54.81,624.76,49.56
ENE,8,9,0.8,18.84,1.06,35.28,154.79,69.55,2.62,98.17,10.07,50.36,625.27,69.55
ENE,8,10,7.94,15.32,1.05,34.75,133.99,51.32,2.51,103.3,13.49,44.81,625.69,51.32
ENE,8,11,16.86,15.92,0.95,30.82,136.57,55.32,2.19,110.06,16.91,37.75,625.47,55.32
ENE,8,12,24.87,10.45,0.62,17.31,98.41,56.02,3,91.57,19.56,31.2,625.11,56.02
ENE,8,13,29.81,6.93,0.48,10.47,82.55,37.26,4.16,89.39,20.51,27.43,624.41,37.26
ENE,8,14,29.95,4.72,0.56,13.96,76.88,27.68,3.8,80.58,22.81,25.8,623.42,27.68
ENE,8,15,27.87,2.91,0.46,11.35,86.68,30.91,3.73,105.89,23.44,24.39,622.79,30.91
ENE,8,16,28.57,3.14,0.37,8.82,85.75,27.49,3.89,105.03,23.44,23.51,622.46,27.49
ENE,8,17,27.38,3.21,0.42,11.86,92.05,19,3.5,113.49,24.43,23.32,622.42,19
ENE,8,18,22.18,2.38,0.61,19.74,89.62,26.87,2.93,111.44,23.05,24.32,622.63,26.87
ENE,8,19,9.57,6.28,0.87,34.57,109.8,19.37,2.78,87.17,22.05,27.87,623.1,19.37
ENE,8,20,8.26,63.27,0.7,23.02,106.89,27.69,3.52,57.36,20.23,30.03,623.72,27.69
ENE,8,21,7.92,142.58,0.65,18.36,81.58,26.79,4.09,56.9,18.11,34.95,624.39,26.79
ENE,8,22,6.61,148.98,0.5,18.57,98.53,33.82,3.36,49.75,16.98,39.29,624.88,33.82
ENE,8,23,4.29,153.92,0.86,24.43,74.72,34.06,2.95,44.84,15.4,44.2,625.23,34.06
ENE,9,0,8.1,36.83,0.2,10.08,58.17,36.5,2.3,86.76,13.74,49.7,625.29,36.5
ENE,9,1,8.98,5.73,0.06,7.12,32.43,23.08,2.56,100.78,12.5,55.86,625.34,23.08
ENE,9,2,10.25,4.11,0.02,3.69,27.04,20.36,2.78,96.91,11.06,60.14,625.25,20.36
ENE,9,3,11.09,3.33,0.01,0.4,29.92,19.81,3.58,93.11,10.55,63.95,624.94,19.81
ENE,9,4,10.27,2.33,0.01,0.4,30.23,18.29,3.36,81.07,9.77,66.65,624.78,18.29
ENE,9,5,7.53,2.68,0.01,6.35,36.74,16.38,2.52,100.31,9.2,69.33,624.89,16.38
ENE,9,6,5.38,4.33,0.01,10.48,38.25,11.35,3.15,106.73,8.45,72.4,625.04,11.35
ENE,9,7,3.65,2.9,0.33,13.3,50.17,8.42,2.98,109.49,8.28,75.8,625.4,8.42
ENE,9,8,1.17,3.98,0.63,20.71,71.15,10.71,2.62,81.17,8.03,78.91,625.8,10.71
ENE,9,9,3.93,3.72,0.54,13.79,70.83,24.24,3.04,86.51,8.78,73.73,626.41,24.24
ENE,9,10,7.99,6.1,0.54,14.04,68.96,28.26,3.32,115.15,11.53,65.29,626.69,28.26
ENE,9,11,14.18,3.59,0.33,5.68,55.9,33.92,2.95,113.02,14.38,49.18,626.38,33.92
ENE,9,12,17.87,3.77,0.24,4.43,37.07,29.51,2.93,107.79,16.5,38.61,625.73,29.51
ENE,9,13,20.78,3.2,0.26,6.11,41.48,27.16,3,107.09,18.65,25.51,624.78,27.16
ENE,9,14,24.57,4.45,0.32,6.94,40.18,22.83,2.82,108.61,21.38,20.14,623.91,22.83
ENE,9,15,26.98,4.7,0.22,7.74,49.93,22.8,2.34,119.2,22.11,12.83,623.17,22.8
ENE,9,16,30.81,4.69,0.07,2.51,54.53,22.15,1.63,190.25,24.91,10.51,622.66,22.15
ENE,9,17,31.25,2.93,0.01,2.25,36.99,16.38,1.2,215.39,25.39,8.11,622.36,16.38
ENE,9,18,23.95,2.2,0.22,14.87,49.04,14.97,1.06,158.73,24.96,6.66,622.43,14.97
ENE,9,19,2.61,2.93,0.99,61.74,88.74,15.43,1.2,257.83,21.15,13.28,622.63,15.43
ENE,9,20,NA,3.91,2.15,64.25,154.49,31.82,0.89,250.37,18.78,19.81,623.01,31.82
ENE,9,21,NA,4.33,3.57,57.4,212.31,47.82,1.01,252.63,16.73,24.26,623.41,47.82
ENE,9,22,NA,4.94,3.48,56.62,208.98,73.25,0.75,227.46,13.94,27.64,623.67,73.25
ENE,9,23,1.58,14.89,2.45,53.31,278.81,77.26,1.21,123.99,13.66,30.33,623.88,77.26
ENE,10,0,NA,11.22,1.1,47.47,217.15,89.86,1.45,160.07,12.64,30.2,624,89.86
ENE,10,1,NA,8.12,0.66,43.95,146.48,72.76,1.48,111.72,11.6,30.7,623.92,72.76
ENE,10,2,4.49,12.33,0.51,40.93,143.28,66.73,1.77,92.58,11.02,29.62,623.74,66.73
ENE,10,3,1.45,8.81,0.38,35.75,122.66,53.14,1.23,102.68,10.43,31.66,623.65,53.14
ENE,10,4,0.8,5.66,0.42,31.17,118.05,45.7,1,289.2,8.69,38.35,623.72,45.7
ENE,10,5,NA,6.43,0.46,30.82,122.85,55.91,0.98,219.84,7.21,41.25,623.69,55.91
ENE,10,6,NA,9.13,0.45,31.47,114.67,39.52,1.28,115.65,7.31,38.92,623.83,39.52
ENE,10,7,NA,9.1,0.62,29.41,95.19,41.26,1.59,103.41,7.72,35.97,624.09,41.26
ENE,10,8,NA,11.29,0.88,24.71,109.02,29.18,2.27,109.76,7.44,37.54,624.37,29.18
ENE,10,9,1.33,17.53,0.91,24.01,107.66,34.89,2.56,106.75,8.69,35.2,624.95,34.89
ENE,10,10,4.2,34.95,1.06,34.09,150.69,42.21,2.4,99.5,11.2,37.93,625.23,42.21
ENE,10,11,13.28,22.13,0.57,28.94,148.27,75.33,1.49,104.31,15.26,32.94,625.19,75.33
ENE,10,12,20.91,9.17,0.31,19.85,97.62,61.62,1.34,217.93,19.43,30.5,624.61,61.62
ENE,10,13,29.21,5.6,0.14,9.97,76.81,54.36,1.9,261.34,21.67,28.86,623.67,54.36
ENE,10,14,35.97,4.61,0.06,4.81,47.53,44.81,2.83,283,21.58,26.5,622.59,44.81
ENE,10,15,37.17,3.99,0.07,4.22,64.06,34.29,3.15,262.72,23.24,23.38,621.73,34.29
ENE,10,16,38.14,3.22,0.06,5.28,49.77,NA,3.24,256.99,24.99,21.16,621.04,NA
ENE,10,17,38.95,3.08,0.16,7.67,61.78,28.22,3.06,215.93,23.55,20.79,620.82,28.22
ENE,10,18,32.71,2.83,0.17,10.4,62.28,34.65,2.99,238.16,24.46,21.61,620.89,34.65
ENE,10,19,24.71,2.88,0.26,17.7,80.27,26.53,3.4,245.13,21.81,25.24,621.21,26.53
ENE,10,20,19.83,2.82,0.25,19.99,90.42,31.69,3.29,254.61,20.17,29.11,621.56,31.69
ENE,10,21,19.41,2.91,0.21,16.93,83.75,32.76,3.21,252.76,19.24,35.4,621.94,32.76
ENE,10,22,20.88,2.96,0.2,11.77,83.72,31.57,4.19,226.33,17.55,38.25,622.29,31.57
ENE,10,23,18.94,3.1,0.1,7.99,66.4,35.25,3.13,258.31,17.14,43.5,622.67,35.25
ENE,11,0,12.82,3.04,0.09,16.4,56.38,30.92,1.93,268.29,15.25,49.42,622.78,30.92
ENE,11,1,13.19,3,0.08,15.21,51.21,29.16,1.83,292.27,14.33,53.12,622.77,29.16
ENE,11,2,13.98,2.9,0.08,16.77,54.37,28.71,1.64,269.63,13.27,56.26,622.77,28.71
ENE,11,3,10.84,2.66,0.03,20.81,52.43,32.69,1.43,250.06,12.75,59.89,622.55,32.69
ENE,11,4,8.49,2.59,0.03,23.09,46.53,33.1,1.72,274.92,11.63,63.9,622.46,33.1
ENE,11,5,2.18,2.48,0.12,42.58,60.13,29.79,1.58,279.47,10.74,65.82,622.64,29.79
ENE,11,6,0.8,2.41,0.16,47.59,80.5,38.57,1.27,256.64,10.31,67.74,622.98,38.57
ENE,11,7,0.8,2.3,0.3,42.97,83.21,39.62,1.16,278.98,9.72,69.01,623.46,39.62
